Date,KNRCON
2013-08-05,80.1
2013-08-06,81.0
2013-08-07,90.0
2013-08-08,90.0
2013-08-13,85.0
2013-08-16,85.0
2013-08-19,89.95
2013-08-20,86.2
2013-08-21,95.0
2013-08-22,91.15
2013-08-26,95.0
2013-08-27,110.0
2013-08-28,101.15
2013-08-29,99.8
2013-08-30,109.0
2013-09-02,105.0
2013-09-05,101.55
2013-09-06,105.0
2013-09-10,113.8
2013-09-11,116.0
2013-09-12,119.0
2013-09-13,95.2
2013-09-16,85.7
2013-09-17,77.5
2013-09-18,70.0
2013-09-19,66.5
2013-09-20,63.2
2013-09-23,60.05
2013-09-24,57.5
2013-09-25,54.65
2013-09-26,52.3
2013-09-27,49.7
2013-09-30,48.8
2013-10-01,46.4
2013-10-03,47.05
2013-10-04,45.55
2013-10-07,46.1
2013-10-08,48.0
2013-10-10,50.4
2013-10-11,52.9
2013-10-14,55.45
2013-10-15,58.0
2013-10-17,60.0
2013-10-18,57.05
2013-10-21,59.0
2013-10-22,61.8
2013-10-23,64.8
2013-10-24,67.0
2013-10-25,69.95
2013-10-28,71.65
2013-10-30,74.0
2013-10-31,75.95
2013-11-01,76.95
2013-11-05,76.0
2013-11-06,76.0
2013-11-07,73.1
2013-11-12,69.5
2013-11-13,66.5
2013-11-14,67.95
2013-11-18,64.6
2013-11-19,67.8
2013-11-20,71.15
2013-11-21,74.7
2013-11-22,74.0
2013-11-25,73.1
2013-11-28,73.1
2013-11-29,70.05
2013-12-06,70.0
2013-12-09,72.2
2013-12-10,71.9
2013-12-11,75.0
2013-12-12,78.75
2013-12-13,82.65
2013-12-16,82.0
2013-12-23,77.9
2013-12-26,74.6
2013-12-27,78.0
2013-12-31,74.25
2014-01-02,71.05
2014-01-03,74.6
2014-01-06,75.0
2014-01-07,78.65
2014-01-08,79.0
2014-01-09,82.95
2014-01-10,84.9
2014-01-13,88.5
2014-01-14,86.7
2014-01-15,86.1
2014-01-16,88.75
2014-01-17,87.9
2014-01-20,88.0
2014-01-21,89.3
2014-01-22,89.6
2014-01-23,86.0
2014-01-24,86.75
2014-01-27,88.85
2014-01-28,90.1
2014-01-29,90.0
2014-01-30,89.6
2014-01-31,89.45
2014-02-03,87.15
2014-02-04,90.3
2014-02-05,91.0
2014-02-06,86.8
2014-02-07,89.35
2014-02-10,87.5
2014-02-11,86.05
2014-02-12,89.3
2014-02-13,86.1
2014-02-14,90.0
2014-02-17,87.55
2014-02-18,87.35
2014-02-19,85.8
2014-02-20,84.0
2014-02-21,85.0
2014-02-24,86.75
2014-02-25,85.0
2014-02-26,87.7
2014-02-28,86.15
2014-03-03,86.6
2014-03-04,90.9
2014-03-05,88.95
2014-03-06,85.65
2014-03-07,89.75
2014-03-10,91.8
2014-03-11,90.0
2014-03-12,90.5
2014-03-13,89.0
2014-03-14,90.0
2014-03-18,89.7
2014-03-19,86.05
2014-03-20,87.25
2014-03-21,87.5
2014-03-22,89.6
2014-03-24,87.1
2014-03-25,87.35
2014-03-26,85.2
2014-03-27,83.45
2014-03-28,85.55
2014-03-31,85.0
2014-04-01,85.0
2014-04-02,86.9
2014-04-03,88.75
2014-04-04,87.5
2014-04-07,89.1
2014-04-09,98.0
2014-04-10,103.85
2014-04-11,104.45
2014-04-15,101.0
2014-04-16,98.6
2014-04-17,98.85
2014-04-21,101.05
2014-04-22,102.0
2014-04-23,97.65
2014-04-25,99.3
2014-04-28,95.15
2014-04-29,101.25
2014-04-30,103.0
2014-05-02,102.45
2014-05-05,102.9
2014-05-06,103.7
2014-05-07,106.2
2014-05-08,103.45
2014-05-09,102.95
2014-05-12,108.3
2014-05-13,109.15
2014-05-14,116.2
2014-05-15,117.7
2014-05-16,118.35
2014-05-19,140.45
2014-05-20,136.2
2014-05-21,136.75
2014-05-22,148.55
2014-05-23,137.55
2014-05-26,132.9
2014-05-27,131.05
2014-05-28,130.9
2014-05-29,138.8
2014-05-30,135.05
2014-06-02,131.55
2014-06-03,148.4
2014-06-04,144.3
2014-06-05,154.7
2014-06-06,185.6
2014-06-09,197.5
2014-06-10,182.3
2014-06-11,182.65
2014-06-12,185.6
2014-06-13,182.3
2014-06-16,196.75
2014-06-17,200.25
2014-06-18,217.95
2014-06-19,212.5
2014-06-20,210.25
2014-06-23,217.2
2014-06-24,211.3
2014-06-25,230.3
2014-06-26,221.35
2014-06-27,226.3
2014-08-06,252.1
2014-08-07,249.1
2014-08-08,239.2
2014-08-11,229.95
2014-08-12,228.7
2014-08-13,217.35
2014-08-14,212.0
2014-08-18,222.6
2014-08-19,222.8
2014-08-20,217.8
2014-08-21,216.5
2014-08-22,227.3
2014-08-25,227.25
2014-08-26,228.65
2014-08-27,224.35
2014-08-28,220.8
2014-09-01,231.8
2014-09-02,243.35
2014-09-03,253.5
2014-09-04,266.15
2014-09-05,282.05
2014-09-08,275.95
2014-09-09,269.45
2014-09-10,289.6
2014-09-11,287.8
2014-09-12,308.85
2014-09-15,296.45
2014-09-16,280.35
2014-09-17,284.8
2014-09-18,304.35
2014-09-19,299.35
2014-09-22,298.15
2014-09-23,297.7
2014-09-24,271.1
2014-09-25,259.9
2014-09-26,273.6
2014-09-29,272.2
2014-09-30,283.55
2014-10-01,273.85
2014-10-07,271.9
2014-10-08,269.85
2014-10-09,274.35
2014-10-10,270.25
2014-10-13,271.15
2014-10-14,270.2
2014-10-16,270.0
2014-10-17,270.0
2014-10-20,271.1
2014-10-21,274.2
2014-10-22,276.35
2014-10-23,277.45
2014-10-27,271.3
2014-10-28,275.9
2014-10-29,276.1
2014-10-30,289.2
2014-10-31,291.65
2014-11-03,300.85
2014-11-05,296.4
2014-11-07,295.3
2014-11-10,280.8
2014-11-11,277.15
2014-11-12,284.3
2014-11-13,284.3
2014-11-14,284.25
2014-11-17,304.5
2014-11-18,301.4
2014-11-19,302.7
2014-11-20,295.65
2014-11-21,313.5
2014-11-24,316.65
2014-11-25,309.5
2014-11-26,304.8
2014-11-27,312.4
2014-11-28,310.8
2014-12-01,300.1
2014-12-02,298.25
2014-12-03,297.55
2014-12-04,297.7
2014-12-05,319.25
2014-12-08,308.2
2014-12-09,311.85
2014-12-10,313.2
2014-12-11,307.45
2014-12-12,297.75
2014-12-15,306.3
2014-12-16,295.05
2014-12-17,286.1
2014-12-18,296.85
2014-12-19,301.8
2014-12-22,307.6
2014-12-23,304.0
2014-12-24,313.45
2014-12-26,312.35
2014-12-29,319.0
2014-12-30,329.5
2014-12-31,328.3
2015-01-01,334.05
2015-01-02,357.7
2015-01-05,361.25
2015-01-06,349.85
2015-01-07,344.55
2015-01-08,367.85
2015-01-09,355.75
2015-01-12,358.25
2015-01-13,355.6
2015-01-14,354.45
2015-01-15,362.6
2015-01-16,352.25
2015-01-19,349.35
2015-01-20,359.95
2015-01-21,389.3
2015-01-22,376.3
2015-01-23,376.25
2015-01-27,384.95
2015-01-28,379.8
2015-01-29,397.65
2015-01-30,394.9
2015-02-02,402.55
2015-02-03,402.25
2015-02-04,390.05
2015-02-05,387.6
2015-02-06,372.35
2015-02-09,357.3
2015-02-10,364.2
2015-02-11,382.05
2015-02-12,378.6
2015-02-13,378.95
2015-02-16,378.75
2015-02-18,381.1
2015-02-19,377.0
2015-02-20,376.15
2015-02-23,369.95
2015-02-24,376.25
2015-02-25,367.45
2015-02-26,359.65
2015-02-27,383.5
2015-02-28,388.5
2015-03-02,430.5
2015-03-03,441.65
2015-03-04,433.15
2015-03-05,437.15
2015-03-09,441.2
2015-03-10,459.8
2015-03-11,459.2
2015-03-12,461.8
2015-03-13,453.1
2015-03-16,439.1
2015-03-17,428.45
2015-03-18,417.3
2015-03-19,415.25
2015-03-20,408.75
2015-03-23,412.4
2015-03-24,403.5
2015-03-25,394.4
2015-03-26,397.65
2015-03-27,393.6
2015-03-30,427.9
2015-03-31,424.8
2015-04-01,427.1
2015-04-06,430.95
2015-04-07,432.6
2015-04-08,444.45
2015-04-09,437.55
2015-04-10,447.5
2015-04-13,440.95
2015-04-15,461.6
2015-04-16,449.35
2015-04-17,442.85
2015-04-20,443.5
2015-04-21,454.0
2015-04-22,455.6
2015-04-23,480.6
2015-04-24,481.35
2015-04-27,458.0
2015-04-28,467.15
2015-04-29,482.85
2015-04-30,474.1
2015-05-04,490.15
2015-05-05,485.0
2015-05-06,464.45
2015-05-07,446.65
2015-05-08,452.05
2015-05-11,460.75
2015-05-12,454.2
2015-05-13,479.25
2015-05-14,483.65
2015-05-15,513.65
2015-05-18,525.15
2015-05-19,542.65
2015-05-20,538.1
2015-05-21,531.65
2015-05-22,526.0
2015-05-25,533.75
2015-05-26,531.6
2015-05-27,494.05
2015-05-28,497.05
2015-05-29,521.05
2015-06-01,520.85
2015-06-02,500.9
2015-06-03,508.9
2015-06-04,509.0
2015-06-05,520.6
2015-06-08,510.25
2015-06-09,512.55
2015-06-10,517.35
2015-06-11,508.5
2015-06-12,517.05
2015-06-15,507.3
2015-06-16,503.25
2015-06-17,506.75
2015-06-18,535.9
2015-06-19,533.05
2015-06-22,537.25
2015-06-23,526.55
2015-06-24,522.95
2015-06-25,526.5
2015-06-26,525.35
2015-06-29,515.05
2015-06-30,524.5
2015-07-01,526.8
2015-07-02,543.6
2015-07-03,559.7
2015-07-06,572.85
2015-07-07,582.2
2015-07-08,575.75
2015-07-09,589.45
2015-07-10,592.6
2015-07-13,592.2
2015-07-14,616.05
2015-07-15,611.25
2015-07-16,603.75
2015-07-17,597.8
2015-07-20,602.7
2015-07-21,576.9
2015-07-22,575.3
2015-07-23,576.6
2015-07-24,587.75
2015-07-27,584.9
2015-07-28,586.25
2015-07-29,586.35
2015-07-30,584.45
2015-07-31,574.15
2015-08-03,565.75
2015-08-04,564.35
2015-08-05,570.85
2015-08-06,571.45
2015-08-07,572.2
2015-08-10,561.55
2015-08-11,549.0
2015-08-12,526.0
2015-08-13,522.9
2015-08-14,528.2
2015-08-17,515.25
2015-08-18,578.4
2015-08-19,561.7
2015-08-20,556.1
2015-08-21,553.65
2015-08-24,503.5
2015-08-25,526.2
2015-08-26,524.55
2015-08-27,547.8
2015-08-28,572.75
2015-08-31,571.8
2015-09-01,557.4
2015-09-02,552.4
2015-09-03,556.7
2015-09-04,536.6
2015-09-07,521.05
2015-09-08,510.6
2015-09-09,525.1
2015-09-10,508.3
2015-09-11,513.8
2015-09-14,524.55
2015-09-15,514.75
2015-09-16,515.85
2015-09-18,530.15
2015-09-21,532.65
2015-09-22,547.05
2015-09-23,562.75
2015-09-24,547.6
2015-09-28,541.75
2015-09-29,553.45
2015-09-30,560.9
2015-10-01,562.5
2015-10-05,582.75
2015-10-06,598.45
2015-10-07,603.85
2015-10-08,589.55
2015-10-09,580.9
2015-10-12,571.05
2015-10-13,571.9
2015-10-14,572.15
2015-10-15,592.2
2015-10-16,604.25
2015-10-19,611.1
2015-10-20,611.35
2015-10-21,592.05
2015-10-23,590.8
2015-10-26,600.15
2015-10-27,586.1
2015-10-28,586.7
2015-10-29,585.25
2015-10-30,584.35
2015-11-02,577.5
2015-11-03,594.95
2015-11-04,585.0
2015-11-05,574.2
2015-11-06,563.6
2015-11-09,551.9
2015-11-10,557.0
2015-11-11,568.0
2015-11-13,581.5
2015-11-16,603.3
2015-11-17,593.15
2015-11-18,597.75
2015-11-19,615.7
2015-11-20,609.4
2015-11-23,619.15
2015-11-24,626.8
2015-11-26,622.35
2015-11-27,622.2
2015-11-30,605.7
2015-12-01,605.25
2015-12-02,614.7
2015-12-03,617.9
2015-12-04,614.3
2015-12-07,614.65
2015-12-08,607.05
2015-12-09,581.55
2015-12-10,599.95
2015-12-11,590.25
2015-12-14,592.2
2015-12-15,572.75
2015-12-16,564.0
2015-12-17,565.15
2015-12-18,567.0
2015-12-21,569.25
2015-12-22,585.85
2015-12-23,591.4
2015-12-24,581.8
2015-12-28,575.65
2015-12-29,570.8
2015-12-30,585.25
2015-12-31,568.5
2016-01-01,577.55
2016-01-04,565.25
2016-01-05,572.35
2016-01-06,559.4
2016-01-07,548.4
2016-01-08,550.75
2016-01-11,534.1
2016-01-12,539.05
2016-01-13,531.85
2016-01-14,510.45
2016-01-15,501.95
2016-01-18,484.5
2016-01-19,488.15
2016-01-20,461.1
2016-01-21,463.75
2016-01-22,483.05
2016-01-25,496.3
2016-01-27,498.0
2016-01-28,493.7
2016-01-29,494.5
2016-02-01,495.8
2016-02-02,500.0
2016-02-03,499.8
2016-02-04,496.0
2016-02-05,505.7
2016-02-08,487.05
2016-02-09,491.75
2016-02-10,482.8
2016-02-11,438.7
2016-02-12,446.7
2016-02-15,453.55
2016-02-16,435.15
2016-02-17,438.7
2016-02-18,453.55
2016-02-19,458.15
2016-02-22,451.15
2016-02-23,452.3
2016-02-24,455.35
2016-02-25,454.7
2016-02-26,455.9
2016-02-29,461.4
2016-03-01,497.8
2016-03-02,500.25
2016-03-03,504.5
2016-03-04,504.5
2016-03-08,520.75
2016-03-09,524.35
2016-03-10,521.4
2016-03-11,514.9
2016-03-14,513.1
2016-03-15,506.65
2016-03-16,496.65
2016-03-17,500.45
2016-03-18,497.1
2016-03-21,509.6
2016-03-22,514.75
2016-03-23,514.6
2016-03-28,521.85
2016-03-29,516.2
2016-03-30,506.25
2016-03-31,509.4
2016-04-01,519.9
2016-04-04,517.95
2016-04-05,512.15
2016-04-06,501.85
2016-04-07,521.3
2016-04-08,517.05
2016-04-11,517.6
2016-04-12,521.8
2016-04-13,542.95
2016-04-18,570.95
2016-04-20,555.4
2016-04-21,550.9
2016-04-22,550.95
2016-04-25,551.8
2016-04-26,554.9
2016-04-27,557.65
2016-04-28,548.7
2016-04-29,554.35
2016-05-02,540.75
2016-05-03,533.45
2016-05-04,524.45
2016-05-05,514.5
2016-05-06,511.5
2016-05-09,525.4
2016-05-10,519.9
2016-05-11,525.15
2016-05-12,518.05
2016-05-13,522.3
2016-05-16,523.0
2016-05-17,525.2
2016-05-18,523.95
2016-05-19,521.3
2016-05-20,515.8
2016-05-23,519.2
2016-05-24,515.2
2016-05-25,512.45
2016-05-26,525.4
2016-05-27,539.35
2016-05-30,540.25
2016-05-31,555.4
2016-06-01,561.1
2016-06-02,572.95
2016-06-03,581.65
2016-06-06,569.25
2016-06-07,565.85
2016-06-08,570.15
2016-06-09,570.25
2016-06-10,567.8
2016-06-13,556.05
2016-06-14,563.4
2016-06-15,561.95
2016-06-16,562.5
2016-06-17,554.05
2016-06-20,560.85
2016-06-21,562.2
2016-06-22,559.9
2016-06-23,556.2
2016-06-24,539.8
2016-06-27,536.8
2016-06-28,526.7
2016-06-29,535.1
2016-06-30,558.1
2016-07-01,555.7
2016-07-04,572.85
2016-07-05,573.0
2016-07-07,569.9
2016-07-08,563.55
2016-07-11,560.1
2016-07-12,567.15
2016-07-13,556.0
2016-07-14,555.65
2016-07-15,569.05
2016-07-18,570.3
2016-07-19,570.25
2016-07-20,576.75
2016-07-21,574.7
2016-07-22,579.6
2016-07-25,575.25
2016-07-26,575.0
2016-07-27,575.35
2016-07-28,591.6
2016-07-29,599.4
2016-08-01,595.25
2016-08-02,600.95
2016-08-03,586.15
2016-08-04,592.25
2016-08-05,598.2
2016-08-08,618.95
2016-08-09,609.8
2016-08-10,611.1
2016-08-11,603.05
2016-08-12,620.85
2016-08-16,640.85
2016-08-17,694.65
2016-08-18,714.0
2016-08-19,697.65
2016-08-22,697.15
2016-08-23,684.4
2016-08-24,700.5
2016-08-25,706.15
2016-08-26,700.0
2016-08-29,701.2
2016-08-30,700.0
2016-08-31,718.2
2016-09-01,704.2
2016-09-02,700.0
2016-09-06,700.0
2016-09-07,710.1
2016-09-08,709.8
2016-09-09,700.45
2016-09-12,694.95
2016-09-14,705.4
2016-09-15,705.65
2016-09-16,699.95
2016-09-19,700.95
2016-09-20,701.05
2016-09-21,700.45
2016-09-22,703.25
2016-09-23,728.75
2016-09-26,763.1
2016-09-27,770.7
2016-09-28,768.35
2016-09-29,729.7
2016-09-30,757.95
2016-10-03,757.8
2016-10-04,748.35
2016-10-05,774.15
2016-10-06,785.05
2016-10-07,788.6
2016-10-10,791.1
2016-10-13,786.2
2016-10-14,789.5
2016-10-17,780.95
2016-10-18,783.6
2016-10-19,782.7
2016-10-20,776.3
2016-10-21,777.0
2016-10-24,775.35
2016-10-25,774.05
2016-10-26,778.95
2016-10-27,762.6
2016-10-28,762.35
2016-10-30,756.85
2016-11-01,737.95
2016-11-02,720.0
2016-11-03,706.3
2016-11-04,706.95
2016-11-07,730.25
2016-11-08,712.05
2016-11-09,685.05
2016-11-10,723.65
2016-11-11,700.6
2016-11-15,700.55
2016-11-16,742.25
2016-11-17,736.7
2016-11-18,739.65
2016-11-21,726.15
2016-11-22,703.5
2016-11-23,723.05
2016-11-24,712.5
2016-11-25,723.5
2016-11-28,722.55
2016-11-29,726.5
2016-11-30,744.8
2016-12-01,751.7
2016-12-02,774.6
2016-12-05,781.75
2016-12-06,793.35
2016-12-07,768.9
2016-12-08,788.75
2016-12-09,787.9
2016-12-12,804.15
2016-12-13,170.25
2016-12-14,172.7
2016-12-15,169.05
2016-12-16,172.45
2016-12-19,173.7
2016-12-20,173.75
2016-12-21,170.2
2016-12-22,160.55
2016-12-23,155.05
2016-12-26,150.3
2016-12-27,154.35
2016-12-28,172.75
2016-12-29,171.3
2016-12-30,172.75
2017-01-02,170.0
2017-01-03,169.9
2017-01-04,170.25
2017-01-05,168.2
2017-01-06,169.5
2017-01-09,171.6
2017-01-10,170.85
2017-01-11,169.25
2017-01-12,169.5
2017-01-13,168.7
2017-01-16,166.8
2017-01-17,172.75
2017-01-18,186.05
2017-01-19,186.95
2017-01-20,183.2
2017-01-23,182.85
2017-01-24,184.5
2017-01-25,184.6
2017-01-27,184.2
2017-01-30,182.8
2017-01-31,187.95
2017-02-01,187.85
2017-02-02,187.95
2017-02-03,186.8
2017-02-06,186.55
2017-02-07,187.0
2017-02-08,186.0
2017-02-09,183.25
2017-02-10,182.0
2017-02-13,175.0
2017-02-14,173.1
2017-02-15,177.0
2017-02-16,180.6
2017-02-17,177.4
2017-02-20,180.1
2017-02-21,179.1
2017-02-22,177.85
2017-02-23,173.4
2017-02-27,179.3
2017-02-28,178.6
2017-03-01,179.2
2017-03-02,180.15
2017-03-03,180.5
2017-03-06,180.75
2017-03-07,180.65
2017-03-08,181.65
2017-03-09,180.5
2017-03-10,180.9
2017-03-14,181.1
2017-03-15,181.1
2017-03-16,181.3
2017-03-17,181.05
2017-03-20,181.35
2017-03-21,181.15
2017-03-22,180.5
2017-03-23,180.1
2017-03-24,182.85
2017-03-27,177.45
2017-03-28,180.25
2017-03-29,181.65
2017-03-30,189.45
2017-03-31,192.75
2017-04-03,196.95
2017-04-05,202.95
2017-04-06,196.05
2017-04-07,196.0
2017-04-10,190.8
2017-04-11,195.5
2017-04-12,194.1
2017-04-13,194.1
2017-04-17,201.95
2017-04-18,202.35
2017-04-19,205.5
2017-04-20,204.35
2017-04-21,196.75
2017-04-24,193.2
2017-04-25,193.5
2017-04-26,193.25
2017-04-27,197.8
2017-04-28,200.2
2017-05-02,202.45
2017-05-03,206.95
2017-05-04,204.2
2017-05-05,203.9
2017-05-08,203.15
2017-05-09,204.4
2017-05-10,206.35
2017-05-11,205.65
2017-05-12,207.15
2017-05-15,212.9
2017-05-16,214.15
2017-05-17,211.35
2017-05-18,207.8
2017-05-19,202.6
2017-05-22,197.65
2017-05-23,195.3
2017-05-24,198.0
2017-05-25,199.55
2017-05-26,200.7
2017-05-29,199.4
2017-05-30,201.0
2017-05-31,200.85
2017-06-01,207.8
2017-06-02,207.4
2017-06-05,210.5
2017-06-06,211.55
2017-06-07,209.3
2017-06-08,212.65
2017-06-09,214.4
2017-06-12,212.85
2017-06-13,210.55
2017-06-14,209.85
2017-06-15,205.85
2017-06-16,205.15
2017-06-19,202.85
2017-06-20,200.45
2017-06-21,205.55
2017-06-22,205.4
2017-06-23,209.2
2017-06-27,207.0
2017-06-28,206.35
2017-06-29,208.2
2017-06-30,206.8
2017-07-03,207.45
2017-07-04,207.0
2017-07-05,206.4
2017-07-06,206.65
2017-07-07,211.1
2017-07-10,213.95
2017-07-11,211.25
2017-07-12,219.8
2017-07-13,219.95
2017-07-14,216.6
2017-07-17,212.15
2017-07-18,215.35
2017-07-19,209.65
2017-07-20,211.05
2017-07-21,213.35
2017-07-24,209.7
2017-07-25,209.1
2017-07-26,210.5
2017-07-27,205.25
2017-07-28,209.1
2017-07-31,210.95
2017-08-01,212.3
2017-08-02,212.35
2017-08-03,208.6
2017-08-04,208.7
2017-08-07,208.85
2017-08-08,207.35
2017-08-09,204.4
2017-08-10,203.05
2017-08-11,206.6
2017-08-14,220.05
2017-08-16,220.85
2017-08-17,220.8
2017-08-18,218.9
2017-08-21,218.05
2017-08-22,214.85
2017-08-23,217.5
2017-08-24,216.3
2017-08-28,214.6
2017-08-29,209.1
2017-08-30,211.75
2017-08-31,209.7
2017-09-01,213.95
2017-09-04,207.3
2017-09-05,206.9
2017-09-06,206.75
2017-09-07,205.2
2017-09-08,203.0
2017-09-11,201.65
2017-09-12,201.65
2017-09-13,200.9
2017-09-14,203.8
2017-09-15,203.2
2017-09-18,204.65
2017-09-19,205.8
2017-09-20,213.2
2017-09-21,212.5
2017-09-22,211.75
2017-09-25,209.1
2017-09-26,207.2
2017-09-27,205.2
2017-09-28,207.1
2017-09-29,207.3
2017-10-03,206.25
2017-10-04,206.05
2017-10-05,204.15
2017-10-06,206.1
2017-10-09,208.95
2017-10-10,208.8
2017-10-11,207.05
2017-10-12,207.15
2017-10-13,208.45
2017-10-16,213.1
2017-10-17,215.05
2017-10-18,212.65
2017-10-19,215.65
2017-10-23,213.05
2017-10-24,224.8
2017-10-25,242.85
2017-10-26,251.95
2017-10-27,254.5
2017-10-30,249.0
2017-10-31,249.8
2017-11-01,256.65
2017-11-02,277.9
2017-11-03,273.85
2017-11-06,271.4
2017-11-07,262.6
2017-11-08,266.15
2017-11-09,263.75
2017-11-10,262.25
2017-11-13,266.5
2017-11-14,263.45
2017-11-15,254.9
2017-11-16,259.85
2017-11-17,266.6
2017-11-20,268.45
2017-11-21,274.35
2017-11-22,272.85
2017-11-23,275.75
2017-11-24,275.9
2017-11-27,280.85
2017-11-28,278.55
2017-11-29,277.15
2017-11-30,275.05
2017-12-01,269.2
2017-12-04,271.65
2017-12-05,275.2
2017-12-06,276.8
2017-12-07,282.3
2017-12-08,279.65
2017-12-11,278.1
2017-12-12,274.35
2017-12-13,267.2
2017-12-14,269.9
2017-12-15,267.1
2017-12-18,275.05
2017-12-19,276.7
2017-12-20,274.85
2017-12-21,303.2
2017-12-22,308.0
2017-12-26,341.15
2017-12-27,326.95
2017-12-28,326.05
2017-12-29,324.35
