Date,NIPPOBATRY
2013-01-01,293.0
2013-01-02,298.05
2013-01-03,300.4
2013-01-04,297.15
2013-01-07,295.65
2013-01-08,291.65
2013-01-09,295.95
2013-01-10,294.85
2013-01-11,290.4
2013-01-14,288.55
2013-01-15,289.1
2013-01-16,286.7
2013-01-17,286.55
2013-01-18,287.9
2013-01-21,286.6
2013-01-22,291.35
2013-01-23,290.0
2013-01-24,285.0
2013-01-25,281.05
2013-01-28,280.55
2013-01-29,284.05
2013-01-30,290.6
2013-01-31,288.6
2013-02-01,286.8
2013-02-04,285.9
2013-02-05,282.2
2013-02-06,282.0
2013-02-07,277.2
2013-02-08,269.05
2013-02-11,269.05
2013-02-12,265.8
2013-02-13,264.9
2013-02-14,253.5
2013-02-15,256.55
2013-02-18,257.1
2013-02-19,255.05
2013-02-20,256.45
2013-02-21,252.95
2013-02-22,258.95
2013-02-25,254.5
2013-02-26,248.15
2013-02-27,251.95
2013-02-28,246.45
2013-03-01,245.45
2013-03-04,240.65
2013-03-05,251.9
2013-03-06,256.0
2013-03-07,252.5
2013-03-08,247.9
2013-03-11,248.65
2013-03-12,250.1
2013-03-13,251.9
2013-03-14,254.85
2013-03-15,254.4
2013-03-18,258.65
2013-03-19,245.7
2013-03-20,245.0
2013-03-21,245.35
2013-03-22,238.55
2013-03-25,235.5
2013-03-26,243.7
2013-03-28,234.4
2013-04-01,248.2
2013-04-02,245.95
2013-04-03,252.3
2013-04-04,247.45
2013-04-05,241.3
2013-04-08,233.55
2013-04-09,236.15
2013-04-10,234.2
2013-04-11,230.35
2013-04-12,242.8
2013-04-15,234.95
2013-04-16,225.45
2013-04-17,229.8
2013-04-18,227.55
2013-04-22,236.25
2013-04-23,240.55
2013-04-25,244.55
2013-04-26,248.6
2013-04-29,263.45
2013-04-30,254.0
2013-05-02,255.4
2013-05-03,264.0
2013-05-06,255.2
2013-05-07,259.9
2013-05-08,248.0
2013-05-09,245.6
2013-05-10,246.2
2013-05-13,242.7
2013-05-14,245.0
2013-05-15,247.95
2013-05-16,252.0
2013-05-17,254.95
2013-05-20,259.8
2013-05-21,259.55
2013-05-22,251.65
2013-05-23,241.3
2013-05-24,239.4
2013-05-27,235.35
2013-05-28,234.0
2013-05-29,238.1
2013-05-30,242.85
2013-05-31,235.55
2013-06-03,231.25
2013-06-04,234.4
2013-06-05,239.0
2013-06-06,238.0
2013-06-07,242.95
2013-06-10,240.25
2013-06-11,242.0
2013-06-12,238.1
2013-06-13,235.25
2013-06-14,233.1
2013-06-17,230.15
2013-06-18,228.5
2013-06-19,230.55
2013-06-20,228.4
2013-06-21,225.55
2013-06-24,213.5
2013-06-25,224.35
2013-06-26,225.05
2013-06-27,223.75
2013-06-28,232.8
2013-07-01,230.0
2013-07-02,235.25
2013-07-03,226.35
2013-07-04,221.15
2013-07-05,221.55
2013-07-10,200.2
2013-07-11,201.0
2013-07-12,225.0
2013-07-15,234.95
2013-07-16,205.1
2013-07-17,216.0
2013-07-23,216.0
2013-07-26,217.0
2013-07-29,240.45
2013-07-31,203.0
2013-08-01,210.0
2013-08-02,235.0
2013-08-05,203.0
2013-08-06,195.0
2013-08-08,205.0
2013-08-12,205.0
2013-08-13,205.0
2013-08-14,207.45
2013-08-16,200.0
2013-08-19,200.0
2013-08-20,210.0
2013-08-21,209.95
2013-08-23,215.0
2013-08-26,215.0
2013-08-27,200.0
2013-08-30,201.0
2013-09-02,222.0
2013-09-03,201.3
2013-09-04,200.0
2013-09-05,197.1
2013-09-10,210.0
2013-09-12,208.0
2013-09-13,214.0
2013-09-16,205.0
2013-09-17,205.0
2013-09-18,192.1
2013-09-19,211.3
2013-09-20,209.0
2013-09-26,204.0
2013-10-03,210.0
2013-10-08,216.0
2013-10-09,219.95
2013-10-10,219.0
2013-10-11,210.0
2013-10-14,212.0
2013-10-22,212.0
2013-10-23,215.0
2013-10-24,214.5
2013-10-25,209.0
2013-10-29,210.0
2013-10-30,209.0
2013-11-01,219.9
2013-11-05,237.0
2013-11-06,220.0
2013-11-07,220.0
2013-11-08,231.0
2013-11-11,242.55
2013-11-12,254.65
2013-11-13,267.35
2013-11-14,279.0
2013-11-18,276.35
2013-11-19,270.0
2013-11-20,270.0
2013-11-21,266.5
2013-11-22,268.15
2013-11-25,270.0
2013-11-26,272.0
2013-11-27,270.0
2013-11-28,275.0
2013-11-29,275.0
2013-12-02,275.0
2013-12-03,275.0
2013-12-04,275.0
2013-12-05,280.0
2013-12-06,277.0
2013-12-09,280.0
2013-12-10,280.0
2013-12-11,280.0
2013-12-12,270.05
2013-12-13,262.0
2013-12-17,265.2
2013-12-18,261.0
2013-12-19,269.0
2013-12-20,269.9
2013-12-23,274.0
2013-12-24,280.0
2013-12-26,290.0
2013-12-27,290.0
2013-12-30,291.0
2013-12-31,282.35
2014-01-01,286.0
2014-01-02,289.0
2014-01-03,285.0
2014-01-06,274.0
2014-01-07,280.0
2014-01-08,280.0
2014-01-09,285.0
2014-01-10,287.0
2014-01-13,290.0
2014-01-14,291.3
2014-01-15,287.65
2014-01-16,289.0
2014-01-17,284.7
2014-01-21,274.05
2014-01-22,280.0
2014-01-23,290.55
2014-01-24,314.45
2014-01-27,332.75
2014-01-28,333.05
2014-01-29,323.05
2014-01-30,315.25
2014-01-31,318.4
2014-02-03,297.15
2014-02-04,287.65
2014-02-05,294.95
2014-02-06,286.1
2014-02-07,296.1
2014-02-10,302.45
