Date,HCLTECH
2013-01-01,622.15
2013-01-02,625.25
2013-01-03,625.95
2013-01-04,634.05
2013-01-07,627.9
2013-01-08,634.7
2013-01-09,635.85
2013-01-10,641.6
2013-01-11,644.85
2013-01-14,672.8
2013-01-15,664.1
2013-01-16,673.8
2013-01-17,704.0
2013-01-18,705.65
2013-01-21,715.2
2013-01-22,697.65
2013-01-23,676.4
2013-01-24,666.35
2013-01-25,681.05
2013-01-28,696.6
2013-01-29,691.9
2013-01-30,689.0
2013-01-31,688.0
2013-02-01,687.95
2013-02-04,682.2
2013-02-05,671.1
2013-02-06,670.05
2013-02-07,668.75
2013-02-08,670.2
2013-02-11,659.5
2013-02-12,678.5
2013-02-13,709.35
2013-02-14,708.25
2013-02-15,697.0
2013-02-18,691.2
2013-02-19,705.5
2013-02-20,722.85
2013-02-21,720.2
2013-02-22,720.25
2013-02-25,733.55
2013-02-26,726.7
2013-02-27,719.8
2013-02-28,723.4
2013-03-01,722.45
2013-03-04,715.45
2013-03-05,745.65
2013-03-06,756.3
2013-03-07,771.4
2013-03-08,773.15
2013-03-11,782.9
2013-03-12,773.45
2013-03-13,778.6
2013-03-14,791.55
2013-03-15,791.95
2013-03-18,802.05
2013-03-19,781.55
2013-03-20,774.2
2013-03-21,773.1
2013-03-22,767.95
2013-03-25,767.1
2013-03-26,775.4
2013-03-28,795.0
2013-04-01,788.5
2013-04-02,795.85
2013-04-03,780.55
2013-04-04,743.25
2013-04-05,756.95
2013-04-08,745.35
2013-04-09,740.5
2013-04-10,765.0
2013-04-11,790.05
2013-04-12,776.1
2013-04-15,764.95
2013-04-16,762.8
2013-04-17,751.3
2013-04-18,736.25
2013-04-22,721.15
2013-04-23,732.15
2013-04-25,719.05
2013-04-26,684.25
2013-04-29,700.8
2013-04-30,721.4
2013-05-02,735.75
2013-05-03,750.45
2013-05-06,750.0
2013-05-07,753.5
2013-05-08,751.6
2013-05-09,770.15
2013-05-10,774.9
2013-05-11,772.65
2013-05-13,758.4
2013-05-14,745.1
2013-05-15,745.55
2013-05-16,738.9
2013-05-17,719.95
2013-05-20,727.8
2013-05-21,736.65
2013-05-22,743.65
2013-05-23,736.85
2013-05-24,737.55
2013-05-27,741.7
2013-05-28,744.85
2013-05-29,747.5
2013-05-30,742.0
2013-05-31,744.85
2013-06-03,742.15
2013-06-04,735.6
2013-06-05,726.8
2013-06-06,747.65
2013-06-07,744.2
2013-06-10,753.45
2013-06-11,755.7
2013-06-12,763.65
2013-06-13,757.55
2013-06-14,763.7
2013-06-17,776.3
2013-06-18,779.8
2013-06-19,779.75
2013-06-20,759.85
2013-06-21,758.75
2013-06-24,760.75
2013-06-25,751.05
2013-06-26,767.05
2013-06-27,795.4
2013-06-28,776.0
2013-07-01,758.4
2013-07-02,766.1
2013-07-03,767.7
2013-07-04,799.75
2013-07-05,795.65
2013-07-08,818.8
2013-07-09,822.75
2013-07-10,839.6
2013-07-11,840.65
2013-07-12,862.6
2013-07-15,875.25
2013-07-16,877.0
2013-07-17,875.25
2013-07-18,858.85
2013-07-19,892.25
2013-07-22,890.25
2013-07-23,900.45
2013-07-24,900.1
2013-07-25,902.4
2013-07-26,903.8
2013-07-29,896.8
2013-07-30,905.65
2013-07-31,937.55
2013-08-01,930.7
2013-08-02,935.95
2013-08-05,949.65
2013-08-06,944.45
2013-08-07,906.6
2013-08-08,905.9
2013-08-12,933.35
2013-08-13,940.6
2013-08-14,920.2
2013-08-16,921.0
2013-08-19,931.45
2013-08-20,899.15
2013-08-21,885.9
2013-08-22,902.35
2013-08-23,946.35
2013-08-26,944.55
2013-08-27,947.7
2013-08-28,980.15
2013-08-29,1017.65
2013-08-30,1040.45
2013-09-02,1038.35
2013-09-03,1023.85
2013-09-04,1039.3
2013-09-05,1019.9
2013-09-06,1016.95
2013-09-10,1062.65
2013-09-11,1066.55
2013-09-12,1074.35
2013-09-13,1045.75
2013-09-16,996.4
2013-09-17,1037.15
2013-09-18,1028.8
2013-09-19,1024.0
2013-09-20,1061.8
2013-09-23,1091.0
2013-09-24,1072.6
2013-09-25,1063.0
2013-09-26,1052.25
2013-09-27,1072.75
2013-09-30,1087.2
2013-10-01,1071.1
2013-10-03,1104.6
2013-10-04,1096.8
2013-10-07,1119.35
2013-10-08,1106.65
2013-10-09,1111.8
2013-10-10,1117.65
2013-10-11,1157.45
2013-10-14,1159.85
2013-10-15,1161.15
2013-10-17,1083.05
2013-10-18,1102.6
2013-10-21,1084.1
2013-10-22,1108.9
2013-10-23,1106.65
2013-10-24,1054.65
2013-10-25,1078.75
2013-10-28,1062.85
2013-10-29,1080.6
2013-10-30,1085.95
2013-10-31,1095.35
2013-11-01,1103.1
2013-11-03,1100.3
2013-11-05,1101.0
2013-11-06,1083.05
2013-11-07,1103.1
2013-11-08,1114.3
2013-11-11,1102.0
2013-11-12,1097.4
2013-11-13,1096.15
2013-11-14,1084.6
2013-11-18,1096.3
2013-11-19,1102.7
2013-11-20,1086.9
2013-11-21,1061.9
2013-11-22,1050.25
2013-11-25,1053.0
2013-11-26,1059.75
2013-11-27,1058.55
2013-11-28,1062.15
2013-11-29,1086.0
2013-12-02,1132.75
2013-12-03,1118.4
2013-12-04,1116.6
2013-12-05,1108.7
2013-12-06,1126.6
2013-12-09,1143.4
2013-12-10,1154.85
2013-12-11,1176.4
2013-12-12,1180.75
2013-12-13,1181.15
2013-12-16,1185.7
2013-12-17,1170.35
2013-12-18,1197.45
2013-12-19,1236.05
2013-12-20,1237.7
2013-12-23,1240.65
2013-12-24,1237.75
2013-12-26,1244.9
2013-12-27,1246.05
2013-12-30,1246.7
2013-12-31,1262.55
2014-01-01,1258.5
2014-01-02,1251.05
2014-01-03,1259.75
2014-01-06,1250.65
2014-01-07,1256.35
2014-01-08,1246.4
2014-01-09,1285.25
2014-01-10,1298.2
2014-01-13,1343.35
2014-01-14,1321.0
2014-01-15,1330.35
2014-01-16,1390.7
2014-01-17,1379.65
2014-01-20,1430.6
2014-01-21,1440.15
2014-01-22,1444.75
2014-01-23,1411.7
2014-01-24,1411.85
2014-01-27,1424.5
2014-01-28,1412.45
2014-01-29,1422.3
2014-01-30,1434.2
2014-01-31,1462.2
2014-02-03,1452.9
2014-02-04,1401.9
2014-02-05,1393.65
2014-02-06,1408.7
2014-02-07,1400.05
2014-02-10,1416.15
2014-02-11,1473.1
2014-02-12,1490.8
2014-02-13,1489.2
2014-02-14,1497.35
2014-02-17,1502.4
2014-02-18,1486.65
2014-02-19,1494.35
2014-02-20,1472.9
2014-02-21,1538.2
2014-02-24,1530.2
2014-02-25,1548.95
2014-02-26,1572.65
2014-02-28,1575.55
2014-03-03,1504.65
2014-03-04,1481.4
2014-03-05,1462.45
2014-03-06,1491.85
2014-03-07,1487.9
2014-03-10,1441.05
2014-03-11,1454.55
2014-03-12,1460.25
2014-03-13,1459.2
2014-03-14,1416.85
2014-03-18,1413.05
2014-03-19,1403.6
2014-03-20,1407.35
2014-03-21,1426.3
2014-03-22,1438.3
2014-03-24,1414.35
2014-03-25,1397.7
2014-03-26,1397.1
2014-03-27,1389.15
2014-03-28,1405.8
2014-03-31,1390.7
2014-04-01,1418.45
2014-04-02,1425.7
2014-04-03,1424.3
2014-04-04,1397.9
2014-04-07,1406.45
2014-04-09,1380.25
2014-04-10,1357.4
2014-04-11,1400.65
2014-04-15,1424.8
2014-04-16,1412.5
2014-04-17,1424.75
2014-04-21,1439.7
2014-04-22,1452.65
2014-04-23,1438.45
2014-04-25,1449.4
2014-04-28,1419.6
2014-04-29,1414.45
2014-04-30,1402.9
2014-05-02,1424.75
2014-05-05,1381.8
2014-05-06,1382.55
2014-05-07,1320.8
2014-05-08,1339.8
2014-05-09,1370.7
2014-05-12,1394.4
2014-05-13,1432.9
2014-05-14,1411.4
2014-05-15,1405.8
2014-05-16,1365.15
2014-05-19,1307.2
2014-05-20,1308.5
2014-05-21,1336.05
2014-05-22,1323.85
2014-05-23,1341.05
2014-05-26,1386.2
2014-05-27,1383.5
2014-05-28,1440.45
2014-05-29,1399.75
2014-05-30,1418.55
2014-06-02,1382.8
2014-06-03,1348.3
2014-06-04,1308.25
2014-06-05,1332.9
2014-06-06,1327.7
2014-06-09,1367.7
2014-06-10,1398.25
2014-06-11,1405.8
2014-06-12,1406.75
2014-06-13,1438.95
2014-06-16,1422.45
2014-06-17,1454.45
2014-06-18,1436.85
2014-06-19,1458.6
2014-06-20,1443.95
2014-06-23,1419.05
2014-06-24,1415.95
2014-06-25,1418.9
2014-06-26,1434.1
2014-06-27,1481.45
2014-06-30,1500.15
2014-07-01,1497.55
2014-07-02,1480.3
2014-07-03,1466.45
2014-07-04,1480.35
2014-07-07,1508.5
2014-07-08,1478.15
2014-07-09,1473.2
2014-07-10,1472.4
2014-07-11,1501.4
2014-07-14,1448.95
2014-07-15,1462.5
2014-07-16,1469.65
2014-07-17,1466.8
2014-07-18,1500.25
2014-07-21,1508.05
2014-07-22,1528.9
2014-07-23,1542.1
2014-07-24,1582.5
2014-07-25,1582.35
2014-07-28,1614.35
2014-07-30,1597.55
2014-07-31,1555.1
2014-08-01,1515.25
2014-08-04,1555.0
2014-08-05,1544.45
2014-08-06,1547.65
2014-08-07,1518.25
2014-08-08,1532.8
2014-08-11,1515.3
2014-08-12,1517.15
2014-08-13,1560.15
2014-08-14,1538.0
2014-08-18,1523.05
2014-08-19,1538.75
2014-08-20,1558.55
2014-08-21,1555.55
2014-08-22,1594.75
2014-08-25,1597.7
2014-08-26,1601.6
2014-08-27,1649.9
2014-08-28,1630.75
2014-09-01,1637.4
2014-09-02,1648.0
2014-09-03,1658.0
2014-09-04,1661.05
2014-09-05,1664.3
2014-09-08,1666.25
2014-09-09,1640.8
2014-09-10,1635.0
2014-09-11,1637.7
2014-09-12,1621.0
2014-09-15,1609.7
2014-09-16,1605.55
2014-09-17,1626.55
2014-09-18,1636.9
2014-09-19,1673.55
2014-09-22,1699.35
2014-09-23,1724.45
2014-09-24,1709.4
2014-09-25,1708.45
2014-09-26,1714.0
2014-09-29,1706.0
2014-09-30,1714.75
2014-10-01,1740.15
2014-10-07,1729.2
2014-10-08,1673.1
2014-10-09,1695.5
2014-10-10,1737.5
2014-10-13,1755.8
2014-10-14,1723.0
2014-10-16,1655.85
2014-10-17,1505.5
2014-10-20,1496.35
2014-10-21,1505.1
2014-10-22,1513.25
2014-10-23,1525.65
2014-10-27,1496.75
2014-10-28,1501.15
2014-10-29,1512.0
2014-10-30,1576.75
2014-10-31,1608.4
2014-11-03,1570.8
2014-11-05,1605.0
2014-11-07,1618.65
2014-11-10,1617.55
2014-11-11,1615.5
2014-11-12,1600.5
2014-11-13,1639.5
2014-11-14,1610.7
2014-11-17,1619.65
2014-11-18,1600.7
2014-11-19,1631.15
2014-11-20,1649.0
2014-11-21,1642.65
2014-11-24,1673.25
2014-11-25,1657.55
2014-11-26,1633.15
2014-11-27,1664.35
2014-11-28,1662.35
2014-12-01,1671.15
2014-12-02,1641.3
2014-12-03,1654.6
2014-12-04,1623.85
2014-12-05,1596.8
2014-12-08,1559.5
2014-12-09,1560.7
2014-12-10,1572.55
2014-12-11,1552.05
2014-12-12,1512.5
2014-12-15,1485.3
2014-12-16,1558.9
2014-12-17,1539.4
2014-12-18,1554.25
2014-12-19,1589.2
2014-12-22,1588.5
2014-12-23,1537.35
2014-12-24,1539.7
2014-12-26,1564.65
2014-12-29,1580.05
2014-12-30,1589.1
2014-12-31,1596.9
2015-01-01,1606.8
2015-01-02,1605.25
2015-01-05,1578.25
2015-01-06,1536.1
2015-01-07,1499.6
2015-01-08,1534.3
2015-01-09,1545.55
2015-01-12,1575.55
2015-01-13,1583.6
2015-01-14,1578.8
2015-01-15,1593.25
2015-01-16,1639.0
2015-01-19,1644.65
2015-01-20,1672.15
2015-01-21,1687.25
2015-01-22,1665.7
2015-01-23,1646.65
2015-01-27,1616.35
2015-01-28,1659.4
2015-01-29,1648.95
2015-01-30,1791.75
2015-02-02,1891.0
2015-02-03,1900.25
2015-02-04,1900.35
2015-02-05,1972.65
2015-02-06,1954.7
2015-02-09,1994.3
2015-02-10,1933.35
2015-02-11,1955.7
2015-02-12,1984.4
2015-02-13,1992.95
2015-02-16,1984.85
2015-02-18,2033.15
