Date,REPRO
2013-01-01,220.05
2013-01-02,220.4
2013-01-03,223.4
2013-01-04,226.55
2013-01-07,224.3
2013-01-08,221.35
2013-01-09,217.9
2013-01-10,219.0
2013-01-11,216.7
2013-01-14,221.1
2013-01-15,219.85
2013-01-16,217.4
2013-01-17,215.55
2013-01-18,213.7
2013-01-21,209.3
2013-01-22,213.45
2013-01-23,215.05
2013-01-24,209.2
2013-01-25,211.45
2013-01-28,210.1
2013-01-29,195.75
2013-01-30,194.15
2013-01-31,198.2
2013-02-01,194.75
2013-02-04,188.35
2013-02-05,188.15
2013-02-06,188.85
2013-02-07,189.2
2013-02-08,186.7
2013-02-11,184.1
2013-02-12,185.3
2013-02-13,184.25
2013-02-14,180.4
2013-02-15,179.45
2013-02-18,179.0
2013-02-19,182.5
2013-02-20,178.15
2013-02-21,177.5
2013-02-22,183.45
2013-02-25,184.55
2013-02-26,178.35
2013-02-27,180.1
2013-02-28,175.1
2013-03-01,174.75
2013-03-04,170.75
2013-03-05,170.55
2013-03-06,174.2
2013-03-07,177.5
2013-03-08,177.15
2013-03-11,177.2
2013-03-12,178.65
2013-03-13,177.95
2013-03-14,175.15
2013-03-15,173.15
2013-03-18,170.65
2013-03-19,170.0
2013-03-20,169.75
2013-03-21,166.5
2013-03-22,170.0
2013-03-25,175.15
2013-03-26,174.85
2013-03-28,181.15
2013-04-01,184.9
2013-04-02,189.95
2013-04-03,194.85
2013-04-04,195.3
2013-04-05,193.3
2013-04-08,196.85
2013-04-09,193.0
2013-04-10,193.0
2013-04-11,193.85
2013-04-12,194.0
2013-04-15,194.0
2013-04-16,191.7
2013-04-17,190.5
2013-04-18,192.3
2013-04-22,194.6
2013-04-23,193.55
2013-04-25,194.05
2013-04-26,192.65
2013-04-29,192.4
2013-04-30,192.2
2013-05-02,190.05
2013-05-03,187.5
2013-05-06,182.35
2013-05-07,184.0
2013-05-08,181.9
2013-05-09,180.9
2013-05-10,183.5
2013-05-11,189.3
2013-05-13,180.95
2013-05-14,180.45
2013-05-15,181.7
2013-05-16,181.75
2013-05-17,178.0
2013-05-20,180.0
2013-05-21,178.6
2013-05-22,181.4
2013-05-23,178.4
2013-05-24,177.5
2013-05-27,180.05
2013-05-28,180.7
2013-05-29,171.75
2013-05-30,168.85
2013-05-31,165.8
2013-06-03,163.95
2013-06-04,163.35
2013-06-05,162.6
2013-06-06,159.9
2013-06-07,160.1
2013-06-10,162.3
2013-06-11,160.15
2013-06-12,158.05
2013-06-13,157.6
2013-06-14,157.9
2013-06-17,163.65
2013-06-18,165.75
2013-06-19,162.15
2013-06-20,159.45
2013-06-21,155.1
2013-06-24,152.4
2013-06-25,155.15
2013-06-26,154.7
2013-06-27,154.7
2013-06-28,153.95
2013-07-01,155.75
2013-07-02,155.4
2013-07-03,154.85
2013-07-04,158.1
2013-07-05,158.1
2013-07-08,159.95
2013-07-09,158.75
2013-07-10,156.35
2013-07-11,157.8
2013-07-12,157.35
2013-07-15,154.6
2013-07-16,155.8
2013-07-17,155.95
2013-07-18,157.9
2013-07-19,162.6
2013-07-22,168.35
2013-07-23,166.4
2013-07-24,164.05
2013-07-25,164.75
2013-07-26,164.65
2013-07-29,163.9
2013-07-30,162.25
2013-07-31,161.15
2013-08-01,145.95
2013-08-02,141.15
2013-08-05,141.5
2013-08-06,137.0
2013-08-07,129.3
2013-08-08,134.0
2013-08-12,137.95
2013-08-13,139.5
2013-08-14,139.9
2013-08-16,135.25
2013-08-19,133.6
2013-08-20,133.2
2013-08-21,130.6
2013-08-22,128.6
2013-08-23,130.0
2013-08-26,129.95
2013-08-27,128.95
2013-08-28,125.6
2013-08-29,125.0
2013-08-30,124.55
2013-09-02,126.4
2013-09-03,124.45
2013-09-04,124.15
2013-09-05,127.45
2013-09-06,127.35
2013-09-10,129.85
2013-09-11,133.2
2013-09-12,133.6
2013-09-13,133.15
2013-09-16,132.05
2013-09-17,132.0
2013-09-18,130.95
2013-09-19,132.6
2013-09-20,129.25
2013-09-23,125.3
2013-09-24,121.3
2013-09-25,124.65
2013-09-26,123.15
2013-09-27,124.4
2013-09-30,122.7
2013-10-01,124.45
2013-10-03,125.35
2013-10-04,123.05
2013-10-07,121.25
2013-10-08,123.05
2013-10-09,145.6
2013-10-10,149.4
2013-10-11,171.65
2013-10-14,160.95
2013-10-15,151.95
2013-10-17,151.35
2013-10-18,155.1
2013-10-21,161.8
2013-10-22,161.9
2013-10-23,159.4
2013-10-24,160.4
2013-10-25,160.85
2013-10-28,157.2
2013-10-29,163.1
2013-10-30,162.6
2013-10-31,161.3
2013-11-01,169.0
2013-11-03,168.95
2013-11-05,164.65
2013-11-06,171.3
2013-11-07,172.65
2013-11-08,165.75
2013-11-11,160.1
2013-11-12,168.2
2013-11-13,164.5
2013-11-14,169.6
2013-11-18,168.5
2013-11-19,166.8
2013-11-20,178.25
2013-11-21,177.7
2013-11-22,177.15
2013-11-25,179.75
2013-11-26,175.45
2013-11-27,170.85
2013-11-28,168.95
2013-11-29,169.45
2013-12-02,168.05
2013-12-03,169.55
2013-12-04,173.3
2013-12-05,167.65
2013-12-06,171.1
2013-12-09,170.5
2013-12-10,171.05
2013-12-11,168.25
2013-12-12,168.55
2013-12-13,166.0
2013-12-16,164.45
2013-12-17,166.4
2013-12-18,166.5
2013-12-19,167.65
2013-12-20,167.65
2013-12-23,168.45
2013-12-24,169.85
2013-12-26,172.85
2013-12-27,172.3
2013-12-30,169.05
2013-12-31,172.55
2014-01-01,179.9
2014-01-02,172.1
2014-01-03,172.85
2014-01-06,179.65
2014-01-07,165.9
2014-01-08,165.65
2014-01-09,167.95
2014-01-10,165.5
2014-01-13,163.6
2014-01-14,164.35
2014-01-15,163.7
2014-01-16,160.7
2014-01-17,160.0
2014-01-20,157.05
2014-01-21,158.9
2014-01-22,167.85
2014-01-23,165.25
2014-01-24,161.0
2014-01-27,158.0
2014-01-28,158.25
2014-01-29,157.2
2014-01-30,153.35
2014-01-31,152.7
2014-02-03,152.4
2014-02-04,154.6
2014-02-05,155.4
2014-02-06,155.85
2014-02-07,161.6
2014-02-10,165.15
2014-02-11,165.3
2014-02-12,152.4
2014-02-13,141.5
2014-02-14,140.7
2014-02-17,143.45
2014-02-18,143.85
2014-02-19,139.3
2014-02-20,141.85
2014-02-21,142.0
2014-02-24,141.95
2014-02-25,144.05
2014-02-26,141.4
2014-02-28,142.5
2014-03-03,141.7
2014-03-04,144.25
2014-03-05,144.9
2014-03-06,145.5
2014-03-07,145.9
2014-03-10,144.6
2014-03-11,142.9
2014-03-12,142.9
2014-03-13,141.35
2014-03-14,138.05
2014-03-18,140.2
2014-03-19,141.0
2014-03-20,139.75
2014-03-21,141.8
2014-03-22,142.6
2014-03-24,145.35
2014-03-25,145.2
2014-03-26,145.2
2014-03-27,146.95
2014-03-28,145.95
2014-03-31,146.55
2014-04-01,149.8
2014-04-02,151.45
2014-04-03,153.35
2014-04-04,161.25
2014-04-07,156.55
2014-04-09,157.6
2014-04-10,160.6
2014-04-11,160.0
2014-04-15,154.9
2014-04-16,153.1
2014-04-17,154.15
2014-04-21,157.95
2014-04-22,160.8
2014-04-23,159.6
2014-04-25,159.25
2014-04-28,156.5
2014-04-29,156.95
2014-04-30,152.8
2014-05-02,150.3
2014-05-05,150.7
2014-05-06,147.6
2014-05-07,152.95
2014-05-08,151.0
2014-05-09,151.0
2014-05-12,157.95
2014-05-13,156.95
2014-05-14,153.0
2014-05-15,157.1
2014-05-16,152.65
2014-05-19,160.05
2014-05-20,162.8
2014-05-21,176.95
2014-05-22,182.15
2014-05-23,183.4
2014-05-26,176.1
2014-05-27,174.6
2014-05-28,178.6
2014-05-29,178.45
2014-05-30,177.95
2014-06-02,179.15
2014-06-03,180.7
2014-06-04,179.0
2014-06-05,194.25
2014-06-06,194.7
2014-06-09,195.45
2014-06-10,199.2
2014-06-11,197.15
2014-06-12,204.75
2014-06-13,197.35
2014-06-16,192.55
2014-06-17,198.1
2014-06-18,192.1
2014-06-19,188.35
2014-06-20,187.3
2014-06-23,186.9
2014-06-24,190.7
2014-06-25,204.2
2014-06-26,200.35
2014-06-27,204.05
2014-06-30,207.5
2014-07-01,226.35
2014-07-02,227.95
2014-07-03,234.45
2014-07-04,235.6
2014-07-07,230.0
2014-07-08,217.95
2014-07-09,216.75
2014-07-10,213.65
2014-07-11,211.1
2014-07-14,206.8
2014-07-15,210.65
2014-07-16,214.6
2014-07-17,231.2
2014-07-18,230.4
2014-07-21,231.05
2014-07-22,228.85
2014-07-23,224.8
2014-07-24,227.05
2014-07-25,217.3
2014-07-28,218.75
2014-07-30,220.7
2014-07-31,219.75
2014-08-01,216.05
2014-08-04,218.9
2014-08-05,220.35
2014-08-06,223.0
2014-08-07,220.4
2014-08-08,216.5
2014-08-11,219.45
2014-08-12,191.45
2014-08-13,189.9
2014-08-14,189.05
2014-08-18,196.1
2014-08-19,202.05
2014-08-20,210.15
2014-08-21,229.2
2014-08-22,220.9
2014-08-25,224.6
2014-08-26,226.35
2014-08-27,238.45
2014-08-28,235.85
2014-09-01,237.4
2014-09-02,240.2
2014-09-03,243.65
2014-09-04,242.85
2014-09-05,246.3
2014-09-08,254.85
2014-09-09,279.7
2014-09-10,280.05
2014-09-11,283.25
2014-09-12,284.5
2014-09-15,288.3
2014-09-16,282.75
2014-09-17,283.5
2014-09-18,280.0
2014-09-19,270.9
2014-09-22,263.65
2014-09-23,255.3
2014-09-24,249.0
2014-09-25,246.05
2014-09-26,247.85
2014-09-29,260.6
2014-09-30,254.4
2014-10-01,250.05
2014-10-07,250.75
2014-10-08,252.15
2014-10-09,254.0
2014-10-10,252.45
2014-10-13,245.3
2014-10-14,244.7
2014-10-16,247.05
2014-10-17,244.95
2014-10-20,246.45
2014-10-21,245.8
2014-10-22,249.35
2014-10-23,256.85
2014-10-27,249.75
2014-10-28,251.2
2014-10-29,256.7
2014-10-30,253.55
2014-10-31,254.15
2014-11-03,252.45
2014-11-05,239.85
2014-11-07,231.25
2014-11-10,239.6
2014-11-11,240.6
2014-11-12,234.4
2014-11-13,235.05
2014-11-14,232.75
2014-11-17,231.8
2014-11-18,231.7
2014-11-19,233.9
2014-11-20,230.05
2014-11-21,231.1
2014-11-24,231.2
2014-11-25,230.05
2014-11-26,231.65
2014-11-27,230.05
2014-11-28,244.25
2014-12-01,258.0
2014-12-02,267.5
2014-12-03,270.35
2014-12-04,265.1
2014-12-05,261.25
2014-12-08,266.85
2014-12-09,268.9
2014-12-10,264.6
2014-12-11,262.5
2014-12-12,262.25
2014-12-15,272.15
2014-12-16,266.75
2014-12-17,267.55
2014-12-18,277.1
2014-12-19,282.3
2014-12-22,277.95
2014-12-23,318.95
2014-12-24,310.4
2014-12-26,295.6
2014-12-29,297.7
2014-12-30,302.5
2014-12-31,301.5
2015-01-01,300.15
2015-01-02,301.4
