Date,ORTEL
2015-04-06,154.55
2015-04-07,156.0
2015-04-08,156.55
2015-04-09,156.35
2015-04-10,157.2
2015-04-13,164.0
2015-04-15,166.05
2015-04-16,165.7
2015-04-17,174.35
2015-04-20,178.35
2015-04-21,183.2
2015-04-22,179.9
2015-04-23,179.6
2015-04-24,176.0
2015-04-27,165.3
2015-04-28,166.8
2015-04-29,171.1
2015-04-30,170.8
2015-05-04,172.25
2015-05-05,171.3
2015-05-06,167.5
2015-05-07,168.05
2015-05-08,167.15
2015-05-11,170.7
2015-05-12,165.45
2015-05-13,165.4
2015-05-14,168.8
2015-05-15,170.85
2015-05-18,171.2
2015-05-19,176.6
2015-05-20,174.85
2015-05-21,174.35
2015-05-22,170.0
2015-05-25,168.5
2015-05-26,169.5
2015-05-27,170.1
2015-05-28,168.2
2015-05-29,171.95
2015-06-01,170.05
2015-06-02,170.0
2015-06-03,172.05
2015-06-04,175.05
2015-06-05,172.5
2015-06-08,172.45
2015-06-09,175.5
2015-06-10,174.0
2015-06-11,173.05
2015-06-12,171.1
2015-06-15,169.5
2015-06-16,170.3
2015-06-17,169.25
2015-06-18,170.15
2015-06-19,169.45
2015-06-22,171.05
2015-06-23,171.05
2015-06-24,174.75
2015-06-25,174.65
2015-06-26,174.2
2015-06-29,174.95
2015-06-30,177.0
2015-07-01,177.9
2015-07-02,176.1
2015-07-03,182.15
2015-07-06,182.3
2015-07-07,182.85
2015-07-08,180.7
2015-07-09,178.4
2015-07-10,177.65
2015-07-13,179.25
2015-07-14,180.65
2015-07-15,185.05
2015-07-16,185.75
2015-07-17,186.6
2015-07-20,191.15
2015-07-21,197.95
2015-07-22,197.8
2015-07-23,199.4
2015-07-24,201.15
2015-07-27,197.1
2015-07-28,197.2
2015-07-29,197.65
2015-07-30,195.1
2015-07-31,200.55
2015-08-03,197.85
2015-08-04,196.2
2015-08-05,197.7
2015-08-06,197.8
2015-08-07,196.55
2015-08-10,195.8
2015-08-11,190.8
2015-08-12,192.7
2015-08-13,191.75
2015-08-14,201.05
2015-08-17,200.25
2015-08-18,196.75
2015-08-19,204.5
2015-08-20,206.7
2015-08-21,208.35
2015-08-24,205.1
2015-08-25,206.9
2015-08-26,204.65
2015-08-27,204.55
2015-08-28,201.25
2015-08-31,202.4
2015-09-01,202.55
2015-09-02,205.8
2015-09-03,203.7
2015-09-04,202.05
2015-09-07,201.85
2015-09-08,204.55
2015-09-09,204.6
2015-09-10,203.55
2015-09-11,199.75
2015-09-14,203.1
