Date,SUPPETRO
2013-01-01,60.65
2013-01-02,61.0
2013-01-03,60.8
2013-01-04,61.1
2013-01-07,61.35
2013-01-08,61.35
2013-01-09,61.3
2013-01-10,61.2
2013-01-11,65.8
2013-01-14,63.0
2013-01-15,62.7
2013-01-16,61.5
2013-01-17,61.45
2013-01-18,60.25
2013-01-21,63.25
2013-01-22,65.25
2013-01-23,65.9
2013-01-24,66.05
2013-01-25,65.5
2013-01-28,69.6
2013-01-29,66.75
2013-01-30,66.05
2013-01-31,66.3
2013-02-01,66.15
2013-02-04,66.1
2013-02-05,66.0
2013-02-06,66.0
2013-02-07,64.7
2013-02-08,62.25
2013-02-11,63.45
2013-02-12,63.05
2013-02-13,63.1
2013-02-14,60.9
2013-02-15,60.45
2013-02-18,60.65
2013-02-19,61.9
2013-02-20,63.4
2013-02-21,61.3
2013-02-22,61.4
2013-02-25,61.0
2013-02-26,60.0
2013-02-27,58.9
2013-02-28,58.0
2013-03-01,58.2
2013-03-04,58.0
2013-03-05,58.3
2013-03-06,58.3
2013-03-07,59.35
2013-03-08,60.3
2013-03-11,59.7
2013-03-12,62.35
2013-03-13,64.8
2013-03-14,62.8
2013-03-15,61.4
2013-03-18,60.4
2013-03-19,59.1
2013-03-20,59.9
2013-03-21,58.95
2013-03-22,57.2
2013-03-25,58.05
2013-03-26,57.05
2013-03-28,57.5
2013-04-01,59.2
2013-04-02,62.05
2013-04-03,62.3
2013-04-04,61.2
2013-04-05,60.0
2013-04-08,58.9
2013-04-09,60.2
2013-04-10,62.55
2013-04-11,63.2
2013-04-12,62.05
2013-04-15,61.7
2013-04-16,60.6
2013-04-17,60.9
2013-04-18,62.0
2013-04-22,63.75
2013-04-23,63.8
2013-04-25,64.2
2013-04-26,61.6
2013-04-29,60.95
2013-04-30,60.6
2013-05-02,60.3
2013-05-03,59.4
2013-05-06,59.25
2013-05-07,65.85
2013-05-08,64.35
2013-05-09,67.2
2013-05-10,69.65
2013-05-11,69.1
2013-05-13,66.6
2013-05-14,64.6
2013-05-15,67.1
2013-05-16,66.5
2013-05-17,65.75
2013-05-20,65.0
2013-05-21,63.8
2013-05-22,62.85
2013-05-23,59.35
2013-05-24,62.05
2013-05-27,61.75
2013-05-28,61.9
2013-05-29,61.4
2013-05-30,61.8
2013-05-31,61.25
2013-06-03,60.9
2013-06-04,61.2
2013-06-05,60.9
2013-06-06,61.1
2013-06-07,61.35
2013-06-10,60.65
2013-06-11,60.3
2013-06-12,60.0
2013-06-13,58.3
2013-06-14,58.45
2013-06-17,59.45
2013-06-18,58.6
2013-06-19,59.15
2013-06-20,58.0
2013-06-21,58.55
2013-06-24,56.45
2013-06-25,56.2
2013-06-26,55.8
2013-06-27,55.45
2013-06-28,56.3
2013-07-01,59.05
2013-07-02,58.1
2013-07-03,56.7
2013-07-04,56.6
2013-07-05,56.2
2013-07-08,55.75
2013-07-09,57.95
2013-07-10,57.35
2013-07-11,57.4
2013-07-12,58.85
2013-07-15,59.25
2013-07-16,58.1
2013-07-17,60.7
2013-07-18,63.3
2013-07-19,62.45
2013-07-22,62.45
2013-07-23,60.0
2013-07-24,60.0
2013-07-25,60.7
2013-07-26,60.0
2013-07-29,59.8
2013-07-30,58.65
2013-07-31,59.45
2013-08-01,57.8
2013-08-02,55.5
2013-08-05,55.3
2013-08-06,55.15
2013-08-07,55.2
2013-08-08,55.3
2013-08-12,55.55
2013-08-13,55.3
2013-08-14,55.7
