Date,MOHITIND
2013-03-14,47.7
2013-03-15,46.7
2013-03-18,46.45
2013-03-19,46.05
2013-03-20,46.45
2013-03-21,46.1
2013-03-22,45.55
2013-03-25,39.65
2013-03-26,40.6
2013-03-28,40.9
2013-04-01,39.4
2013-04-02,39.8
2013-04-03,38.95
2013-04-04,36.9
2013-04-05,37.65
2013-04-08,37.5
2013-04-09,36.7
2013-04-10,39.0
2013-04-11,37.95
2013-04-12,39.8
2013-04-15,37.5
2013-04-16,36.3
2013-04-17,36.75
2013-04-18,36.95
2013-04-22,36.7
2013-04-23,36.95
2013-04-25,36.05
2013-04-26,36.15
2013-04-29,35.15
2013-04-30,36.0
2013-05-02,36.9
2013-05-03,38.0
2013-05-06,36.05
2013-05-07,35.15
2013-05-08,34.8
2013-05-09,34.25
2013-05-10,33.85
2013-05-11,34.7
2013-05-13,33.85
2013-05-14,33.85
2013-05-15,34.75
2013-05-16,35.25
2013-05-17,35.0
2013-05-20,35.35
2013-05-21,34.7
2013-05-22,34.15
2013-05-23,35.0
2013-05-24,34.0
2013-05-27,35.7
2013-05-28,35.0
2013-05-29,34.95
2013-05-30,33.35
2013-05-31,33.35
2013-06-03,33.85
2013-06-04,34.2
2013-06-05,33.85
2013-06-06,34.05
2013-06-07,37.95
2013-06-10,38.0
2013-06-11,37.6
2013-06-12,36.15
2013-06-13,36.9
2013-06-14,35.9
2013-06-17,37.2
2013-06-18,36.85
2013-06-19,35.5
2013-06-20,35.3
2013-06-21,34.85
2013-06-24,36.05
2013-06-25,35.25
2013-06-26,33.4
2013-06-27,34.4
2013-06-28,34.5
2013-07-01,34.8
2013-07-02,34.75
2013-07-03,35.0
2013-07-04,34.75
2013-07-05,34.05
2013-07-08,33.75
2013-07-09,34.35
2013-07-10,34.3
2013-07-11,34.6
2013-07-12,34.75
2013-07-15,34.55
2013-07-16,34.95
2013-07-17,36.3
2013-07-18,38.65
2013-07-19,39.45
2013-07-22,40.4
2013-07-23,41.15
2013-07-24,40.25
2013-07-25,40.85
2013-07-26,39.65
2013-07-29,42.95
2013-07-30,44.1
2013-07-31,43.05
2013-08-01,41.6
2013-08-02,41.75
2013-08-05,42.35
2013-08-06,41.0
2013-08-07,40.55
2013-08-08,41.05
2013-08-12,40.15
2013-08-13,39.9
2013-08-14,41.55
2013-08-16,40.15
2013-08-19,40.45
2013-08-20,40.7
2013-08-21,40.1
2013-08-22,39.85
2013-08-23,42.8
2013-08-26,40.0
2013-08-27,41.8
2013-08-28,40.05
2013-08-29,41.45
2013-08-30,40.75
2013-09-02,40.25
2013-09-03,40.0
2013-09-04,36.95
2013-09-05,37.95
2013-09-06,38.8
2013-09-10,38.0
2013-09-11,37.3
2013-09-12,38.0
2013-09-13,36.65
2013-09-16,36.9
2013-09-17,33.05
2013-09-18,31.25
2013-09-19,30.75
2013-09-20,27.0
2013-09-23,25.75
2013-09-24,25.1
2013-09-25,27.15
2013-09-26,29.35
2013-09-27,29.45
2013-09-30,28.95
2013-10-01,30.9
2013-10-03,29.1
2013-10-04,31.35
2013-10-07,32.15
2013-10-08,32.85
2013-10-09,34.95
2013-10-10,34.7
2013-10-11,31.35
2013-10-14,31.55
2013-10-15,32.4
2013-10-17,34.4
2013-10-18,35.2
2013-10-21,35.0
2013-10-22,34.1
2013-10-23,34.35
2013-10-24,34.35
2013-10-25,35.8
2013-10-28,34.85
2013-10-29,35.95
2013-10-30,35.35
2013-10-31,36.05
2013-11-01,35.7
2013-11-03,36.05
2013-11-05,35.5
2013-11-06,33.85
2013-11-07,34.45
2013-11-08,34.5
2013-11-11,35.15
2013-11-12,34.4
2013-11-13,34.9
2013-11-14,35.5
2013-11-18,35.85
2013-11-19,35.55
2013-11-20,34.25
2013-11-21,34.65
2013-11-22,34.55
2013-11-25,34.65
2013-11-26,31.95
2013-11-27,30.15
2013-11-28,30.0
2013-11-29,28.9
2013-12-02,29.85
2013-12-03,30.0
2013-12-04,29.45
2013-12-05,30.85
2013-12-06,30.05
2013-12-09,30.85
2013-12-10,34.95
2013-12-11,34.95
2013-12-12,35.15
2013-12-13,35.1
2013-12-16,37.95
2013-12-17,38.75
2013-12-18,38.55
2013-12-19,40.0
2014-03-03,37.1
2014-03-04,38.95
2014-03-05,40.85
2014-03-06,42.3
2014-03-07,40.35
2014-03-10,38.3
2014-03-11,40.2
2014-03-12,37.1
2014-03-13,39.3
2014-03-14,35.5
2014-03-18,35.15
2014-03-19,35.15
2014-03-20,35.0
2014-03-21,34.3
2014-03-22,36.45
2014-03-24,36.0
2014-03-25,34.7
2014-03-26,33.5
2014-03-27,32.15
2014-03-28,32.6
2014-03-31,32.6
2014-04-01,32.8
2014-04-02,33.15
2014-04-03,33.95
2014-04-04,33.85
2014-04-07,34.8
2014-04-09,34.0
2014-04-10,32.9
2014-04-11,31.45
2014-04-15,31.55
2014-04-16,29.25
2014-04-17,31.95
2014-04-21,31.95
2014-04-22,31.0
2014-04-23,30.05
2014-04-25,31.0
2014-04-28,33.75
2014-04-29,30.4
2014-04-30,30.5
2014-05-02,28.65
2014-05-05,31.5
2014-05-06,34.65
2014-05-07,31.2
2014-05-08,26.35
2014-05-09,25.15
2014-05-12,30.15
2014-05-13,29.25
2014-05-14,28.15
2014-05-15,28.15
2014-05-16,32.1
2014-05-19,33.35
2014-05-20,36.5
2014-05-21,34.5
2014-05-22,40.05
2014-05-23,36.65
2014-05-26,35.6
2014-05-27,35.0
2014-05-28,34.5
2014-05-29,35.35
2014-05-30,33.15
2014-06-02,33.9
2014-06-03,34.0
2014-06-04,36.7
2014-06-05,33.85
2014-06-06,35.1
2014-06-09,34.7
2014-06-10,34.5
2014-06-11,33.1
2014-06-12,32.35
2014-06-13,33.45
2014-06-16,32.55
2014-06-17,32.95
2014-06-18,33.5
2014-06-19,32.9
2014-06-20,32.35
2014-06-23,32.0
2014-06-24,31.95
2014-06-25,32.35
2014-06-26,31.4
2014-06-27,32.9
2014-06-30,31.25
2014-07-01,31.75
2014-07-02,29.75
2014-07-03,30.2
2014-07-04,33.2
2014-07-07,33.95
2014-07-08,30.3
2014-07-09,31.6
2014-07-10,31.5
2014-07-11,28.6
2014-07-14,30.75
2014-07-15,28.85
2014-07-16,29.15
2014-07-17,28.95
2014-07-18,30.35
2014-07-21,28.2
2014-07-22,28.7
2014-07-23,29.6
2014-07-24,32.65
2014-07-25,32.0
2014-07-28,31.1
2014-07-30,30.25
2014-07-31,30.0
2014-08-01,32.8
2014-08-04,30.5
2014-08-05,30.95
2014-08-06,31.75
2014-08-07,31.0
2014-08-08,29.05
2014-08-11,29.7
2014-08-12,30.1
2014-08-13,30.0
2014-08-14,30.6
2014-08-18,30.0
2014-08-19,29.5
2014-08-20,29.55
2014-08-22,29.45
2014-08-25,28.6
2014-08-27,29.95
2014-08-28,29.35
2014-09-01,29.0
2014-09-03,29.0
2014-09-05,28.3
2014-09-08,28.6
2014-09-09,29.05
2014-09-10,29.85
2014-09-11,28.75
2014-09-12,29.05
2014-09-15,30.65
2014-09-16,30.0
2014-09-17,30.65
2014-09-18,31.1
2014-09-19,31.95
2014-09-22,31.5
2014-09-23,31.25
2014-09-25,30.6
2014-09-26,31.9
2014-09-29,30.5
2014-09-30,31.25
2014-10-01,30.1
2014-10-07,32.0
2014-10-08,30.15
2014-10-09,30.95
2014-10-10,31.55
2014-10-13,34.15
2014-10-14,36.05
2014-10-16,33.9
2014-10-17,31.75
2014-10-20,32.5
2014-10-21,34.25
2014-10-22,35.0
2014-10-23,33.5
2014-10-27,38.3
2014-10-28,38.0
2014-10-29,37.45
2014-10-30,36.05
2014-10-31,33.9
2014-11-03,36.0
2014-11-05,39.2
2014-11-07,38.05
2014-11-10,38.55
2014-11-11,37.0
2014-11-12,34.45
2014-11-13,35.0
2014-11-14,37.75
2014-11-17,35.2
2014-11-18,35.25
2014-11-19,35.9
2014-11-20,39.9
2014-11-21,42.2
2014-11-24,42.65
2014-11-25,41.6
2014-11-26,42.95
2014-11-27,41.05
2014-11-28,43.75
2014-12-01,45.6
2014-12-02,45.75
2014-12-03,48.2
2014-12-04,48.5
2014-12-05,48.25
2014-12-08,49.05
2014-12-09,45.55
2014-12-10,47.0
2014-12-11,44.2
2014-12-12,42.2
2014-12-15,41.8
2014-12-16,38.15
2014-12-17,40.0
2014-12-18,44.05
2014-12-19,46.9
2014-12-22,45.35
2014-12-23,43.15
2014-12-24,43.65
2014-12-26,45.85
2014-12-29,46.6
