Date,AEGISCHEM
2013-01-01,182.6
2013-01-02,182.35
2013-01-03,188.85
2013-01-04,194.95
2013-01-07,188.55
2013-01-08,190.1
2013-01-09,193.3
2013-01-10,189.5
2013-01-11,182.15
2013-01-14,184.8
2013-01-15,183.7
2013-01-16,180.15
2013-01-17,179.0
2013-01-18,179.85
2013-01-21,178.4
2013-01-22,173.25
2013-01-23,172.85
2013-01-24,166.85
2013-01-25,168.3
2013-01-28,170.3
2013-01-29,170.1
2013-01-30,167.7
2013-01-31,168.95
2013-02-01,168.4
2013-02-04,164.85
2013-02-05,160.0
2013-02-06,157.15
2013-02-07,141.35
2013-02-08,145.45
2013-02-11,144.2
2013-02-12,143.85
2013-02-13,146.05
2013-02-14,142.3
2013-02-15,141.7
2013-02-18,144.95
2013-02-19,146.25
2013-02-20,149.35
2013-02-21,144.7
2013-02-22,142.85
2013-02-25,142.1
2013-02-26,133.4
2013-02-27,135.4
2013-02-28,130.25
2013-03-01,126.3
2013-03-04,124.1
2013-03-05,131.25
2013-03-06,134.2
2013-03-07,141.65
2013-03-08,138.3
2013-03-11,140.65
2013-03-12,154.5
2013-03-13,151.0
2013-03-14,149.6
2013-03-15,146.5
2013-03-18,142.05
2013-03-19,137.05
2013-03-20,129.0
2013-03-21,125.45
2013-03-22,121.4
2013-03-25,122.65
2013-03-26,122.85
2013-03-28,125.6
2013-04-01,131.15
2013-04-02,135.05
2013-04-03,135.15
2013-04-04,129.15
2013-04-05,127.0
2013-04-08,124.5
2013-04-09,124.2
2013-04-10,123.8
2013-04-11,125.3
2013-04-12,126.55
2013-04-15,128.6
2013-04-16,136.25
2013-04-17,136.05
2013-04-18,135.2
2013-04-22,136.5
2013-04-23,144.4
2013-04-25,143.8
2013-04-26,143.6
2013-04-29,143.8
2013-04-30,142.65
2013-05-02,144.7
2013-05-03,144.2
2013-05-06,142.9
2013-05-07,144.75
2013-05-08,150.7
2013-05-09,149.65
2013-05-10,147.65
2013-05-11,146.3
2013-05-13,147.15
2013-05-14,150.2
2013-05-15,166.9
2013-05-16,160.05
2013-05-17,163.6
2013-05-20,160.7
2013-05-21,157.15
2013-05-22,150.1
2013-05-23,144.65
2013-05-24,143.9
2013-05-27,145.8
2013-05-28,147.3
2013-05-29,151.8
2013-05-30,151.7
2013-05-31,145.7
2013-06-03,141.8
2013-06-04,140.8
2013-06-05,139.8
2013-06-06,138.4
2013-06-07,138.15
2013-06-10,135.85
2013-06-11,133.0
2013-06-12,134.95
2013-06-13,133.0
2013-06-14,134.15
2013-06-17,134.25
2013-06-18,133.4
2013-06-19,133.2
2013-06-20,129.3
2013-06-21,129.2
2013-06-24,126.4
2013-06-25,123.45
2013-06-26,124.2
2013-06-27,126.1
2013-06-28,132.7
2013-07-01,134.45
2013-07-02,131.65
2013-07-03,127.9
2013-07-04,127.35
2013-07-05,127.35
2013-07-08,127.65
2013-07-09,128.45
2013-07-10,127.25
2013-07-11,128.6
2013-07-12,128.6
2013-07-15,130.35
2013-07-16,128.8
2013-07-17,132.05
2013-07-18,130.05
2013-07-19,128.2
2013-07-22,127.4
2013-07-23,127.2
2013-07-24,123.05
2013-07-25,118.95
2013-07-26,120.45
2013-07-29,114.95
2013-07-30,109.45
2013-07-31,109.0
2013-08-01,107.95
2013-08-02,105.75
2013-08-05,105.1
2013-08-06,106.8
2013-08-07,113.2
2013-08-08,115.2
2013-08-12,116.3
2013-08-13,120.25
2013-08-14,120.5
2013-08-16,117.4
2013-08-19,115.15
2013-08-20,111.45
2013-08-21,109.05
2013-08-22,108.75
2013-08-23,111.75
2013-08-26,112.5
2013-08-27,108.6
2013-08-28,106.95
2013-08-29,108.1
2013-08-30,110.35
2013-09-02,111.4
2013-09-03,117.1
2013-09-04,127.9
2013-09-05,133.6
2013-09-06,128.95
2013-09-10,126.35
2013-09-11,128.45
2013-09-12,129.55
2013-09-13,126.6
2013-09-16,124.3
2013-09-17,123.75
2013-09-18,124.2
2013-09-19,124.45
2013-09-20,121.5
2013-09-23,124.55
2013-09-24,127.25
2013-09-25,127.75
2013-09-26,126.95
2013-09-27,128.05
2013-09-30,129.05
2013-10-01,126.65
2013-10-03,127.1
2013-10-04,136.0
2013-10-07,137.2
2013-10-08,135.5
2013-10-09,133.95
2013-10-10,139.0
2013-10-11,142.5
2013-10-14,144.5
2013-10-15,140.05
2013-10-17,138.2
2013-10-18,136.7
2013-10-21,137.8
2013-10-22,149.3
2013-10-23,150.3
2013-10-24,147.4
2013-10-25,143.6
2013-10-28,143.75
2013-10-29,144.15
2013-10-30,157.7
2013-10-31,151.05
2013-11-01,152.3
2013-11-03,154.4
2013-11-05,159.45
2013-11-06,160.4
2013-11-07,154.25
2013-11-08,155.0
2013-11-11,152.8
2013-11-12,147.5
2013-11-13,144.55
2013-11-14,142.1
2013-11-18,146.4
2013-11-19,147.85
2013-11-20,150.35
2013-11-21,151.2
2013-11-22,149.8
2013-11-25,148.1
2013-11-26,151.25
2013-11-27,145.75
2013-11-28,146.85
2013-11-29,153.6
2013-12-02,157.65
2013-12-03,161.75
2013-12-04,158.75
2013-12-05,157.85
2013-12-06,157.15
2013-12-09,167.6
2013-12-10,165.55
2013-12-11,164.6
2013-12-12,160.8
2013-12-13,155.85
2013-12-16,155.55
2013-12-17,157.45
2013-12-18,156.25
2013-12-19,153.75
2013-12-20,158.1
2013-12-23,161.65
2013-12-24,172.9
2013-12-26,179.7
2013-12-27,177.45
2013-12-30,180.1
2013-12-31,181.15
2014-01-01,180.5
2014-01-02,175.1
2014-01-03,174.45
2014-01-06,175.8
2014-01-07,173.45
2014-01-08,173.15
2014-01-09,167.05
2014-01-10,169.8
2014-01-13,170.25
2014-01-14,169.3
2014-01-15,165.3
2014-01-16,165.7
2014-01-17,159.15
2014-01-20,162.45
2014-01-21,164.1
2014-01-22,170.3
2014-01-23,168.35
2014-01-24,160.55
2014-01-27,153.75
2014-01-28,154.9
2014-01-29,154.35
2014-01-30,151.6
2014-01-31,154.1
2014-02-03,154.05
2014-02-04,153.05
2014-02-05,156.65
2014-02-06,163.65
2014-02-07,150.95
2014-02-10,148.9
2014-02-11,152.9
2014-02-12,151.15
2014-02-13,147.75
2014-02-14,148.85
2014-02-17,142.9
2014-02-18,146.5
2014-02-19,147.65
2014-02-20,146.45
2014-02-21,141.35
2014-02-24,142.05
2014-02-25,140.0
2014-02-26,143.25
2014-02-28,144.6
2014-03-03,143.0
2014-03-04,147.35
2014-03-05,162.2
2014-03-06,157.6
2014-03-07,149.45
2014-03-10,150.95
2014-03-11,154.25
2014-03-12,152.5
2014-03-13,150.2
2014-03-14,148.9
2014-03-18,149.2
2014-03-19,154.95
2014-03-20,151.55
2014-03-21,156.95
2014-03-22,156.0
2014-03-24,160.35
2014-03-25,168.4
2014-03-26,168.0
2014-03-27,165.4
2014-03-28,166.3
2014-03-31,169.7
2014-04-01,172.45
2014-04-02,170.65
2014-04-03,168.85
2014-04-04,168.1
2014-04-07,167.65
2014-04-09,177.55
2014-04-10,169.8
2014-04-11,168.8
2014-04-15,166.5
2014-04-16,161.8
2014-04-17,163.4
2014-04-21,165.55
2014-04-22,166.25
2014-04-23,163.9
2014-04-25,160.95
2014-04-28,159.25
2014-04-29,159.05
2014-04-30,169.15
2014-05-02,166.0
2014-05-05,161.95
2014-05-06,168.55
2014-05-07,176.9
2014-05-08,172.55
2014-05-09,174.1
2014-05-12,169.3
2014-05-13,171.5
2014-05-14,169.7
2014-05-15,167.0
2014-05-16,169.5
2014-05-19,187.15
2014-05-20,194.6
2014-05-21,201.5
2014-05-22,204.25
2014-05-23,202.85
2014-05-26,194.3
2014-05-27,192.25
2014-05-28,198.95
2014-05-29,194.6
2014-05-30,185.95
2014-06-02,190.3
2014-06-03,187.8
2014-06-04,193.8
2014-06-05,218.25
2014-06-06,233.65
2014-06-09,230.75
2014-06-10,228.6
2014-06-11,230.5
2014-06-12,227.55
2014-06-13,217.2
2014-06-16,219.2
2014-06-17,220.3
2014-06-18,220.0
2014-06-19,219.65
2014-06-20,230.05
2014-06-23,247.0
2014-06-24,247.1
2014-06-25,251.95
2014-06-26,245.35
2014-06-27,238.7
2014-06-30,241.2
2014-07-01,238.05
2014-07-02,245.2
2014-07-03,262.7
2014-07-04,260.95
2014-07-07,269.5
2014-07-08,249.4
2014-07-09,244.0
2014-07-10,244.15
2014-07-11,247.3
2014-07-14,252.1
2014-07-15,261.3
2014-07-16,268.3
2014-07-17,272.55
2014-07-18,281.4
2014-07-21,290.35
2014-07-22,286.25
2014-07-23,287.1
2014-07-24,287.6
2014-07-25,285.2
2014-07-28,300.85
2014-07-30,315.45
2014-07-31,307.95
2014-08-01,320.85
2014-08-04,354.5
2014-08-05,342.15
2014-08-06,345.15
2014-08-07,348.05
2014-08-08,346.65
2014-08-11,346.9
2014-08-12,338.05
2014-08-13,318.8
2014-08-14,325.25
2014-08-18,333.15
2014-08-19,329.85
2014-08-20,341.95
2014-08-21,344.5
2014-08-22,337.9
2014-08-25,332.7
2014-08-26,325.65
2014-08-27,326.05
2014-08-28,341.2
2014-09-01,347.65
2014-09-02,341.5
2014-09-03,356.6
2014-09-04,362.6
2014-09-05,358.25
2014-09-08,355.0
2014-09-09,354.05
2014-09-10,374.05
2014-09-11,375.55
2014-09-12,374.55
2014-09-15,375.95
2014-09-16,365.05
2014-09-17,366.1
2014-09-18,369.95
2014-09-19,400.4
2014-09-22,378.0
2014-09-23,366.45
2014-09-24,351.7
2014-09-25,350.55
2014-09-26,349.0
2014-09-29,352.45
2014-09-30,354.5
2014-10-01,358.9
2014-10-07,351.6
2014-10-08,349.95
2014-10-09,348.15
2014-10-10,344.5
2014-10-13,342.95
2014-10-14,342.8
2014-10-16,322.25
2014-10-17,320.7
2014-10-20,327.8
2014-10-21,323.0
2014-10-22,336.75
2014-10-23,346.1
2014-10-27,345.0
2014-10-28,346.8
2014-10-29,352.5
2014-10-30,362.2
2014-10-31,370.6
2014-11-03,372.05
2014-11-05,370.85
2014-11-07,368.95
2014-11-10,370.9
2014-11-11,371.0
2014-11-12,367.4
2014-11-13,388.8
2014-11-14,379.35
2014-11-17,395.75
2014-11-18,445.45
2014-11-19,463.8
2014-11-20,473.2
2014-11-21,468.45
2014-11-24,451.8
2014-11-25,418.55
2014-11-26,443.4
2014-11-27,460.45
2014-11-28,459.5
2014-12-01,458.3
2014-12-02,451.3
2014-12-03,460.1
2014-12-04,465.35
2014-12-05,465.8
2014-12-08,447.95
2014-12-09,425.8
2014-12-10,440.35
2014-12-11,439.7
2014-12-12,435.3
2014-12-15,432.8
2014-12-16,430.8
2014-12-17,423.0
2014-12-18,443.55
2014-12-19,437.5
2014-12-22,434.6
2014-12-23,442.2
2014-12-24,435.95
2014-12-26,432.05
2014-12-29,438.6
2014-12-30,443.9
2014-12-31,449.1
2015-01-01,445.7
2015-01-02,442.25
2015-01-05,444.9
2015-01-06,432.2
2015-01-07,423.35
2015-01-08,431.85
2015-01-09,441.45
2015-01-12,437.0
