Date,NBVENTURES
2013-01-01,180.55
2013-01-02,182.6
2013-01-03,179.4
2013-01-04,179.5
2013-01-07,182.2
2013-01-08,185.05
2013-01-09,181.8
2013-01-10,182.85
2013-01-11,185.0
2013-01-14,187.05
2013-01-15,190.45
2013-01-16,190.6
2013-01-17,188.0
2013-01-18,190.0
2013-01-21,190.0
2013-01-22,190.25
2013-01-23,190.05
2013-01-24,189.95
2013-01-25,191.85
2013-01-28,191.05
2013-01-29,190.0
2013-01-30,189.95
2013-01-31,196.4
2013-02-01,200.2
2013-02-04,200.4
2013-02-05,200.25
2013-02-06,200.0
2013-02-07,200.0
2013-02-08,187.8
2013-02-11,188.55
2013-02-12,187.1
2013-02-13,188.5
2013-02-14,189.1
2013-02-15,183.4
2013-02-18,187.05
2013-02-19,190.4
2013-02-20,190.05
2013-02-21,185.4
2013-02-22,187.05
2013-02-25,185.15
2013-02-26,181.3
2013-02-27,178.65
2013-02-28,172.85
2013-03-01,171.8
2013-03-04,171.05
2013-03-05,174.0
2013-03-06,176.3
2013-03-07,176.1
2013-03-08,175.35
2013-03-11,175.05
2013-03-12,175.45
2013-03-13,175.4
2013-03-14,177.05
2013-03-15,175.2
2013-03-18,176.05
2013-03-19,176.4
2013-03-20,174.55
2013-03-21,173.0
2013-03-22,169.15
2013-03-25,168.05
2013-03-26,165.2
2013-03-28,167.4
2013-04-01,173.6
2013-04-02,174.95
2013-04-03,177.65
2013-04-04,170.35
2013-04-05,170.7
2013-04-08,169.7
2013-04-09,167.05
2013-04-10,165.25
2013-04-11,160.8
2013-04-12,162.05
2013-04-15,164.25
2013-04-16,166.4
2013-04-17,165.0
2013-04-18,165.55
2013-04-22,164.5
2013-04-23,165.8
2013-04-25,163.8
2013-04-26,165.15
2013-04-29,165.7
2013-04-30,164.2
2013-05-02,161.7
2013-05-03,162.7
2013-05-06,160.35
2013-05-07,167.8
2013-05-08,171.15
2013-05-09,179.9
2013-05-10,181.5
2013-05-11,179.95
2013-05-13,170.8
2013-05-14,167.55
2013-05-15,172.95
2013-05-16,177.8
2013-05-17,175.35
2013-05-20,173.25
2013-05-21,173.8
2013-05-22,175.85
2013-05-23,175.6
2013-05-24,172.2
2013-05-27,170.5
2013-05-28,173.05
2013-05-29,170.0
2013-05-30,172.55
2013-05-31,172.15
2013-06-03,169.75
2013-06-04,169.9
2013-06-05,170.0
2013-06-06,171.1
2013-06-07,167.2
2013-06-10,169.7
2013-06-11,169.65
2013-06-12,170.9
2013-06-13,172.35
2013-06-14,173.1
2013-06-17,173.0
2013-06-18,170.65
2013-06-19,173.55
2013-06-20,171.3
2013-06-21,171.15
2013-06-24,171.15
2013-06-25,171.1
2013-06-26,169.75
2013-06-27,171.1
2013-06-28,171.2
2013-07-01,172.55
2013-07-02,172.2
2013-07-03,172.8
2013-07-04,171.4
2013-07-05,172.05
2013-07-08,172.45
2013-07-09,171.6
2013-07-10,171.65
2013-07-11,172.4
2013-07-12,172.5
2013-07-15,172.0
2013-07-16,172.1
2013-07-17,173.0
2013-07-18,173.3
2013-07-19,173.5
2013-07-22,175.4
2013-07-23,176.95
2013-07-24,177.0
2013-07-25,178.3
2013-07-26,178.5
2013-07-29,179.0
2013-07-30,179.0
2013-07-31,180.1
2013-08-01,178.0
2013-08-02,177.05
2013-08-05,175.65
2013-08-06,170.15
2013-08-07,168.0
2013-08-08,168.0
2013-08-12,168.5
2013-08-13,165.3
2013-08-14,166.35
2013-08-16,166.3
2013-08-19,166.0
2013-08-20,165.8
2013-08-21,166.85
2013-08-22,165.1
2013-08-23,165.0
2013-08-26,168.2
2013-08-27,165.05
2013-08-28,165.0
2013-08-29,168.85
2013-08-30,166.6
2013-09-02,165.6
2013-09-03,165.75
2013-09-04,168.0
2013-09-05,166.3
2013-09-06,168.3
2013-09-10,166.6
2013-09-11,167.25
2013-09-12,167.55
2013-09-13,167.75
2013-09-16,169.45
2013-09-17,167.75
2013-09-18,167.0
2013-09-19,167.05
2013-09-20,167.05
2013-09-23,167.9
2013-09-24,167.25
2013-09-25,167.25
2013-09-26,167.3
2013-09-27,167.85
2013-09-30,165.05
2013-10-01,159.05
2013-10-03,158.3
2013-10-04,159.3
2013-10-07,158.05
2013-10-08,159.0
2013-10-09,158.25
2013-10-10,157.9
2013-10-11,159.75
2013-10-14,159.75
2013-10-15,157.5
2013-10-17,157.95
2013-10-18,157.3
2013-10-21,156.8
2013-10-22,157.05
2013-10-23,158.35
2013-10-24,157.0
2013-10-25,157.05
2013-10-28,158.9
2013-10-29,157.55
2013-10-30,157.0
2013-10-31,156.35
2013-11-01,156.45
2013-11-03,157.45
2013-11-05,158.0
2013-11-06,166.45
2013-11-07,164.6
2013-11-08,162.05
2013-11-11,160.0
2013-11-12,158.55
2013-11-13,158.5
2013-11-14,158.8
2013-11-18,158.35
2013-11-19,169.7
2013-11-20,165.7
2013-11-21,162.3
2013-11-22,160.05
2013-11-25,161.45
2013-11-26,162.25
2013-11-27,161.1
2013-11-28,159.25
2013-11-29,160.1
2013-12-02,159.45
2013-12-03,170.65
2013-12-04,176.6
2013-12-05,175.5
2013-12-06,175.5
2013-12-09,178.55
2013-12-10,174.3
2013-12-11,172.05
2013-12-12,171.55
2013-12-13,170.05
2013-12-16,168.35
2013-12-17,168.0
2013-12-18,169.6
2013-12-19,168.0
2013-12-20,168.9
2013-12-23,170.95
2013-12-24,169.95
2013-12-26,169.05
2013-12-27,170.5
2013-12-30,170.05
2013-12-31,170.0
2014-01-01,165.25
2014-01-02,159.05
2014-01-03,159.95
2014-01-06,163.1
2014-01-07,161.0
2014-01-08,160.1
2014-01-09,161.45
2014-01-10,159.6
2014-01-13,165.4
2014-01-14,162.0
2014-01-15,162.75
2014-01-16,161.5
2014-01-17,158.85
2014-01-20,159.1
2014-01-21,159.4
2014-01-22,160.35
2014-01-23,162.7
2014-01-24,162.0
2014-01-27,159.5
2014-01-28,157.3
2014-01-29,157.5
2014-01-30,156.05
2014-01-31,155.5
2014-02-03,156.2
2014-02-04,155.65
2014-02-05,155.6
2014-02-06,157.55
2014-02-07,157.55
2014-02-10,157.0
2014-02-11,156.6
2014-02-12,157.05
2014-02-13,159.25
2014-02-14,157.35
2014-02-17,154.9
2014-02-18,155.15
2014-02-19,156.1
2014-02-20,155.0
2014-02-21,154.95
2014-02-24,153.95
2014-02-25,155.0
2014-02-26,154.5
2014-02-28,154.35
2014-03-03,153.5
2014-03-04,153.15
2014-03-05,155.0
2014-03-06,159.35
2014-03-07,158.5
2014-03-10,156.4
2014-03-11,153.2
2014-03-12,154.25
2014-03-13,153.45
2014-03-14,152.75
2014-03-18,151.9
2014-03-19,153.85
2014-03-20,154.15
2014-03-21,153.0
2014-03-22,151.7
2014-03-24,152.7
2014-03-25,153.85
2014-03-26,152.2
2014-03-27,153.2
2014-03-28,153.5
2014-03-31,157.7
2014-04-01,160.7
2014-04-02,162.75
2014-04-03,157.9
2014-04-04,162.95
2014-04-07,159.95
2014-04-09,162.2
2014-04-10,163.8
2014-04-11,161.55
2014-04-15,160.35
2014-04-16,164.65
2014-04-17,165.35
2014-04-21,176.6
2014-04-22,168.55
2014-04-23,168.2
2014-04-25,165.95
2014-04-28,168.75
2014-04-29,167.05
2014-04-30,163.2
2014-05-02,163.0
2014-05-05,164.15
2014-05-06,164.0
2014-05-07,164.0
2014-05-08,161.25
2014-05-09,156.85
2014-05-12,161.75
2014-05-13,160.95
2014-05-14,160.85
2014-05-15,157.15
2014-05-16,161.5
2014-05-19,170.6
2014-05-20,183.6
2014-05-21,220.3
2014-05-22,220.6
2014-05-23,231.7
2014-05-26,240.4
2014-05-27,224.3
2014-05-28,225.65
2014-05-29,221.4
2014-05-30,225.45
2014-06-02,247.35
2014-06-03,253.55
2014-06-04,262.7
2014-06-05,262.9
2014-06-06,257.25
2014-06-09,260.7
2014-06-10,269.45
2014-06-11,263.15
2014-06-12,262.45
2014-06-13,241.5
2014-06-16,240.3
2014-06-17,242.25
2014-06-18,240.95
2014-06-19,241.05
2014-06-20,242.1
2014-06-23,241.65
2014-06-24,244.9
2014-06-25,241.95
2014-06-26,242.7
2014-06-27,243.35
2014-06-30,242.25
2014-07-01,251.7
2014-07-02,249.05
2014-07-03,241.05
2014-07-04,242.25
2014-07-07,275.2
2014-07-08,264.7
2014-07-09,258.15
2014-07-10,252.9
2014-07-11,243.45
2014-07-14,235.8
2014-07-15,238.2
2014-07-16,266.45
2014-07-17,261.15
2014-07-18,257.0
2014-07-21,252.9
2014-07-22,251.35
2014-07-23,244.05
2014-07-24,228.5
2014-07-25,239.6
2014-07-28,236.5
2014-07-30,227.75
2014-07-31,226.05
2014-08-01,218.6
2014-08-04,214.65
2014-08-05,231.85
2014-08-06,226.05
2014-08-07,223.05
2014-08-08,216.15
2014-08-11,215.55
2014-08-12,216.5
2014-08-13,210.1
2014-08-14,209.7
2014-08-18,211.4
2014-08-19,216.3
2014-08-20,221.65
2014-08-21,216.5
2014-08-22,218.85
2014-08-25,210.95
2014-08-26,202.05
2014-08-27,207.0
2014-08-28,202.9
2014-09-01,209.4
2014-09-02,219.25
2014-09-03,224.9
2014-09-04,220.4
2014-09-05,219.6
2014-09-08,234.3
2014-09-09,228.8
2014-09-10,224.25
2014-09-11,229.8
2014-09-12,231.6
2014-09-15,231.25
2014-09-16,223.7
2014-09-17,220.0
2014-09-18,224.7
2014-09-19,220.2
2014-09-22,220.1
2014-09-23,219.35
2014-09-24,216.2
2014-09-25,213.2
2014-09-26,212.9
2014-09-29,212.55
2014-09-30,213.95
2014-10-01,217.45
2014-10-07,215.95
2014-10-08,215.45
2014-10-09,216.4
2014-10-10,218.55
2014-10-13,218.25
2014-10-14,219.7
2014-10-16,220.9
2014-10-17,220.05
2014-10-20,218.85
2014-10-21,218.2
2014-10-22,217.45
2014-10-23,218.5
2014-10-27,220.0
2014-10-28,219.8
2014-10-29,219.95
2014-10-30,219.85
2014-10-31,217.0
2014-11-03,214.2
2014-11-05,211.6
2014-11-07,213.8
2014-11-10,215.0
2014-11-11,217.25
2014-11-12,215.8
2014-11-13,211.95
2014-11-14,212.05
2014-11-17,212.95
2014-11-18,213.05
2014-11-19,213.05
2014-11-20,211.8
2014-11-21,214.2
2014-11-24,212.15
2014-11-25,205.6
2014-11-26,206.2
2014-11-27,209.8
2014-11-28,208.4
2014-12-01,209.7
2014-12-02,210.35
2014-12-03,214.85
2014-12-04,210.7
2014-12-05,209.25
2014-12-08,211.5
2014-12-09,208.65
2014-12-10,208.85
2014-12-11,206.2
2014-12-12,204.0
2014-12-15,202.15
2014-12-16,196.8
2014-12-17,198.25
2014-12-18,198.15
2014-12-19,200.0
2014-12-22,198.0
2014-12-23,199.65
2014-12-24,199.5
2014-12-26,196.9
2014-12-29,195.45
2014-12-30,195.85
2014-12-31,195.55
2015-01-01,196.6
2015-01-02,201.55
2015-01-05,197.5
2015-01-06,194.6
2015-01-07,194.05
2015-01-08,194.0
2015-01-09,196.25
2015-01-12,198.1
2015-01-13,194.55
2015-01-14,195.75
2015-01-15,193.45
2015-01-16,193.7
2015-01-19,193.65
2015-01-20,193.5
2015-01-21,192.1
2015-01-22,193.3
2015-01-23,195.35
2015-01-27,192.65
2015-01-28,194.05
2015-01-29,193.95
2015-01-30,193.5
2015-02-02,192.15
2015-02-03,194.45
2015-02-04,196.9
2015-02-05,193.95
2015-02-06,180.45
2015-02-09,190.2
2015-02-10,184.35
2015-02-11,185.0
2015-02-12,186.2
2015-02-13,185.5
2015-02-16,185.85
2015-02-18,185.5
2015-02-19,185.85
2015-02-20,190.15
2015-02-23,188.45
2015-02-24,189.0
2015-02-25,190.0
