Date,SALSTEEL
2015-06-30,1.75
2015-07-01,1.75
2015-07-02,1.8
2015-07-03,1.85
2015-07-06,1.9
2015-07-07,1.95
2015-07-08,1.85
2015-07-09,2.05
2015-07-10,2.0
2015-07-13,1.95
2015-07-14,1.85
2015-07-15,1.9
2015-07-16,1.85
2015-07-17,1.85
2015-07-20,1.9
2015-07-21,2.0
2015-07-22,1.8
2015-07-23,1.8
2015-07-24,1.85
2015-07-27,1.8
2015-07-28,1.8
2015-07-29,1.8
2015-07-30,1.8
2015-07-31,1.8
2015-08-03,1.95
2015-08-04,1.9
2015-08-05,1.9
2015-08-06,1.95
2015-08-07,1.9
2015-08-10,1.9
2015-08-11,1.85
2015-08-12,1.85
2015-08-13,1.85
2015-08-14,1.75
2015-08-17,1.8
2015-08-18,1.75
2015-08-19,1.8
2015-08-20,1.75
2015-08-21,1.75
2015-08-24,1.6
2015-08-25,1.8
2015-08-26,1.8
2015-08-27,1.75
2015-08-28,1.85
2015-08-31,1.6
2015-09-01,1.75
2015-09-02,1.8
2015-09-03,1.8
2015-09-04,1.75
2015-09-07,1.65
2015-09-08,1.75
2015-09-09,1.75
2015-09-10,1.75
2015-09-11,1.65
2015-09-14,1.65
2015-09-15,1.65
2015-09-16,1.7
2015-09-18,1.7
2015-09-21,1.65
2015-09-22,1.75
2015-09-23,1.75
2015-09-24,1.75
2015-09-28,1.75
2015-09-30,1.8
2015-10-01,1.7
2015-10-05,1.7
2015-10-06,1.8
2015-10-07,1.8
2015-10-08,1.75
2015-10-09,1.85
2015-10-12,1.75
2015-10-13,1.8
2015-10-14,1.75
2015-10-15,1.8
2015-10-16,1.75
2015-10-19,1.75
2015-10-20,1.7
2015-10-21,1.8
2015-10-23,1.75
2015-10-26,1.7
2015-10-27,1.8
2015-10-28,1.7
2015-10-29,1.75
2015-10-30,1.65
2015-11-02,1.75
2015-11-03,1.65
2015-11-04,1.7
2015-11-05,1.65
2015-11-06,1.5
2015-11-09,1.6
2015-11-10,1.65
2015-11-11,1.65
2015-11-13,1.6
2015-11-16,1.65
2015-11-17,1.75
2015-11-18,1.7
2015-11-19,1.7
2015-11-20,1.85
2015-11-23,1.7
2015-11-24,1.85
2015-11-26,2.2
2015-11-27,2.2
2015-11-30,2.15
2015-12-01,2.1
2015-12-02,2.1
2015-12-03,2.3
2015-12-04,2.3
2015-12-07,2.25
2015-12-08,2.1
2015-12-09,2.0
2015-12-10,2.05
2015-12-11,2.05
2015-12-14,2.05
2015-12-15,2.0
2015-12-16,1.9
2015-12-17,2.25
2015-12-18,2.25
2015-12-21,2.4
2015-12-22,2.4
2015-12-23,2.85
2015-12-24,3.1
2015-12-28,3.4
2015-12-29,3.15
2015-12-30,3.35
2015-12-31,3.25
2016-01-01,3.4
2016-01-04,3.2
2016-01-05,3.15
2016-01-06,3.15
2016-01-07,3.1
2016-01-08,3.2
2016-01-11,3.1
2016-01-12,3.1
2016-01-13,2.95
2016-01-14,3.0
2016-01-15,2.85
2016-01-18,2.7
2016-01-19,2.7
2016-01-20,2.8
2016-01-21,2.65
2016-01-22,2.75
2016-01-25,2.85
2016-01-27,2.7
2016-01-28,2.8
2016-01-29,2.85
2016-02-01,2.85
2016-02-02,2.8
2016-02-03,2.75
2016-02-04,3.0
2016-02-05,3.45
2016-02-08,3.85
2016-02-09,3.7
2016-02-10,3.3
2016-02-11,3.1
2016-02-12,3.2
2016-02-15,3.35
2016-02-16,3.1
2016-02-17,3.05
2016-02-18,2.95
2016-02-19,3.05
2016-02-22,3.0
2016-02-23,2.9
2016-02-24,2.65
2016-02-25,2.9
2016-02-26,2.75
2016-02-29,2.85
2016-03-01,2.9
2016-03-02,2.85
2016-03-03,2.9
2016-03-04,2.9
2016-03-08,2.95
2016-03-09,2.95
2016-03-10,2.9
2016-03-11,2.85
2016-03-14,2.85
2016-03-15,2.75
2016-03-16,2.75
2016-03-17,2.8
2016-03-18,2.75
2016-03-21,2.75
2016-03-22,2.75
2016-03-23,2.75
2016-03-28,2.75
2016-03-29,2.65
2016-03-30,2.7
2016-03-31,2.85
2016-04-01,2.8
2016-04-04,2.85
2016-04-05,2.7
2016-04-06,2.8
2016-04-07,2.9
2016-04-08,2.8
2016-04-11,2.8
2016-04-12,2.85
2016-04-13,2.7
2016-04-18,2.8
2016-04-20,2.7
2016-04-21,2.85
2016-04-22,2.9
2016-04-25,2.9
2016-04-26,2.95
2016-04-27,2.95
2016-04-28,2.95
2016-04-29,2.95
2016-05-02,2.9
2016-05-03,2.8
2016-05-04,2.8
2016-05-05,2.75
2016-05-06,2.75
2016-05-09,2.85
2016-05-10,2.75
2016-05-11,2.65
2016-05-12,2.65
2016-05-13,2.65
2016-05-16,2.6
2016-05-17,2.65
2016-05-18,2.6
2016-05-19,2.6
2016-05-20,2.65
2016-05-23,2.5
2016-05-24,2.5
2016-05-25,2.7
2016-05-26,2.6
2016-05-27,2.6
2016-05-30,2.55
2016-05-31,2.55
2016-06-01,2.55
2016-06-02,2.5
2016-06-03,2.5
2016-06-06,2.5
2016-06-07,2.45
2016-06-08,2.5
2016-06-09,2.35
2016-06-10,2.4
2016-06-13,2.45
2016-06-14,2.45
2016-06-15,2.45
2016-06-16,2.4
2016-06-17,2.5
2016-06-20,2.5
2016-06-21,2.4
2016-06-22,2.4
2016-06-23,2.5
2016-06-24,2.4
2016-06-27,2.4
2016-06-28,2.35
2016-06-29,2.35
2016-06-30,2.35
2016-07-01,2.3
2016-07-04,2.35
2016-07-05,2.4
2016-07-07,2.85
2016-07-08,2.9
2016-07-11,2.8
2016-07-12,2.8
2016-07-13,2.85
2016-07-14,2.85
2016-07-15,2.8
2016-07-18,2.75
2016-07-19,2.75
2016-07-20,2.85
2016-07-21,2.75
2016-07-22,3.3
2016-07-25,3.15
2016-07-26,3.2
2016-07-27,3.15
2016-07-28,3.25
2016-07-29,3.25
2016-08-01,3.1
2016-08-02,2.8
2016-08-03,2.75
2016-08-04,2.85
2016-08-05,2.95
2016-08-08,2.95
2016-08-09,2.9
2016-08-10,3.05
2016-08-11,2.85
2016-08-12,2.95
2016-08-16,2.95
2016-08-17,2.95
2016-08-18,3.0
2016-08-19,2.9
2016-08-22,2.9
2016-08-23,2.9
2016-08-24,2.9
2016-08-25,2.9
2016-08-26,3.05
2016-08-29,3.15
2016-08-30,3.0
2016-08-31,3.0
2016-09-01,3.1
2016-09-02,3.0
2016-09-06,3.15
2016-09-07,3.05
2016-09-08,3.05
2016-09-09,3.1
2016-09-12,2.9
2016-09-14,2.95
2016-09-15,2.95
2016-09-16,2.9
2016-09-19,2.85
2016-09-20,2.85
2016-09-21,2.85
2016-09-22,2.9
2016-09-23,2.9
2016-09-26,2.85
2016-09-27,2.85
2016-09-28,2.9
2016-09-29,2.7
2016-09-30,2.75
2016-10-03,2.9
2016-10-04,2.8
2016-10-05,3.05
2016-10-06,3.0
2016-10-07,3.1
2016-10-10,3.25
2016-10-13,3.35
2016-10-14,3.5
2016-10-17,3.45
2016-10-18,3.6
2016-10-19,3.7
2016-10-20,3.65
2016-10-21,3.8
2016-10-24,3.65
2016-10-25,4.35
2016-10-26,4.2
2016-10-27,4.15
2016-10-28,4.2
2016-10-30,4.35
2016-11-01,5.05
2016-11-02,4.8
2016-11-03,4.65
2016-11-04,4.25
2016-11-07,3.95
2016-11-08,3.95
2016-11-09,4.0
2016-11-10,4.2
2016-11-11,4.0
2016-11-15,3.85
2016-11-16,3.7
2016-11-17,3.55
2016-11-18,3.4
2016-11-21,3.25
2016-11-22,3.3
2016-11-23,3.45
2016-11-24,3.55
2016-11-25,3.7
2016-11-28,3.85
2016-11-29,3.85
2016-11-30,3.75
2016-12-01,3.9
2016-12-02,3.85
2016-12-05,3.7
2016-12-06,3.85
2016-12-07,3.7
2016-12-08,3.7
2016-12-09,3.7
2016-12-12,3.7
2016-12-13,3.6
2016-12-14,3.5
2016-12-15,3.65
2016-12-16,3.8
2016-12-19,3.95
2016-12-20,3.8
2016-12-21,3.85
2016-12-22,3.85
2016-12-23,3.75
2016-12-26,3.75
2016-12-27,3.9
2016-12-28,3.8
2016-12-29,3.7
2016-12-30,3.65
2017-01-02,3.7
2017-01-03,3.85
2017-01-04,4.0
2017-01-05,4.2
2017-01-06,4.15
2017-01-09,4.25
2017-01-10,4.15
2017-01-11,4.35
2017-01-12,4.5
2017-01-13,4.4
2017-01-16,4.3
2017-01-17,4.3
2017-01-18,4.35
2017-01-19,4.2
2017-01-20,4.2
2017-01-23,4.25
2017-01-24,4.1
2017-01-25,4.1
2017-01-27,3.95
2017-01-30,4.0
2017-01-31,4.0
2017-02-01,4.0
2017-02-02,4.1
2017-02-03,4.1
2017-02-06,4.1
2017-02-07,4.1
2017-02-08,4.25
2017-02-09,4.25
2017-02-10,4.15
2017-02-13,4.55
2017-02-14,5.0
2017-02-15,5.5
2017-02-16,5.75
2017-02-17,6.0
2017-02-20,6.25
2017-02-21,6.1
2017-02-22,5.95
2017-02-23,5.75
2017-02-27,5.65
2017-02-28,5.45
2017-03-01,5.7
2017-03-02,5.95
2017-03-03,5.7
2017-03-06,5.6
2017-05-30,6.05
2017-05-31,6.35
2017-06-01,6.65
2017-06-02,6.95
2017-06-05,6.8
2017-06-06,6.55
2017-06-07,6.75
2017-06-08,6.45
2017-06-09,6.5
2017-06-12,6.3
2017-06-13,6.25
2017-06-14,6.05
2017-06-15,6.05
2017-06-16,6.1
2017-06-19,5.95
2017-06-20,5.6
2017-06-21,5.55
2017-06-22,5.5
2017-06-23,5.55
2017-06-27,5.5
2017-06-28,5.65
2017-06-29,6.2
2017-06-30,6.8
2017-07-03,6.55
2017-07-04,6.65
2017-07-05,6.55
2017-07-06,6.95
2017-07-07,7.1
2017-07-10,7.0
2017-07-11,7.05
2017-07-12,7.1
2017-07-13,7.25
2017-07-14,7.0
2017-07-17,7.0
2017-07-18,6.85
2017-07-19,7.5
2017-07-20,7.6
2017-07-21,7.2
2017-07-24,7.65
2017-07-25,8.4
2017-07-26,8.2
2017-07-27,7.6
2017-07-28,7.4
2017-07-31,7.5
2017-08-01,7.55
2017-08-02,7.55
2017-08-03,7.0
2017-08-04,7.25
2017-08-07,7.3
2017-08-08,7.1
2017-08-09,7.0
2017-08-10,6.3
2017-08-11,6.05
2017-08-14,7.05
2017-08-16,6.9
2017-08-17,6.85
2017-08-18,6.75
2017-08-21,6.6
2017-08-22,6.4
2017-08-23,6.25
2017-08-24,6.6
2017-08-28,6.6
2017-08-29,6.4
2017-08-30,6.5
2017-08-31,6.45
2017-09-01,6.6
2017-09-04,6.4
2017-09-05,6.5
2017-09-06,6.4
2017-09-07,6.65
2017-09-08,6.7
2017-09-11,6.1
2017-09-12,5.8
2017-09-13,6.2
2017-09-14,6.0
2017-09-15,5.8
2017-09-18,5.65
2017-09-19,5.95
2017-09-20,5.95
2017-09-21,6.05
2017-09-22,5.9
2017-09-25,5.65
2017-09-26,5.7
2017-09-27,5.45
2017-09-28,5.35
2017-09-29,5.05
2017-10-03,5.0
2017-10-04,5.05
2017-10-05,5.1
2017-10-06,5.0
2017-10-09,5.2
2017-10-10,5.5
2017-10-11,5.3
2017-10-12,5.2
2017-10-13,6.2
2017-10-16,7.4
2017-10-17,8.1
2017-10-18,7.7
2017-10-19,7.8
2017-10-23,8.55
2017-10-24,7.7
2017-10-25,7.3
