Date,TARAJEWELS
2013-01-01,237.2
2013-01-02,237.2
2013-01-03,228.65
2013-01-04,235.3
2013-01-07,234.0
2013-01-08,230.2
2013-01-09,224.75
2013-01-10,222.2
2013-01-11,224.35
2013-01-14,225.45
2013-01-15,224.15
2013-01-16,224.45
2013-01-17,225.0
2013-01-18,227.1
2013-01-21,220.75
2013-01-22,222.15
2013-01-23,225.1
2013-01-24,220.55
2013-01-25,220.65
2013-01-28,225.85
2013-01-29,223.85
2013-01-30,224.8
2013-01-31,223.65
2013-02-01,218.25
2013-02-04,212.0
2013-02-05,208.3
2013-02-06,212.2
2013-02-07,208.15
2013-02-08,208.25
2013-02-11,208.15
2013-02-12,208.9
2013-02-13,207.95
2013-02-14,198.8
2013-02-15,192.75
2013-02-18,204.55
2013-02-19,209.95
2013-02-20,210.05
2013-02-21,209.8
2013-02-22,197.85
2013-02-25,185.3
2013-02-26,181.1
2013-02-27,193.1
2013-02-28,192.95
2013-03-01,183.35
2013-03-04,183.0
2013-03-05,177.55
2013-03-06,180.85
2013-03-07,178.45
2013-03-08,182.3
2013-03-11,179.6
2013-03-12,177.65
2013-03-13,177.8
2013-03-14,183.35
2013-03-15,184.4
2013-03-18,184.2
2013-03-19,182.95
2013-03-20,171.65
2013-03-21,165.2
2013-03-22,167.75
2013-03-25,176.35
2013-03-26,184.1
2013-03-28,184.85
2013-04-01,183.4
2013-04-02,180.55
2013-04-03,179.7
2013-04-04,177.95
2013-04-05,175.9
2013-04-08,179.05
2013-04-09,176.75
2013-04-10,172.95
2013-04-11,170.6
2013-04-12,170.0
2013-04-15,165.2
2013-04-16,163.45
2013-04-17,165.15
2013-04-18,165.55
2013-04-22,163.75
2013-04-23,162.0
2013-04-25,166.15
2013-04-26,164.3
2013-04-29,165.35
2013-04-30,163.15
2013-05-02,163.75
2013-05-03,162.65
2013-05-06,160.7
2013-05-07,160.7
2013-05-08,164.25
2013-05-09,161.1
2013-05-10,160.65
2013-05-13,161.45
2013-05-14,160.65
2013-05-15,159.7
2013-05-16,161.55
2013-05-17,160.9
2013-05-20,159.85
2013-05-21,160.8
2013-05-22,155.1
2013-05-23,150.5
2013-05-24,148.95
2013-05-27,145.0
2013-05-28,141.35
2013-05-29,128.8
2013-05-30,127.1
2013-05-31,130.4
2013-06-03,126.55
2013-06-04,126.0
2013-06-05,132.65
2013-06-06,131.05
2013-06-07,148.15
2013-06-10,138.65
2013-06-11,130.1
2013-06-12,137.85
2013-06-13,130.65
2013-06-14,129.1
2013-06-17,129.05
2013-06-18,128.05
2013-06-19,126.75
2013-06-20,125.65
2013-06-21,125.05
2013-06-24,122.95
2013-06-25,120.35
2013-06-26,120.1
2013-06-27,120.1
2013-06-28,120.2
2013-07-01,120.0
2013-07-02,119.0
2013-07-03,117.25
2013-07-04,120.0
2013-07-05,119.0
2013-07-08,120.0
2013-07-09,120.2
2013-07-10,120.25
2013-07-11,119.65
2013-07-12,119.15
2013-07-15,119.25
2013-07-16,120.7
2013-07-17,119.0
2013-07-18,120.5
2013-07-19,120.1
2013-07-22,120.25
2013-07-23,120.05
2013-07-24,119.95
2013-07-25,119.1
2013-07-26,115.35
2013-07-29,113.05
2013-07-30,106.55
2013-07-31,98.9
2013-08-01,94.8
2013-08-02,90.05
2013-08-05,90.55
2013-08-06,87.1
2013-08-07,87.05
2013-08-08,90.9
2013-08-12,88.0
2013-08-13,89.25
2013-08-14,88.95
2013-08-16,88.35
