Date,OMMETALS
2013-01-01,24.25
2013-01-02,24.35
2013-01-03,24.5
2013-01-04,24.15
2013-01-07,26.8
2013-01-08,26.2
2013-01-09,25.1
2013-01-10,24.6
2013-01-11,24.0
2013-01-14,24.15
2013-01-15,24.15
2013-01-16,23.6
2013-01-17,23.75
2013-01-18,23.95
2013-01-21,23.9
2013-01-22,23.25
2013-01-23,23.25
2013-01-24,22.6
2013-01-25,23.3
2013-01-28,23.45
2013-01-29,23.5
2013-01-30,22.9
2013-01-31,23.0
2013-02-01,22.8
2013-02-04,22.9
2013-02-05,22.6
2013-02-06,22.9
2013-02-07,22.5
2013-02-08,22.4
2013-02-11,22.1
2013-02-12,22.15
2013-02-13,22.45
2013-02-14,21.75
2013-02-15,21.3
2013-02-18,21.5
2013-02-19,22.3
2013-02-20,22.1
2013-02-21,20.3
2013-02-22,20.15
2013-02-25,20.7
2013-02-26,20.45
2013-02-27,19.3
2013-02-28,18.65
2013-03-01,20.05
2013-03-04,19.35
2013-03-05,19.25
2013-03-06,19.7
2013-03-07,19.85
2013-03-08,19.8
2013-03-11,19.45
2013-03-12,19.3
2013-03-13,18.75
2013-03-14,18.6
2013-03-15,18.35
2013-03-18,18.5
2013-03-19,18.6
2013-03-20,17.95
2013-03-21,17.05
2013-03-22,17.05
2013-03-25,16.25
2013-03-26,16.35
2013-03-28,15.6
2013-04-01,18.7
2013-04-02,18.9
2013-04-03,18.45
2013-04-04,17.45
2013-04-05,18.7
2013-04-08,19.95
2013-04-11,16.85
2013-04-12,16.2
2013-04-17,16.0
2013-04-23,15.05
2013-04-29,15.3
2013-05-02,14.0
2013-05-06,14.55
2013-05-09,14.5
2013-05-10,14.5
2013-05-13,16.5
2013-05-15,16.5
2013-05-17,16.0
2013-05-20,15.4
2013-05-21,16.1
2013-05-22,15.25
2013-05-24,15.3
2013-05-27,14.5
2013-05-28,14.7
2013-05-29,14.0
2013-05-30,15.0
2013-06-03,15.0
2013-06-04,16.0
2013-06-05,19.2
2013-06-06,15.5
2013-06-07,15.45
2013-06-10,14.5
2013-06-14,14.0
2013-06-18,14.65
2013-06-20,14.1
2013-06-24,14.1
2013-06-25,13.95
2013-06-26,15.0
2013-06-27,17.7
2013-06-28,14.2
