Date,TOKYOPLAST
2013-01-01,14.5
2013-01-03,13.85
2013-01-04,13.65
2013-01-07,13.75
2013-01-08,14.15
2013-01-09,14.7
2013-01-10,14.05
2013-01-14,14.2
2013-01-15,13.6
2013-01-17,13.95
2013-01-18,13.3
2013-01-21,13.85
2013-01-22,13.5
2013-01-23,13.45
2013-01-24,12.6
2013-01-25,13.2
2013-01-30,13.95
2013-01-31,13.0
2013-02-01,12.75
2013-02-05,12.8
2013-02-06,12.65
2013-02-08,12.4
2013-02-11,12.6
2013-02-12,12.65
2013-02-13,13.0
2013-02-14,12.4
2013-02-20,12.9
2013-02-21,12.5
2013-02-22,13.0
2013-02-25,13.3
2013-02-26,12.4
2013-02-27,12.65
2013-02-28,12.85
2013-03-04,12.0
2013-03-05,12.0
2013-03-06,11.5
2013-03-07,12.5
2013-03-08,13.0
2013-03-11,13.25
2013-03-12,12.75
2013-03-13,12.45
2013-03-14,12.1
2013-03-15,12.85
2013-03-19,12.1
2013-03-20,12.4
2013-03-21,12.05
2013-03-22,12.1
2013-03-25,11.4
2013-04-01,11.0
2013-05-03,9.9
2013-05-10,10.35
2013-05-21,10.0
2013-05-31,9.6
2013-06-03,9.5
2013-06-27,9.05
2013-07-08,8.6
2013-07-22,8.35
2013-07-23,8.5
2013-07-24,8.9
2013-07-25,9.3
2013-08-05,9.75
2013-08-06,10.2
2013-08-28,10.7
2013-12-04,11.5
2013-12-10,12.05
2013-12-11,12.65
2013-12-12,13.25
2013-12-13,13.9
2013-12-23,13.25
2013-12-24,13.85
2014-01-01,14.5
2014-01-02,14.0
2014-01-07,14.7
2014-01-10,15.4
2014-01-13,16.15
2014-01-14,15.35
2014-01-15,15.1
2014-01-16,14.65
2014-01-17,14.5
2014-01-20,15.15
2014-01-22,15.9
2014-02-03,15.15
2014-02-06,14.4
2014-02-07,13.7
2014-02-11,13.85
2014-02-12,14.5
2014-02-18,13.8
2014-02-19,13.6
2014-02-21,13.0
2014-02-24,12.65
2014-02-28,12.7
2014-03-05,12.3
2014-03-06,12.7
2014-03-07,13.25
2014-03-10,13.8
2014-03-11,14.25
2014-03-12,13.75
2014-03-13,13.5
2014-03-14,13.0
2014-03-18,12.5
2014-03-21,13.0
2014-03-24,13.2
2014-03-25,13.6
2014-03-26,13.0
2014-04-01,12.5
2014-04-02,13.0
2014-04-03,13.0
2014-04-04,13.5
2014-04-07,13.7
2014-04-09,13.1
2014-04-10,13.0
2014-04-11,13.0
2014-04-15,13.1
2014-04-16,13.05
2014-04-17,13.15
2014-04-21,13.3
2014-04-22,13.25
2014-04-23,13.25
2014-05-02,13.15
2014-05-06,13.0
2014-05-09,13.1
2014-05-12,12.55
2014-05-13,12.55
2014-05-14,12.25
2014-05-15,13.25
2014-05-16,12.85
2014-05-19,14.0
2014-05-20,15.1
2014-05-21,14.9
2014-05-22,15.25
2014-05-23,16.55
2014-05-26,16.55
2014-05-27,15.75
2014-05-28,15.35
2014-05-29,15.15
2014-05-30,14.75
2014-06-02,15.3
2014-06-03,14.6
2014-06-04,14.05
2014-06-05,14.7
2014-06-06,15.2
2014-06-09,15.7
2014-06-10,15.25
2014-06-11,16.0
2014-06-12,16.8
2014-06-13,16.15
2014-06-16,16.95
2014-06-17,17.7
2014-06-18,17.95
2014-06-19,17.95
2014-06-20,18.65
2014-06-23,18.5
2014-06-24,18.55
2014-06-25,17.95
2014-06-26,17.1
2014-06-27,16.5
2014-06-30,17.0
2014-07-01,17.5
2014-07-02,16.75
2014-07-03,17.4
2014-07-04,17.05
2014-07-07,16.9
2014-07-08,16.7
2014-07-09,17.7
2014-07-10,17.45
2014-07-11,18.3
2014-07-14,17.8
2014-07-15,17.0
2014-07-17,16.5
2014-07-21,18.15
2014-07-22,18.95
2014-07-23,18.8
2014-07-24,19.05
2014-07-25,18.7
2014-07-28,18.15
2014-07-31,18.6
2014-08-01,18.3
2014-08-04,18.95
2014-08-05,16.85
2014-08-06,17.1
2014-08-07,17.3
2014-08-08,18.0
2014-08-11,18.65
2014-08-12,18.7
2014-08-14,22.4
2014-08-18,25.2
2014-08-19,30.2
2014-08-20,27.3
2014-08-21,27.3
2014-08-22,26.9
2014-08-25,27.55
2014-08-26,27.4
2014-08-27,28.65
2014-08-28,27.6
2014-09-01,27.65
2014-09-02,26.1
2014-09-03,25.5
2014-09-04,25.4
2014-09-05,25.8
2014-09-08,27.05
2014-09-09,27.05
2014-09-10,28.85
2014-09-11,33.95
2014-09-12,34.05
2014-09-15,33.25
2014-09-16,30.95
2014-09-17,32.0
2014-09-18,31.85
2014-09-19,33.0
2014-09-22,34.95
2014-09-23,33.2
2014-09-24,31.7
2014-09-25,32.4
2014-09-26,31.75
2014-09-29,34.85
2014-09-30,35.0
2014-10-01,33.2
2014-10-07,31.0
2014-10-08,31.85
2014-10-09,31.85
2014-10-10,29.85
2014-10-13,28.75
2014-10-14,27.55
2014-10-16,26.4
2014-10-17,27.3
2014-10-20,26.7
2014-10-21,26.65
2014-10-22,31.95
2014-10-23,31.1
2014-10-27,31.95
2014-10-28,32.2
2014-10-29,31.0
2014-10-30,32.55
2014-10-31,33.55
2014-11-03,32.8
2014-11-05,35.35
2014-11-07,39.9
2014-11-10,40.6
2014-11-11,41.0
2014-11-12,38.9
2014-11-13,40.3
2014-11-14,38.55
2014-11-17,37.15
2014-11-18,44.55
2014-11-19,40.65
2014-11-20,40.85
2014-11-21,38.75
2014-11-24,39.0
2014-11-25,35.9
2014-11-26,37.05
2014-11-27,38.7
2014-11-28,37.0
2014-12-01,38.55
2014-12-02,37.25
2014-12-03,37.25
2014-12-04,38.15
2014-12-05,37.2
2014-12-08,36.55
2014-12-09,35.0
2014-12-10,36.4
2014-12-11,35.15
2014-12-12,34.0
2014-12-15,33.1
2014-12-16,30.45
2014-12-17,29.0
2014-12-18,32.0
2014-12-19,32.0
2014-12-22,32.8
2014-12-23,32.55
2014-12-24,30.75
2014-12-26,31.0
2014-12-29,31.35
2014-12-30,32.45
2014-12-31,31.85
2015-01-01,32.8
2015-01-02,33.3
2015-01-05,34.65
2015-01-06,33.4
2015-01-07,32.9
2015-01-08,33.15
2015-01-09,33.8
2015-01-12,31.65
2015-01-13,31.65
2015-01-14,31.9
2015-01-15,31.05
2015-01-16,32.05
2015-01-19,32.45
2015-01-20,33.0
2015-01-21,32.25
2015-01-22,32.5
2015-01-23,31.9
2015-01-27,32.6
2015-01-28,32.75
2015-01-29,32.15
2015-01-30,32.0
2015-02-02,30.9
2015-02-03,32.3
2015-02-04,31.2
2015-02-05,31.5
2015-02-06,29.8
2015-02-09,31.05
2015-02-10,31.8
2015-02-11,27.2
2015-02-12,27.05
2015-02-13,24.45
2015-02-16,24.8
2015-02-18,23.9
2015-02-19,24.7
2015-02-20,24.45
2015-02-23,25.9
2015-02-24,25.0
2015-02-25,25.7
2015-02-26,23.8
2015-02-27,24.5
2015-02-28,24.05
2015-03-02,24.1
2015-03-03,23.65
2015-03-04,24.15
2015-03-05,23.0
2015-03-09,22.35
2015-03-10,22.55
2015-03-11,23.9
2015-03-12,24.0
2015-03-13,22.75
2015-03-16,21.55
2015-03-17,21.5
2015-03-18,21.5
2015-03-19,21.55
2015-03-20,21.0
2015-03-23,21.5
2015-03-24,21.0
2015-03-25,20.5
2015-03-26,20.4
2015-03-27,20.0
2015-03-30,21.0
2015-03-31,22.1
2015-04-01,22.4
2015-04-06,22.5
2015-04-07,23.0
2015-04-08,23.3
2015-04-09,24.35
2015-04-10,22.95
2015-04-13,23.4
2015-04-15,22.95
2015-04-16,23.5
2015-04-17,24.0
2015-04-20,22.95
2015-04-21,22.1
2015-04-22,22.1
2015-04-23,22.6
2015-04-24,21.75
2015-04-27,21.4
2015-04-28,22.75
2015-04-29,21.25
2015-04-30,20.7
2015-05-04,21.5
2015-05-05,21.65
2015-05-06,21.85
2015-05-07,21.1
2015-05-08,22.65
2015-05-11,22.7
2015-05-12,22.0
2015-05-13,22.25
2015-05-14,21.15
2015-05-15,21.5
2015-05-18,21.55
2015-05-19,21.05
2015-05-20,21.5
2015-05-21,22.15
2015-05-22,21.55
2015-05-25,22.1
2015-05-26,22.55
2015-05-27,22.6
2015-05-28,23.0
2015-05-29,22.0
