Date,DYNAMATECH
2013-01-01,924.5
2013-01-02,931.15
2013-01-03,916.9
2013-01-04,903.75
2013-01-07,912.8
2013-01-08,910.0
2013-01-09,930.65
2013-01-10,931.2
2013-01-11,919.7
2013-01-14,910.25
2013-01-15,917.55
2013-01-16,903.45
2013-01-17,902.65
2013-01-18,894.1
2013-01-22,852.3
2013-01-23,873.1
2013-01-24,852.0
2013-01-25,846.15
2013-01-28,861.75
2013-01-29,866.0
2013-01-30,849.8
2013-01-31,865.4
2013-02-01,874.9
2013-02-04,849.75
2013-02-05,850.75
2013-02-06,888.4
2013-02-07,851.3
2013-02-08,843.35
2013-02-11,853.6
2013-02-13,815.95
2013-02-14,783.45
2013-02-15,776.45
2013-02-18,751.1
2013-02-19,781.7
2013-02-20,802.95
2013-02-21,761.6
2013-02-22,783.0
2013-02-25,793.0
2013-02-26,760.0
2013-02-27,739.5
2013-02-28,769.0
2013-03-01,763.0
2013-03-05,749.75
2013-03-06,743.5
2013-03-07,736.95
2013-03-08,753.3
2013-03-11,733.7
2013-03-12,712.0
2013-03-13,706.05
2013-03-14,700.0
2013-03-15,682.15
2013-03-18,659.15
2013-03-19,664.7
2013-03-20,657.5
2013-03-21,687.5
2013-03-22,674.45
2013-03-25,636.15
2013-03-26,686.15
2013-03-28,668.75
2013-04-01,701.05
2013-04-02,695.95
2013-04-03,677.0
2013-04-04,672.05
2013-04-05,661.05
2013-04-09,645.0
2013-04-10,691.25
2013-04-11,669.7
2013-04-12,669.55
2013-04-15,695.65
2013-04-16,680.0
2013-04-17,693.9
2013-04-18,720.8
2013-04-22,702.4
2013-04-23,685.3
2013-04-26,685.0
2013-04-29,674.0
2013-04-30,635.9
2013-05-02,644.75
2013-05-03,641.0
2013-05-06,663.0
2013-05-07,660.0
2013-05-08,659.4
2013-05-09,661.9
2013-05-10,679.0
2013-05-11,685.0
2013-05-13,661.2
2013-05-14,676.45
2013-05-15,724.35
2013-05-16,705.3
2013-05-17,739.9
2013-05-20,700.0
2013-05-21,711.0
2013-05-22,720.35
2013-05-23,698.15
2013-05-24,698.0
2013-05-27,700.0
2013-05-28,688.0
2013-05-29,680.0
2013-05-30,681.0
2013-05-31,674.6
2013-06-03,669.0
2013-06-04,673.0
2013-06-05,674.0
2013-06-06,663.0
2013-06-07,652.25
2013-06-10,673.95
2013-06-11,647.35
2013-06-12,641.15
2013-06-13,632.9
2013-06-14,659.6
2013-06-17,646.05
2013-06-18,637.0
2013-06-19,648.0
2013-06-20,629.95
2013-06-21,630.0
2013-06-24,630.0
2013-06-25,619.1
2013-06-26,620.05
2013-06-27,610.0
2013-06-28,671.15
2013-07-01,663.45
2013-07-02,652.5
2013-07-03,654.7
2013-07-05,597.65
2013-07-09,599.0
2013-07-10,609.0
2013-07-11,625.0
2013-07-12,630.0
2013-07-15,650.0
2013-07-16,650.0
2013-07-17,675.0
2013-07-18,675.0
2013-07-22,674.0
2013-07-24,624.0
2013-07-25,644.0
2013-07-29,575.0
2013-08-12,622.0
2013-08-13,648.0
2013-08-28,540.0
2013-08-30,500.0
2013-09-02,500.0
2013-09-06,500.0
2013-09-11,548.5
2013-09-13,530.0
2013-09-16,518.0
2013-09-17,530.0
2013-09-18,547.0
2013-09-19,526.0
2013-09-20,516.0
2013-09-23,501.2
2013-09-24,500.0
2013-09-25,500.0
2013-09-27,495.0
2013-10-03,510.0
2013-10-04,520.0
2013-10-09,500.0
2013-10-10,511.0
2013-10-11,520.0
2013-10-14,551.0
2013-10-15,574.8
2013-10-17,580.0
2013-10-18,555.0
2013-10-24,555.0
2013-10-25,550.0
2013-10-28,523.05
2013-10-29,514.0
2013-10-31,505.0
2013-11-05,569.0
2013-11-06,589.0
2013-11-07,560.0
2013-11-11,568.0
2013-11-12,584.0
2013-11-18,560.0
2013-11-19,560.0
2013-11-21,560.0
2013-11-27,560.0
2013-11-28,560.0
2013-11-29,559.0
2013-12-02,559.0
2013-12-06,531.05
2013-12-12,505.0
2013-12-16,505.0
2013-12-17,505.0
2013-12-20,512.0
2013-12-23,537.6
2013-12-26,552.0
2013-12-27,579.6
2013-12-30,575.0
2013-12-31,565.0
2014-01-01,593.25
2014-01-02,590.0
2014-01-03,566.0
2014-01-09,589.0
2014-01-10,613.9
2014-01-13,617.95
2014-01-14,596.05
2014-01-15,587.1
2014-01-16,580.0
2014-01-20,569.0
2014-01-21,554.0
2014-01-22,542.05
2014-01-23,535.0
2014-01-24,540.85
2014-01-27,540.0
2014-01-28,525.0
2014-01-29,540.25
2014-01-31,566.8
2014-02-03,583.5
2014-02-04,595.4
2014-02-05,598.5
2014-02-06,608.35
2014-02-07,600.0
2014-02-10,577.05
2014-02-11,550.1
2014-02-12,560.0
2014-02-14,532.05
2014-02-17,546.8
2014-02-18,533.25
2014-02-19,548.0
2014-02-20,547.0
2014-02-21,549.65
2014-02-24,534.2
2014-02-25,539.9
2014-02-26,538.95
2014-02-28,512.1
2014-03-03,501.65
2014-03-04,510.1
2014-03-05,535.6
2014-03-06,547.25
2014-03-07,550.2
2014-03-10,556.45
2014-03-11,555.0
2014-03-12,551.8
2014-03-13,555.95
2014-03-14,542.55
2014-03-18,550.4
2014-03-19,594.2
2014-03-20,653.6
2014-03-21,718.95
2014-03-22,754.85
2014-03-24,792.55
2014-03-25,832.15
2014-03-26,872.75
2014-03-27,915.4
2014-06-13,1428.55
2014-06-16,1499.95
2014-06-17,1568.3
2014-06-18,1508.1
2014-06-19,1520.05
2014-06-20,1444.05
2014-06-23,1418.3
2014-06-24,1489.2
2014-06-25,1437.95
2014-06-26,1399.2
2014-06-27,1425.65
2014-09-09,1798.8
2014-09-10,1751.4
2014-09-11,1739.8
2014-09-12,1826.75
2014-09-15,1879.4
2014-09-16,1885.5
2014-09-17,1859.25
2014-09-18,1952.2
2014-09-19,2049.8
2014-09-22,2152.25
2014-09-23,2171.45
2014-09-24,2106.65
2014-09-25,2004.95
2014-09-26,1980.8
2014-09-29,2045.8
2014-09-30,2119.65
2014-10-01,2126.7
2014-10-07,2233.0
2014-10-08,2430.9
2014-10-09,2389.5
2014-10-10,2411.25
2014-10-13,2368.05
2014-10-14,2284.3
2014-10-16,2113.1
2014-10-17,2035.35
2014-10-20,2015.7
2014-10-21,1903.55
2014-10-22,1982.85
2014-10-23,1956.7
2014-10-27,1905.15
2014-10-28,1926.6
2014-10-29,1974.35
2014-10-30,2015.3
2014-10-31,2116.05
2014-11-03,2192.05
2014-11-05,2141.35
2014-11-07,2091.95
2014-11-10,2010.85
2014-11-11,1986.9
2014-11-12,1997.6
2014-11-13,2197.35
2014-11-14,2416.0
2014-11-17,2296.25
2014-11-18,2283.5
2014-11-19,2240.5
2014-11-20,2260.9
2014-11-21,2159.4
2014-11-24,2135.95
2014-11-25,2108.65
2014-11-26,2099.5
2014-11-27,2191.65
2014-11-28,2173.1
2014-12-01,2084.35
2014-12-02,2080.4
2014-12-03,2090.25
2014-12-04,2210.65
2014-12-05,2262.95
2014-12-08,2187.45
2014-12-09,2083.25
2014-12-10,2069.95
2014-12-11,2048.25
2014-12-12,2053.4
2014-12-15,2015.3
2014-12-16,1889.55
2014-12-17,1848.85
2014-12-18,1928.95
2014-12-19,1996.9
2014-12-22,1965.05
2014-12-23,1905.4
2014-12-24,1910.85
2014-12-26,1897.4
2014-12-29,1901.75
2014-12-30,1899.6
2014-12-31,1964.45
2015-01-01,2054.3
2015-01-02,2073.85
2015-01-05,1993.85
2015-01-06,1899.6
2015-01-07,2070.85
2015-01-08,2078.05
2015-01-09,2016.4
2015-01-12,2164.45
2015-01-13,2112.2
2015-01-14,2205.25
2015-01-15,2200.25
2015-01-16,2294.15
2015-01-19,2239.3
2015-01-20,2236.0
2015-01-21,2296.25
2015-01-22,2435.3
2015-01-23,2392.15
2015-01-27,2401.3
2015-01-28,2328.7
2015-01-29,2255.35
2015-01-30,2270.1
2015-02-02,2201.8
2015-02-03,2243.05
2015-02-04,2200.1
2015-02-05,2200.95
2015-02-06,2166.3
2015-02-09,2003.95
2015-02-10,2050.55
2015-02-11,2093.4
2015-02-12,2176.45
2015-02-13,2159.35
2015-02-16,2473.45
2015-02-18,2617.9
2015-02-19,2733.0
2015-02-20,3122.5
2015-02-23,3006.45
2015-02-24,2924.2
2015-02-25,2974.6
2015-02-26,2863.35
2015-02-27,2840.75
2015-02-28,2893.4
2015-03-02,2868.35
2015-03-03,2847.35
2015-03-04,2809.15
2015-03-05,2800.6
2015-03-09,3035.25
2015-03-10,2908.2
2015-03-11,2906.1
2015-03-12,3004.7
2015-03-13,2929.75
2015-03-16,2959.75
2015-03-17,3000.7
2015-03-18,3324.25
2015-03-19,3299.45
2015-03-20,3343.4
2015-03-23,3323.9
2015-03-24,3351.25
2015-03-25,3773.0
2015-03-26,3843.6
2015-03-27,3750.1
2015-03-30,3986.15
2015-03-31,3857.25
2015-04-01,3920.55
2015-04-06,3942.75
2015-04-07,3897.3
2015-04-08,3855.7
2015-04-09,3879.55
2015-04-10,3771.75
2015-04-13,3656.1
2015-04-15,3495.75
2015-04-16,3477.65
2015-04-17,3441.85
2015-04-20,3359.05
2015-04-21,3242.4
2015-04-22,3133.7
2015-04-23,3180.9
2015-04-24,3055.35
2015-04-27,2791.25
2015-04-28,3182.65
2015-04-29,3187.3
2015-04-30,3163.0
2015-05-04,3334.05
2015-05-05,3303.1
2015-05-06,3177.0
2015-05-07,3194.7
2015-05-08,3258.15
2015-05-11,3362.3
2015-05-12,3294.4
2015-05-13,3206.3
2015-05-14,3129.25
2015-05-15,3154.5
2015-05-18,3272.45
2015-05-19,3214.05
2015-05-20,3264.2
2015-05-21,3256.95
2015-05-22,3327.85
2015-05-25,3281.55
2015-05-26,3229.55
2015-05-27,3199.45
2015-05-28,3222.4
2015-05-29,3028.1
2015-06-01,2802.7
2015-06-02,2837.1
2015-06-03,2849.9
2015-06-04,2850.85
2015-06-05,2856.05
2015-06-08,2793.35
2015-06-09,2886.0
2015-06-10,2881.25
2015-06-11,2775.0
2015-06-12,2861.95
2015-06-15,2791.05
2015-06-16,2756.7
2015-06-17,2777.3
2015-06-18,2922.15
2015-06-19,2885.3
2015-06-22,3009.45
2015-06-23,3029.1
2015-06-24,2961.8
2015-06-25,2909.05
2015-06-26,2894.95
2015-06-29,2849.2
2015-06-30,2927.4
2015-07-01,2937.95
2015-07-02,2951.2
2015-07-03,2925.7
2015-07-06,3007.3
2015-07-07,3142.15
2015-07-08,3120.15
2015-07-09,3073.2
2015-07-10,3081.2
2015-07-13,3021.6
2015-07-14,3136.65
2015-07-15,3203.85
2015-07-16,3291.45
2015-07-17,3188.5
