Date,POLYMED
2013-01-01,420.05
2013-01-02,428.45
2013-01-03,424.7
2013-01-04,428.5
2013-01-07,423.2
2013-01-08,470.9
2013-01-09,471.8
2013-01-10,475.6
2013-01-11,460.3
2013-01-14,464.5
2013-01-15,462.25
2013-01-16,461.2
2013-01-17,470.1
2013-01-18,468.6
2013-01-21,467.1
2013-01-22,465.75
2013-01-23,459.45
2013-01-24,462.4
2013-01-25,461.65
2013-01-28,463.1
2013-01-29,465.5
2013-01-30,470.05
2013-01-31,468.45
2013-02-01,468.0
2013-02-04,460.8
2013-02-05,463.2
2013-02-06,469.1
2013-02-07,472.4
2013-02-08,462.2
2013-02-11,466.15
2013-02-12,465.0
2013-02-13,464.95
2013-02-14,459.45
2013-02-15,458.35
2013-02-18,461.8
2013-02-19,460.0
2013-02-20,457.25
2013-02-21,449.8
2013-02-22,453.0
2013-02-25,452.55
2013-02-26,435.1
2013-02-27,446.15
2013-02-28,458.65
2013-03-01,456.8
2013-03-04,459.25
2013-03-05,439.35
2013-03-06,456.9
2013-03-07,459.55
2013-03-08,460.25
2013-03-11,440.55
2013-03-12,439.8
2013-03-13,446.25
2013-03-14,456.7
2013-03-15,444.45
2013-03-18,448.0
2013-03-19,450.35
2013-03-20,442.15
2013-03-21,432.95
2013-03-22,430.0
2013-03-25,450.1
2013-03-26,462.85
2013-03-28,451.9
2013-04-01,462.75
2013-04-02,472.7
2013-04-03,457.15
2013-04-04,442.3
2013-04-05,453.25
2013-04-08,450.25
2013-04-09,450.0
2013-04-10,453.9
2013-04-11,454.05
2013-04-12,446.0
2013-04-15,451.2
2013-04-16,450.0
2013-04-17,451.0
2013-04-18,455.0
2013-04-22,450.0
2013-04-23,460.15
2013-04-25,469.6
2013-04-26,471.15
2013-04-29,484.65
2013-04-30,494.3
2013-05-02,491.65
2013-05-03,481.85
2013-05-06,483.85
2013-05-07,490.0
2013-05-08,493.3
2013-05-09,500.0
2013-05-10,499.1
2013-05-11,510.55
2013-05-13,506.65
2013-05-14,525.9
2013-05-15,519.8
2013-05-16,518.7
2013-05-17,512.5
2013-05-20,505.25
2013-05-21,508.15
2013-05-22,499.85
2013-05-23,495.0
2013-05-24,503.55
2013-05-27,505.25
2013-05-28,505.75
2013-05-29,507.65
2013-05-30,506.0
2013-05-31,513.7
2013-06-03,514.65
2013-06-04,518.65
2013-06-05,518.95
2013-06-06,513.1
2013-06-07,512.15
2013-06-10,511.15
2013-06-11,507.8
2013-06-12,505.5
2013-06-13,505.4
2013-06-14,527.25
2013-06-17,523.5
2013-06-18,515.1
2013-06-19,507.35
2013-06-20,516.8
2013-06-21,513.7
2013-06-24,507.15
2013-06-25,498.05
2013-06-26,500.6
2013-06-27,505.45
2013-06-28,531.1
2013-07-01,523.25
2013-07-02,536.7
2013-07-03,529.65
2013-07-04,525.6
2013-07-05,528.5
2013-07-08,507.65
2013-07-09,273.35
2013-07-10,275.95
2013-07-11,269.85
2013-07-12,270.95
2013-07-15,278.9
2013-07-16,275.05
2013-07-17,261.4
2013-07-18,261.45
2013-07-19,265.35
2013-07-22,265.9
2013-07-23,262.1
2013-07-24,263.5
2013-07-25,261.75
2013-07-26,260.75
2013-07-29,257.5
2013-07-30,259.2
2013-07-31,262.55
2013-08-01,263.7
2013-08-02,252.05
2013-08-05,251.4
2013-08-06,239.6
2013-08-07,235.65
2013-08-08,243.5
2013-08-12,242.05
2013-08-13,251.3
2013-08-14,242.2
2013-08-16,225.9
2013-08-19,239.95
2013-08-20,249.15
2013-08-21,243.7
2013-08-22,251.05
2013-08-23,246.7
2013-08-26,242.45
2013-08-27,235.05
2013-08-28,238.6
2013-08-29,238.0
2013-08-30,234.1
2013-09-02,237.1
2013-09-03,239.05
2013-09-04,235.0
2013-09-05,241.0
2013-09-06,232.9
2013-09-10,240.0
2013-09-11,256.95
2013-09-12,250.6
2013-09-13,250.25
2013-09-16,248.95
2013-09-17,245.0
2013-09-18,244.6
2013-09-19,248.0
2013-09-20,239.25
2013-09-23,239.95
2013-09-24,243.95
2013-09-25,239.95
2013-09-26,245.0
2013-09-27,241.2
2013-09-30,241.9
2013-10-01,240.1
2013-10-03,240.0
2013-10-04,245.4
2013-10-07,260.0
2013-10-08,261.35
2013-10-09,268.95
2013-10-10,273.8
2013-10-11,271.25
2013-10-14,281.9
2013-10-15,276.15
2013-10-17,278.0
2013-10-18,278.45
2013-10-21,289.5
2013-10-22,289.3
2013-10-23,317.5
2013-10-24,308.9
2013-10-25,309.55
2013-10-28,327.8
2013-10-29,322.65
2013-10-30,321.1
2013-10-31,324.2
2013-11-01,321.5
2013-11-03,329.0
2013-11-05,329.6
2013-11-06,338.25
2013-11-07,342.15
2013-11-08,338.5
2013-11-11,332.65
2013-11-12,335.0
2013-11-13,340.9
2013-11-14,336.85
2013-11-18,335.6
2013-11-19,337.0
2013-11-20,342.25
2013-11-21,340.0
2013-11-22,335.25
2013-11-25,339.7
2013-11-26,335.4
2013-11-27,335.4
2013-11-28,335.05
2013-11-29,335.6
2013-12-02,336.2
2013-12-03,336.8
2013-12-04,335.1
2013-12-05,334.9
2013-12-06,330.25
2013-12-09,317.8
2013-12-10,316.5
2013-12-11,311.5
2013-12-12,311.2
2013-12-13,307.5
2013-12-16,334.45
2013-12-17,331.0
2013-12-18,337.2
2013-12-19,343.4
2013-12-20,336.35
2013-12-23,337.7
2013-12-24,339.0
2013-12-26,335.05
2013-12-27,336.1
2013-12-30,337.9
2013-12-31,336.7
2014-01-01,339.9
2014-01-02,334.7
2014-01-03,334.7
2014-01-06,335.0
2014-01-07,336.25
2014-01-08,343.15
2014-01-09,337.1
2014-01-10,334.95
2014-01-13,344.3
2014-01-14,335.5
2014-01-15,340.9
2014-01-16,337.0
2014-01-17,337.9
2014-01-20,347.3
2014-01-21,352.25
2014-01-22,349.3
2014-01-23,350.5
2014-01-24,354.05
2014-01-27,335.45
2014-01-28,330.8
2014-01-29,332.45
2014-01-30,329.65
2014-01-31,351.75
2014-02-03,343.75
2014-02-04,346.2
2014-02-05,365.05
2014-02-06,369.8
2014-02-07,378.85
2014-02-10,381.7
2014-02-11,389.7
2014-02-12,401.45
2014-02-13,417.8
2014-02-14,430.05
2014-02-17,431.05
2014-02-18,430.2
2014-02-19,433.05
2014-02-20,432.55
2014-02-21,430.1
2014-02-24,430.0
2014-02-25,414.15
2014-02-26,414.55
2014-02-28,409.3
2014-03-03,434.7
2014-03-04,423.6
2014-03-05,415.85
2014-03-06,428.2
2014-03-07,412.0
2014-03-10,408.75
2014-03-11,403.35
2014-03-12,396.0
2014-03-13,404.65
2014-03-14,404.6
2014-03-18,406.25
2014-03-19,402.3
2014-03-20,402.0
2014-03-21,397.4
2014-03-22,405.95
2014-03-24,403.8
2014-03-25,398.5
2014-03-26,396.55
2014-03-27,435.55
2014-03-28,442.75
2014-03-31,452.0
2014-04-01,459.45
2014-04-02,468.45
2014-04-03,472.2
2014-04-04,464.65
2014-04-07,474.95
2014-04-09,477.75
2014-04-10,490.0
2014-04-11,489.3
2014-04-15,486.55
2014-04-16,488.25
2014-04-17,469.8
2014-04-21,468.35
2014-04-22,472.95
2014-04-23,468.25
2014-04-25,465.2
2014-04-28,464.35
2014-04-29,465.3
2014-04-30,463.8
2014-05-02,481.25
2014-05-05,472.6
2014-05-06,466.7
2014-05-07,470.8
2014-05-08,466.9
2014-05-09,480.9
2014-05-12,483.3
2014-05-13,480.8
2014-05-14,478.9
2014-05-15,508.2
2014-05-16,492.0
2014-05-19,468.4
2014-05-20,449.25
2014-05-21,439.2
2014-05-22,437.7
2014-05-23,445.15
2014-05-26,428.55
2014-05-27,428.8
2014-05-28,444.6
2014-05-29,444.65
2014-05-30,454.95
2014-06-02,449.0
2014-06-03,464.05
2014-06-04,468.95
2014-06-05,485.85
2014-06-06,470.85
2014-06-09,462.7
2014-06-10,459.15
2014-06-11,443.3
2014-06-12,451.25
2014-06-13,455.55
2014-06-16,451.45
2014-06-17,451.5
2014-06-18,453.95
2014-06-19,450.35
2014-06-20,458.35
2014-06-23,459.9
2014-06-24,455.65
2014-06-25,472.9
2014-06-26,498.75
2014-06-27,503.35
2014-06-30,489.05
2014-07-01,484.85
2014-07-02,479.15
2014-07-03,478.7
2014-07-04,463.6
2014-07-07,457.45
2014-07-08,450.55
2014-07-09,459.75
2014-07-10,452.0
2014-07-11,454.15
2014-07-14,449.4
2014-07-15,461.4
2014-07-16,462.75
2014-07-17,469.35
2014-07-18,460.4
2014-07-21,461.6
