Date,ITC
2013-01-01,287.25
2013-01-02,285.4
2013-01-03,283.55
2013-01-04,282.4
2013-01-07,279.05
2013-01-08,285.7
2013-01-09,279.5
2013-01-10,281.0
2013-01-11,273.4
2013-01-14,277.9
2013-01-15,284.1
2013-01-16,284.0
2013-01-17,285.3
2013-01-18,287.45
2013-01-21,291.55
2013-01-22,289.15
2013-01-23,292.75
2013-01-24,297.45
2013-01-25,299.75
2013-01-28,300.75
2013-01-29,305.15
2013-01-30,304.2
2013-01-31,307.65
2013-02-01,309.4
2013-02-04,307.25
2013-02-05,302.45
2013-02-06,304.85
2013-02-07,304.05
2013-02-08,301.75
2013-02-11,299.15
2013-02-12,300.05
2013-02-13,300.35
2013-02-14,300.75
2013-02-15,300.6
2013-02-18,300.3
2013-02-19,301.65
2013-02-20,300.0
2013-02-21,296.6
2013-02-22,292.0
2013-02-25,292.65
2013-02-26,290.85
2013-02-27,294.8
2013-02-28,294.8
2013-03-01,291.25
2013-03-04,292.5
2013-03-05,292.6
2013-03-06,287.05
2013-03-07,292.35
2013-03-08,297.7
2013-03-11,297.55
2013-03-12,298.85
2013-03-13,301.65
2013-03-14,301.9
2013-03-15,301.9
2013-03-18,304.25
2013-03-19,306.3
2013-03-20,307.2
2013-03-21,305.0
2013-03-22,305.6
2013-03-25,302.4
2013-03-26,306.35
2013-03-28,309.45
2013-04-01,307.2
2013-04-02,307.15
2013-04-03,307.6
2013-04-04,299.55
2013-04-05,291.3
2013-04-08,292.85
2013-04-09,287.2
2013-04-10,284.85
2013-04-11,285.3
2013-04-12,292.9
2013-04-15,299.95
2013-04-16,307.95
2013-04-17,313.1
2013-04-18,315.3
2013-04-22,317.0
2013-04-23,317.6
2013-04-25,319.85
2013-04-26,318.9
2013-04-29,324.65
2013-04-30,328.85
2013-05-02,333.55
2013-05-03,330.7
2013-05-06,326.2
2013-05-07,335.3
2013-05-08,342.8
2013-05-09,344.5
2013-05-10,353.15
2013-05-11,354.15
2013-05-13,335.8
2013-05-14,335.85
2013-05-15,342.45
2013-05-16,337.0
2013-05-17,334.9
2013-05-20,334.65
2013-05-21,331.0
2013-05-22,335.55
2013-05-23,332.5
2013-05-24,329.9
2013-05-27,333.9
2013-05-28,340.0
2013-05-29,342.65
2013-05-30,354.3
2013-05-31,339.9
2013-06-03,336.05
2013-06-04,337.3
2013-06-05,334.0
2013-06-06,334.9
2013-06-07,333.85
2013-06-10,337.0
2013-06-11,334.35
2013-06-12,331.0
2013-06-13,327.0
2013-06-14,331.75
2013-06-17,331.85
2013-06-18,330.15
2013-06-19,329.9
2013-06-20,322.7
2013-06-21,322.35
2013-06-24,314.4
2013-06-25,319.7
2013-06-26,322.95
2013-06-27,321.7
2013-06-28,324.35
2013-07-01,325.95
2013-07-02,324.85
2013-07-03,326.35
2013-07-04,338.85
2013-07-05,342.6
2013-07-08,346.7
2013-07-09,347.45
2013-07-10,345.55
2013-07-11,353.4
2013-07-12,350.6
2013-07-15,352.6
2013-07-16,360.05
2013-07-17,368.35
2013-07-18,368.65
2013-07-19,369.05
2013-07-22,368.8
2013-07-23,375.75
2013-07-24,375.8
2013-07-25,358.9
2013-07-26,368.15
2013-07-29,357.95
2013-07-30,350.6
2013-07-31,341.7
2013-08-01,339.4
2013-08-02,332.95
2013-08-05,335.4
2013-08-06,330.25
2013-08-07,322.1
2013-08-08,325.35
2013-08-12,335.65
2013-08-13,334.2
2013-08-14,334.85
2013-08-16,320.4
2013-08-19,313.9
2013-08-20,315.3
2013-08-21,300.85
2013-08-22,307.95
2013-08-23,308.5
2013-08-26,307.5
2013-08-27,297.9
2013-08-28,298.2
2013-08-29,305.55
2013-08-30,308.7
2013-09-02,320.4
2013-09-03,300.7
2013-09-04,299.85
2013-09-05,312.15
2013-09-06,316.4
2013-09-10,335.9
2013-09-11,329.95
2013-09-12,336.5
2013-09-13,331.35
2013-09-16,333.95
2013-09-17,338.7
2013-09-18,343.55
2013-09-19,355.45
2013-09-20,355.3
2013-09-23,349.85
2013-09-24,348.95
2013-09-25,344.75
2013-09-26,349.3
2013-09-27,347.9
2013-09-30,340.4
2013-10-01,343.0
2013-10-03,338.75
2013-10-04,339.85
2013-10-07,340.05
2013-10-08,347.65
2013-10-09,348.55
2013-10-10,347.15
2013-10-11,342.2
2013-10-14,339.8
2013-10-15,340.0
2013-10-17,345.5
2013-10-18,354.55
2013-10-21,344.7
2013-10-22,341.55
2013-10-23,341.6
2013-10-24,342.75
2013-10-25,340.05
2013-10-28,327.95
2013-10-29,327.9
2013-10-30,333.1
2013-10-31,335.0
2013-11-01,328.05
2013-11-03,330.6
2013-11-05,319.0
2013-11-06,318.7
2013-11-07,320.45
2013-11-08,319.55
2013-11-11,316.65
2013-11-12,319.9
2013-11-13,314.15
2013-11-14,314.45
2013-11-18,326.1
2013-11-19,323.5
2013-11-20,320.75
2013-11-21,312.95
2013-11-22,308.7
2013-11-25,316.2
2013-11-26,310.75
2013-11-27,314.15
2013-11-28,313.5
2013-11-29,320.4
2013-12-02,321.5
2013-12-03,319.2
2013-12-04,312.85
2013-12-05,308.75
2013-12-06,311.05
2013-12-09,313.05
2013-12-10,317.9
2013-12-11,320.85
2013-12-12,316.8
2013-12-13,315.3
2013-12-16,312.8
2013-12-17,315.3
2013-12-18,315.55
2013-12-19,313.65
2013-12-20,315.2
2013-12-23,319.2
2013-12-24,319.05
2013-12-26,320.25
2013-12-27,322.45
2013-12-30,322.4
2013-12-31,321.85
2014-01-01,322.4
2014-01-02,314.95
2014-01-03,314.75
2014-01-06,315.65
2014-01-07,316.7
2014-01-08,316.85
2014-01-09,315.6
2014-01-10,322.6
2014-01-13,325.45
2014-01-14,324.45
2014-01-15,328.85
2014-01-16,325.5
2014-01-17,324.85
2014-01-20,330.2
2014-01-21,329.05
2014-01-22,327.35
2014-01-23,328.95
2014-01-24,324.25
2014-01-27,324.2
2014-01-28,326.65
2014-01-29,325.0
2014-01-30,324.6
2014-01-31,325.1
2014-02-03,320.3
2014-02-04,324.9
2014-02-05,318.95
2014-02-06,324.55
2014-02-07,323.45
2014-02-10,325.0
2014-02-11,325.1
2014-02-12,320.55
2014-02-13,316.9
2014-02-14,319.8
2014-02-17,320.1
2014-02-18,316.9
2014-02-19,316.65
2014-02-20,311.85
2014-02-21,317.6
2014-02-24,320.05
2014-02-25,321.95
2014-02-26,328.75
2014-02-28,327.65
2014-03-03,329.2
2014-03-04,331.65
2014-03-05,333.3
2014-03-06,334.55
2014-03-07,338.15
2014-03-10,335.6
2014-03-11,334.0
2014-03-12,341.0
2014-03-13,343.4
2014-03-14,347.2
2014-03-18,355.9
2014-03-19,359.7
2014-03-20,355.8
2014-03-21,357.7
2014-03-22,356.6
2014-03-24,360.65
2014-03-25,362.8
2014-03-26,359.05
2014-03-27,359.9
2014-03-28,358.45
2014-03-31,352.85
2014-04-01,351.95
2014-04-02,344.35
2014-04-03,345.9
2014-04-04,344.75
2014-04-07,345.45
2014-04-09,347.95
2014-04-10,343.85
2014-04-11,343.5
2014-04-15,340.95
2014-04-16,346.05
2014-04-17,353.25
2014-04-21,353.4
2014-04-22,350.75
2014-04-23,353.2
2014-04-25,343.45
2014-04-28,342.0
2014-04-29,340.3
2014-04-30,340.75
