Date,GULFOILLUB
2014-08-14,270.35
2014-08-18,279.0
2014-08-19,293.7
2014-08-20,290.6
2014-08-21,287.25
2014-08-22,276.95
2014-08-25,276.9
2014-08-26,267.2
2014-08-27,278.55
2014-08-28,288.45
2014-09-01,283.65
2014-09-02,286.1
2014-09-03,313.8
2014-09-04,308.0
2014-09-05,308.75
2014-09-08,312.15
2014-09-09,307.95
2014-09-10,309.25
2014-09-11,308.95
2014-09-12,315.1
2014-09-15,331.9
2014-09-16,311.0
2014-09-17,308.05
2014-09-18,312.1
2014-09-19,317.4
2014-09-22,316.95
2014-09-23,307.1
2014-09-24,296.75
2014-09-25,292.8
2014-09-26,293.05
2014-09-29,295.0
2014-09-30,297.4
2014-10-01,296.25
2014-10-07,293.3
2014-10-08,298.8
2014-10-09,309.9
2014-10-10,319.45
2014-10-13,314.2
2014-10-14,320.4
2014-10-16,309.25
2014-10-17,307.1
2014-10-20,308.2
2014-10-21,318.9
2014-10-22,325.15
2014-10-23,326.6
2014-10-27,312.65
2014-10-28,314.95
2014-10-29,324.45
2014-10-30,326.1
2014-10-31,330.65
2014-11-03,329.2
2014-11-05,328.0
2014-11-07,326.05
2014-11-10,332.25
2014-11-11,339.3
2014-11-12,339.55
2014-11-13,353.65
2014-11-14,371.5
2014-11-17,383.55
2014-11-18,382.85
2014-11-19,378.4
2014-11-20,379.9
2014-11-21,380.1
2014-11-24,378.85
2014-11-25,376.65
2014-11-26,382.35
2014-11-27,411.25
2014-11-28,460.05
2014-12-01,495.1
2014-12-02,504.95
2014-12-03,487.85
2014-12-04,471.35
2014-12-05,477.4
2014-12-08,479.2
2014-12-09,491.45
2014-12-10,523.25
2014-12-11,521.05
2014-12-12,508.2
2014-12-15,531.8
2014-12-16,545.6
2014-12-17,509.45
2014-12-18,542.75
2014-12-19,518.1
2014-12-22,506.55
2014-12-23,499.4
2014-12-24,500.0
2014-12-26,496.0
2014-12-29,510.05
2014-12-30,511.25
2014-12-31,518.7
2015-01-01,515.85
2015-01-02,519.75
2015-01-05,513.15
2015-01-06,505.4
2015-01-07,511.6
2015-01-08,512.05
2015-01-09,514.1
2015-01-12,538.65
2015-01-13,547.7
2015-01-14,536.35
2015-01-15,535.25
2015-01-16,541.85
2015-01-19,536.65
2015-01-20,537.3
2015-01-21,524.15
2015-01-22,530.15
2015-01-23,525.3
2015-01-27,528.15
2015-01-28,526.6
2015-01-29,542.05
2015-01-30,535.3
2015-02-02,530.7
2015-02-03,526.0
2015-02-04,522.15
2015-02-05,530.45
2015-02-06,510.45
2015-02-09,500.75
2015-02-10,492.4
2015-02-11,489.95
2015-02-12,489.15
2015-02-13,483.2
2015-02-16,485.6
2015-02-18,477.95
2015-02-19,473.55
2015-02-20,483.35
2015-02-23,487.1
2015-02-24,478.9
2015-02-25,474.65
2015-02-26,466.65
2015-02-27,471.55
2015-02-28,462.3
2015-03-02,467.6
2015-03-03,473.35
2015-03-04,465.7
2015-03-05,475.4
2015-03-09,479.5
2015-03-10,477.35
2015-03-11,485.8
2015-03-12,487.3
2015-03-13,483.3
2015-03-16,477.6
2015-03-17,477.8
2015-03-18,471.55
2015-03-19,470.35
2015-03-20,469.7
2015-03-23,468.75
2015-03-24,468.9
2015-03-25,467.8
2015-03-26,469.0
2015-03-27,471.0
2015-03-30,477.0
2015-03-31,510.15
2015-04-01,506.75
2015-04-06,494.3
2015-04-07,495.9
2015-04-08,495.0
2015-04-09,498.25
2015-04-10,487.15
2015-04-13,485.05
2015-04-15,491.15
2015-04-16,477.05
2015-04-17,473.5
2015-04-20,464.45
2015-04-21,463.15
2015-04-22,456.1
2015-04-23,460.0
2015-04-24,454.7
2015-04-27,450.2
2015-04-28,464.35
2015-04-29,460.75
2015-04-30,451.05
2015-05-04,448.1
2015-05-05,459.3
2015-05-06,450.35
2015-05-07,446.75
2015-05-08,444.95
2015-05-11,446.9
2015-05-12,456.25
2015-05-13,450.1
2015-05-14,470.35
2015-05-15,462.3
2015-05-18,462.4
2015-05-19,475.9
2015-05-20,476.05
2015-05-21,470.0
2015-05-22,481.7
2015-05-25,486.25
2015-05-26,482.0
2015-05-27,480.0
2015-05-28,461.2
2015-05-29,464.55
2015-06-01,470.45
2015-06-02,458.75
2015-06-03,452.7
2015-06-04,452.9
2015-06-05,455.35
2015-06-08,443.15
2015-06-09,436.1
2015-06-10,433.85
2015-06-11,420.35
2015-06-12,409.8
2015-06-15,461.65
2015-06-16,425.4
2015-06-17,441.3
2015-06-18,447.15
2015-06-19,430.65
2015-06-22,434.75
2015-06-23,435.0
2015-06-24,436.1
2015-06-25,425.05
2015-06-26,444.75
2015-06-29,437.7
2015-06-30,456.05
2015-07-01,458.2
2015-07-02,453.35
2015-07-03,455.7
2015-07-06,477.95
2015-07-07,481.2
2015-07-08,485.05
2015-07-09,472.1
2015-07-10,471.2
2015-07-13,475.85
2015-07-14,485.75
2015-07-15,476.45
2015-07-16,490.3
2015-07-17,484.85
2015-07-20,492.05
2015-07-21,480.3
2015-07-22,480.95
2015-07-23,506.8
2015-07-24,510.65
2015-07-27,504.35
2015-07-28,548.75
2015-07-29,488.45
2015-07-30,480.65
2015-07-31,480.7
2015-08-03,476.35
2015-08-04,472.0
2015-08-05,479.7
2015-08-06,476.1
2015-08-07,475.1
2015-08-10,480.95
2015-08-11,472.05
2015-08-12,474.5
2015-08-13,473.2
2015-08-14,475.15
2015-08-17,474.15
2015-08-18,469.4
2015-08-19,479.85
2015-08-20,480.7
2015-08-21,508.7
2015-08-24,471.9
2015-08-25,470.6
2015-08-26,469.2
2015-08-27,510.5
2015-08-28,498.1
2015-08-31,498.95
2015-09-01,500.95
2015-09-02,501.7
2015-09-03,503.4
2015-09-04,492.65
2015-09-07,481.65
2015-09-08,484.45
2015-09-09,496.5
2015-09-10,496.55
2015-09-11,491.55
2015-09-14,490.2
2015-09-15,494.45
2015-09-16,508.45
2015-09-18,498.9
2015-09-21,484.8
2015-09-22,476.55
2015-09-23,484.5
2015-09-24,484.8
2015-09-28,483.8
2015-09-29,484.3
2015-09-30,477.1
2015-10-01,477.9
2015-10-05,488.4
2015-10-06,481.7
2015-10-07,484.3
2015-10-08,491.1
2015-10-09,487.05
2015-10-12,484.85
2015-10-13,484.05
2015-10-14,482.2
2015-10-15,485.55
2015-10-16,482.35
2015-10-19,486.85
2015-10-20,493.95
2015-10-21,491.8
2015-10-23,490.3
2015-10-26,490.9
2015-10-27,486.9
2015-10-28,491.2
2015-10-29,486.0
2015-10-30,488.75
2015-11-02,489.95
2015-11-03,490.3
2015-11-04,493.35
2015-11-05,482.7
2015-11-06,485.25
2015-11-09,479.95
2015-11-10,484.05
2015-11-11,484.5
2015-11-13,483.95
2015-11-16,478.8
2015-11-17,482.0
2015-11-18,471.9
2015-11-19,468.55
2015-11-20,475.75
2015-11-23,481.25
2015-11-24,484.7
2015-11-26,480.45
2015-11-27,475.25
2015-11-30,475.6
2015-12-01,479.05
2015-12-02,484.8
2015-12-03,489.95
2015-12-04,493.55
2015-12-07,487.85
2015-12-08,481.9
2015-12-09,465.5
2015-12-10,484.35
2015-12-11,476.5
2015-12-14,476.7
2015-12-15,488.1
2015-12-16,483.4
2015-12-17,478.75
2015-12-18,483.5
2015-12-21,485.8
2015-12-22,481.55
2015-12-23,495.7
2015-12-24,499.4
2015-12-28,486.75
2015-12-29,487.85
2015-12-30,516.15
2015-12-31,522.6
2016-01-01,532.8
2016-01-04,513.4
2016-01-05,528.15
2016-01-06,529.9
2016-01-07,514.15
2016-01-08,522.0
2016-01-11,531.55
2016-01-12,521.8
2016-01-13,521.3
2016-01-14,523.85
2016-01-15,504.55
2016-01-18,502.0
2016-01-19,489.4
2016-01-20,472.05
