Date,SHRIRAMEPC
2013-01-01,72.25
2013-01-02,71.25
2013-01-03,75.65
2013-01-04,74.05
2013-01-07,73.15
2013-01-08,73.7
2013-01-09,78.05
2013-01-10,76.65
2013-01-11,73.75
2013-01-14,74.05
2013-01-15,74.1
2013-01-16,73.5
2013-01-17,73.6
2013-01-18,72.05
2013-01-21,71.6
2013-01-22,70.45
2013-01-23,69.4
2013-01-24,67.05
2013-01-25,69.85
2013-01-28,69.05
2013-01-29,71.25
2013-01-30,71.05
2013-01-31,70.7
2013-02-01,70.7
2013-02-04,70.35
2013-02-05,69.0
2013-02-06,68.25
2013-02-07,68.05
2013-02-08,70.15
2013-02-11,71.2
2013-02-12,68.8
2013-02-13,68.05
2013-02-14,65.4
2013-02-15,64.85
2013-02-18,67.0
2013-02-19,69.4
2013-02-20,69.15
2013-02-21,71.2
2013-02-22,74.85
2013-02-25,75.95
2013-02-26,71.1
2013-02-27,71.15
2013-02-28,68.8
2013-03-01,68.85
2013-03-04,66.9
2013-03-05,67.85
2013-03-06,67.15
2013-03-07,66.35
2013-03-08,68.15
2013-03-11,69.65
2013-03-12,68.7
2013-03-13,69.0
2013-03-14,69.0
2013-03-15,67.8
2013-03-18,65.35
2013-03-19,63.85
2013-03-20,60.6
2013-03-21,58.15
2013-03-22,54.6
2013-03-25,52.95
2013-03-26,54.25
2013-03-28,55.3
2013-04-01,57.6
2013-04-02,58.35
2013-04-03,59.3
2013-04-04,55.25
2013-04-05,57.3
2013-04-08,57.55
2013-04-09,56.25
2013-04-10,55.85
2013-04-11,55.5
2013-04-12,55.65
2013-04-15,56.2
2013-04-16,57.3
2013-04-17,56.65
2013-04-18,57.2
2013-04-22,57.8
2013-04-23,57.8
2013-04-25,58.95
2013-04-26,57.45
2013-04-29,58.0
2013-04-30,58.1
2013-05-02,59.4
2013-05-03,59.4
2013-05-06,59.75
2013-05-07,60.4
2013-05-08,61.4
2013-05-09,59.8
2013-05-10,59.65
2013-05-11,58.65
2013-05-13,58.5
2013-05-14,59.4
2013-05-15,58.05
2013-05-16,57.65
2013-05-17,56.85
2013-05-20,57.35
2013-05-21,56.9
2013-05-22,55.7
2013-05-23,53.7
2013-05-24,53.0
2013-05-27,53.15
2013-05-28,52.9
2013-05-29,53.1
2013-05-30,52.3
2013-05-31,52.5
2013-06-03,52.3
2013-06-04,52.15
2013-06-05,52.35
2013-06-06,51.65
2013-06-07,51.2
2013-06-10,48.3
2013-06-11,47.25
2013-06-12,47.1
2013-06-13,45.7
2013-06-14,46.25
2013-06-17,46.5
2013-06-18,47.55
2013-06-19,46.95
2013-06-20,43.75
2013-06-21,42.55
2013-06-24,42.35
2013-06-25,41.75
2013-06-26,41.15
2013-06-27,41.8
2013-06-28,42.2
2013-07-01,43.0
2013-07-02,43.65
2013-07-03,43.2
2013-07-04,42.55
2013-07-05,41.3
2013-07-08,41.15
2013-07-09,41.8
2013-07-10,42.35
2013-07-11,42.05
2013-07-12,42.65
2013-07-15,42.9
2013-07-16,42.1
2013-07-17,42.0
2013-07-18,40.05
2013-07-19,41.05
2013-07-22,46.15
2013-07-23,45.85
2013-07-24,46.6
2013-07-25,42.35
2013-07-26,39.85
2013-07-29,40.65
2013-07-30,37.75
2013-07-31,38.9
2013-08-01,40.7
2013-08-02,40.0
2013-08-05,42.1
2013-08-06,39.7
2013-08-07,40.35
2013-08-08,43.6
2013-08-12,45.8
2013-08-13,43.0
2013-08-14,41.55
2013-08-16,39.25
2013-08-19,39.6
2013-08-20,37.1
2013-08-21,37.55
2013-08-22,37.1
2013-08-23,37.2
2013-08-26,37.85
2013-08-27,37.9
2013-08-28,36.95
2013-08-29,37.25
2013-08-30,36.9
2013-09-02,36.05
2013-09-03,34.95
2013-09-04,34.65
2013-09-05,35.65
2013-09-06,35.85
2013-09-10,36.9
2013-09-11,36.35
2013-09-12,36.7
2013-09-13,34.95
2013-09-16,33.6
2013-09-17,33.2
2013-09-18,33.6
2013-09-19,33.4
2013-09-20,32.6
2013-09-23,33.0
2013-09-24,31.9
2013-09-25,31.75
2013-09-26,32.75
2013-09-27,31.4
2013-09-30,31.5
2013-10-01,30.25
2013-10-03,30.3
2013-10-04,30.75
2013-10-07,31.25
2013-10-08,31.6
2013-10-09,32.7
2013-10-10,32.45
2013-10-11,32.5
2013-10-14,32.5
2013-10-15,31.55
2013-10-17,31.05
2013-10-18,30.9
2013-10-21,30.0
2013-10-22,29.95
2013-10-23,29.4
2013-10-24,28.9
2013-10-25,28.5
2013-10-28,27.7
2013-10-29,28.05
2013-10-30,28.45
2013-10-31,28.35
2013-11-01,27.85
2013-11-03,29.1
2013-11-05,28.45
2013-11-06,28.7
2013-11-07,28.15
2013-11-08,28.05
2013-11-11,27.5
2013-11-12,28.3
2013-11-13,32.05
2013-11-14,33.15
2013-11-18,31.35
2013-11-19,31.45
2013-11-20,32.4
2013-11-21,31.55
2014-03-03,25.6
2014-03-04,25.45
2014-03-05,26.25
2014-03-06,27.55
2014-03-07,30.3
2014-03-10,31.2
2014-03-11,30.55
2014-03-12,30.55
2014-03-13,29.7
