Date,TECHM
2013-01-01,933.65
2013-01-02,939.7
2013-01-03,941.35
2013-01-04,942.5
2013-01-07,927.05
2013-01-08,926.4
2013-01-09,939.4
2013-01-10,975.6
2013-01-11,989.35
2013-01-14,1002.0
2013-01-15,999.8
2013-01-16,997.9
2013-01-17,1018.4
2013-01-18,998.95
2013-01-21,1004.35
2013-01-22,980.8
2013-01-23,967.0
2013-01-24,990.55
2013-01-25,1006.5
2013-01-28,1016.05
2013-01-29,1001.55
2013-01-30,1011.0
2013-01-31,998.95
2013-02-01,1004.8
2013-02-04,990.35
2013-02-05,966.55
2013-02-06,979.55
2013-02-07,989.9
2013-02-08,1001.95
2013-02-11,999.3
2013-02-12,990.05
2013-02-13,1000.6
2013-02-14,1002.0
2013-02-15,998.65
2013-02-18,986.6
2013-02-19,1034.5
2013-02-20,1052.25
2013-02-21,1038.1
2013-02-22,1039.45
2013-02-25,1038.0
2013-02-26,1026.7
2013-02-27,1028.7
2013-02-28,1051.05
2013-03-01,1103.0
2013-03-04,1085.8
2013-03-05,1067.7
2013-03-06,1079.6
2013-03-07,1096.25
2013-03-08,1110.4
2013-03-11,1108.2
2013-03-12,1097.4
2013-03-13,1085.1
2013-03-14,1104.3
2013-03-15,1102.0
2013-03-18,1089.9
2013-03-19,1090.7
2013-03-20,1068.6
2013-03-21,1064.85
2013-03-22,1047.6
2013-03-25,1045.85
2013-03-26,1039.15
2013-03-28,1059.5
2013-04-01,1061.15
2013-04-02,1026.2
2013-04-03,977.05
2013-04-04,977.0
2013-04-05,961.85
2013-04-08,983.95
2013-04-09,967.15
2013-04-10,998.55
2013-04-11,996.7
2013-04-12,980.0
2013-04-15,969.95
2013-04-16,972.65
2013-04-17,955.2
2013-04-18,950.3
2013-04-22,930.9
2013-04-23,924.1
2013-04-25,927.55
2013-04-26,926.3
2013-04-29,945.8
2013-04-30,953.25
2013-05-02,965.65
2013-05-03,986.65
2013-05-06,1001.65
2013-05-07,1005.55
2013-05-08,983.8
2013-05-09,983.4
2013-05-10,976.05
2013-05-11,994.8
2013-05-13,954.85
2013-05-14,958.45
2013-05-15,954.0
2013-05-16,942.3
2013-05-17,927.85
2013-05-20,922.1
2013-05-21,909.85
2013-05-22,943.3
2013-05-23,952.5
2013-05-24,951.45
2013-05-27,953.65
2013-05-28,983.6
2013-05-29,983.35
2013-05-30,978.8
2013-05-31,967.5
2013-06-03,940.25
2013-06-04,942.5
2013-06-05,917.6
2013-06-06,925.0
2013-06-07,936.95
2013-06-10,940.35
2013-06-11,968.0
2013-06-12,978.8
2013-06-13,971.65
2013-06-14,965.75
2013-06-17,971.4
2013-06-18,977.85
2013-06-19,1012.3
2013-06-20,984.35
2013-06-21,995.5
2013-06-24,1002.0
2013-06-25,1009.85
2013-06-26,1038.8
2013-06-27,1080.8
2013-06-28,1059.8
2013-07-01,1034.45
2013-07-02,1002.2
2013-07-03,999.1
2013-07-04,1031.45
2013-07-05,1038.65
2013-07-08,1045.7
2013-07-09,1042.7
2013-07-10,1079.25
2013-07-11,1066.45
2013-07-12,1121.9
2013-07-15,1111.9
2013-07-16,1092.4
2013-07-17,1094.4
2013-07-18,1091.3
2013-07-19,1132.3
2013-07-22,1171.7
2013-07-23,1179.15
2013-07-24,1207.65
2013-07-25,1179.7
2013-07-26,1217.75
2013-07-29,1248.6
2013-07-30,1232.25
2013-07-31,1246.3
2013-08-01,1251.6
2013-08-02,1233.2
2013-08-05,1263.8
2013-08-06,1233.4
