Date,SESHAPAPER
2013-01-01,251.5
2013-01-02,249.5
2013-01-03,244.55
2013-01-04,244.45
2013-01-07,240.65
2013-01-08,238.15
2013-01-09,237.55
2013-01-10,243.5
2013-01-11,238.5
2013-01-14,243.25
2013-01-15,244.7
2013-01-16,245.45
2013-01-17,242.3
2013-01-18,235.15
2013-01-21,235.25
2013-01-22,235.3
2013-01-23,235.05
2013-01-24,229.65
2013-01-25,233.75
2013-01-28,235.0
2013-01-29,225.4
2013-01-30,226.1
2013-01-31,233.8
2013-02-01,226.0
2013-02-04,232.3
2013-02-05,230.55
2013-02-06,226.05
2013-02-07,232.0
2013-02-08,227.5
2013-02-11,226.1
2013-02-12,227.25
2013-02-13,223.0
2013-02-14,210.7
2013-02-15,225.65
2013-02-18,223.0
2013-02-19,227.0
2013-02-20,229.9
2013-02-21,224.1
2013-02-22,232.0
2013-02-25,224.1
2013-02-26,223.95
2013-02-27,224.25
2013-02-28,222.25
2013-03-01,234.35
2013-03-04,217.2
2013-03-05,232.85
2013-03-06,228.95
2013-03-07,227.35
2013-03-08,224.9
2013-03-11,233.95
2013-03-12,232.25
2013-03-13,230.65
2013-03-14,223.15
2013-03-15,212.05
2013-03-18,215.0
2013-03-19,208.55
2013-03-20,208.55
2013-03-21,202.35
2013-03-22,224.7
2013-03-25,211.55
2013-03-26,220.15
2013-03-28,218.9
2013-04-01,219.7
2013-04-02,221.1
2013-04-03,225.0
2013-04-04,228.8
2013-04-05,229.0
2013-04-08,225.0
2013-04-09,221.65
2013-04-10,215.5
2013-04-11,221.4
2013-04-12,221.0
2013-04-15,215.85
2013-04-16,216.05
2013-04-17,215.8
2013-04-18,214.05
2013-04-22,220.0
2013-04-23,219.0
2013-04-25,219.35
2013-04-26,218.0
2013-04-29,216.1
2013-04-30,218.0
2013-05-02,216.0
2013-05-03,215.0
2013-05-06,219.25
2013-05-07,215.0
2013-05-08,214.9
2013-05-09,214.4
2013-05-10,212.15
2013-05-13,210.3
2013-05-14,209.3
2013-05-15,210.35
2013-05-16,210.05
2013-05-17,208.3
2013-05-20,205.95
2013-05-21,205.7
2013-05-22,214.8
2013-05-23,200.15
2013-05-24,208.65
2013-05-27,237.35
2013-05-28,220.6
2013-05-29,228.95
2013-05-30,230.0
2013-05-31,217.5
2013-06-04,209.7
2013-06-05,216.1
2013-06-06,219.85
2013-06-07,212.05
2013-06-10,210.0
2013-06-11,211.2
2013-06-12,215.0
2013-06-13,218.1
2013-06-14,217.65
2013-06-17,226.05
2013-06-18,233.15
2013-06-19,237.95
2013-06-20,226.6
2013-06-21,215.0
2013-06-24,211.05
2013-06-25,213.1
2013-06-26,213.0
2013-06-27,212.0
2013-06-28,214.05
2013-07-01,210.55
2013-07-02,211.05
2013-07-03,212.0
2013-07-04,212.0
2013-07-05,211.4
2013-07-08,212.0
2013-07-09,213.85
2013-07-10,211.85
2013-07-11,210.25
2013-07-12,210.5
2013-07-15,213.9
2013-07-16,210.7
2013-07-17,211.35
2013-07-18,215.15
2013-07-19,215.0
2013-07-22,212.7
2013-07-23,213.2
2013-07-24,211.5
2013-07-25,213.05
2013-07-26,208.2
2013-07-29,212.95
2013-07-30,195.25
2013-07-31,191.05
2013-08-01,185.7
2013-08-02,183.0
2013-08-05,175.25
2013-08-06,175.9
2013-08-07,176.05
2013-08-08,174.0
2013-08-12,175.0
2013-08-13,175.0
2013-08-14,175.0
2013-08-16,169.4
2013-08-19,170.95
2013-08-20,170.0
2013-08-21,166.6
2013-08-22,171.0
2013-08-23,177.0
2013-08-26,178.05
2013-08-28,171.9
2013-08-29,175.3
2013-08-30,182.0
2013-09-02,183.0
2013-09-03,177.85
2013-09-04,179.45
2013-09-05,177.35
2013-09-06,180.0
2013-09-10,185.35
2013-09-11,191.55
2013-09-12,191.3
2013-09-13,193.0
2013-09-16,196.5
2013-09-17,199.35
2013-09-18,195.0
2013-09-19,195.0
2013-09-20,193.0
2013-09-23,194.0
2013-09-24,191.55
2013-09-25,186.75
2013-09-26,183.0
2013-09-27,180.3
2013-09-30,181.0
2013-10-01,183.45
2013-10-03,183.95
2013-10-04,180.0
2013-10-07,177.35
2013-10-08,184.95
2013-10-09,190.5
2013-10-10,186.2
2013-10-11,189.9
2013-10-15,198.0
2013-10-21,190.0
2013-10-22,198.9
2013-10-23,190.0
2013-10-24,198.0
2013-10-25,180.0
2013-10-28,180.0
2013-10-29,172.3
2013-10-30,170.0
2013-10-31,180.0
2013-11-05,180.0
2013-11-06,188.0
2013-11-07,185.0
2013-11-13,168.0
2013-11-14,180.0
2013-11-19,176.25
2013-11-20,180.25
2013-11-21,194.0
2013-11-22,171.15
2013-11-25,180.0
2013-11-26,180.0
2013-11-28,180.0
2013-11-29,183.25
2013-12-02,180.25
2013-12-03,181.25
2013-12-04,180.0
2013-12-05,198.0
2013-12-06,182.0
2013-12-09,182.0
2013-12-11,181.0
2013-12-12,181.0
2013-12-13,175.0
2013-12-16,185.0
2013-12-17,182.1
2013-12-18,184.7
2013-12-19,180.1
2013-12-23,181.0
2013-12-24,180.0
2013-12-26,187.0
2013-12-30,181.0
2013-12-31,187.0
2014-01-02,180.5
2014-01-03,197.0
2014-01-07,189.0
2014-01-08,192.0
2014-01-09,193.0
2014-02-24,179.9
2014-02-25,171.3
2014-02-26,171.0
2014-03-04,172.95
2014-03-05,172.05
2014-03-06,170.25
2014-03-07,170.95
2014-03-10,171.0
2014-03-11,171.1
2014-03-12,174.0
2014-03-13,174.5
2014-03-14,173.0
2014-03-18,170.25
2014-03-19,173.0
2014-03-20,176.0
2014-03-21,171.0
2014-03-22,165.0
2014-03-24,173.25
2014-03-25,172.95
2014-03-26,178.4
2014-03-27,186.5
2014-03-28,186.8
2014-03-31,179.1
2014-04-02,184.85
2014-04-03,181.0
2014-04-04,183.8
2014-04-07,183.1
