Date,WENDT
2013-01-01,1449.6
2013-01-02,1491.9
2013-01-03,1541.2
2013-01-04,1563.6
2013-01-07,1599.4
2013-01-08,1611.6
2013-01-09,1657.9
2013-01-10,1606.35
2013-01-11,1609.5
2013-01-14,1585.55
2013-01-15,1570.0
2013-01-16,1606.6
2013-01-17,1564.05
2013-01-18,1571.6
2013-01-21,1583.95
2013-01-22,1610.55
2013-01-23,1558.1
2013-01-24,1557.35
2013-01-25,1471.2
2013-01-28,1455.85
2013-01-29,1442.3
2013-01-30,1446.75
2013-01-31,1445.95
2013-02-01,1465.0
2013-02-04,1465.0
2013-02-05,1419.1
2013-02-06,1446.55
2013-02-07,1401.95
2013-02-08,1403.1
2013-02-11,1348.6
2013-02-12,1351.5
2013-02-13,1340.3
2013-02-14,1331.0
2013-02-15,1322.2
2013-02-18,1317.0
2013-02-19,1319.65
2013-02-20,1295.45
2013-02-21,1293.3
2013-02-22,1295.0
2013-02-25,1306.95
2013-02-26,1237.85
2013-02-27,1213.25
2013-02-28,1194.4
2013-03-01,1225.75
2013-03-04,1292.5
2013-03-05,1246.7
2013-03-06,1237.05
2013-03-07,1254.85
2013-03-08,1290.0
2013-03-11,1303.8
2013-03-12,1285.15
2013-03-13,1275.35
2013-03-14,1241.2
2013-03-15,1213.7
2013-03-18,1217.05
2013-03-19,1196.05
2013-03-20,1173.65
2013-03-21,1152.85
2013-03-22,1141.55
2013-03-25,1072.05
2013-03-26,1100.0
2013-03-28,1096.55
2013-04-01,1104.2
2013-04-02,1198.85
2013-04-03,1175.45
2013-04-04,1128.8
2013-04-05,1164.65
2013-04-08,1147.05
2013-04-09,1159.55
2013-04-10,1150.0
2013-04-11,1122.45
2013-04-12,1144.8
2013-04-15,1153.05
2013-04-16,1156.75
2013-04-17,1156.6
2013-04-18,1143.0
2013-04-22,1143.2
2013-04-23,1160.0
2013-04-25,1174.55
2013-04-26,1147.2
2013-04-30,1148.2
2013-05-02,1175.0
2013-05-03,1160.0
2013-05-06,1134.45
2013-05-07,1151.6
2013-05-08,1122.2
2013-05-09,1122.05
2013-05-10,1157.9
2013-05-11,1123.5
2013-05-13,1164.0
2013-05-14,1140.5
2013-05-15,1146.9
2013-05-16,1150.0
2013-05-17,1155.0
2013-05-20,1133.05
2013-05-21,1108.25
2013-05-22,1100.2
2013-05-23,1085.2
2013-05-24,1090.0
2013-05-27,1076.7
2013-05-28,1080.0
2013-05-29,1085.05
2013-05-30,1078.4
2013-05-31,1087.15
2013-06-03,1015.45
2013-06-04,1031.55
2013-06-05,1046.7
2013-06-06,1044.35
2013-06-07,1069.75
2013-06-10,1054.25
2013-06-11,1053.2
2013-06-12,1040.0
2013-06-13,1027.4
2013-06-14,1038.2
2013-06-17,1026.1
2013-06-18,1064.3
2013-06-19,1040.1
2013-06-20,1031.05
2013-06-21,1029.15
2013-06-24,1001.85
2013-06-25,1008.5
2013-06-26,1055.8
2013-06-27,1010.25
2013-06-28,1011.35
2013-07-01,1015.25
2013-07-02,1021.75
2013-07-03,1020.3
2013-07-04,1012.0
2013-07-05,1028.0
2013-07-09,1000.0
2013-07-11,1030.0
2013-07-12,1132.0
2013-07-15,1060.0
2013-07-16,1090.0
2013-07-17,1089.0
2013-07-18,1009.95
2013-07-19,1047.0
2013-07-22,1025.0
2013-07-23,1007.0
2013-07-24,970.0
2013-07-25,1010.1
2013-07-30,1000.0
2013-07-31,1000.0
2013-08-01,1000.0
2013-08-02,970.0
2013-08-05,999.0
2013-08-06,990.0
2013-08-07,1099.0
2013-08-08,990.0
2013-08-13,970.0
2013-08-14,950.55
2013-08-16,950.25
2013-08-19,994.95
2013-08-20,994.95
2013-08-23,976.0
2013-08-27,976.0
2013-08-28,977.1
2013-08-29,977.1
2013-09-03,1084.2
2013-09-04,1076.8
2013-09-05,1094.0
2013-09-10,980.0
2013-09-11,1005.0
2013-09-12,1079.0
2013-09-16,950.05
2013-09-18,996.0
2013-09-19,999.0
2013-09-20,999.0
2013-09-23,982.95
2013-09-27,970.0
2013-09-30,999.7
2013-10-07,965.0
2013-10-08,965.0
2013-10-10,975.0
2013-10-11,956.1
2013-10-14,975.5
2013-10-15,990.0
2013-10-21,940.0
2013-10-22,975.0
2013-10-23,980.0
2013-10-24,960.75
2013-10-25,950.0
2013-10-28,1015.0
2013-10-29,1003.0
2013-10-30,1040.0
2013-10-31,1009.0
2013-11-05,1142.0
2013-11-06,1030.0
2013-11-08,1046.0
2013-11-18,1080.0
2013-11-22,1080.0
2013-11-25,1040.0
2013-11-26,1070.0
2013-11-27,1065.0
2013-11-28,1081.0
2013-11-29,1104.0
2013-12-02,1100.0
2013-12-03,1071.0
2013-12-04,1095.0
2013-12-05,1099.9
2013-12-06,1095.0
2013-12-09,1085.0
2013-12-11,1080.0
2013-12-12,1058.1
2013-12-13,1058.0
2013-12-16,1064.0
2013-12-17,1045.0
2013-12-18,1065.0
2013-12-20,1080.0
2013-12-23,1080.0
2013-12-24,1119.0
2013-12-26,1126.0
2013-12-27,1130.0
2013-12-30,1149.0
2013-12-31,1202.0
2014-01-01,1204.0
2014-01-02,1200.0
2014-01-06,1230.1
2014-01-07,1240.0
2014-01-08,1298.0
2014-01-09,1320.0
2014-01-10,1345.0
2014-01-13,1279.3
2014-01-14,1249.85
2014-01-15,1245.0
2014-01-16,1215.1
2014-01-17,1210.15
2014-01-20,1202.05
2014-01-21,1198.7
2014-01-22,1156.85
2014-01-23,1104.55
2014-01-24,1137.9
2014-01-27,1103.0
2014-01-28,1101.0
2014-01-29,1085.45
2014-01-30,1073.25
2014-01-31,1048.85
2014-02-03,1060.8
2014-02-04,1031.65
2014-02-05,1062.95
2014-02-06,1042.0
2014-02-07,1041.6
2014-02-10,1069.95
2014-02-11,1069.0
2014-02-12,1065.0
2014-02-13,1037.2
2014-02-14,1034.8
2014-02-17,1029.15
2014-02-19,1056.9
2014-02-20,1025.5
2014-02-21,1071.1
2014-02-24,1070.0
2014-02-25,1075.0
2014-02-26,1042.2
2014-02-28,1066.0
2014-03-03,1056.7
2014-03-04,1061.7
2014-03-05,1076.3
2014-03-06,1087.25
2014-03-07,1104.9
2014-03-10,1060.45
2014-03-11,1070.0
2014-03-12,1061.0
2014-03-13,1089.9
2014-03-14,1094.9
2014-03-18,1090.0
2014-03-19,1087.7
2014-03-20,1100.0
2014-03-21,1106.65
2014-03-24,1078.9
2014-03-25,1057.05
2014-03-26,1088.0
2014-03-27,1098.5
2014-03-28,1100.75
2014-03-31,1136.35
2014-04-01,1160.65
2014-04-02,1126.6
2014-04-03,1126.1
2014-04-04,1150.0
2014-04-07,1151.85
2014-04-09,1161.0
2014-04-10,1179.95
2014-04-11,1169.0
2014-04-15,1195.0
2014-04-16,1175.0
2014-04-17,1186.9
2014-04-21,1171.7
2014-04-22,1195.7
2014-04-23,1186.9
2014-04-25,1209.5
2014-04-28,1216.95
2014-04-29,1225.0
2014-04-30,1175.3
2014-05-02,1201.0
2014-05-05,1175.0
2014-05-06,1180.1
2014-05-07,1156.6
2014-05-08,1150.0
2014-05-09,1156.5
2014-05-12,1168.0
2014-05-13,1150.0
2014-05-14,1163.9
2014-05-15,1180.0
2014-05-16,1146.0
2014-05-19,1220.6
2014-05-20,1217.1
2014-05-21,1230.0
2014-05-22,1253.85
2014-05-23,1251.2
2014-05-26,1270.55
2014-05-27,1426.7
2014-05-28,1365.8
2014-05-29,1455.2
2014-05-30,1467.35
2014-06-02,1477.95
2014-06-03,1451.8
2014-06-04,1449.05
2014-06-05,1444.9
2014-06-06,1464.9
2014-06-09,1551.25
2014-06-10,1554.6
2014-06-11,1505.3
2014-06-12,1524.8
2014-06-13,1476.3
2014-06-16,1503.3
2014-06-17,1540.85
2014-06-18,1579.7
2014-06-19,1587.25
2014-06-20,1582.0
2014-06-23,1543.7
2014-06-24,1535.15
2014-06-25,1545.7
2014-06-26,1545.9
2014-06-27,1614.8
2014-06-30,1576.95
2014-07-01,1600.2
2014-07-02,1759.0
2014-07-03,1762.9
2014-07-04,1763.8
2014-07-07,1720.75
2014-07-08,1593.75
2014-07-09,1610.5
2014-07-10,1623.0
2014-07-11,1579.0
2014-07-14,1548.25
2014-07-15,1593.2
2014-07-16,1625.4
2014-07-17,1627.0
2014-07-18,1589.95
2014-07-21,1600.0
2014-07-22,1580.0
2014-07-23,1599.9
2014-07-24,1590.2
2014-07-25,1594.7
2014-07-28,1560.6
2014-07-30,1552.35
2014-07-31,1545.8
2014-08-01,1493.45
2014-08-04,1483.95
2014-08-05,1503.05
2014-08-06,1510.0
2014-08-07,1503.2
2014-08-08,1457.0
2014-08-11,1461.0
2014-08-12,1455.2
2014-08-13,1440.75
2014-08-14,1456.5
2014-08-18,1515.35
2014-08-19,1493.55
2014-08-20,1511.65
2014-08-21,1511.35
2014-08-22,1503.5
2014-08-25,1497.2
2014-08-26,1502.5
2014-08-27,1500.05
2014-08-28,1500.25
2014-09-01,1495.15
2014-09-02,1504.3
2014-09-03,1587.55
2014-09-04,1599.8
