Date,DIVISLAB
2013-01-01,1098.25
2013-01-02,1105.8
2013-01-03,1093.7
2013-01-04,1110.3
2013-01-07,1094.7
2013-01-08,1078.2
2013-01-09,1085.35
2013-01-10,1069.05
2013-01-11,1063.3
2013-01-14,1059.35
2013-01-15,1068.95
2013-01-16,1063.75
2013-01-17,1054.25
2013-01-18,1051.0
2013-01-21,1066.85
2013-01-22,1060.05
2013-01-23,1041.95
2013-01-24,1027.9
2013-01-25,1034.9
2013-01-28,1057.6
2013-01-29,1070.85
2013-01-30,1063.35
2013-01-31,1050.2
2013-02-01,1063.95
2013-02-04,1044.25
2013-02-05,1021.8
2013-02-06,1040.3
2013-02-07,1043.8
2013-02-08,1030.5
2013-02-11,1039.75
2013-02-12,1052.3
2013-02-13,1070.3
2013-02-14,1048.05
2013-02-15,1037.95
2013-02-18,1033.4
2013-02-19,1056.2
2013-02-20,1058.75
2013-02-21,1046.45
2013-02-22,1049.5
2013-02-25,1045.5
2013-02-26,1030.15
2013-02-27,1027.5
2013-02-28,1010.0
2013-03-01,1041.25
2013-03-04,1038.9
2013-03-05,1051.85
2013-03-06,1038.75
2013-03-07,1028.05
2013-03-08,1037.3
2013-03-11,1037.05
2013-03-12,1041.05
2013-03-13,1032.05
2013-03-14,1024.35
2013-03-15,1016.1
2013-03-18,1025.05
2013-03-19,999.9
2013-03-20,964.55
2013-03-21,969.4
2013-03-22,1000.0
2013-03-25,986.7
2013-03-26,999.75
2013-03-28,987.5
2013-04-01,995.7
2013-04-02,1042.55
2013-04-03,1023.35
2013-04-04,996.05
2013-04-05,1010.4
2013-04-08,1026.2
2013-04-09,1026.45
2013-04-10,1029.5
2013-04-11,1041.8
2013-04-12,1039.4
2013-04-15,1023.25
2013-04-16,1040.45
2013-04-17,1059.55
2013-04-18,1061.75
2013-04-22,1060.7
2013-04-23,1056.9
2013-04-25,1057.6
2013-04-26,1061.8
2013-04-29,1087.65
2013-04-30,1074.85
2013-05-02,1084.7
2013-05-03,1070.4
2013-05-06,1079.75
2013-05-07,1102.4
2013-05-08,1092.3
2013-05-09,1082.85
2013-05-10,1088.1
2013-05-11,1083.35
2013-05-13,1104.55
2013-05-14,1121.1
2013-05-15,1142.4
2013-05-16,1129.45
2013-05-17,1120.65
2013-05-20,1082.2
2013-05-21,1006.45
2013-05-22,995.0
2013-05-23,979.7
2013-05-24,989.4
2013-05-27,990.6
2013-05-28,982.75
2013-05-29,994.75
2013-05-30,972.75
2013-05-31,977.6
2013-06-03,953.65
2013-06-04,965.3
2013-06-05,972.3
2013-06-06,961.35
2013-06-07,944.5
2013-06-10,936.35
2013-06-11,960.45
2013-06-12,970.45
2013-06-13,956.35
2013-06-14,970.2
2013-06-17,967.35
2013-06-18,961.75
2013-06-19,968.05
2013-06-20,969.0
2013-06-21,981.2
2013-06-24,968.9
2013-06-25,966.95
2013-06-26,979.85
2013-06-27,972.95
2013-06-28,991.1
2013-07-01,989.5
2013-07-02,979.35
2013-07-03,964.35
2013-07-04,962.65
2013-07-05,973.65
2013-07-08,969.25
2013-07-09,992.05
2013-07-10,1007.1
2013-07-11,1005.5
2013-07-12,1010.1
2013-07-15,1001.4
2013-07-16,996.25
2013-07-17,996.9
2013-07-18,994.45
2013-07-19,976.0
2013-07-22,957.45
2013-07-23,964.75
2013-07-24,969.1
2013-07-25,938.85
2013-07-26,947.3
2013-07-29,962.25
2013-07-30,925.55
2013-07-31,936.7
2013-08-01,921.15
2013-08-02,927.9
2013-08-05,954.7
2013-08-06,932.45
2013-08-07,945.65
2013-08-08,969.3
2013-08-12,1008.15
2013-08-13,998.7
2013-08-14,998.2
2013-08-16,991.9
2013-08-19,952.95
2013-08-20,945.05
2013-08-21,945.15
2013-08-22,945.95
2013-08-23,934.9
2013-08-26,950.2
2013-08-27,938.85
2013-08-28,957.05
2013-08-29,956.95
2013-08-30,994.25
2013-09-02,995.9
2013-09-03,953.8
2013-09-04,973.0
2013-09-05,966.75
2013-09-06,982.9
2013-09-10,995.15
2013-09-11,994.1
2013-09-12,994.65
2013-09-13,1002.6
2013-09-16,982.2
2013-09-17,988.95
2013-09-18,992.9
2013-09-19,1010.5
2013-09-20,997.75
2013-09-23,995.5
2013-09-24,990.05
2013-09-25,978.8
2013-09-26,975.95
2013-09-27,984.7
2013-09-30,970.35
2013-10-01,992.85
2013-10-03,1013.6
2013-10-04,1022.35
2013-10-07,1049.2
2013-10-08,1058.55
2013-10-09,1047.4
2013-10-10,1046.85
2013-10-11,1034.1
2013-10-14,1024.85
2013-10-15,1031.95
2013-10-17,1008.75
2013-10-18,1030.35
2013-10-21,1031.45
2013-10-22,1033.8
2013-10-23,1018.35
2013-10-24,991.2
2013-10-25,974.85
2013-10-28,966.6
2013-10-29,991.15
2013-10-30,972.9
2013-10-31,972.5
2013-11-01,977.5
2013-11-03,989.2
2013-11-05,984.25
2013-11-06,1029.65
2013-11-07,1000.2
2013-11-08,1020.4
2013-11-11,1101.3
2013-11-12,1138.4
2013-11-13,1139.45
2013-11-14,1148.3
2013-11-18,1155.25
2013-11-19,1139.35
2013-11-20,1139.0
2013-11-21,1132.6
2013-11-22,1129.45
2013-11-25,1162.0
2013-11-26,1162.75
2013-11-27,1155.05
2013-11-28,1145.0
2013-11-29,1152.3
2013-12-02,1160.4
2013-12-03,1151.9
2013-12-04,1138.6
2013-12-05,1135.85
2013-12-06,1138.5
2013-12-09,1116.1
2013-12-10,1116.0
2013-12-11,1137.25
2013-12-12,1140.2
2013-12-13,1109.6
2013-12-16,1121.7
2013-12-17,1154.15
2013-12-18,1180.5
2013-12-19,1176.5
2013-12-20,1185.75
2013-12-23,1197.2
2013-12-24,1198.95
2013-12-26,1177.35
2013-12-27,1221.9
2013-12-30,1217.2
2013-12-31,1221.35
2014-01-01,1227.05
2014-01-02,1234.2
2014-01-03,1249.55
2014-01-06,1253.9
2014-01-07,1230.3
2014-01-08,1237.2
2014-01-09,1234.85
2014-01-10,1250.0
2014-01-13,1261.65
2014-01-14,1285.2
2014-01-15,1292.2
2014-01-16,1289.9
2014-01-17,1269.45
2014-01-20,1296.3
2014-01-21,1303.7
2014-01-22,1325.4
2014-01-23,1325.45
2014-01-24,1326.9
2014-01-27,1308.7
2014-01-28,1290.2
2014-01-29,1292.7
2014-01-30,1268.65
2014-01-31,1315.5
2014-02-03,1313.05
2014-02-04,1341.5
2014-02-05,1344.1
2014-02-06,1365.95
2014-02-07,1385.4
2014-02-10,1371.55
2014-02-11,1356.2
2014-02-12,1386.05
2014-02-13,1350.1
2014-02-14,1364.2
2014-02-17,1360.9
2014-02-18,1358.6
2014-02-19,1365.4
2014-02-20,1394.6
2014-02-21,1421.2
2014-02-24,1427.35
2014-02-25,1427.5
2014-02-26,1419.6
2014-02-28,1424.55
2014-03-03,1433.05
2014-03-04,1432.45
2014-03-05,1427.4
2014-03-06,1433.75
2014-03-07,1392.35
2014-03-10,1375.55
2014-03-11,1373.95
2014-03-12,1385.65
2014-03-13,1390.2
2014-03-14,1398.95
2014-03-18,1415.9
2014-03-19,1412.7
2014-03-20,1405.9
2014-03-21,1408.7
2014-03-22,1414.4
2014-03-24,1408.65
2014-03-25,1412.0
2014-03-26,1381.4
2014-03-27,1339.25
2014-03-28,1359.5
2014-03-31,1365.9
2014-04-01,1348.8
2014-04-02,1370.1
2014-04-03,1376.65
2014-04-04,1349.6
2014-04-07,1350.6
2014-04-09,1361.05
2014-04-10,1344.35
2014-04-11,1347.25
2014-04-15,1317.75
2014-04-16,1324.55
2014-04-17,1324.8
2014-04-21,1339.45
2014-04-22,1359.25
2014-04-23,1367.6
2014-04-25,1369.55
2014-04-28,1397.45
2014-04-29,1390.55
2014-04-30,1381.25
2014-05-02,1379.25
2014-05-05,1360.9
2014-05-06,1352.15
2014-05-07,1353.65
2014-05-08,1368.45
2014-05-09,1338.4
2014-05-12,1334.35
2014-05-13,1355.75
2014-05-14,1361.35
2014-05-15,1328.05
2014-05-16,1302.45
2014-05-19,1271.35
2014-05-20,1280.0
2014-05-21,1291.75
2014-05-22,1279.85
2014-05-23,1295.8
2014-05-26,1242.65
2014-05-27,1251.35
2014-05-28,1258.5
2014-05-29,1256.7
2014-05-30,1275.2
2014-06-02,1247.15
2014-06-03,1239.25
2014-06-04,1237.15
2014-06-05,1235.05
2014-06-06,1270.25
2014-06-09,1299.5
2014-06-10,1328.65
2014-06-11,1323.65
2014-06-12,1334.8
2014-06-13,1349.05
2014-06-16,1342.2
2014-06-17,1347.5
2014-06-18,1350.7
2014-06-19,1350.55
2014-06-20,1324.35
2014-06-23,1354.6
2014-06-24,1346.6
2014-06-25,1351.9
2014-06-26,1357.45
2014-06-27,1437.55
2014-06-30,1459.15
2014-07-01,1470.9
2014-07-02,1514.1
2014-07-03,1501.85
2014-07-04,1528.75
2014-07-07,1534.3
2014-07-08,1505.85
2014-07-09,1464.6
2014-07-10,1476.75
2014-07-11,1474.2
2014-07-14,1426.6
2014-07-15,1434.2
2014-07-16,1487.7
2014-07-17,1488.9
2014-07-18,1497.0
2014-07-21,1499.65
2014-07-22,1477.9
2014-07-23,1478.55
2014-07-24,1500.35
2014-07-25,1498.1
2014-07-28,1472.55
2014-07-30,1491.55
2014-07-31,1475.95
2014-08-01,1495.95
2014-08-04,1502.25
2014-08-05,1509.9
2014-08-06,1519.2
2014-08-07,1502.35
2014-08-08,1500.8
2014-08-11,1510.35
2014-08-12,1474.0
2014-08-13,1477.45
2014-08-14,1460.9
2014-08-18,1460.45
2014-08-19,1490.4
2014-08-20,1516.85
2014-08-21,1542.7
2014-08-22,1556.95
2014-08-25,1577.9
2014-08-26,1576.6
2014-08-27,1561.35
2014-08-28,1564.75
2014-09-01,1566.95
2014-09-02,1599.8
2014-09-03,1616.05
2014-09-04,1612.85
2014-09-05,1652.75
2014-09-08,1684.65
2014-09-09,1669.05
2014-09-10,1671.4
2014-09-11,1721.6
