Date,LAOPALA
2013-01-01,266.95
2013-01-02,263.05
2013-01-03,269.05
2013-01-04,275.75
2013-01-07,285.55
2013-01-08,292.65
2013-01-09,279.15
2013-01-10,281.35
2013-01-11,272.75
2013-01-14,273.7
2013-01-15,271.75
2013-01-16,262.9
2013-01-17,266.75
2013-01-18,255.7
2013-01-21,252.5
2013-01-22,255.7
2013-01-23,254.1
2013-01-24,245.5
2013-01-25,250.2
2013-01-28,247.75
2013-01-29,249.75
2013-01-30,243.35
2013-01-31,232.8
2013-02-01,235.85
2013-02-04,251.65
2013-02-05,299.75
2013-02-06,311.95
2013-02-07,313.7
2013-02-08,316.35
2013-02-11,309.65
2013-02-12,300.9
2013-02-13,312.3
2013-02-14,297.15
2013-02-15,287.95
2013-02-18,294.25
2013-02-19,290.25
2013-02-20,293.15
2013-02-21,287.45
2013-02-22,283.5
2013-02-25,272.8
2013-02-26,256.2
2013-02-27,268.55
2013-02-28,256.35
2013-03-01,257.8
2013-03-04,248.85
2013-03-05,298.6
2013-03-06,358.3
2013-03-07,358.3
2013-03-08,365.4
2013-03-11,430.4
2013-03-12,411.35
2013-03-13,395.8
2013-03-14,400.65
2013-03-15,386.75
2013-03-18,379.5
2013-03-19,354.65
2013-03-20,341.4
2013-03-21,346.4
2013-03-22,319.05
2013-03-25,306.1
2013-03-26,301.0
2013-03-28,315.65
2013-04-01,331.4
2013-04-02,347.95
2013-04-03,351.15
2013-04-04,336.15
2013-04-05,339.25
2013-04-08,331.75
2013-04-09,330.15
2013-04-10,325.45
2013-04-11,331.3
2013-04-12,325.75
2013-04-15,325.9
2013-04-16,330.65
2013-04-17,326.85
2013-04-18,327.15
2013-04-22,322.8
2013-04-23,325.8
2013-04-25,321.4
2013-04-26,318.3
2013-04-29,313.85
2013-04-30,329.45
2013-05-02,332.85
2013-05-03,324.2
2013-05-06,339.85
2013-05-07,339.45
2013-05-08,372.8
2013-05-09,383.8
2013-05-10,382.9
2013-05-11,378.5
2013-05-13,341.35
2013-05-14,349.45
2013-05-15,346.45
2013-05-16,343.8
2013-05-17,333.0
2013-05-20,333.25
2013-05-21,325.95
2013-05-22,332.15
2013-05-23,317.15
2013-05-24,323.3
2013-05-27,329.1
2013-05-28,344.4
2013-05-29,341.4
2013-05-30,337.7
2013-05-31,330.45
2013-06-03,324.45
2013-06-04,334.05
2013-06-05,340.85
2013-06-06,348.9
2013-06-07,350.6
2013-06-10,350.05
2013-06-11,334.7
2013-06-12,336.9
2013-06-13,331.2
2013-06-14,337.65
2013-06-17,371.4
2013-06-18,381.2
2013-06-19,380.3
2013-06-20,360.4
2013-06-21,354.85
2013-06-24,344.7
2013-06-25,348.15
2013-06-26,342.0
2013-06-27,344.45
2013-06-28,354.6
2013-07-01,368.65
2013-07-02,360.15
2013-07-03,361.65
2013-07-04,359.5
2013-07-05,371.95
2013-07-08,371.1
2013-07-09,388.45
2013-07-10,388.95
2013-07-11,391.0
2013-07-12,385.55
2013-07-15,408.3
2013-07-16,387.1
2013-07-17,389.85
2013-07-18,396.9
2013-07-19,404.6
2013-07-22,410.4
2013-07-23,405.8
2013-07-24,411.75
2013-07-25,408.25
2013-07-26,411.35
2013-07-29,410.3
2013-07-30,410.25
2013-07-31,415.8
