Date,KAMATHOTEL
2013-01-01,133.3
2013-01-02,127.3
2013-01-03,122.0
2013-01-04,118.55
2013-01-07,114.2
2013-01-08,115.65
2013-01-09,111.7
2013-01-10,110.4
2013-01-11,114.0
2013-01-14,112.05
2013-01-15,115.05
2013-01-16,113.2
2013-01-17,112.35
2013-01-18,111.6
2013-01-21,111.05
2013-01-22,114.7
2013-01-23,111.75
2013-01-24,110.7
2013-01-25,110.05
2013-01-28,111.0
2013-01-29,115.7
2013-01-30,114.0
2013-01-31,110.05
2013-02-01,108.9
2013-02-04,107.25
2013-02-05,110.5
2013-02-06,107.5
2013-02-07,108.55
2013-02-08,103.15
2013-02-11,100.5
2013-02-12,104.4
2013-02-13,103.9
2013-02-14,100.5
2013-02-15,102.9
2013-02-18,100.05
2013-02-19,101.15
2013-02-20,96.5
2013-02-21,99.9
2013-02-22,97.1
2013-02-25,89.2
2013-02-26,87.8
2013-02-27,86.0
2013-02-28,83.15
2013-03-01,86.25
2013-03-04,81.3
2013-03-05,80.05
2013-03-06,83.0
2013-03-07,83.6
2013-03-08,83.85
2013-03-11,86.0
2013-03-12,85.05
2013-03-13,81.35
2013-03-14,76.8
2013-03-15,76.15
2013-03-18,77.0
2013-03-19,74.15
2013-03-20,73.0
2013-03-21,73.65
2013-03-22,71.9
2013-03-25,77.1
2013-03-26,74.0
2013-03-28,71.7
2013-04-01,75.9
2013-04-02,78.4
2013-04-03,75.35
2013-04-04,74.05
2013-04-05,76.0
2013-04-08,76.4
2013-04-09,74.4
2013-04-10,73.1
2013-04-11,73.0
2013-04-15,74.65
2013-04-16,74.95
2013-04-17,73.25
2013-04-18,71.25
2013-04-22,74.9
2013-04-23,71.25
2013-04-25,74.1
2013-04-26,78.7
2013-04-29,76.9
2013-04-30,71.75
2013-05-02,70.8
2013-05-03,70.3
2013-05-06,71.75
2013-05-07,72.0
2013-05-08,69.45
2013-05-09,69.5
2013-05-10,67.75
2013-05-13,71.25
2013-05-14,70.0
2013-05-15,71.05
2013-05-16,71.8
2013-05-17,70.25
2013-05-20,72.0
2013-05-21,69.8
2013-05-22,69.1
2013-05-23,65.95
2013-05-24,68.0
2013-05-27,67.1
2013-05-28,67.25
2013-05-29,68.3
2013-05-30,69.25
2013-05-31,69.3
2013-06-03,69.9
2013-06-04,70.4
2013-06-05,71.45
2013-06-06,72.5
2013-06-07,71.9
2013-06-10,71.55
2013-06-11,72.7
2013-06-12,71.65
2013-06-13,73.2
2013-06-14,72.1
2013-06-17,71.1
2013-06-18,72.0
2013-06-19,71.1
2013-06-20,71.3
2013-06-21,70.8
2013-06-24,69.25
2013-06-25,69.0
2013-06-26,69.6
2013-06-27,68.5
2013-06-28,68.1
2013-07-01,67.7
2013-07-02,68.5
2013-07-03,68.85
2013-07-04,68.8
2013-07-05,66.95
2013-07-08,65.6
2013-07-09,66.0
2013-07-10,64.6
2013-07-11,66.55
2013-07-12,66.0
2013-07-15,65.0
2013-07-16,65.05
2013-07-17,62.7
2013-07-18,66.0
2013-07-19,64.55
2013-07-22,63.45
2013-07-23,62.15
2013-07-24,62.35
2013-07-25,59.4
2013-07-26,58.0
2013-07-29,59.4
2013-07-30,59.9
2013-07-31,59.45
2013-08-01,58.1
2013-08-02,59.45
2013-08-05,59.05
2013-08-06,59.8
2013-08-07,58.8
2013-08-08,61.1
2013-08-12,61.65
2013-08-13,63.6
2013-08-14,61.8
2013-08-16,55.9
2013-08-19,54.95
2013-08-20,56.4
2013-08-21,56.05
2013-08-22,55.1
2013-08-23,56.15
2013-08-26,55.8
2013-08-27,56.7
2013-08-28,55.1
2013-08-29,57.4
2013-08-30,56.5
2013-09-02,55.8
2013-09-03,56.1
2013-09-04,56.7
2013-09-05,57.9
2013-09-06,55.3
2013-09-10,53.95
2013-09-11,57.6
2013-09-12,53.35
2013-09-13,54.9
2013-09-16,55.0
2013-09-17,54.45
2013-09-18,53.5
2013-09-19,53.95
2013-09-20,54.0
2013-09-23,52.6
2013-09-24,53.05
2013-09-25,52.65
2013-09-26,54.35
2013-09-27,54.15
2013-09-30,52.8
2013-10-01,55.0
2013-10-03,53.3
2013-10-04,55.85
2013-10-07,53.75
2013-10-08,53.65
2013-10-09,55.95
2013-10-10,56.4
2013-10-11,56.0
2013-10-14,53.45
2013-10-15,53.65
2013-10-17,54.0
2013-10-18,58.5
2013-10-21,57.0
2013-10-22,56.55
2013-10-23,56.8
2013-10-24,55.55
2013-10-25,55.15
2013-10-28,53.3
2013-10-29,54.0
2013-10-30,56.25
2013-10-31,54.3
2013-11-01,54.5
2013-11-03,55.05
2013-11-05,59.05
2013-11-06,56.0
2013-11-07,55.05
2013-11-08,54.2
2013-11-11,55.45
2013-11-12,53.55
2013-11-13,54.1
2013-11-14,53.5
2013-11-18,55.2
2013-11-19,53.8
2013-11-20,52.9
2013-11-21,53.1
2013-11-22,52.45
2013-11-25,54.35
2013-11-26,53.65
2013-11-27,53.2
2013-11-28,55.3
2013-11-29,53.25
2013-12-02,54.9
2013-12-03,65.85
2013-12-04,69.55
2013-12-05,68.8
2013-12-06,63.8
2013-12-09,70.75
2013-12-10,72.2
2013-12-11,69.1
2013-12-12,67.6
2013-12-13,65.6
2013-12-16,68.1
2013-12-17,68.15
2013-12-18,66.6
2013-12-19,66.95
2014-03-03,57.5
2014-03-04,55.1
2014-03-05,57.25
2014-03-06,59.8
2014-03-07,57.4
2014-03-10,55.3
2014-03-11,54.1
2014-03-12,58.05
2014-03-13,56.45
2014-03-14,57.35
2014-03-18,55.7
2014-03-19,55.2
2014-03-20,55.95
2014-03-21,54.55
2014-03-22,56.95
2014-03-24,57.15
2014-03-25,58.95
2014-03-26,57.2
2014-03-27,56.05
2014-03-28,56.5
2014-03-31,55.15
2014-04-01,57.5
2014-04-02,58.65
2014-04-03,56.15
2014-04-04,57.8
2014-04-07,56.45
2014-04-09,55.9
2014-04-10,56.55
2014-04-11,59.0
2014-04-15,56.15
2014-04-16,55.8
2014-04-17,55.0
2014-04-21,55.1
2014-04-22,57.1
2014-04-23,59.8
2014-04-25,58.95
2014-04-28,59.05
2014-04-29,60.85
2014-04-30,60.0
2014-05-05,58.45
2014-05-06,61.15
2014-05-07,59.6
2014-05-08,57.15
2014-05-09,59.95
2014-05-12,56.3
2014-05-13,58.7
2014-05-14,60.25
2014-05-15,60.25
2014-05-16,57.4
2014-05-19,63.4
2014-05-20,61.95
2014-05-21,62.25
2014-05-22,62.55
2014-05-23,64.45
2014-05-26,63.0
2014-05-27,61.65
2014-05-28,63.3
2014-05-29,60.0
2014-05-30,60.75
2014-06-02,66.6
2014-06-03,62.65
2014-06-04,66.65
2014-06-05,67.85
2014-06-06,68.85
2014-06-09,69.95
2014-06-10,70.4
2014-06-11,69.75
2014-06-12,83.7
2014-06-13,100.4
2014-06-16,95.85
2014-06-17,105.4
2014-06-18,109.95
2014-06-19,105.9
2014-08-06,77.55
2014-08-07,81.05
2014-08-08,77.6
2014-08-11,77.6
2014-08-12,77.0
2014-08-13,73.35
2014-08-14,72.85
2014-08-18,74.85
2014-08-19,76.2
2014-08-20,74.75
2014-08-21,76.65
2014-08-22,77.95
2014-08-25,77.05
2014-08-26,73.6
2014-08-27,77.25
2014-08-28,80.95
2014-09-01,79.95
2014-09-02,83.15
2014-09-03,83.4
2014-09-04,84.45
2014-09-05,82.0
2014-09-08,80.0
2014-09-09,84.0
2014-09-10,81.95
2014-09-11,80.1
2014-09-12,80.45
2014-09-15,79.4
2014-09-16,78.2
2014-09-17,75.05
2014-09-18,81.75
2014-09-19,79.95
2014-09-22,80.6
2014-09-23,77.05
2014-09-24,79.0
2014-09-25,75.0
2014-09-26,77.95
2014-09-29,79.3
2014-09-30,79.0
2014-10-01,75.6
2014-10-07,73.95
2014-10-08,71.55
2014-10-09,71.85
2014-10-10,72.05
2014-10-13,76.2
2014-10-14,71.4
2014-10-16,76.45
2014-10-17,74.85
2014-10-20,77.0
2014-10-21,72.1
2014-10-22,71.8
2014-10-23,72.0
2014-10-27,76.8
2014-10-28,76.75
2014-10-29,77.75
2014-10-30,74.85
2014-10-31,76.0
2014-11-03,87.45
2014-11-05,79.95
2014-11-07,80.4
2014-11-10,84.05
2014-11-11,82.0
2014-11-12,78.55
2014-11-13,80.25
2014-11-14,78.3
2014-11-17,77.7
2014-11-18,78.95
2014-11-19,77.0
2014-11-20,76.75
2014-11-21,77.15
2014-11-24,79.4
2014-11-25,77.1
2014-11-26,77.65
2014-11-27,78.8
2014-11-28,76.25
2014-12-01,76.45
2014-12-02,79.95
2014-12-03,82.0
2014-12-04,83.85
2014-12-05,79.9
2014-12-08,78.9
2014-12-09,76.3
2014-12-10,75.75
2014-12-11,79.05
2014-12-12,74.85
2014-12-15,74.0
2014-12-16,74.7
2014-12-17,70.85
2014-12-18,70.95
2014-12-19,69.3
2014-12-22,74.5
2014-12-23,70.1
2014-12-24,71.35
2014-12-26,72.05
2014-12-29,73.95
2014-12-30,70.65
2014-12-31,73.45
2015-01-01,71.0
2015-01-02,71.7
2015-01-05,71.9
2015-01-06,71.75
2015-01-07,71.2
2015-01-08,71.2
2015-01-09,74.0
2015-01-12,72.55
2015-01-13,75.0
2015-01-14,71.8
2015-01-15,72.0
2015-01-16,72.15
2015-01-19,72.1
2015-01-20,72.4
2015-01-21,71.05
2015-01-22,68.65
2015-01-23,72.0
2015-01-27,72.65
2015-01-28,72.2
2015-01-29,70.95
2015-01-30,73.3
2015-02-02,71.1
2015-02-03,72.35
2015-02-04,69.55
2015-02-05,70.45
2015-02-06,71.45
2015-02-09,72.5
2015-02-10,71.8
2015-02-11,70.5
2015-02-12,69.95
2015-02-13,69.5
2015-02-16,71.85
2015-02-18,68.4
2015-02-19,72.05
2015-02-20,69.4
2015-02-23,68.25
2015-02-24,66.8
2015-02-27,67.45
2015-02-28,65.05
2015-03-02,66.75
