Date,REPCOHOME
2013-04-01,161.8
2013-04-02,174.25
2013-04-03,171.55
2013-04-04,170.85
2013-04-05,172.45
2013-04-08,173.9
2013-04-09,171.35
2013-04-10,171.65
2013-04-11,168.3
2013-04-12,170.55
2013-04-15,171.85
2013-04-16,171.15
2013-04-17,169.75
2013-04-18,170.65
2013-04-22,168.75
2013-04-23,169.45
2013-04-25,168.1
2013-04-26,170.7
2013-04-29,173.05
2013-04-30,170.9
2013-05-02,172.75
2013-05-03,171.95
2013-05-06,174.3
2013-05-07,175.3
2013-05-08,177.1
2013-05-09,181.25
2013-05-10,187.35
2013-05-11,191.15
2013-05-13,194.25
2013-05-14,195.95
2013-05-15,202.05
2013-05-16,205.65
2013-05-17,209.7
2013-05-20,211.35
2013-05-21,208.9
2013-05-22,207.95
2013-05-23,206.3
2013-05-24,214.55
2013-05-27,213.45
2013-05-28,218.35
2013-05-29,219.8
2013-05-30,219.55
2013-05-31,215.35
2013-06-03,216.95
2013-06-04,218.65
2013-06-05,219.25
2013-06-06,214.95
2013-06-07,210.3
2013-06-10,214.75
2013-06-11,205.7
2013-06-12,211.75
2013-06-13,209.65
2013-06-14,215.15
2013-06-17,220.15
2013-06-18,211.6
2013-06-19,211.2
2013-06-20,211.8
2013-06-21,213.15
2013-06-24,210.35
2013-06-25,211.75
2013-06-26,212.8
2013-06-27,219.25
2013-06-28,229.95
2013-07-01,248.1
2013-07-02,248.9
2013-07-03,255.4
2013-07-04,254.75
2013-07-05,259.6
2013-07-08,264.15
2013-07-09,278.85
2013-07-10,277.35
2013-07-11,274.7
2013-07-12,277.3
2013-07-15,278.95
2013-07-16,277.5
2013-07-17,274.3
2013-07-18,282.65
2013-07-19,279.25
2013-07-22,280.45
2013-07-23,291.25
2013-07-24,286.0
2013-07-25,273.6
2013-07-26,269.9
2013-07-29,267.2
2013-07-30,261.6
2013-07-31,253.0
2013-08-01,253.7
2013-08-02,244.95
2013-08-05,257.15
2013-08-06,258.9
2013-08-07,259.1
2013-08-08,255.3
2013-08-12,252.95
2013-08-13,251.2
2013-08-14,255.25
2013-08-16,251.05
2013-08-19,236.5
2013-08-20,236.9
2013-08-21,234.55
2013-08-22,236.35
2013-08-23,233.75
2013-08-26,234.05
2013-08-27,228.5
2013-08-28,231.0
2013-08-29,228.2
2013-08-30,228.45
2013-09-02,235.65
2013-09-03,230.6
2013-09-04,233.45
2013-09-05,238.65
2013-09-06,240.85
2013-09-10,237.8
2013-09-11,247.0
2013-09-12,240.6
2013-09-13,242.5
2013-09-16,238.6
2013-09-17,237.95
2013-09-18,238.85
2013-09-19,246.25
2013-09-20,238.7
2013-09-23,238.35
2013-09-24,240.5
2013-09-25,241.15
2013-09-26,240.5
2013-09-27,242.85
2013-09-30,251.35
2013-10-01,246.75
2013-10-03,252.0
2013-10-04,261.4
2013-10-07,262.65
2013-10-08,264.55
2013-10-09,270.05
2013-10-10,269.95
2013-10-11,271.2
2013-10-14,265.7
2013-10-15,263.85
2013-10-17,261.3
2013-10-18,265.75
2013-10-21,267.5
2013-10-22,273.15
2013-10-23,277.85
2013-10-24,285.7
2013-10-25,292.4
2013-10-28,290.25
2013-10-29,287.2
2013-10-30,288.95
2013-10-31,285.6
2013-11-01,285.55
2013-11-03,291.95
2013-11-05,295.3
2013-11-06,304.75
2013-11-07,295.2
2013-11-08,296.7
2013-11-11,294.65
2013-11-12,295.65
2013-11-13,294.6
2013-11-14,295.95
2013-11-18,294.25
2013-11-19,294.55
2013-11-20,294.5
2013-11-21,293.3
2013-11-22,291.8
2013-11-25,292.45
2013-11-26,290.55
2013-11-27,294.55
2013-11-28,310.7
2013-11-29,314.7
2013-12-02,327.9
2013-12-03,326.95
2013-12-04,326.7
2013-12-05,324.8
2013-12-06,324.85
2013-12-09,319.0
2013-12-10,312.95
2013-12-11,316.9
2013-12-12,315.65
2013-12-13,318.15
2013-12-16,326.15
2013-12-17,323.45
2013-12-18,323.8
2013-12-19,322.65
2013-12-20,322.8
2013-12-23,330.3
2013-12-24,340.5
2013-12-26,352.65
2013-12-27,354.35
2013-12-30,349.95
2013-12-31,348.45
2014-01-01,349.5
2014-01-02,339.55
2014-01-03,339.8
2014-01-06,340.15
2014-01-07,329.05
2014-01-08,330.85
2014-01-09,330.5
2014-01-10,330.35
2014-01-13,329.9
2014-01-14,330.55
2014-01-15,326.3
2014-01-16,323.45
2014-01-17,323.0
2014-01-20,319.85
2014-01-21,319.85
2014-01-22,325.05
2014-01-23,328.4
2014-01-24,323.75
2014-01-27,322.25
2014-01-28,323.55
2014-01-29,320.0
2014-01-30,318.5
2014-01-31,319.4
2014-02-03,316.3
2014-02-04,314.95
2014-02-05,315.0
2014-02-06,312.25
2014-02-07,309.4
2014-02-10,308.65
2014-02-11,310.4
2014-02-12,313.2
2014-02-13,309.45
2014-02-14,309.1
2014-02-17,307.3
2014-02-18,308.55
2014-02-19,313.0
2014-02-20,335.25
2014-02-21,329.5
2014-02-24,331.35
2014-02-25,334.9
2014-02-26,329.45
2014-02-28,329.95
2014-03-03,324.1
2014-03-04,318.3
2014-03-05,319.7
2014-03-06,316.5
2014-03-07,316.05
2014-03-10,312.95
2014-03-11,309.55
2014-03-12,316.45
2014-03-13,313.0
2014-03-14,317.45
2014-03-18,326.2
2014-03-19,324.4
2014-03-20,327.65
2014-03-21,328.05
2014-03-22,324.35
2014-03-24,322.8
2014-03-25,327.15
2014-03-26,322.15
2014-03-27,325.95
2014-03-28,330.6
2014-03-31,333.7
2014-04-01,335.15
2014-04-02,349.75
2014-04-03,359.4
2014-04-04,355.05
2014-04-07,355.0
2014-04-09,363.05
2014-04-10,362.35
2014-04-11,370.4
2014-04-15,376.65
2014-04-16,373.8
2014-04-17,372.75
2014-04-21,381.15
2014-04-22,378.2
2014-04-23,383.8
2014-04-25,389.65
2014-04-28,382.3
2014-04-29,378.35
2014-04-30,374.2
2014-05-02,379.95
2014-05-05,375.9
2014-05-06,373.95
2014-05-07,382.55
2014-05-08,377.4
2014-05-09,382.0
2014-05-12,398.2
2014-05-13,408.85
2014-05-14,398.75
2014-05-15,397.6
2014-05-16,394.2
2014-05-19,417.0
2014-05-20,427.15
2014-05-21,425.8
2014-05-22,417.4
2014-05-23,411.0
2014-05-26,404.85
2014-05-27,409.85
2014-05-28,424.15
2014-05-29,412.8
2014-05-30,409.5
2014-06-02,406.7
2014-06-03,441.85
2014-06-04,451.85
2014-06-05,433.7
2014-06-06,440.15
2014-06-09,432.7
2014-06-10,429.65
2014-06-11,428.05
2014-06-12,416.7
2014-06-13,409.95
2014-06-16,408.55
2014-06-17,416.4
2014-06-18,417.25
2014-06-19,424.5
2014-06-20,426.4
2014-06-23,429.8
2014-06-24,429.25
2014-06-25,439.65
2014-06-26,444.95
2014-06-27,451.65
2014-06-30,459.65
2014-07-01,458.25
2014-07-02,475.5
2014-07-03,472.7
2014-07-04,474.15
2014-07-07,474.95
2014-07-08,459.35
2014-07-09,451.3
2014-07-10,459.9
2014-07-11,449.95
2014-07-14,447.2
2014-07-15,470.45
2014-07-16,479.35
2014-07-17,473.15
2014-07-18,467.6
2014-07-21,467.7
2014-07-22,455.75
2014-07-23,449.95
2014-07-24,447.6
2014-07-25,435.9
2014-07-28,437.4
2014-07-30,437.25
2014-07-31,431.9
2014-08-01,429.2
2014-08-04,444.8
2014-08-05,447.85
2014-08-06,443.05
2014-08-07,437.8
2014-08-08,436.4
2014-08-11,431.25
2014-08-12,424.6
2014-08-13,420.2
2014-08-14,437.4
2014-08-18,442.45
2014-08-19,440.4
2014-08-20,442.0
2014-08-21,438.6
2014-08-22,434.05
2014-08-25,436.7
2014-08-26,431.85
2014-08-27,437.65
2014-08-28,440.85
2014-09-01,455.1
2014-09-02,458.0
2014-09-03,455.95
2014-09-04,450.0
2014-09-05,447.4
2014-09-08,436.6
2014-09-09,447.0
2014-09-10,446.9
2014-09-11,443.0
2014-09-12,439.7
2014-09-15,438.4
2014-09-16,432.3
2014-09-17,430.05
2014-09-18,429.35
2014-09-19,429.7
2014-09-22,424.95
2014-09-23,424.3
2014-09-24,418.0
2014-09-25,411.1
2014-09-26,422.9
2014-09-29,429.9
2014-09-30,426.75
2014-10-01,441.6
2014-10-07,439.5
2014-10-08,443.35
2014-10-09,452.95
2014-10-10,457.7
2014-10-13,462.35
2014-10-14,469.7
2014-10-16,451.05
2014-10-17,469.05
2014-10-20,466.85
2014-10-21,474.55
2014-10-22,474.7
2014-10-23,487.3
2014-10-27,484.05
2014-10-28,470.4
2014-10-29,480.15
2014-10-30,483.5
2014-10-31,487.75
2014-11-03,485.3
2014-11-05,490.95
2014-11-07,503.35
2014-11-10,521.5
2014-11-11,539.75
2014-11-12,535.4
2014-11-13,539.4
2014-11-14,548.3
2014-11-17,572.25
2014-11-18,568.0
2014-11-19,562.2
2014-11-20,558.95
2014-11-21,553.3
2014-11-24,561.65
2014-11-25,545.1
2014-11-26,546.55
2014-11-27,549.2
2014-11-28,543.7
2014-12-01,547.5
2014-12-02,542.8
2014-12-03,540.05
2014-12-04,534.75
2014-12-05,530.55
2014-12-08,550.15
2014-12-09,558.15
2014-12-10,578.8
2014-12-11,590.5
2014-12-12,584.6
2014-12-15,615.5
2014-12-16,605.25
2014-12-17,600.9
2014-12-18,624.55
2014-12-19,618.55
2014-12-22,631.45
2014-12-23,625.4
2014-12-24,624.85
2014-12-26,641.0
2014-12-29,636.55
2014-12-30,642.95
2014-12-31,663.95
2015-01-01,694.0
2015-01-02,696.85
2015-01-05,690.3
2015-01-06,661.95
2015-01-07,676.15
2015-01-08,693.95
2015-01-09,698.25
2015-01-12,684.45
2015-01-13,687.5
2015-01-14,679.35
2015-01-15,683.45
2015-01-16,697.05
2015-01-19,702.3
2015-01-20,715.3
2015-01-21,687.85
2015-01-22,692.0
2015-01-23,669.5
2015-01-27,669.8
2015-01-28,652.95
2015-01-29,670.1
2015-01-30,692.4
2015-02-02,669.65
2015-02-03,668.75
2015-02-04,657.7
2015-02-05,646.65
2015-02-06,629.1
2015-02-09,633.2
2015-02-10,633.2
2015-02-11,655.65
2015-02-12,687.2
2015-02-13,695.35
2015-02-16,683.2
2015-02-18,683.85
2015-02-19,665.9
2015-02-20,679.55
2015-02-23,664.95
2015-02-24,653.3
2015-02-25,643.3
2015-02-26,657.7
2015-02-27,650.2
2015-02-28,660.2
2015-03-02,671.9
2015-03-03,685.1
2015-03-04,688.3
2015-03-05,701.6
2015-03-09,687.5
2015-03-10,676.55
2015-03-11,668.0
2015-03-12,668.95
2015-03-13,663.4
2015-03-16,659.1
2015-03-17,657.7
2015-03-18,654.45
2015-03-19,656.05
2015-03-20,656.5
2015-03-23,638.55
2015-03-24,640.5
2015-03-25,637.65
2015-03-26,638.35
2015-03-27,632.05
2015-03-30,653.8
2015-03-31,638.45
2015-04-01,637.85
2015-04-06,659.45
2015-04-07,664.95
2015-04-08,663.45
2015-04-09,690.3
2015-04-10,686.95
2015-04-13,672.05
2015-04-15,659.45
2015-04-16,655.2
2015-04-17,632.65
2015-04-20,637.4
2015-04-21,644.35
2015-04-22,632.15
2015-04-23,624.8
2015-04-24,603.5
2015-04-27,590.55
2015-04-28,601.1
2015-04-29,592.5
2015-04-30,581.0
2015-05-04,615.05
2015-05-05,620.15
2015-05-06,591.05
2015-05-07,580.9
2015-05-08,589.4
2015-05-11,598.6
2015-05-12,584.5
2015-05-13,599.45
2015-05-14,611.35
2015-05-15,615.8
2015-05-18,627.1
2015-05-19,620.6
2015-05-20,616.1
2015-05-21,609.95
2015-05-22,609.05
2015-05-25,604.45
2015-05-26,608.25
2015-05-27,606.2
2015-05-28,599.85
2015-05-29,616.0
2015-06-01,628.25
2015-06-02,611.75
2015-06-03,596.1
2015-06-04,613.7
2015-06-05,621.75
2015-06-08,614.55
2015-06-09,602.9
2015-06-10,596.4
2015-06-11,587.3
2015-06-12,583.0
2015-06-15,588.3
2015-06-16,592.1
2015-06-17,614.3
2015-06-18,619.2
2015-06-19,618.8
2015-06-22,626.1
2015-06-23,630.35
2015-06-24,630.7
2015-06-25,625.15
2015-06-26,628.25
2015-06-29,649.3
2015-06-30,644.05
2015-07-01,641.15
2015-07-02,648.4
2015-07-03,639.5
2015-07-06,643.0
2015-07-07,660.7
2015-07-08,652.15
2015-07-09,663.15
2015-07-10,683.55
2015-07-13,685.45
2015-07-14,688.0
2015-07-15,667.3
2015-07-16,669.75
2015-07-17,677.1
2015-07-20,675.2
2015-07-21,677.1
2015-07-22,689.5
2015-07-23,700.5
2015-07-24,690.6
2015-07-27,677.6
2015-07-28,678.15
2015-07-29,685.5
2015-07-30,682.3
2015-07-31,689.95
2015-08-03,686.85
2015-08-04,689.3
2015-08-05,739.05
2015-08-06,738.6
2015-08-07,745.5
2015-08-10,754.85
2015-08-11,746.05
2015-08-12,724.75
2015-08-13,695.75
2015-08-14,734.4
2015-08-17,760.75
2015-08-18,757.9
2015-08-19,773.2
2015-08-20,759.7
2015-08-21,757.15
2015-08-24,697.75
2015-08-25,680.5
2015-08-26,687.1
2015-08-27,707.65
2015-08-28,701.5
2015-08-31,725.9
2015-09-01,699.1
2015-09-02,701.5
2015-09-03,726.95
2015-09-04,705.95
2015-09-07,689.3
2015-09-08,665.2
2015-09-09,663.7
2015-09-10,649.85
2015-09-11,663.8
2015-09-14,661.85
2015-09-15,659.05
2015-09-16,634.2
2015-09-18,659.1
2015-09-21,676.95
2015-09-22,677.25
2015-09-23,701.0
2015-09-24,697.1
2015-09-28,699.05
2015-09-29,712.15
2015-09-30,735.95
2015-10-01,728.25
2015-10-05,732.45
2015-10-06,732.0
2015-10-07,738.5
