Date,NSIL
2013-01-01,766.65
2013-01-02,764.05
2013-01-03,763.15
2013-01-04,772.05
2013-01-07,843.95
2013-01-08,860.35
2013-01-09,830.55
2013-01-10,819.95
2013-01-11,813.5
2013-01-14,805.0
2013-01-15,817.3
2013-01-16,802.95
2013-01-17,802.7
2013-01-18,805.0
2013-01-21,801.55
2013-01-22,801.05
2013-01-23,790.0
2013-01-24,774.6
2013-01-25,804.75
2013-01-28,789.1
2013-01-29,785.0
2013-01-30,777.5
2013-01-31,770.0
2013-02-01,812.45
2013-02-04,832.85
2013-02-05,798.0
2013-02-06,784.65
2013-02-07,774.9
2013-02-08,769.7
2013-02-11,769.35
2013-02-12,767.15
2013-02-13,750.0
2013-02-14,722.4
2013-02-15,757.1
2013-02-18,781.9
2013-02-19,784.2
2013-02-20,781.4
2013-02-21,782.45
2013-02-22,755.35
2013-02-25,738.65
2013-02-26,726.05
2013-02-27,721.6
2013-02-28,721.35
2013-03-01,730.0
2013-03-04,710.0
2013-03-05,717.15
2013-03-06,738.0
2013-03-07,724.0
2013-03-08,715.75
2013-03-11,711.0
2013-03-12,710.05
2013-03-13,704.5
2013-03-14,716.7
2013-03-15,700.05
2013-03-18,706.35
2013-03-19,700.0
2013-03-20,700.0
2013-03-21,675.45
2013-03-22,672.0
2013-03-25,650.1
2013-03-26,625.0
2013-03-28,644.6
2013-04-01,621.0
2013-04-02,651.75
2013-04-03,680.0
2013-04-04,660.0
2013-04-05,651.4
2013-04-08,621.0
2013-04-09,647.95
2013-04-10,650.0
2013-04-11,650.0
2013-04-12,615.8
2013-04-15,640.0
2013-04-16,638.5
2013-04-17,635.0
2013-04-18,622.25
2013-04-22,625.95
2013-04-23,631.65
2013-04-25,630.0
2013-04-26,625.0
2013-04-29,625.0
2013-04-30,626.85
2013-05-02,620.1
2013-05-03,621.0
2013-05-06,640.2
2013-05-07,649.7
2013-05-08,650.9
2013-05-09,661.25
2013-05-10,641.5
2013-05-13,635.35
2013-05-14,632.35
2013-05-15,659.0
2013-05-16,668.8
2013-05-17,646.25
2013-05-20,640.4
2013-05-21,640.0
2013-05-22,636.5
2013-05-23,625.0
2013-05-24,628.4
2013-05-27,615.45
2013-05-28,615.0
2013-05-29,615.0
2013-05-30,610.25
2013-05-31,620.15
2013-06-03,615.0
2013-06-04,605.0
2013-06-05,601.0
2013-06-06,600.0
2013-06-07,601.0
2013-06-10,601.3
2013-06-11,600.35
2013-06-13,590.0
2013-06-14,580.0
2013-06-17,586.65
2013-06-18,575.05
2013-06-19,576.05
2013-06-20,569.0
2013-06-21,575.0
2013-06-24,560.0
2013-06-25,555.0
2013-06-27,552.15
2013-06-28,588.0
2013-07-01,600.15
2013-07-02,575.5
2013-07-03,572.0
2013-07-04,563.0
2013-07-05,567.2
2013-07-09,551.1
2013-07-10,560.0
2013-07-12,551.2
2013-07-15,557.05
2013-07-16,551.0
2013-07-19,551.0
2013-07-26,551.0
2013-07-30,549.0
2013-08-01,500.0
2013-08-02,500.0
2013-08-05,501.5
2013-08-06,491.0
2013-08-08,540.0
2013-08-12,537.0
2013-08-14,530.0
2013-08-22,475.0
2013-08-23,500.0
2013-08-26,500.0
2013-08-27,500.05
2013-08-29,500.1
2013-08-30,500.0
2013-09-03,500.0
2013-09-04,510.0
2013-09-10,584.0
2013-09-11,591.0
2013-09-13,590.0
2013-09-16,582.0
2013-09-17,582.0
2013-09-23,558.0
2013-09-25,542.0
2013-09-27,548.0
2013-10-09,535.2
2013-10-10,540.0
2013-10-11,528.0
2013-10-18,548.0
2013-10-22,560.1
2013-10-24,570.0
2013-10-25,565.0
2013-10-31,574.9
2013-11-01,588.0
2013-11-05,581.0
2013-11-06,599.0
2013-11-07,599.0
2013-11-08,580.1
2013-11-14,576.2
2013-11-20,589.0
2013-11-21,577.0
2013-11-25,577.0
2013-11-26,566.0
2013-11-29,580.0
2013-12-02,608.95
2013-12-03,632.0
2013-12-04,635.0
2013-12-05,610.0
2013-12-09,600.0
2013-12-10,590.0
2013-12-11,585.0
2013-12-12,581.0
2013-12-13,585.0
2013-12-16,585.0
2013-12-17,580.0
2013-12-18,581.0
2013-12-19,570.0
2013-12-20,580.0
2013-12-23,585.0
2013-12-26,586.0
2013-12-27,596.0
2013-12-30,572.05
2013-12-31,588.0
2014-01-01,586.05
2014-01-02,615.0
2014-01-03,600.0
2014-01-06,583.6
2014-01-07,610.0
2014-01-08,600.0
2014-01-10,582.0
2014-01-13,575.0
2014-01-14,567.5
2014-01-15,595.5
2014-01-16,580.0
2014-01-17,589.7
2014-01-20,575.15
2014-01-22,581.3
2014-01-23,571.5
2014-01-24,580.0
2014-01-28,552.5
2014-01-29,552.0
2014-01-31,525.1
2014-02-03,524.9
2014-02-04,540.65
2014-02-05,520.2
2014-02-06,535.0
2014-02-07,539.75
2014-02-11,520.0
2014-02-12,536.05
2014-02-13,520.5
2014-02-17,534.95
2014-02-18,556.75
2014-02-19,541.05
2014-02-20,558.7
2014-02-21,585.95
2014-02-24,574.5
2014-02-25,568.0
2014-02-26,579.95
2014-02-28,573.2
2014-03-03,597.0
2014-03-04,567.15
2014-03-05,580.0
2014-03-06,592.95
2014-03-07,589.1
2014-03-10,598.25
2014-03-11,598.0
2014-03-12,610.0
2014-03-13,585.1
2014-03-14,579.6
2014-03-18,566.1
2014-03-19,565.2
2014-03-20,560.1
2014-03-21,576.25
2014-03-22,570.1
2014-03-24,566.25
2014-03-25,580.0
2014-03-26,565.3
2014-03-27,575.0
2014-03-28,604.95
2014-04-01,602.0
2014-04-02,617.5
2014-04-03,613.95
2014-04-04,600.1
2014-04-07,619.95
2014-04-09,603.05
2014-04-10,603.1
2014-04-11,610.0
2014-04-15,625.95
2014-04-16,602.6
2014-04-17,611.35
2014-04-21,629.7
2014-04-22,631.0
2014-04-23,628.8
2014-04-25,630.0
2014-04-28,619.95
2014-04-29,639.95
2014-04-30,660.35
2014-05-02,720.45
2014-05-05,694.1
2014-05-06,687.2
2014-05-07,674.4
2014-05-08,659.5
2014-05-09,641.85
2014-05-12,648.5
2014-05-13,667.1
2014-05-14,661.95
2014-05-15,640.25
2014-05-16,643.25
2014-05-19,688.8
2014-05-20,693.45
2014-05-21,727.9
2014-05-22,708.4
2014-05-23,775.4
2014-05-26,709.6
2014-05-27,700.0
2014-05-28,701.65
2014-05-29,693.05
2014-05-30,709.65
2014-06-02,769.0
2014-06-03,801.2
2014-06-04,809.75
2014-06-05,800.25
2014-06-06,833.7
2014-06-09,818.0
2014-06-10,821.9
2014-06-11,803.05
2014-06-12,806.05
2014-06-13,780.0
2014-06-16,750.35
2014-06-17,764.45
2014-06-18,755.0
2014-06-19,745.0
2014-06-20,750.0
2014-06-23,769.95
2014-06-24,786.0
2014-06-25,780.0
2014-06-26,776.95
2014-06-27,798.05
2014-06-30,801.75
2014-07-01,811.1
2014-07-02,813.95
2014-07-03,805.0
2014-07-04,814.95
2014-07-07,799.7
2014-07-08,780.05
2014-07-09,754.5
2014-07-10,750.0
2014-07-11,727.4
2014-07-14,735.0
2014-07-15,746.15
2014-07-16,769.95
2014-07-17,757.15
2014-07-21,780.0
2014-07-22,778.25
2014-07-23,780.75
2014-07-24,777.95
2014-07-25,755.0
2014-07-28,740.05
2014-07-30,753.55
2014-07-31,741.25
2014-08-01,740.0
2014-08-04,739.0
2014-08-05,745.0
2014-08-06,779.95
2014-08-07,750.55
2014-08-08,735.0
2014-08-11,745.05
2014-08-12,740.55
2014-08-13,740.1
2014-08-14,740.15
2014-08-18,761.1
2014-08-19,755.0
2014-08-20,760.0
2014-08-21,750.0
2014-08-22,759.55
2014-08-25,742.2
2014-08-26,738.15
2014-08-27,739.4
2014-09-01,731.2
2014-09-02,738.6
2014-09-03,740.35
2014-09-04,736.6
2014-09-05,737.2
2014-09-08,742.05
2014-09-09,749.0
2014-09-10,748.0
2014-09-11,897.6
2014-09-12,933.8
2014-09-15,902.45
2014-09-16,835.95
2014-09-17,856.8
2014-09-18,860.4
2014-09-19,841.6
2014-09-22,854.15
2014-09-23,836.35
2014-09-24,810.0
2014-09-25,780.0
2014-09-26,780.25
2014-09-29,767.7
2014-09-30,760.4
2014-10-01,761.6
2014-10-07,760.4
2014-10-08,770.35
2014-10-09,777.75
2014-10-10,766.55
2014-10-13,776.0
2014-10-14,760.0
2014-10-16,762.05
2014-10-17,756.6
2014-10-20,762.85
2014-10-21,765.25
2014-10-22,789.5
2014-10-23,772.9
2014-10-27,802.0
2014-10-28,778.6
2014-10-29,800.35
2014-10-30,780.05
2014-10-31,815.95
2014-11-03,856.15
2014-11-05,837.45
2014-11-07,832.45
2014-11-10,820.3
2014-11-11,833.55
2014-11-12,837.2
2014-11-13,830.0
2014-11-14,843.4
2014-11-17,828.25
2014-11-18,825.65
2014-11-19,820.0
2014-11-20,840.0
2014-11-21,835.05
2014-11-24,828.1
2014-11-25,804.75
2014-11-26,806.25
