Date,ZENSARTECH
2013-01-01,280.1
2013-01-02,291.3
2013-01-03,287.35
2013-01-04,283.35
2013-01-07,277.3
2013-01-08,273.2
2013-01-09,275.0
2013-01-10,274.15
2013-01-11,277.25
2013-01-14,282.75
2013-01-15,283.05
2013-01-16,283.25
2013-01-17,284.7
2013-01-18,285.0
2013-01-21,291.05
2013-01-22,263.3
2013-01-23,255.65
2013-01-24,251.3
2013-01-25,245.95
2013-01-28,256.75
2013-01-29,256.2
2013-01-30,253.6
2013-01-31,253.65
2013-02-01,249.75
2013-02-04,251.6
2013-02-05,247.7
2013-02-06,243.8
2013-02-07,243.4
2013-02-08,243.3
2013-02-11,240.05
2013-02-12,241.0
2013-02-13,242.9
2013-02-14,244.3
2013-02-15,242.2
2013-02-18,242.55
2013-02-19,237.9
2013-02-20,245.1
2013-02-21,244.75
2013-02-22,244.9
2013-02-25,240.35
2013-02-26,224.85
2013-02-27,226.95
2013-02-28,225.1
2013-03-01,226.95
2013-03-04,223.5
2013-03-05,229.1
2013-03-06,242.0
2013-03-07,244.2
2013-03-08,246.65
2013-03-11,245.15
2013-03-12,244.75
2013-03-13,244.1
2013-03-14,243.45
2013-03-15,244.75
2013-03-18,245.95
2013-03-19,245.1
2013-03-20,244.8
2013-03-21,242.4
2013-03-22,242.8
2013-03-25,243.55
2013-03-26,241.9
2013-03-28,242.55
2013-04-01,242.3
2013-04-02,243.55
2013-04-03,243.55
2013-04-04,245.7
2013-04-05,246.75
2013-04-08,245.05
2013-04-09,245.5
2013-04-10,250.85
2013-04-11,260.15
2013-04-12,260.05
2013-04-15,255.95
2013-04-16,253.8
2013-04-17,255.0
2013-04-18,257.2
2013-04-22,248.3
2013-04-23,249.3
2013-04-25,250.0
2013-04-26,246.65
2013-04-29,245.25
2013-04-30,245.2
2013-05-02,245.35
2013-05-03,245.2
2013-05-06,245.2
2013-05-07,245.75
2013-05-08,246.55
2013-05-09,246.5
2013-05-10,246.5
2013-05-11,245.3
2013-05-13,245.25
2013-05-14,246.5
2013-05-15,246.6
2013-05-16,251.85
2013-05-17,246.55
2013-05-20,246.15
2013-05-21,246.6
2013-05-22,245.25
2013-05-23,245.9
2013-05-24,246.9
2013-05-27,247.5
2013-05-28,246.8
2013-05-29,248.7
2013-05-30,249.25
2013-05-31,248.55
2013-06-03,248.95
2013-06-04,249.15
2013-06-05,249.1
2013-06-06,248.0
2013-06-07,248.0
2013-06-10,249.5
2013-06-11,248.75
2013-06-12,249.05
2013-06-13,246.4
2013-06-14,246.45
2013-06-17,248.95
2013-06-18,252.0
2013-06-19,254.8
2013-06-20,253.0
2013-06-21,253.0
2013-06-24,252.0
2013-06-25,249.85
2013-06-26,247.2
2013-06-27,249.85
2013-06-28,250.35
2013-07-01,254.45
2013-07-02,260.4
2013-07-03,255.7
2013-07-04,255.8
2013-07-05,254.0
2013-07-08,251.0
2013-07-09,250.75
2013-07-10,248.95
2013-07-11,247.95
2013-07-12,249.55
2013-07-15,249.95
2013-07-16,249.5
2013-07-17,249.3
2013-07-18,250.0
2013-07-19,247.9
2013-07-22,242.2
2013-07-23,241.6
2013-07-24,247.65
2013-07-25,244.95
2013-07-26,241.9
2013-07-29,237.95
2013-07-30,229.35
2013-07-31,221.5
2013-08-01,220.4
2013-08-02,211.8
2013-08-05,216.9
2013-08-06,210.9
2013-08-07,212.45
2013-08-08,221.15
2013-08-12,222.5
2013-08-13,222.65
2013-08-14,223.5
2013-08-16,216.95
2013-08-19,219.75
2013-08-20,217.0
2013-08-21,217.05
2013-08-22,223.2
2013-08-23,225.65
2013-08-26,232.35
2013-08-27,229.85
2013-08-28,229.85
2013-08-29,226.6
2013-08-30,227.4
2013-09-02,238.35
2013-09-03,237.6
2013-09-04,236.65
2013-09-05,237.95
2013-09-06,236.6
2013-09-10,230.25
2013-09-11,226.5
2013-09-12,227.4
2013-09-13,219.05
2013-09-16,213.9
2013-09-17,223.15
2013-09-18,229.6
2013-09-19,225.65
2013-09-20,223.95
2013-09-23,224.5
2013-09-24,225.7
2013-09-25,230.75
2013-09-26,225.2
2013-09-27,227.75
2013-09-30,230.75
2013-10-01,230.2
2013-10-03,238.45
2013-10-04,245.0
2013-10-07,247.25
2013-10-08,247.9
2013-10-09,247.85
2013-10-10,249.1
2013-10-11,246.6
2013-10-14,249.1
2013-10-15,245.7
2013-10-17,252.9
2013-10-18,248.45
2013-10-21,252.05
2013-10-22,253.0
2013-10-23,261.25
2013-10-24,264.65
2013-10-25,265.45
2013-10-28,270.75
2013-10-29,268.9
2013-10-30,270.8
2013-10-31,269.05
2013-11-01,266.85
2013-11-03,270.4
2013-11-05,269.3
2013-11-06,282.55
2013-11-07,286.65
2013-11-08,285.45
2013-11-11,310.45
2013-11-12,307.85
2013-11-13,312.2
2013-11-14,308.8
2013-11-18,310.35
2013-11-19,311.15
2013-11-20,323.6
2013-11-21,321.2
2013-11-22,325.2
2013-11-25,333.1
2013-11-26,336.1
2013-11-27,337.95
2013-11-28,336.1
2013-11-29,323.05
2013-12-02,327.35
2013-12-03,327.5
2013-12-04,330.45
2013-12-05,332.1
2013-12-06,326.95
2013-12-09,322.7
2013-12-10,316.0
2013-12-11,318.0
2013-12-12,317.75
2013-12-13,312.25
2013-12-16,334.55
2013-12-17,333.45
2013-12-18,334.75
2013-12-19,335.35
2013-12-20,341.95
2013-12-23,341.3
2013-12-24,338.65
2013-12-26,341.85
2013-12-27,348.65
2013-12-30,349.9
2013-12-31,356.55
2014-01-01,373.35
2014-01-02,367.6
2014-01-03,384.7
2014-01-06,396.7
2014-01-07,407.95
2014-01-08,401.65
2014-01-09,411.5
2014-01-10,411.05
2014-01-13,413.0
2014-01-14,404.85
2014-01-15,404.65
2014-01-16,392.5
2014-01-17,379.4
2014-01-20,393.75
2014-01-21,409.7
2014-01-22,385.95
2014-01-23,378.4
2014-01-24,380.2
2014-01-27,372.7
2014-01-28,361.55
2014-01-29,359.7
2014-01-30,363.05
2014-01-31,382.8
2014-02-03,374.95
2014-02-04,372.15
2014-02-05,368.45
2014-02-06,364.15
2014-02-07,363.3
2014-02-10,361.35
2014-02-11,365.85
2014-02-12,365.75
2014-02-13,373.75
2014-02-14,385.2
2014-02-17,385.75
2014-02-18,390.35
2014-02-19,398.65
2014-02-20,402.5
2014-02-21,404.55
2014-02-24,394.2
2014-02-25,392.35
2014-02-26,386.65
2014-02-28,395.75
2014-03-03,389.25
2014-03-04,393.0
2014-03-05,395.45
2014-03-06,394.4
2014-03-07,387.3
2014-03-10,377.4
2014-03-11,383.0
2014-03-12,386.7
2014-03-13,374.25
2014-03-14,387.3
2014-03-18,402.2
2014-03-19,390.85
2014-03-20,390.95
2014-03-21,390.7
2014-03-22,393.3
2014-03-24,387.5
2014-03-25,382.95
2014-03-26,377.95
2014-03-27,385.2
2014-03-28,375.0
2014-03-31,375.1
2014-04-01,377.85
2014-04-02,388.1
2014-04-03,390.4
2014-04-04,380.5
2014-04-07,382.2
2014-04-09,375.85
2014-04-10,369.6
2014-04-11,362.85
2014-04-15,369.2
2014-04-16,370.6
2014-04-17,373.45
2014-04-21,375.0
2014-04-22,369.8
2014-04-23,382.35
2014-04-25,376.5
2014-04-28,370.25
2014-04-29,366.5
2014-04-30,361.55
2014-05-02,359.75
2014-05-05,357.85
2014-05-06,352.35
2014-05-07,349.6
2014-05-08,353.5
2014-05-09,345.55
2014-05-12,342.55
2014-05-13,352.05
2014-05-14,357.5
2014-05-15,350.75
2014-05-16,342.15
2014-05-19,342.15
2014-05-20,353.85
2014-05-21,349.85
2014-05-22,348.65
2014-05-23,349.15
2014-05-26,357.3
2014-05-27,365.45
2014-05-28,366.0
2014-05-29,359.6
2014-05-30,365.35
2014-06-02,378.1
2014-06-03,384.4
2014-06-04,372.2
2014-06-05,374.75
2014-06-06,373.5
2014-06-09,405.4
2014-06-10,410.6
2014-06-11,401.25
2014-06-12,402.1
2014-06-13,394.65
2014-06-16,399.15
2014-06-17,400.7
2014-06-18,399.75
2014-06-19,394.85
2014-06-20,401.35
2014-06-23,407.1
2014-06-24,414.95
2014-06-25,419.25
2014-06-26,418.1
2014-06-27,429.55
2014-06-30,438.4
2014-07-01,432.35
2014-07-02,431.3
2014-07-03,428.8
2014-07-04,448.75
2014-07-07,467.7
2014-07-08,439.65
2014-07-09,430.1
2014-07-10,429.8
2014-07-11,435.2
2014-07-14,428.35
2014-07-15,415.05
2014-07-16,426.25
2014-07-17,427.8
2014-07-18,440.75
2014-07-21,432.95
2014-07-22,441.95
2014-07-23,458.8
2014-07-24,439.35
2014-07-25,437.05
2014-07-28,434.75
2014-07-30,423.6
2014-07-31,421.35
2014-08-01,412.15
2014-08-04,424.75
2014-08-05,443.4
2014-08-06,445.4
2014-08-07,434.45
2014-08-08,430.8
2014-08-11,441.45
2014-08-12,441.2
2014-08-13,432.15
2014-08-14,427.8
2014-08-18,437.2
2014-08-19,434.3
2014-08-20,434.45
2014-08-21,436.1
2014-08-22,455.95
2014-08-25,441.5
2014-08-26,438.9
2014-08-27,448.95
2014-08-28,444.3
2014-09-01,453.9
2014-09-02,457.0
2014-09-03,455.7
2014-09-04,460.9
2014-09-05,478.75
2014-09-08,472.55
2014-09-09,480.9
2014-09-10,486.3
2014-09-11,523.95
2014-09-12,562.95
2014-09-15,622.15
2014-09-16,578.05
2014-09-17,572.9
2014-09-18,619.15
2014-09-19,661.45
2014-09-22,656.05
2014-09-23,611.15
2014-09-24,604.9
2014-09-25,578.95
2014-09-26,580.6
2014-09-29,582.5
2014-09-30,615.85
2014-10-01,617.7
2014-10-07,611.6
2014-10-08,624.75
2014-10-09,633.0
2014-10-10,620.4
2014-10-13,637.05
2014-10-14,623.7
2014-10-16,611.0
2014-10-17,599.1
2014-10-20,604.3
2014-10-21,599.15
2014-10-22,601.15
2014-10-23,595.85
2014-10-27,598.7
2014-10-28,580.4
2014-10-29,604.7
2014-10-30,609.05
2014-10-31,607.25
2014-11-03,611.0
2014-11-05,613.8
2014-11-07,609.7
2014-11-10,609.45
2014-11-11,606.15
2014-11-12,596.55
2014-11-13,613.75
2014-11-14,608.1
2014-11-17,615.55
2014-11-18,611.75
2014-11-19,603.55
2014-11-20,603.05
2014-11-21,603.95
2014-11-24,608.05
2014-11-25,595.45
2014-11-26,595.2
2014-11-27,595.8
2014-11-28,590.55
2014-12-01,596.25
2014-12-02,596.3
2014-12-03,593.5
2014-12-04,596.35
2014-12-05,624.8
2014-12-08,596.6
2014-12-09,596.55
2014-12-10,596.6
2014-12-11,580.8
2014-12-12,573.0
2014-12-15,581.7
2014-12-16,582.6
2014-12-17,579.35
2014-12-18,591.75
2014-12-19,579.35
2014-12-22,573.85
2014-12-23,575.6
2014-12-24,580.3
2014-12-26,621.5
2014-12-29,605.95
2014-12-30,597.3
2014-12-31,604.4
2015-01-01,605.9
2015-01-02,612.8
2015-01-05,602.4
2015-01-06,591.25
2015-01-07,590.05
2015-01-08,592.05
2015-01-09,603.15
2015-01-12,604.8
2015-01-13,607.85
2015-01-14,627.05
2015-01-15,639.55
2015-01-16,644.9
2015-01-19,643.55
2015-01-20,655.75
2015-01-21,678.2
2015-01-22,676.7
2015-01-23,676.75
2015-01-27,666.75
2015-01-28,660.35
2015-01-29,656.7
2015-01-30,652.4
2015-02-02,641.6
2015-02-03,644.25
2015-02-04,632.25
2015-02-05,630.25
2015-02-06,634.9
2015-02-09,637.15
2015-02-10,634.3
2015-02-11,630.7
2015-02-12,643.95
2015-02-13,656.3
2015-02-16,712.25
2015-02-18,742.7
2015-02-19,732.5
2015-02-20,726.3
2015-02-23,726.25
2015-02-24,724.8
2015-02-25,702.75
2015-02-26,703.65
2015-02-27,721.85
2015-02-28,723.05
2015-03-02,721.4
2015-03-03,728.4
2015-03-04,704.7
2015-03-05,731.8
2015-03-09,678.4
2015-03-10,651.15
2015-03-11,649.5
2015-03-12,658.65
2015-03-13,639.9
2015-03-16,615.15
2015-03-17,615.0
2015-03-18,633.1
2015-03-19,625.55
2015-03-20,619.65
2015-03-23,624.2
2015-03-24,640.7
2015-03-25,635.95
2015-03-26,637.75
2015-03-27,642.7
2015-03-30,640.35
2015-03-31,643.1
2015-04-01,679.15
2015-04-06,694.25
2015-04-07,695.8
2015-04-08,715.6
2015-04-09,734.85
2015-04-10,744.45
2015-04-13,751.6
2015-04-15,749.95
2015-04-16,752.7
2015-04-17,744.0
2015-04-20,748.85
2015-04-21,735.95
2015-04-22,727.85
2015-04-23,738.4
2015-04-24,699.8
2015-04-27,692.9
2015-04-28,714.95
2015-04-29,678.2
2015-04-30,698.55
2015-05-04,690.05
2015-05-05,685.35
2015-05-06,694.35
2015-05-07,685.15
2015-05-08,707.3
2015-05-11,704.2
2015-05-12,702.75
2015-05-13,699.8
2015-05-14,713.05
2015-05-15,706.85
2015-05-18,719.1
2015-05-19,713.5
2015-05-20,725.35
2015-05-21,745.35
2015-05-22,754.4
2015-05-25,735.2
2015-05-26,743.15
2015-05-27,742.25
2015-05-28,736.85
2015-05-29,774.1
2015-06-01,760.6
2015-06-02,739.5
2015-06-03,715.85
2015-06-04,706.65
2015-06-05,715.4
2015-06-08,704.3
2015-06-09,687.95
2015-06-10,681.7
2015-06-11,663.55
2015-06-12,655.3
2015-06-15,667.4
2015-06-16,649.2
2015-06-17,645.15
2015-06-18,662.1
2015-06-19,670.6
2015-06-22,684.65
2015-06-23,685.45
2015-06-24,684.95
2015-06-25,672.35
2015-06-26,673.75
2015-06-29,658.45
2015-06-30,657.95
2015-07-01,672.75
2015-07-02,686.35
2015-07-03,677.0
2015-07-06,674.45
2015-07-07,671.75
2015-07-08,665.85
2015-07-09,657.05
2015-07-10,663.05
2015-07-13,677.75
2015-07-14,688.3
2015-07-15,744.1
2015-07-16,764.3
2015-07-17,759.25
2015-07-20,761.8
2015-07-21,778.55
2015-07-22,870.2
2015-07-23,840.0
2015-07-24,849.65
2015-07-27,832.0
2015-07-28,878.55
2015-07-29,865.75
2015-07-30,951.95
2015-07-31,955.3
2015-08-03,979.25
2015-08-04,971.2
2015-08-05,966.15
2015-08-06,956.8
2015-08-07,945.25
2015-08-10,917.6
2015-08-11,899.15
2015-08-12,845.7
2015-08-13,913.6
2015-08-14,914.7
2015-08-17,916.7
2015-08-18,929.4
2015-08-19,920.15
