Date,FINPIPE
2013-01-01,61.95
2013-01-02,62.45
2013-01-03,62.65
2013-01-04,62.0
2013-01-07,62.35
2013-01-08,62.0
2013-01-09,61.7
2013-01-10,61.65
2013-01-11,60.55
2013-01-14,61.2
2013-01-15,60.9
2013-01-16,60.15
2013-01-17,60.75
2013-01-18,60.85
2013-01-21,71.45
2013-01-22,73.3
2013-01-23,73.85
2013-01-24,75.0
2013-01-25,73.9
2013-01-28,73.7
2013-01-29,75.1
2013-01-30,78.75
2013-01-31,78.8
2013-02-01,76.75
2013-02-04,79.0
2013-02-05,78.85
2013-02-06,79.05
2013-02-07,79.85
2013-02-08,78.85
2013-02-11,78.25
2013-02-12,79.15
2013-02-13,78.95
2013-02-14,78.9
2013-02-15,78.15
2013-02-18,81.85
2013-02-19,86.7
2013-02-20,86.5
2013-02-21,88.2
2013-02-22,88.1
2013-02-25,90.3
2013-02-26,89.75
2013-02-27,87.3
2013-02-28,86.95
2013-03-01,87.9
2013-03-04,86.9
2013-03-05,87.05
2013-03-06,88.15
2013-03-07,92.25
2013-03-08,93.1
2013-03-11,96.75
2013-03-12,99.35
2013-03-13,100.1
2013-03-14,96.4
2013-03-15,96.05
2013-03-18,97.3
2013-03-19,95.15
2013-03-20,94.25
2013-03-21,94.0
2013-03-22,93.05
2013-03-25,94.15
2013-03-26,94.85
2013-03-28,95.9
2013-04-01,98.15
2013-04-02,103.5
2013-04-03,102.6
2013-04-04,99.85
2013-04-05,97.05
2013-04-08,94.35
2013-04-09,95.15
2013-04-10,96.9
2013-04-11,99.2
2013-04-12,96.95
2013-04-15,96.4
2013-04-16,97.25
2013-04-17,97.1
2013-04-18,99.9
2013-04-22,105.0
2013-04-23,104.05
2013-04-25,105.55
2013-04-26,106.1
2013-04-29,107.05
2013-04-30,104.95
2013-05-02,102.1
2013-05-03,99.3
2013-05-06,119.15
2013-05-07,121.55
2013-05-08,117.6
2013-05-09,123.05
2013-05-10,123.1
2013-05-11,122.1
2013-05-13,118.85
2013-05-14,120.25
2013-05-15,123.3
2013-05-16,123.25
2013-05-17,121.0
2013-05-20,122.15
2013-05-21,125.15
2013-05-22,125.65
2013-05-23,125.5
2013-05-24,130.35
2013-05-27,135.25
2013-05-28,134.8
2013-05-29,133.7
2013-05-30,132.8
2013-05-31,132.65
2013-06-03,136.3
2013-06-04,138.25
2013-06-05,137.95
2013-06-06,138.6
2013-06-07,136.25
2013-06-10,134.9
2013-06-11,129.2
2013-06-12,127.75
2013-06-13,128.65
2013-06-14,128.9
2013-06-17,132.25
2013-06-18,133.75
2013-06-19,134.45
2013-06-20,131.85
2013-06-21,131.05
2013-06-24,125.5
2013-06-25,121.05
2013-06-26,121.65
2013-06-27,124.4
2013-06-28,124.05
2013-07-01,128.55
2013-07-02,131.2
2013-07-03,129.15
2013-07-04,131.05
2013-07-05,127.85
2013-07-08,129.05
2013-07-09,129.3
2013-07-10,127.95
2013-07-11,127.45
2013-07-12,125.15
2013-07-15,127.8
2013-07-16,127.0
2013-07-17,126.55
2013-07-18,132.9
2013-07-19,131.9
2013-07-22,131.0
2013-07-23,132.3
2013-07-24,130.1
2013-07-25,130.2
2013-07-26,130.2
2013-07-29,130.15
2013-07-30,128.15
2013-07-31,123.6
2013-08-01,119.1
2013-08-02,115.75
2013-08-05,115.2
2013-08-06,109.9
2013-08-07,115.55
2013-08-08,118.05
2013-08-12,115.05
2013-08-13,116.6
2013-08-14,117.05
2013-08-16,113.5
2013-08-19,115.4
2013-08-20,115.3
2013-08-21,113.6
2013-08-22,114.4
2013-08-23,116.2
2013-08-26,117.25
2013-08-27,115.65
2013-08-28,113.2
2013-08-29,107.15
2013-08-30,103.8
2013-09-02,104.0
2013-09-03,101.4
2013-09-04,100.45
2013-09-05,104.9
2013-09-06,109.25
2013-09-10,109.85
2013-09-11,112.2
2013-09-12,110.95
2013-09-13,123.25
2013-09-16,119.2
2013-09-17,121.05
2013-09-18,119.15
2013-09-19,119.75
2013-09-20,117.45
2013-09-23,114.95
2013-09-24,114.3
2013-09-25,113.2
2013-09-26,113.45
2013-09-27,112.3
2013-09-30,110.7
2013-10-01,111.3
2013-10-03,114.05
2013-10-04,116.15
2013-10-07,115.25
2013-10-08,116.6
2013-10-09,116.55
2013-10-10,115.85
2013-10-11,114.45
2013-10-14,114.15
2013-10-15,114.65
2013-10-17,112.55
2013-10-18,115.95
2013-10-21,118.2
2013-10-22,126.45
2013-10-23,125.15
2013-10-24,122.55
2013-10-25,125.2
2013-10-28,126.2
2013-10-29,126.3
2013-10-30,121.7
2013-10-31,129.05
2013-11-01,127.35
2013-11-03,132.85
2013-11-05,136.55
2013-11-06,145.55
2013-11-07,140.6
2013-11-08,137.5
2013-11-11,135.0
2013-11-12,137.25
2013-11-13,135.6
2013-11-14,141.1
2013-11-18,146.3
2013-11-19,147.25
2013-11-20,147.1
