Date,UTINIFTETF
2017-11-27,1077.1
2017-11-28,1076.8
2017-11-29,1076.0
2017-12-01,1048.05
2017-12-04,1052.5
2017-12-05,1047.6
2017-12-06,1040.85
2017-12-07,1053.2
2017-12-08,1065.58
2017-12-11,1068.18
2017-12-12,1062.7
2017-12-13,1055.0
2017-12-15,1066.7
2017-12-18,1075.75
2017-12-19,1077.0
2017-12-20,1080.4
2017-12-21,1080.05
2017-12-22,1080.16
2017-12-26,1087.21
2017-12-27,1086.99
2017-12-28,1088.05
2017-12-29,1090.9
