Date,RELAXO
2013-01-01,803.95
2013-01-02,808.15
2013-01-03,807.45
2013-01-04,808.1
2013-01-07,848.55
2013-01-08,850.55
2013-01-09,847.6
2013-01-10,847.05
2013-01-11,850.2
2013-01-14,869.6
2013-01-15,899.1
2013-01-16,876.25
2013-01-17,869.6
2013-01-18,877.4
2013-01-21,870.75
2013-01-22,862.9
2013-01-23,865.95
2013-01-24,821.45
2013-01-25,812.85
2013-01-28,818.25
2013-01-29,818.35
2013-01-30,808.9
2013-01-31,822.0
2013-02-01,818.0
2013-02-04,756.1
2013-02-05,735.65
2013-02-06,748.65
2013-02-07,729.45
2013-02-08,723.1
2013-02-11,729.2
2013-02-12,706.3
2013-02-13,682.45
2013-02-14,651.85
2013-02-15,683.7
2013-02-18,676.95
2013-02-19,678.45
2013-02-20,678.3
2013-02-21,661.55
2013-02-22,662.85
2013-02-25,608.3
2013-02-26,622.3
2013-02-27,626.45
2013-02-28,650.95
2013-03-01,635.15
2013-03-04,607.85
2013-03-05,616.45
2013-03-06,632.35
2013-03-07,645.1
2013-03-08,673.55
2013-03-11,649.35
2013-03-12,663.55
2013-03-13,663.25
2013-03-14,651.35
2013-03-15,634.95
2013-03-18,650.35
2013-03-19,631.4
2013-03-20,612.95
2013-03-21,576.65
2013-03-22,556.8
2013-03-25,581.1
2013-03-26,586.0
2013-03-28,588.65
2013-04-01,579.3
2013-04-02,560.8
2013-04-03,549.6
2013-04-04,553.3
2013-04-05,536.05
2013-04-08,553.2
2013-04-09,535.75
2013-04-10,535.0
2013-04-11,547.75
2013-04-12,554.2
2013-04-15,555.05
2013-04-16,565.85
2013-04-17,567.4
2013-04-18,564.1
2013-04-22,565.35
2013-04-23,565.0
2013-04-25,569.6
2013-04-26,572.35
2013-04-29,598.7
2013-04-30,592.65
2013-05-02,608.9
2013-05-03,589.9
2013-05-06,593.25
2013-05-07,588.9
2013-05-08,583.0
2013-05-09,565.2
2013-05-10,585.55
2013-05-11,574.4
2013-05-13,609.1
2013-05-14,610.0
2013-05-15,609.8
2013-05-16,621.05
2013-05-17,623.25
2013-05-20,615.65
2013-05-21,607.15
2013-05-22,624.1
2013-05-23,637.45
2013-05-24,629.0
2013-05-27,641.95
2013-05-28,645.55
2013-05-29,646.75
2013-05-30,650.25
2013-05-31,650.0
2013-06-03,658.35
2013-06-04,675.6
2013-06-05,677.1
2013-06-06,690.4
2013-06-07,684.85
2013-06-10,681.15
2013-06-11,655.8
2013-06-12,669.5
2013-06-13,665.0
2013-06-14,695.15
