Date,RSYSTEMS
2013-01-01,213.55
2013-01-02,202.5
2013-01-03,200.6
2013-01-04,199.1
2013-01-07,195.25
2013-01-08,203.7
2013-01-09,205.2
2013-01-10,201.4
2013-01-11,204.1
2013-01-14,209.4
2013-01-15,212.25
2013-01-16,210.7
2013-01-17,211.0
2013-01-18,203.55
2013-01-21,211.45
2013-01-22,212.5
2013-01-23,214.2
2013-01-24,214.9
2013-01-25,214.7
2013-01-28,219.9
2013-01-29,218.65
2013-01-30,224.65
2013-01-31,227.4
2013-02-01,225.5
2013-02-04,229.25
2013-02-05,227.65
2013-02-06,229.05
2013-02-07,229.2
2013-02-08,227.15
2013-02-11,229.55
2013-02-12,229.6
2013-02-13,229.55
2013-02-14,229.95
2013-02-15,229.55
2013-02-18,229.8
2013-02-19,229.25
2013-02-20,230.0
2013-02-21,229.15
2013-02-22,229.0
2013-02-25,229.95
2013-02-26,229.15
2013-02-27,227.15
2013-02-28,229.85
2013-03-01,230.55
2013-03-04,229.25
2013-03-05,229.0
2013-03-06,229.9
2013-03-07,229.55
2013-03-08,229.95
2013-03-11,229.0
2013-03-12,228.9
2013-03-13,225.45
2013-03-14,229.75
2013-03-15,228.2
2013-03-18,228.8
2013-03-19,230.1
2013-03-20,229.95
2013-03-21,230.3
2013-03-22,228.85
2013-03-25,229.05
2013-03-26,229.6
2013-03-28,228.8
2013-04-01,229.55
2013-04-02,230.65
2013-04-03,230.0
2013-04-04,228.0
2013-04-05,224.7
2013-04-08,229.65
2013-04-09,227.9
2013-04-10,229.65
2013-04-11,228.65
2013-04-12,229.05
2013-04-15,229.1
2013-04-16,231.2
2013-04-17,234.9
2013-04-18,230.0
2013-04-22,234.15
2013-04-23,234.85
2013-04-25,234.75
2013-04-26,233.4
2013-04-29,232.05
2013-04-30,227.9
2013-05-02,225.95
2013-05-03,225.95
2013-05-06,223.65
2013-05-07,225.1
2013-05-08,221.9
2013-05-09,221.7
2013-05-10,221.2
2013-05-13,221.6
2013-05-14,222.0
2013-05-15,221.3
2013-05-16,223.1
2013-05-17,221.0
2013-05-20,221.35
2013-05-21,222.1
2013-05-22,221.3
2013-05-23,223.1
2013-05-24,224.95
2013-05-27,221.15
2013-05-28,221.0
2013-05-29,221.0
2013-05-30,221.0
2013-05-31,221.0
2013-06-03,222.7
2013-06-04,221.0
2013-06-05,221.0
2013-06-06,221.0
2013-06-07,221.0
2013-06-10,221.0
2013-06-11,221.0
2013-06-12,221.0
2013-06-13,221.0
2013-06-14,221.0
2013-06-17,221.1
2013-06-18,221.0
2013-06-19,221.0
2013-06-20,221.0
2013-06-21,220.65
2013-06-24,220.55
2013-06-25,220.4
2013-06-26,220.65
2013-06-27,220.4
2013-06-28,221.0
2013-07-01,221.0
2013-07-02,221.0
2013-07-03,221.0
2013-07-04,221.0
2013-07-05,221.0
2013-07-10,221.15
2013-07-11,221.0
2013-07-12,221.0
2013-07-16,221.0
2013-07-17,221.0
2013-07-18,221.0
2013-07-19,221.05
2013-07-22,222.0
2013-07-23,224.8
2013-07-24,221.0
2013-07-25,221.0
2013-07-29,221.0
2013-07-31,221.0
2013-08-01,210.0
2013-08-02,200.0
2013-08-05,220.0
2013-08-06,215.0
2013-08-07,258.0
2013-08-08,220.1
2013-08-12,230.0
2013-08-14,220.0
2013-08-16,230.0
2013-08-19,230.05
2013-08-21,225.0
2013-08-22,225.05
2013-08-23,230.0
2013-08-26,264.7
2013-08-27,252.95
2013-08-28,275.0
2013-08-29,275.0
2013-08-30,275.9
2013-09-02,273.2
2013-09-03,275.0
2013-09-04,290.0
2013-09-05,299.0
2013-09-06,284.9
2013-09-10,293.4
2013-09-11,293.0
2013-09-12,293.45
2013-09-13,293.55
2013-09-16,293.7
2013-09-17,292.0
2013-09-18,293.4
2013-09-19,293.45
2013-09-20,293.5
2013-09-23,293.5
2013-09-24,293.5
2013-09-25,293.0
2013-09-26,293.0
2013-09-27,293.0
2013-09-30,282.1
2013-10-01,284.1
2013-10-03,282.5
2013-10-04,293.0
2013-10-07,289.0
2013-10-08,290.0
2013-10-09,300.0
2013-10-10,295.0
2013-10-11,300.0
2013-10-14,294.5
2013-10-15,292.0
2013-10-17,295.0
2013-10-18,300.0
2013-10-21,300.0
2013-10-22,300.0
2013-10-23,300.05
2013-10-24,299.25
2013-10-25,295.0
2013-10-28,328.0
2013-10-29,329.2
2013-10-30,330.0
2013-10-31,329.0
2013-11-01,326.0
2013-11-03,326.5
2013-11-05,325.1
2013-11-06,331.0
2013-11-07,330.0
2013-11-08,325.0
2013-11-11,325.0
2013-11-12,365.0
2013-11-13,350.0
2013-11-14,351.0
2013-11-18,350.0
2013-11-19,350.0
2013-11-20,350.0
2013-11-21,352.0
2013-11-22,350.0
2013-11-25,350.0
2013-11-26,350.0
2013-11-27,350.0
2013-11-28,351.0
2013-11-29,351.9
2013-12-02,365.0
2013-12-03,350.0
2013-12-04,367.9
2013-12-05,352.0
2013-12-06,352.0
2013-12-09,350.0
2013-12-10,350.05
2013-12-11,352.0
2013-12-12,351.1
2013-12-13,350.1
2013-12-16,350.1
2013-12-17,350.0
2013-12-18,350.0
2013-12-19,351.0
2013-12-20,355.0
2013-12-23,353.0
2013-12-24,350.0
2013-12-26,352.05
2013-12-27,361.0
2013-12-30,370.0
2013-12-31,370.0
2014-01-01,375.0
2014-01-02,358.1
2014-01-03,370.0
2014-01-06,374.5
2014-01-07,370.0
2014-01-08,368.05
2014-01-09,365.0
2014-01-10,369.0
2014-01-13,362.8
2014-01-14,364.4
2014-01-15,364.4
2014-01-16,367.4
2014-01-17,370.25
2014-01-20,370.0
2014-01-21,373.95
2014-01-22,370.25
2014-01-23,373.8
2014-01-24,370.05
2014-01-27,369.0
2014-01-28,371.4
2014-01-29,374.0
2014-01-30,378.25
2014-01-31,381.55
2014-02-03,383.65
2014-02-04,384.7
2014-02-05,391.9
2014-02-06,465.95
2014-02-07,471.4
2014-02-10,494.4
2014-02-11,500.55
2014-02-12,485.3
2014-02-13,480.6
2014-02-14,490.15
2014-02-17,494.3
2014-02-18,497.6
2014-02-19,482.75
2014-02-20,542.15
2014-02-21,633.65
2014-02-24,672.0
2014-02-25,626.4
2014-02-26,62.6
2014-02-28,61.8
2014-03-03,55.65
2014-03-04,50.1
2014-03-05,47.9
2014-03-06,50.25
2014-03-07,48.15
2014-03-10,45.75
2014-03-11,47.9
2014-03-12,47.4
2014-03-13,45.65
2014-03-14,43.45
2014-03-18,43.6
2014-03-19,43.45
2014-03-20,42.7
2014-03-21,42.7
2014-03-22,43.15
2014-03-24,41.0
2014-03-25,39.2
2014-03-26,39.55
2014-03-27,37.75
2014-03-28,36.2
2014-03-31,38.0
2014-04-01,39.9
2014-04-02,41.85
2014-04-03,43.9
2014-04-04,46.05
2014-04-07,43.95
2014-04-09,42.2
2014-04-10,43.15
2014-04-11,42.85
2014-04-15,43.0
2014-04-16,42.5
2014-04-17,42.25
2014-04-21,41.7
2014-04-22,41.0
2014-04-23,40.75
2014-04-25,42.75
2014-04-28,43.1
2014-04-29,41.4
2014-04-30,39.65
2014-05-02,41.6
2014-05-05,43.65
2014-05-06,45.8
2014-05-07,47.4
2014-05-08,43.55
2014-05-09,45.65
2014-05-12,45.2
2014-05-13,44.1
2014-05-14,43.25
2014-05-15,43.35
2014-05-16,41.95
2014-05-19,41.9
2014-05-20,42.55
2014-05-21,43.4
2014-05-22,44.45
2014-05-23,44.3
2014-05-26,43.8
2014-05-27,43.2
2014-05-28,48.95
2014-05-29,47.6
2014-05-30,46.6
2014-06-02,47.3
2014-06-03,47.55
2014-06-04,47.5
2014-06-05,48.45
2014-06-06,49.45
2014-06-09,49.95
2014-06-10,49.7
2014-06-11,49.5
2014-06-12,48.55
2014-06-13,47.75
2014-06-16,47.25
2014-06-17,44.9
2014-06-18,43.55
2014-06-19,41.5
2014-06-20,44.1
2014-06-23,44.0
2014-06-24,44.15
2014-06-25,44.3
2014-06-26,44.3
2014-06-27,45.2
2014-06-30,47.2
2014-07-01,55.95
2014-07-02,51.6
2014-07-03,51.1
2014-07-04,52.05
2014-07-07,52.6
2014-07-08,48.2
2014-07-09,46.75
2014-07-10,47.75
2014-07-11,46.35
2014-07-14,47.0
2014-07-15,47.45
2014-07-16,49.0
2014-07-17,49.3
2014-07-18,49.85
2014-07-21,49.4
2014-07-22,50.25
2014-07-23,49.8
2014-07-24,49.8
2014-07-25,50.1
2014-07-28,52.9
2014-07-30,54.05
2014-07-31,54.5
2014-08-01,52.75
2014-08-04,51.25
2014-08-05,50.6
2014-08-06,51.05
2014-08-07,49.95
2014-08-08,49.75
2014-08-11,51.35
2014-08-12,52.1
2014-08-13,50.45
2014-08-14,50.2
2014-08-18,49.95
2014-08-19,49.5
2014-08-20,49.45
2014-08-21,53.9
2014-08-22,53.65
2014-08-25,51.45
2014-08-26,49.95
2014-08-27,50.3
2014-08-28,50.3
2014-09-01,50.75
2014-09-02,51.8
2014-09-03,50.4
2014-09-04,50.05
2014-09-05,51.2
2014-09-08,54.6
2014-09-09,53.15
2014-09-10,54.85
2014-09-11,53.9
2014-09-12,53.0
2014-09-15,52.1
2014-09-16,48.85
2014-09-17,50.25
2014-09-18,50.8
2014-09-19,50.9
2014-09-22,50.6
2014-09-23,50.65
2014-09-24,49.8
2014-09-25,48.65
2014-09-26,49.3
2014-09-29,52.2
2014-09-30,50.5
2014-10-01,50.9
2014-10-07,51.9
2014-10-08,51.55
2014-10-09,51.75
2014-10-10,53.4
2014-10-13,53.2
2014-10-14,52.8
2014-10-16,52.8
2014-10-17,52.95
2014-10-20,53.0
2014-10-21,54.0
2014-10-22,55.0
2014-10-23,55.75
2014-10-27,55.05
2014-10-28,55.2
2014-10-29,56.0
2014-10-30,59.25
2014-10-31,63.95
2014-11-03,63.6
2014-11-05,63.1
2014-11-07,62.5
2014-11-10,61.05
2014-11-11,62.15
2014-11-12,61.1
2014-11-13,60.95
2014-11-14,64.15
2014-11-17,72.3
2014-11-18,70.1
2014-11-19,68.4
2014-11-20,68.4
2014-11-21,67.6
2014-11-24,67.1
2014-11-25,69.1
2014-11-26,68.1
2014-11-27,67.7
2014-11-28,68.8
2014-12-01,67.15
2014-12-02,66.45
2014-12-03,67.9
2014-12-04,69.25
2014-12-05,69.25
2014-12-08,70.75
2014-12-09,69.65
2014-12-10,68.8
2014-12-11,75.75
2014-12-12,82.0
2014-12-15,84.55
2014-12-16,80.2
2014-12-17,80.85
2014-12-18,81.25
2014-12-19,82.1
2014-12-22,93.25
2014-12-23,88.85
2014-12-24,89.05
2014-12-26,86.7
2014-12-29,86.8
2014-12-30,87.0
2014-12-31,86.6
2015-01-01,86.45
2015-01-02,85.25
2015-01-05,86.1
2015-01-06,87.05
2015-01-07,89.55
2015-01-08,90.4
2015-01-09,88.6
2015-01-12,87.5
2015-01-13,87.1
2015-01-14,87.2
2015-01-15,87.75
2015-01-16,87.1
2015-01-19,87.35
2015-01-20,87.3
2015-01-21,87.1
2015-01-22,87.7
2015-01-23,87.15
2015-01-27,88.45
2015-01-28,87.7
2015-01-29,87.0
2015-01-30,87.55
2015-02-02,88.55
2015-02-03,87.8
2015-02-04,88.1
2015-02-05,87.15
2015-02-06,88.75
2015-02-09,87.2
2015-02-10,87.1
2015-02-11,87.2
2015-02-12,86.6
2015-02-13,85.1
2015-02-16,81.7
2015-02-18,78.75
2015-02-19,77.45
2015-02-20,77.0
2015-02-23,78.1
2015-02-24,78.8
2015-02-25,77.0
2015-02-26,76.2
2015-02-27,77.9
2015-02-28,76.3
2015-03-02,76.55
2015-03-03,76.1
2015-03-04,71.8
2015-03-05,73.85
2015-03-09,72.7
2015-03-10,73.45
2015-03-11,72.6
2015-03-12,72.9
2015-03-13,73.0
2015-03-16,72.45
2015-03-17,73.75
2015-03-18,73.65
2015-03-19,74.8
2015-03-20,75.35
2015-03-23,77.1
2015-03-24,78.15
2015-03-25,79.4
2015-03-26,80.4
2015-03-27,79.15
2015-03-30,80.75
2015-03-31,85.55
2015-04-01,87.5
2015-04-06,89.5
2015-04-07,90.4
2015-04-08,87.55
2015-04-09,90.75
2015-04-10,92.0
2015-04-13,93.85
2015-04-15,97.2
2015-04-16,95.75
2015-04-17,90.6
2015-04-20,84.45
2015-04-21,85.9
2015-04-22,86.5
2015-04-23,81.95
2015-04-24,75.3
2015-04-27,69.6
2015-04-28,68.85
2015-04-29,66.7
2015-04-30,67.95
2015-05-04,67.8
2015-05-05,66.6
2015-05-06,65.45
2015-05-07,60.05
2015-05-08,63.05
2015-05-11,64.65
2015-05-12,67.0
2015-05-13,64.05
2015-05-14,65.6
2015-05-15,65.05
2015-05-18,67.7
2015-05-19,73.5
2015-05-20,74.65
2015-05-21,71.85
2015-05-22,70.35
2015-05-25,68.45
2015-05-26,69.95
2015-05-27,69.75
2015-05-28,68.45
2015-05-29,68.8
2015-06-01,72.5
2015-06-02,69.95
2015-06-03,69.05
2015-06-04,69.3
2015-06-05,68.6
2015-06-08,68.8
2015-06-09,68.2
2015-06-10,67.9
2015-06-11,67.3
2015-06-12,67.15
2015-06-15,66.0
2015-06-16,65.3
2015-06-17,65.55
2015-06-18,65.85
2015-06-19,67.75
2015-06-22,66.35
2015-06-23,66.1
2015-06-24,66.15
2015-06-25,66.05
2015-06-26,65.55
2015-06-29,63.65
2015-06-30,62.3
2015-07-01,64.95
2015-07-02,64.15
2015-07-03,64.75
2015-07-06,63.4
2015-07-07,63.5
2015-07-08,64.55
2015-07-09,63.6
2015-07-10,63.55
2015-07-13,63.35
