Date,LUXIND
2015-12-15,3587.05
2015-12-16,4002.85
2015-12-17,3899.7
2015-12-18,3974.2
2015-12-21,3763.1
2015-12-22,3621.35
2015-12-23,3601.35
2015-12-24,3665.05
2015-12-28,3550.15
2015-12-29,3477.05
2015-12-30,3418.5
2015-12-31,3562.4
2016-01-01,3605.65
2016-01-04,3599.9
2016-01-05,3777.35
2016-01-06,3754.5
2016-01-07,3606.3
2016-01-08,3587.1
2016-01-11,3603.95
2016-01-12,3570.4
2016-01-13,3515.1
2016-01-14,3453.55
2016-01-15,3366.2
2016-01-18,3148.75
2016-01-19,3199.2
2016-01-20,3066.9
2016-01-21,3024.85
2016-01-22,3069.25
2016-01-25,3010.4
2016-01-27,3035.35
2016-01-28,3010.6
2016-01-29,3019.65
2016-02-01,3021.3
2016-02-02,3058.7
2016-02-03,3020.2
2016-02-04,3004.2
2016-02-05,3033.75
2016-02-08,3040.1
2016-02-09,3005.9
2016-02-10,2994.1
2016-02-11,2802.25
2016-02-12,2924.0
2016-02-15,3049.95
2016-02-16,2949.5
2016-02-17,2921.35
2016-02-18,2827.85
2016-02-19,2799.95
2016-02-22,2843.1
2016-02-23,2796.45
2016-02-24,2788.3
2016-02-25,2715.45
2016-02-26,2751.4
2016-02-29,2754.1
2016-03-01,2798.05
2016-03-02,2804.1
2016-03-03,2825.6
2016-03-04,2788.3
2016-03-08,2767.05
2016-03-09,3320.45
2016-03-10,3337.15
2016-03-11,3323.3
2016-03-14,3326.25
2016-03-15,3022.55
2016-03-16,3453.05
2016-03-17,3288.2
2016-03-18,3282.7
2016-03-21,3428.8
2016-03-22,3376.4
2016-03-23,3348.05
2016-03-28,3299.05
2016-03-29,3247.0
2016-03-30,3309.95
2016-03-31,3302.1
2016-04-01,3381.95
2016-04-04,3419.15
2016-04-05,3357.2
2016-04-06,3386.45
2016-04-07,3456.8
2016-04-08,3476.5
2016-04-11,3450.85
2016-04-12,3486.35
2016-04-13,3538.7
2016-04-18,3405.15
2016-04-20,3365.1
2016-04-21,3361.5
2016-04-22,3324.35
2016-04-25,3317.95
2016-04-26,3302.1
2016-04-27,3296.25
2016-04-28,3272.25
2016-04-29,3253.15
2016-05-02,3231.05
2016-05-03,3212.75
2016-05-04,3151.75
2016-05-05,3288.6
2016-05-06,3248.4
2016-05-09,3240.35
2016-05-10,3248.7
2016-05-11,3255.25
2016-05-12,3255.05
2016-05-13,3252.1
2016-05-16,3222.55
2016-05-17,3222.15
2016-05-18,3323.95
2016-05-19,3303.2
2016-05-20,3305.15
2016-05-23,3361.35
2016-05-24,3325.85
2016-05-25,3328.55
2016-05-26,3209.25
2016-05-27,3288.4
2016-05-30,3394.7
2016-05-31,3406.45
2016-06-01,3404.35
