Date,GRINDWELL
2013-01-01,269.15
2013-01-02,267.9
2013-01-03,271.35
2013-01-04,272.4
2013-01-07,277.1
2013-01-08,272.0
2013-01-09,272.25
2013-01-10,268.45
2013-01-11,267.05
2013-01-14,268.0
2013-01-15,266.4
2013-01-16,265.5
2013-01-17,267.45
2013-01-18,270.75
2013-01-21,268.65
2013-01-22,269.15
2013-01-23,268.4
2013-01-24,263.95
2013-01-25,262.55
2013-01-28,259.65
2013-01-29,254.25
2013-01-30,256.85
2013-01-31,255.3
2013-02-01,255.5
2013-02-04,254.9
2013-02-05,255.3
2013-02-06,257.8
2013-02-07,253.55
2013-02-08,257.5
2013-02-11,254.75
2013-02-12,252.0
2013-02-13,254.0
2013-02-14,256.35
2013-02-15,253.9
2013-02-18,252.95
2013-02-19,252.2
2013-02-20,251.2
2013-02-21,248.0
2013-02-22,252.5
2013-02-25,252.05
2013-02-26,250.1
2013-02-27,251.1
2013-02-28,248.1
2013-03-01,251.35
2013-03-04,244.95
2013-03-05,245.05
2013-03-06,246.55
2013-03-07,245.35
2013-03-08,245.7
2013-03-11,257.35
2013-03-12,252.0
2013-03-13,245.15
2013-03-14,245.15
2013-03-15,245.0
2013-03-18,249.75
2013-03-19,247.05
2013-03-20,242.75
2013-03-21,238.65
2013-03-22,239.3
2013-03-25,237.55
2013-03-26,233.7
2013-03-28,232.8
2013-04-01,243.65
2013-04-02,242.9
2013-04-03,250.1
2013-04-04,250.85
2013-04-05,247.0
2013-04-08,247.0
2013-04-09,244.05
2013-04-10,240.0
2013-04-11,237.15
2013-04-12,230.15
2013-04-15,233.15
2013-04-16,234.85
2013-04-17,238.0
2013-04-18,235.0
2013-04-22,241.65
2013-04-23,256.95
2013-04-25,255.15
2013-04-26,260.1
2013-04-29,257.85
2013-04-30,258.4
2013-05-02,259.9
2013-05-03,260.45
2013-05-06,258.75
2013-05-07,256.2
2013-05-08,259.0
2013-05-09,259.1
2013-05-10,260.0
2013-05-13,256.8
2013-05-14,256.45
2013-05-15,259.3
2013-05-16,261.05
2013-05-17,255.3
2013-05-20,258.1
2013-05-21,256.25
2013-05-22,254.2
2013-05-23,254.4
2013-05-24,254.05
2013-05-27,252.4
2013-05-28,253.9
2013-05-29,263.35
2013-05-30,257.0
2013-05-31,252.3
2013-06-03,248.85
2013-06-04,245.75
2013-06-05,243.4
2013-06-06,242.55
2013-06-07,244.8
2013-06-10,251.2
2013-06-11,248.9
2013-06-12,248.7
2013-06-13,251.75
2013-06-14,244.9
2013-06-17,239.65
2013-06-18,242.45
2013-06-19,240.15
2013-06-20,243.1
2013-06-21,244.05
2013-06-24,239.7
2013-06-25,241.6
2013-06-26,241.9
2013-06-27,238.05
2013-06-28,239.1
2013-07-01,242.75
2013-07-02,237.5
2013-07-03,233.05
2013-07-04,238.0
2013-07-05,234.1
2013-07-08,234.85
2013-07-09,225.25
2013-07-10,227.7
2013-07-11,228.2
2013-07-12,230.0
2013-07-15,225.85
2013-07-16,225.2
2013-07-17,228.0
2013-07-18,229.3
2013-07-19,227.5
2013-07-22,228.6
2013-07-23,230.2
2013-07-24,221.15
2013-07-25,219.1
2013-07-26,221.3
2013-07-29,224.15
2013-07-30,225.3
2013-07-31,223.9
2013-08-01,224.0
2013-08-02,224.9
2013-08-05,231.2
2013-08-06,231.0
2013-08-07,230.15
2013-08-08,226.85
2013-08-12,224.25
2013-08-13,224.0
2013-08-14,225.0
2013-08-16,233.0
2013-08-19,228.0
2013-08-20,223.4
2013-08-21,227.05
2013-08-22,219.85
2013-08-23,224.85
2013-08-26,229.95
2013-08-27,225.7
2013-08-28,224.1
2013-08-29,222.85
2013-08-30,225.6
2013-09-02,226.05
2013-09-03,226.1
2013-09-04,227.55
2013-09-05,228.75
2013-09-06,225.1
2013-09-10,226.95
2013-09-11,227.65
2013-09-12,229.4
2013-09-13,226.4
2013-09-16,225.05
2013-09-17,225.15
2013-09-18,224.05
2013-09-19,226.25
2013-09-20,226.5
2013-09-23,229.45
2013-09-24,238.4
2013-09-25,231.25
2013-09-26,228.15
2013-09-27,229.0
2013-09-30,230.75
2013-10-01,230.0
2013-10-03,228.95
2013-10-04,227.3
2013-10-07,225.1
2013-10-08,226.25
2013-10-09,226.15
2013-10-10,223.2
2013-10-11,226.5
2013-10-14,228.0
2013-10-15,225.95
2013-10-17,226.9
2013-10-18,229.25
2013-10-21,230.0
2013-10-22,235.0
2013-10-23,235.0
2013-10-24,235.5
2013-10-25,235.0
2013-10-28,235.2
2013-10-29,235.9
2013-10-30,241.6
2013-10-31,246.4
2013-11-01,250.8
2013-11-03,253.8
2013-11-05,248.5
2013-11-06,262.0
2013-11-07,260.4
2013-11-08,260.5
2013-11-11,253.2
2013-11-12,253.9
2013-11-13,252.35
2013-11-14,256.05
2013-11-18,254.25
2013-11-19,257.8
2013-11-20,258.35
2013-11-21,251.3
2013-11-22,250.85
2013-11-25,255.05
2013-11-26,256.05
2013-11-27,255.05
2013-11-28,259.2
2013-11-29,265.3
2013-12-02,265.45
2013-12-03,288.0
2013-12-04,271.2
2013-12-05,272.25
2013-12-06,268.15
2013-12-09,267.9
2013-12-10,267.0
2013-12-11,261.9
2013-12-12,261.55
2013-12-13,260.25
2013-12-16,250.85
2013-12-17,257.85
2013-12-18,258.1
2013-12-19,258.4
2013-12-20,258.05
2013-12-23,259.35
2013-12-24,260.1
2013-12-26,264.65
2013-12-27,263.3
2013-12-30,259.1
2013-12-31,266.0
2014-01-01,266.85
2014-01-02,265.5
2014-01-03,261.05
2014-01-06,257.9
2014-01-07,260.1
2014-01-08,259.4
2014-01-09,254.05
2014-01-10,251.05
2014-01-13,250.0
2014-01-14,250.3
2014-01-15,246.7
2014-01-16,251.95
2014-01-17,251.25
2014-01-20,250.1
2014-01-21,252.2
2014-01-22,251.25
2014-01-23,251.0
2014-01-24,251.7
2014-01-27,245.5
2014-01-28,243.6
2014-01-29,241.2
2014-01-30,240.5
2014-01-31,243.95
2014-02-03,233.3
2014-02-04,235.6
2014-02-05,239.15
2014-02-06,238.95
2014-02-07,239.8
2014-02-10,238.7
2014-02-11,237.95
2014-02-12,237.2
2014-02-13,235.6
2014-02-14,235.6
2014-02-17,235.65
2014-02-18,240.0
2014-02-19,237.5
2014-02-20,236.05
2014-02-21,236.0
2014-02-24,239.3
2014-02-25,238.75
2014-02-26,239.75
2014-02-28,243.0
2014-03-03,245.75
2014-03-04,246.05
2014-03-05,247.95
2014-03-06,250.1
2014-03-07,253.8
2014-03-10,254.15
2014-03-11,255.15
2014-03-12,255.45
2014-03-13,256.0
2014-03-14,256.9
2014-03-18,257.85
2014-03-19,257.85
2014-03-20,261.3
2014-03-21,268.7
2014-03-22,268.0
2014-03-24,273.25
2014-03-25,273.75
2014-03-26,271.3
2014-03-27,273.95
2014-03-28,279.05
2014-03-31,283.0
2014-04-01,285.4
2014-04-02,292.4
2014-04-03,302.15
