Date,KOTAKGOLD
2013-01-01,2927.85
2013-01-02,2928.8
2013-01-03,2951.3
2013-01-04,2910.4
2013-01-07,2918.7
2013-01-08,2910.9
2013-01-09,2910.0
2013-01-10,2903.2
2013-01-11,2911.15
2013-01-14,2890.7
2013-01-15,2903.15
2013-01-16,2920.75
2013-01-17,2903.35
2013-01-18,2902.9
2013-01-21,2901.0
2013-01-22,2932.55
2013-01-23,2924.05
2013-01-24,2905.35
2013-01-25,2895.0
2013-01-28,2896.15
2013-01-29,2887.9
2013-01-30,2886.25
2013-01-31,2886.75
2013-02-01,2881.3
2013-02-04,2872.65
2013-02-05,2888.1
2013-02-06,2877.4
2013-02-07,2884.9
2013-02-08,2885.35
2013-02-11,2901.0
2013-02-12,2882.7
2013-02-13,2876.15
2013-02-14,2870.7
2013-02-15,2859.8
2013-02-18,2837.3
2013-02-19,2837.9
2013-02-20,2816.55
2013-02-21,2781.75
2013-02-22,2787.7
2013-02-25,2780.75
2013-02-26,2796.5
2013-02-27,2798.9
2013-02-28,2789.95
2013-03-01,2780.45
2013-03-04,2790.85
2013-03-05,2785.85
2013-03-06,2790.05
2013-03-07,2780.15
2013-03-08,2771.35
2013-03-11,2768.25
2013-03-12,2759.9
2013-03-13,2765.3
2013-03-14,2756.2
2013-03-15,2762.5
2013-03-18,2785.05
2013-03-19,2795.9
2013-03-20,2799.45
2013-03-21,2785.75
2013-03-22,2793.9
2013-03-25,2777.65
2013-03-26,2766.95
2013-03-28,2784.9
2013-04-01,2780.3
2013-04-02,2773.5
2013-04-03,2742.1
2013-04-04,2719.5
2013-04-05,2731.7
2013-04-08,2763.4
2013-04-09,2749.5
2013-04-10,2759.6
2013-04-11,2741.05
2013-04-12,2713.4
2013-04-15,2497.8
2013-04-16,2419.6
2013-04-17,2412.4
2013-04-18,2428.9
2013-04-22,2489.7
2013-04-23,2487.9
2013-04-25,2507.95
2013-04-26,2524.05
2013-04-29,2555.7
2013-04-30,2547.75
2013-05-02,2524.25
2013-05-03,2551.8
2013-05-06,2569.2
2013-05-07,2542.0
2013-05-08,2534.0
2013-05-09,2562.8
2013-05-10,2580.3
2013-05-11,2600.2
2013-05-13,2575.15
2013-05-14,2572.75
2013-05-15,2554.65
2013-05-16,2510.6
2013-05-17,2499.8
2013-05-20,2445.35
2013-05-21,2478.85
2013-05-22,2483.45
2013-05-23,2487.9
2013-05-24,2477.05
2013-05-27,2478.2
2013-05-28,2468.4
2013-05-29,2488.15
2013-05-30,2525.4
2013-05-31,2557.8
2013-06-03,2531.2
