Date,GMDCLTD
2013-01-01,211.7
2013-01-02,209.7
2013-01-03,207.35
2013-01-04,205.5
2013-01-07,207.55
2013-01-08,206.65
2013-01-09,205.8
2013-01-10,205.3
2013-01-11,204.45
2013-01-14,202.85
2013-01-15,202.65
2013-01-16,200.2
2013-01-17,198.4
2013-01-18,199.8
2013-01-21,199.55
2013-01-22,200.0
2013-01-23,198.0
2013-01-24,196.6
2013-01-25,195.55
2013-01-28,195.0
2013-01-29,194.3
2013-01-30,190.7
2013-01-31,192.65
2013-02-01,193.5
2013-02-04,192.75
2013-02-05,190.15
2013-02-06,190.9
2013-02-07,187.95
2013-02-08,187.8
2013-02-11,189.9
2013-02-12,190.65
2013-02-13,194.9
2013-02-14,194.05
2013-02-15,194.75
2013-02-18,192.45
2013-02-19,192.25
2013-02-20,190.2
2013-02-21,190.0
2013-02-22,190.45
2013-02-25,186.05
2013-02-26,185.75
2013-02-27,188.3
2013-02-28,185.0
2013-03-01,184.3
2013-03-04,186.2
2013-03-05,184.15
2013-03-06,182.25
2013-03-07,182.0
2013-03-08,179.4
2013-03-11,174.3
2013-03-12,173.3
2013-03-13,170.95
2013-03-14,172.35
2013-03-15,165.45
2013-03-18,164.4
2013-03-19,166.65
2013-03-20,169.2
2013-03-21,168.65
2013-03-22,170.15
2013-03-25,169.4
2013-03-26,164.1
2013-03-28,167.0
2013-04-01,172.9
2013-04-02,173.0
2013-04-03,170.9
2013-04-04,166.45
2013-04-05,162.8
2013-04-08,160.9
2013-04-09,156.75
2013-04-10,159.05
2013-04-11,159.0
2013-04-12,153.8
2013-04-15,149.35
2013-04-16,151.55
2013-04-17,147.75
2013-04-18,145.4
2013-04-22,144.75
2013-04-23,148.9
2013-04-25,151.95
2013-04-26,152.6
2013-04-29,153.0
2013-04-30,154.6
2013-05-02,157.25
2013-05-03,151.85
2013-05-06,154.5
2013-05-07,152.6
2013-05-08,156.0
2013-05-09,153.9
2013-05-10,152.3
2013-05-11,153.0
2013-05-13,150.2
2013-05-14,147.55
2013-05-15,149.95
2013-05-16,148.15
2013-05-17,147.25
2013-05-20,145.7
2013-05-21,144.2
2013-05-22,142.5
2013-05-23,138.9
2013-05-24,137.3
2013-05-27,136.05
2013-05-28,144.05
2013-05-29,143.35
2013-05-30,141.7
2013-05-31,138.45
2013-06-03,142.4
2013-06-04,139.15
2013-06-05,137.65
2013-06-06,135.15
2013-06-07,133.1
2013-06-10,131.75
2013-06-11,128.35
2013-06-12,125.2
2013-06-13,122.1
2013-06-14,122.45
2013-06-17,121.45
2013-06-18,126.3
2013-06-19,127.8
2013-06-20,125.95
2013-06-21,133.15
2013-06-24,127.95
2013-06-25,128.05
2013-06-26,127.45
2013-06-27,124.7
2013-06-28,126.65
2013-07-01,123.3
2013-07-02,119.35
2013-07-03,117.95
2013-07-04,115.25
2013-07-05,113.65
2013-07-08,108.85
2013-07-09,109.4
2013-07-10,109.05
2013-07-11,108.65
2013-07-12,108.3
2013-07-15,108.45
2013-07-16,105.7
2013-07-17,103.9
2013-07-18,104.9
2013-07-19,104.05
2013-07-22,101.85
2013-07-23,102.6
2013-07-24,99.95
2013-07-25,98.9
2013-07-26,97.9
2013-07-29,95.3
2013-07-30,93.0
2013-07-31,86.85
2013-08-01,81.75
2013-08-02,80.75
2013-08-05,81.3
2013-08-06,80.8
2013-08-07,87.2
2013-08-08,95.3
2013-08-12,93.45
2013-08-13,94.85
2013-08-14,94.0
2013-08-16,87.75
2013-08-19,81.95
2013-08-20,83.0
2013-08-21,83.5
2013-08-22,85.65
2013-08-23,86.45
2013-08-26,85.3
2013-08-27,81.95
2013-08-28,82.25
2013-08-29,83.3
2013-08-30,82.85
2013-09-02,84.0
2013-09-03,82.0
2013-09-04,83.25
2013-09-05,83.6
2013-09-06,83.9
2013-09-10,84.5
2013-09-11,85.0
2013-09-12,86.45
2013-09-13,91.15
2013-09-16,87.75
2013-09-17,85.75
2013-09-18,86.65
2013-09-19,88.6
2013-09-20,90.95
2013-09-23,91.6
2013-09-24,92.5
2013-09-25,92.05
2013-09-26,92.1
2013-09-27,92.95
2013-09-30,89.9
2013-10-01,89.05
2013-10-03,92.1
2013-10-04,91.35
2013-10-07,91.9
2013-10-08,91.8
2013-10-09,96.05
2013-10-10,102.2
2013-10-11,100.1
2013-10-14,98.7
2013-10-15,97.05
2013-10-17,99.2
2013-10-18,105.55
2013-10-21,107.85
2013-10-22,108.2
2013-10-23,106.45
2013-10-24,106.35
2013-10-25,104.45
2013-10-28,101.75
2013-10-29,104.6
2013-10-30,104.45
2013-10-31,103.4
2013-11-01,105.1
2013-11-03,107.65
