Date,TRF
2013-01-01,229.05
2013-01-02,231.0
2013-01-03,241.0
2013-01-04,242.45
2013-01-07,240.9
2013-01-08,237.65
2013-01-09,235.35
2013-01-10,231.3
2013-01-11,224.85
2013-01-14,227.9
2013-01-15,223.9
2013-01-16,223.35
2013-01-17,222.0
2013-01-18,217.5
2013-01-21,216.5
2013-01-22,216.7
2013-01-23,214.15
2013-01-24,210.0
2013-01-25,209.8
2013-01-28,212.25
2013-01-29,211.05
2013-01-30,210.95
2013-01-31,211.0
2013-02-01,209.2
2013-02-04,206.95
2013-02-05,204.25
2013-02-06,204.95
2013-02-07,201.25
2013-02-08,200.75
2013-02-11,203.75
2013-02-12,201.15
2013-02-13,197.1
2013-02-14,190.25
2013-02-15,188.05
2013-02-18,194.1
2013-02-19,193.75
2013-02-20,194.2
2013-02-21,187.7
2013-02-22,180.3
2013-02-25,175.25
2013-02-26,174.5
2013-02-27,173.9
2013-02-28,167.55
2013-03-01,168.1
2013-03-04,163.3
2013-03-05,169.75
2013-03-06,166.6
2013-03-07,168.8
2013-03-08,167.9
2013-03-11,168.45
2013-03-12,167.0
2013-03-13,164.75
2013-03-14,163.8
2013-03-15,162.05
2013-03-18,162.45
2013-03-19,154.4
2013-03-20,152.6
2013-03-21,146.3
2013-03-22,140.95
2013-03-25,139.8
2013-03-26,135.85
2013-03-28,142.25
2013-04-01,170.7
2013-04-02,204.0
2013-04-03,185.8
2013-04-04,186.8
2013-04-05,186.7
2013-04-08,183.2
2013-04-09,180.2
2013-04-10,176.4
2013-04-11,180.4
2013-06-14,135.5
2013-06-17,134.7
2013-06-18,130.4
2013-06-19,130.25
2013-06-20,127.45
2013-06-21,126.1
2013-06-24,120.0
2013-06-25,118.8
2013-06-26,117.35
2013-06-27,114.3
2013-06-28,114.7
2013-07-01,116.35
2013-07-02,115.1
2013-07-03,115.0
2013-07-04,115.2
2013-07-05,114.85
2013-07-08,113.1
2013-07-09,112.7
2013-07-10,112.9
2013-07-11,113.3
2013-07-12,112.85
2013-07-15,113.9
2013-07-16,112.85
2013-07-17,113.1
2013-07-18,111.55
2013-07-19,112.5
2013-07-22,112.65
2013-07-23,113.15
2013-07-24,111.7
2013-07-25,109.85
2013-07-26,106.1
2013-07-29,99.7
2013-07-30,94.1
2013-07-31,88.0
2013-08-01,90.85
2013-08-02,87.35
2013-08-05,89.85
2013-08-06,88.4
2013-08-07,87.05
2013-08-08,95.75
2013-08-12,105.3
2013-08-13,115.8
2013-08-14,115.9
2013-08-16,110.15
2013-08-19,104.65
2013-08-20,108.35
2013-08-21,102.95
2013-08-22,102.1
2013-08-23,104.85
2013-08-26,105.55
2013-08-27,103.95
2013-08-28,100.1
2013-08-29,105.1
2013-08-30,105.95
2013-09-02,106.35
2013-09-03,101.5
