Date,PHILIPCARB
2013-01-01,94.2
2013-01-02,94.95
2013-01-03,95.4
2013-01-04,94.9
2013-01-07,95.25
2013-01-08,92.55
2013-01-09,92.6
2013-01-10,92.6
2013-01-11,91.15
2013-01-14,94.0
2013-01-15,94.15
2013-01-16,93.4
2013-01-17,93.8
2013-01-18,93.55
2013-01-21,91.9
2013-01-22,90.95
2013-01-23,89.95
2013-01-24,88.6
2013-01-25,88.95
2013-01-28,88.2
2013-01-29,87.9
2013-01-30,88.75
2013-01-31,87.75
2013-02-01,87.9
2013-02-04,86.55
2013-02-05,86.0
2013-02-06,85.7
2013-02-07,84.4
2013-02-08,83.05
2013-02-11,83.0
2013-02-12,83.2
2013-02-13,82.9
2013-02-14,80.15
2013-02-15,78.0
2013-02-18,78.95
2013-02-19,80.9
2013-02-20,81.05
2013-02-21,78.95
2013-02-22,78.55
2013-02-25,78.05
2013-02-26,76.1
2013-02-27,76.05
2013-02-28,73.6
2013-03-01,73.05
2013-03-04,70.05
2013-03-05,69.65
2013-03-06,70.65
2013-03-07,71.7
2013-03-08,72.25
2013-03-11,72.7
2013-03-12,73.0
2013-03-13,72.1
2013-03-14,68.45
2013-03-15,66.9
2013-03-18,67.9
2013-03-19,67.65
2013-03-20,66.6
2013-03-21,66.35
2013-03-22,67.05
2013-03-25,64.15
2013-03-26,64.1
2013-03-28,64.65
2013-04-01,69.2
2013-04-02,68.95
2013-04-03,67.7
2013-04-04,66.45
2013-04-05,66.35
2013-04-08,67.2
2013-04-09,66.95
2013-04-10,65.5
2013-04-11,66.1
2013-04-12,69.2
2013-04-15,68.85
2013-04-16,69.95
2013-04-17,69.6
2013-04-18,70.2
2013-04-22,70.7
2013-04-23,70.8
2013-04-25,70.95
2013-04-26,71.15
2013-04-29,71.75
2013-04-30,73.0
2013-05-02,74.35
2013-05-03,74.5
2013-05-06,73.25
2013-05-07,73.05
2013-05-08,71.65
2013-05-09,71.25
2013-05-10,70.45
2013-05-11,70.1
2013-05-13,69.65
2013-05-14,69.75
2013-05-15,70.95
2013-05-16,73.9
2013-05-17,72.65
2013-05-20,73.75
2013-05-21,73.5
2013-05-22,71.05
2013-05-23,69.1
2013-05-24,65.2
2013-05-27,70.7
2013-05-28,70.0
2013-05-29,66.85
2013-05-30,68.7
2013-05-31,66.35
2013-06-03,70.5
2013-06-04,71.3
2013-06-05,70.1
2013-06-06,69.35
2013-06-07,67.15
2013-06-10,66.4
2013-06-11,64.15
2013-06-12,62.5
2013-06-13,61.7
2013-06-14,62.95
2013-06-17,61.45
2013-06-18,61.15
2013-06-19,61.25
2013-06-20,60.1
2013-06-21,60.65
2013-06-24,59.85
2013-06-25,58.65
2013-06-26,57.75
2013-06-27,54.85
2013-06-28,56.2
2013-07-01,56.75
2013-07-02,55.0
2013-07-03,52.6
2013-07-04,52.05
2013-07-05,52.6
2013-07-08,52.0
2013-07-09,52.0
2013-07-10,52.15
2013-07-11,52.1
2013-07-12,52.0
2013-07-15,51.5
2013-07-16,51.05
2013-07-17,49.65
2013-07-18,49.95
2013-07-19,48.05
2013-07-22,47.3
2013-07-23,46.6
2013-07-24,45.2
2013-07-25,43.75
2013-07-26,39.85
2013-07-29,36.75
2013-07-30,36.15
2013-07-31,32.25
2013-08-01,33.45
2013-08-02,32.6
2013-08-05,32.95
2013-08-06,33.25
2013-08-07,35.2
2013-08-08,34.0
2013-08-12,32.1
2013-08-13,32.65
2013-08-14,37.8
2013-08-16,36.6
2013-08-19,35.4
2013-08-20,35.15
2013-08-21,34.75
2013-08-22,36.0
2013-08-23,37.95
2013-08-26,37.75
2013-08-27,36.3
2013-08-28,35.2
2013-08-29,34.35
2013-08-30,34.75
2013-09-02,34.85
2013-09-03,34.05
2013-09-04,34.55
2013-09-05,35.25
2013-09-06,34.85
2013-09-10,35.7
2013-09-11,35.55
2013-09-12,35.0
2013-09-13,34.9
2013-09-16,34.75
2013-09-17,34.5
2013-09-18,34.25
2013-09-19,35.55
2013-09-20,34.8
2013-09-23,34.8
2013-09-24,34.5
2013-09-25,35.2
2013-09-26,35.65
2013-09-27,38.5
2013-09-30,37.35
2013-10-01,36.75
2013-10-03,36.7
2013-10-04,36.0
2013-10-07,36.05
2013-10-08,35.8
2013-10-09,37.1
2013-10-10,36.65
2013-10-11,35.0
2013-10-14,34.8
2013-10-15,38.25
2013-10-17,40.65
2013-10-18,43.6
2013-10-21,44.45
2013-10-22,43.7
2013-10-23,42.55
2013-10-24,41.0
2013-10-25,39.25
2013-10-28,39.2
2013-10-29,39.05
2013-10-30,40.45
2013-10-31,43.5
2013-11-01,46.3
2013-11-03,49.45
2013-11-05,51.8
2013-11-06,52.15
2013-11-07,52.35
2013-11-08,52.4
2013-11-11,49.5
2013-11-12,46.8
2013-11-13,46.95
2013-11-14,46.8
2013-11-18,47.65
2013-11-19,49.2
2013-11-20,52.9
2013-11-21,52.25
2013-11-22,54.15
2013-11-25,54.3
2013-11-26,53.65
2013-11-27,54.1
2013-11-28,53.9
2013-11-29,54.35
2013-12-02,51.5
2013-12-03,52.85
2013-12-04,59.1
2013-12-05,54.8
2013-12-06,56.45
2013-12-09,55.35
2013-12-10,54.65
2013-12-11,54.55
2013-12-12,53.5
2013-12-13,52.7
2013-12-16,52.5
