Date,SETFGOLD
2013-01-01,2997.45
2013-01-02,2994.55
2013-01-03,3018.25
2013-01-04,2972.85
2013-01-07,2993.75
2013-01-08,2971.65
2013-01-09,2979.0
2013-01-10,2970.15
2013-01-11,2970.6
2013-01-14,2971.4
2013-01-15,2975.95
2013-01-16,2989.85
2013-01-17,2980.55
2013-01-18,2974.4
2013-01-21,2966.6
2013-01-22,2991.3
2013-01-23,2998.45
2013-01-24,2989.1
2013-01-25,2980.95
2013-01-28,2966.9
2013-01-29,2961.9
2013-01-30,2954.1
2013-01-31,2955.3
2013-02-01,2948.05
2013-02-04,2944.65
2013-02-05,2971.45
2013-02-06,2949.8
2013-02-07,2951.8
2013-02-08,2963.3
2013-02-11,2953.1
2013-02-12,2942.25
2013-02-13,2936.05
2013-02-14,2937.05
2013-02-15,2926.35
2013-02-18,2913.65
2013-02-19,2907.05
2013-02-20,2888.25
2013-02-21,2847.85
2013-02-22,2861.05
2013-02-25,2858.95
2013-02-26,2865.75
2013-02-27,2874.05
2013-02-28,2862.1
2013-03-01,2850.25
2013-03-04,2870.35
2013-03-05,2869.6
2013-03-06,2862.2
2013-03-07,2870.15
2013-03-08,2859.45
2013-03-11,2852.25
2013-03-12,2852.45
2013-03-13,2861.15
2013-03-14,2847.9
2013-03-15,2854.0
2013-03-18,2866.85
2013-03-19,2872.1
2013-03-20,2874.6
2013-03-21,2863.95
2013-03-22,2867.5
2013-03-25,2856.15
2013-03-26,2841.75
2013-03-28,2888.85
2013-04-01,2876.35
2013-04-02,2876.1
2013-04-03,2830.15
2013-04-04,2811.7
2013-04-05,2829.05
2013-04-08,2860.2
2013-04-09,2847.35
2013-04-10,2853.65
2013-04-11,2815.95
2013-04-12,2810.9
2013-04-15,2646.5
2013-04-16,2529.4
2013-04-17,2545.6
2013-04-18,2525.35
2013-04-22,2608.9
2013-04-23,2588.15
2013-04-25,2622.6
2013-04-26,2647.5
2013-04-29,2645.6
2013-04-30,2638.6
2013-05-02,2614.6
2013-05-03,2647.6
2013-05-06,2667.35
2013-05-07,2644.9
2013-05-08,2626.6
2013-05-09,2659.3
2013-05-10,2654.9
2013-05-11,2671.2
2013-05-13,2634.8
2013-05-14,2637.95
2013-05-15,2604.45
2013-05-16,2589.05
2013-05-17,2554.4
2013-05-20,2518.75
2013-05-21,2556.0
2013-05-22,2566.65
2013-05-23,2556.7
2013-05-24,2557.0
2013-05-27,2562.9
2013-05-28,2555.25
2013-05-29,2560.5
2013-05-30,2581.6
2013-05-31,2628.6
2013-06-03,2604.65
2013-06-04,2602.75
2013-06-05,2598.8
2013-06-06,2627.0
2013-06-07,2647.85
2013-06-10,2663.55
2013-06-11,2633.25
2013-06-12,2619.2
2013-06-13,2644.55
2013-06-14,2628.65
2013-06-17,2685.55
2013-06-18,2671.7
2013-06-19,2656.7
2013-06-20,2620.55
2013-06-21,2599.9
2013-06-24,2579.65
2013-06-25,2588.85
2013-06-26,2513.7
2013-06-27,2533.5
2013-06-28,2456.75
2013-07-01,2552.85
2013-07-02,2547.05
2013-07-03,2543.5
2013-07-04,2546.15
2013-07-05,2536.7
2013-07-08,2534.7
2013-07-09,2551.95
2013-07-10,2545.75
2013-07-11,2583.45
2013-07-12,2580.8
2013-07-15,2594.05
2013-07-16,2568.95
2013-07-17,2563.6
2013-07-18,2563.1
2013-07-19,2571.1
2013-07-22,2598.7
2013-07-23,2643.25
2013-07-24,2634.5
2013-07-25,2605.0
2013-07-26,2632.65
2013-07-29,2679.35
2013-07-30,2681.05
2013-07-31,2733.3
2013-08-01,2691.3
2013-08-02,2654.35
2013-08-05,2710.65
2013-08-06,2699.55
2013-08-07,2672.3
2013-08-08,2694.05
2013-08-12,2760.65
2013-08-13,2812.65
2013-08-14,2804.45
2013-08-16,2924.5
2013-08-19,2961.0
2013-08-20,2949.05
2013-08-21,2975.6
2013-08-22,2984.4
2013-08-23,2973.6
2013-08-26,3003.35
2013-08-27,3047.65
2013-08-28,3086.5
2013-08-29,3050.25
2013-08-30,2979.9
2013-09-02,2985.3
2013-09-03,3047.7
2013-09-04,3030.3
2013-09-05,2990.9
2013-09-06,2942.4
2013-09-10,2892.4
2013-09-11,2873.05
2013-09-12,2877.2
2013-09-13,2846.05
2013-09-16,2840.2
2013-09-17,2843.8
2013-09-18,2825.75
2013-09-19,2879.35
2013-09-20,2861.1
2013-09-23,2831.65
