Date,JAMNAAUTO
2013-01-01,105.7
2013-01-02,106.55
2013-01-03,108.3
2013-01-04,106.15
2013-01-07,105.9
2013-01-08,105.5
2013-01-09,106.05
2013-01-10,103.35
2013-01-11,104.8
2013-01-14,102.5
2013-01-15,101.0
2013-01-16,95.85
2013-01-17,94.5
2013-01-18,97.7
2013-01-21,94.75
2013-01-22,93.5
2013-01-23,91.4
2013-01-24,89.35
2013-01-25,88.75
2013-01-28,81.5
2013-01-29,85.2
2013-01-30,83.9
2013-01-31,83.45
2013-02-01,85.2
2013-02-04,84.9
2013-02-05,83.2
2013-02-06,82.9
2013-02-07,82.6
2013-02-08,82.5
2013-02-11,84.0
2013-02-12,85.2
2013-02-13,86.4
2013-02-14,82.6
2013-02-15,84.05
2013-02-18,84.95
2013-02-19,85.2
2013-02-20,83.65
2013-02-21,80.1
2013-02-22,81.15
2013-02-25,78.05
2013-02-26,79.1
2013-02-27,78.65
2013-02-28,75.1
2013-03-01,75.15
2013-03-04,70.15
2013-03-05,73.8
2013-03-06,72.1
2013-03-07,72.95
2013-03-08,73.0
2013-03-11,77.3
2013-03-12,76.5
2013-03-13,75.0
2013-03-14,78.4
2013-03-15,80.0
2013-03-18,79.0
2013-03-19,78.5
2013-03-20,78.75
2013-03-21,76.5
2013-03-22,75.0
2013-03-25,75.2
2013-03-26,75.1
2013-03-28,79.0
2013-04-02,81.05
2013-04-03,80.9
2013-04-04,77.25
2013-04-05,81.9
2013-04-16,75.05
2013-04-17,75.0
2013-04-18,75.5
2013-04-22,75.0
2013-04-23,75.0
2013-04-25,79.85
2013-04-26,75.0
2013-05-02,70.05
2013-05-06,75.05
2013-05-07,74.5
2013-05-08,75.0
2013-05-09,79.9
2013-05-10,75.05
2013-05-13,75.0
2013-05-16,75.0
2013-05-17,75.0
2013-05-21,75.0
2013-05-22,75.0
2013-05-27,75.0
2013-05-29,75.5
2013-05-31,75.0
2013-06-03,75.0
2013-06-04,75.0
2013-06-05,75.0
2013-06-07,75.0
2013-06-10,75.0
2013-06-11,75.0
2013-06-12,75.0
2013-06-13,75.0
2013-06-14,75.0
2013-06-17,75.0
2013-06-18,75.0
2013-06-19,75.0
2013-06-24,75.0
2013-06-25,73.0
2013-06-26,73.0
2013-06-27,73.0
2013-06-28,73.7
2013-07-01,73.0
2013-07-02,73.0
2013-07-03,73.0
2013-07-04,73.0
2013-07-08,73.0
2013-07-09,73.0
2013-07-10,73.0
2013-07-11,73.0
2013-07-15,73.0
2013-07-16,73.0
2013-07-18,73.0
2013-07-22,73.0
2013-07-23,73.0
2013-07-24,73.0
2013-07-26,73.0
2013-07-29,73.0
2013-07-30,73.0
2013-07-31,73.0
2013-08-01,70.05
2013-08-06,66.65
2013-08-12,63.35
2013-08-13,60.2
2013-08-14,60.0
2013-08-16,60.0
2013-08-19,60.5
2013-08-20,60.0
2013-08-22,60.0
2013-08-23,60.0
2013-08-26,60.0
2013-08-27,62.5
2013-08-28,60.0
2013-08-30,60.0
2013-09-02,60.0
2013-09-04,62.95
2013-09-10,60.0
2013-09-11,60.0
2013-09-12,60.0
2013-09-16,59.9
2013-09-17,57.5
2013-09-19,55.0
2013-09-20,53.8
2013-09-23,54.0
2013-09-25,52.0
2013-09-26,52.0
2013-09-30,54.6
2013-10-01,57.3
