Date,JAYBARMARU
2013-01-01,59.1
2013-01-02,59.65
2013-01-03,60.3
2013-01-04,63.3
2013-01-07,65.95
2013-01-08,65.3
2013-01-09,64.45
2013-01-10,63.9
2013-01-11,62.4
2013-01-14,64.15
2013-01-15,61.8
2013-01-16,65.35
2013-01-17,62.95
2013-01-18,61.55
2013-01-21,61.15
2013-01-22,60.55
2013-01-23,60.3
2013-01-24,60.6
2013-01-25,59.9
2013-01-28,61.05
2013-01-29,60.1
2013-01-30,59.9
2013-01-31,59.2
2013-02-01,59.25
2013-02-04,60.0
2013-02-05,55.95
2013-02-06,56.6
2013-02-07,56.1
2013-02-08,58.05
2013-02-11,56.2
2013-02-12,55.65
2013-02-13,56.05
2013-02-14,56.0
2013-02-15,55.0
2013-02-18,57.7
2013-02-19,57.0
2013-02-20,57.35
2013-02-21,55.5
2013-02-22,56.05
2013-02-25,55.05
2013-02-26,54.7
2013-02-27,53.2
2013-02-28,51.95
2013-03-01,50.45
2013-03-04,49.3
2013-03-05,51.7
2013-03-06,51.35
2013-03-07,51.25
2013-03-08,53.05
2013-03-11,52.55
2013-03-12,50.3
2013-03-13,52.5
2013-03-14,51.1
2013-03-15,51.0
2013-03-18,50.0
2013-03-19,50.95
2013-03-20,48.85
2013-03-21,47.85
2013-03-22,45.05
2013-03-25,48.8
2013-03-26,47.0
2013-03-28,45.45
2013-04-01,48.5
2013-04-02,48.8
2013-04-03,48.95
2013-04-04,48.05
2013-04-05,47.6
2013-04-08,46.3
2013-04-09,47.5
2013-04-10,47.3
2013-04-11,49.6
2013-04-12,48.95
2013-04-15,48.2
2013-04-16,48.65
2013-04-17,49.85
2013-04-18,48.6
2013-04-22,48.35
2013-04-23,48.0
2013-04-25,49.0
2013-04-26,47.75
2013-04-29,49.0
2013-04-30,48.65
2013-05-02,48.25
2013-05-03,48.25
2013-05-06,48.25
2013-05-07,48.5
2013-05-08,48.0
2013-05-09,48.9
2013-05-10,49.05
2013-05-11,48.25
2013-05-13,46.55
2013-05-14,47.45
2013-05-15,47.6
2013-05-16,47.75
2013-05-17,48.0
2013-05-20,46.15
2013-05-21,47.0
2013-05-22,47.05
2013-05-23,46.5
2013-05-24,47.0
2013-05-27,47.0
2013-05-28,46.25
2013-05-29,46.5
2013-05-30,47.0
2013-05-31,45.25
2013-06-03,43.1
2013-06-04,43.8
2013-06-05,44.1
2013-06-06,43.4
2013-06-07,43.1
2013-06-10,42.15
2013-06-11,42.25
2013-06-12,42.0
2013-06-13,41.0
2013-06-14,42.0
2013-06-17,41.35
2013-06-18,39.95
2013-06-19,39.35
2013-06-20,39.55
2013-06-21,38.5
2013-06-24,38.2
2013-06-25,40.65
2013-06-26,42.0
2013-06-27,41.25
2013-06-28,44.1
2013-07-01,43.7
2013-07-02,43.0
2013-07-03,42.5
2013-07-04,40.65
2013-07-05,41.4
2013-07-09,40.0
2013-07-11,41.0
2013-07-12,49.0
2013-07-15,45.0
2013-07-17,40.1
2013-07-18,40.0
2013-07-19,42.0
2013-07-23,39.0
2013-07-24,40.0
2013-07-31,37.0
2013-08-06,35.0
2013-08-12,42.0
2013-08-13,38.5
2013-08-14,38.5
2013-08-16,38.5
2013-08-21,33.3
2013-08-28,33.2
2013-08-29,32.5
2013-09-04,37.0
2013-09-05,33.1
2013-09-10,32.6
2013-09-12,34.2
2013-09-13,35.9
2013-09-16,36.6
2013-09-17,36.3
2013-09-18,36.5
2013-09-19,36.5
2013-09-20,37.8
2013-09-23,36.0
2013-09-25,35.05
2013-09-26,36.0
2013-09-27,36.0
2013-09-30,34.25
2013-10-01,35.9
2013-10-04,35.15
2013-10-09,36.9
2013-10-10,38.6
2013-10-15,40.0
2013-10-17,42.0
2013-10-18,44.1
2013-10-22,46.0
2013-10-23,45.0
2013-10-24,45.0
2013-10-25,46.75
2013-10-28,45.2
2013-10-29,43.0
2013-10-31,42.6
2013-11-01,41.25
2013-11-03,43.3
2013-11-05,43.55
2013-11-06,45.0
2013-11-07,43.5
2013-11-08,44.1
2013-11-11,44.2
2013-11-12,42.0
2013-11-13,45.9
2013-11-18,45.0
2013-11-19,47.1
2013-11-20,45.0
2013-11-21,44.95
2013-11-25,43.5
2013-11-26,42.6
2013-11-27,42.05
2013-11-28,42.8
2013-11-29,42.5
2013-12-02,43.0
2013-12-03,44.5
2013-12-04,45.0
2013-12-05,43.5
2013-12-06,43.55
2013-12-09,47.7
2013-12-11,44.8
2013-12-12,44.8
2013-12-16,44.5
2013-12-18,43.9
2013-12-20,44.25
2013-12-23,45.05
2013-12-24,48.3
2013-12-26,48.15
2013-12-27,50.4
2013-12-30,50.05
2013-12-31,50.75
2014-01-02,51.8
2014-01-03,50.0
2014-01-07,53.7
2014-01-08,52.0
