Date,N100
2013-01-01,145.84
2013-01-02,143.73
2013-01-03,147.8
2013-01-04,148.47
2013-01-07,150.57
2013-01-08,149.19
2013-01-09,146.33
2013-01-10,145.92
2013-01-11,146.29
2013-01-14,148.64
2013-01-15,148.18
2013-01-16,146.3
2013-01-17,146.41
2013-01-18,146.21
2013-01-21,145.2
2013-01-22,146.8
2013-01-23,144.91
2013-01-24,146.13
2013-01-25,144.03
2013-01-28,144.15
2013-01-29,144.67
2013-01-30,147.76
2013-01-31,146.3
2013-02-01,147.07
2013-02-04,142.63
2013-02-05,144.46
2013-02-06,143.55
2013-02-07,145.55
2013-02-08,143.6
2013-02-11,144.99
2013-02-12,145.77
2013-02-13,145.66
2013-02-14,145.95
2013-02-15,148.24
2013-02-18,146.66
2013-02-19,148.74
2013-02-20,147.0
2013-02-21,146.73
2013-02-22,144.36
2013-02-25,144.38
2013-02-26,142.34
2013-02-27,143.13
2013-02-28,144.73
2013-03-01,145.72
2013-03-04,148.05
2013-03-05,148.0
2013-03-06,148.96
2013-03-07,150.03
2013-03-08,149.07
2013-03-11,148.88
2013-03-12,148.67
2013-03-13,149.94
2013-03-14,148.32
2013-03-15,148.3
2013-03-18,149.59
2013-03-19,148.84
2013-03-20,148.31
2013-03-21,149.27
2013-03-22,147.15
2013-03-25,148.35
2013-03-26,147.4
2013-03-28,147.75
2013-04-01,149.26
2013-04-02,148.94
2013-04-03,149.45
2013-04-04,149.56
2013-04-05,150.06
2013-04-08,148.09
2013-04-09,148.23
2013-04-10,148.42
2013-04-11,151.93
2013-04-12,151.8
2013-04-15,155.22
2013-04-16,150.91
2013-04-17,151.59
2013-04-18,150.22
2013-04-22,150.94
2013-04-23,148.18
2013-04-25,152.37
2013-04-26,150.4
2013-04-29,150.64
2013-04-30,151.28
2013-05-02,150.46
2013-05-03,153.77
2013-05-06,155.16
2013-05-07,155.11
2013-05-08,155.7
2013-05-09,155.86
2013-05-10,156.96
2013-05-11,156.43
2013-05-13,159.19
2013-05-14,158.08
2013-05-15,157.93
2013-05-16,160.01
2013-05-17,159.91
2013-05-20,161.98
2013-05-21,162.56
2013-05-22,164.0
2013-05-23,163.38
2013-05-24,162.57
2013-05-27,162.66
2013-05-28,164.0
2013-05-29,169.95
2013-05-30,169.58
2013-05-31,168.81
2013-06-03,164.71
2013-06-04,165.42
2013-06-05,165.21
2013-06-06,164.88
2013-06-07,167.44
2013-06-10,168.5
2013-06-11,170.33
2013-06-12,169.0
2013-06-13,169.91
2013-06-14,169.84
2013-06-17,170.0
2013-06-18,170.0
2013-06-19,171.0
2013-06-20,173.19
2013-06-21,169.24
2013-06-24,168.25
2013-06-25,168.4
2013-06-26,169.17
2013-06-27,176.06
2013-06-28,168.84
2013-07-01,169.14
2013-07-02,170.68
2013-07-03,172.67
2013-07-04,172.92
2013-07-05,176.61
2013-07-08,181.73
2013-07-09,179.12
2013-07-10,179.2
2013-07-11,179.56
2013-07-12,179.02
2013-07-15,181.48
2013-07-16,180.48
2013-07-17,181.11
2013-07-18,179.96
2013-07-19,180.22
2013-07-22,180.0
2013-07-23,179.06
2013-07-24,180.92
2013-07-25,180.98
2013-07-26,180.0
2013-07-29,179.6
2013-07-30,181.79
2013-07-31,187.11
2013-08-01,188.49
2013-08-02,190.97
2013-08-05,193.5
2013-08-06,190.16
2013-08-07,192.0
2013-08-08,188.14
2013-08-12,188.56
2013-08-13,190.78
2013-08-14,192.0
2013-08-16,190.03
2013-08-19,191.54
2013-08-20,191.99
2013-08-21,191.92
2013-08-22,197.76
2013-08-23,202.01
2013-08-26,201.45
2013-08-27,203.26
2013-08-28,209.41
2013-08-29,212.26
2013-08-30,207.75
2013-09-02,200.91
2013-09-03,203.21
2013-09-04,209.41
2013-09-05,208.31
2013-09-06,211.36
2013-09-10,207.12
2013-09-11,205.31
2013-09-12,203.26
2013-09-13,200.43
2013-09-16,199.31
2013-09-17,201.87
2013-09-18,200.5
2013-09-19,199.98
2013-09-20,200.99
2013-09-23,198.34
2013-09-24,198.48
2013-09-25,201.06
2013-09-26,203.18
2013-09-27,201.34
2013-09-30,204.68
2013-10-01,199.1
2013-10-03,201.73
2013-10-04,199.16
2013-10-07,201.07
2013-10-08,200.22
2013-10-09,197.79
2013-10-10,195.75
2013-10-11,195.14
2013-10-14,198.0
2013-10-15,201.18
2013-10-17,201.31
2013-10-18,200.62
2013-10-21,204.0
2013-10-22,202.97
2013-10-23,204.11
2013-10-24,203.1
2013-10-25,204.98
2013-10-28,204.14
2013-10-29,202.95
2013-10-30,204.1
2013-10-31,206.43
2013-11-01,207.0
2013-11-03,208.48
2013-11-05,204.74
2013-11-06,205.71
2013-11-07,208.86
2013-11-08,206.93
2013-11-11,208.17
2013-11-12,208.9
2013-11-13,209.32
2013-11-14,211.48
2013-11-18,214.6
2013-11-19,208.7
2013-11-20,206.59
2013-11-21,207.72
2013-11-22,213.5
2013-11-25,213.44
2013-11-26,213.5
2013-11-27,213.84
2013-11-28,215.62
2013-11-29,215.04
2013-12-02,217.7
2013-12-03,215.84
2013-12-04,219.28
2013-12-05,217.03
2013-12-06,216.17
2013-12-09,215.72
2013-12-10,216.24
2013-12-11,215.86
2013-12-12,213.24
2013-12-13,215.58
2013-12-16,216.88
2013-12-17,221.11
2013-12-18,218.75
2013-12-19,222.63
2013-12-20,221.06
2013-12-23,220.7
2013-12-24,221.5
2013-12-26,224.92
2013-12-27,224.38
2013-12-30,219.7
2013-12-31,223.67
2014-01-01,225.92
2014-01-02,220.9
2014-01-03,225.86
2014-01-06,223.55
2014-01-07,223.98
2014-01-08,225.11
2014-01-09,225.28
2014-01-10,223.93
2014-01-13,222.95
2014-01-14,220.06
2014-01-15,222.25
2014-01-16,222.82
2014-01-17,224.97
2014-01-20,222.8
2014-01-21,224.89
2014-01-22,224.87
2014-01-23,228.15
2014-01-24,228.1
2014-01-27,227.53
2014-01-28,223.66
2014-01-29,221.5
2014-01-30,222.79
2014-01-31,223.0
2014-02-03,224.4
2014-02-04,224.5
2014-02-05,220.25
2014-02-06,218.0
2014-02-07,222.3
2014-02-10,225.09
2014-02-11,224.51
2014-02-12,225.0
2014-02-13,226.24
2014-02-14,227.63
2014-02-17,223.35
2014-02-18,227.05
2014-02-19,227.0
2014-02-20,225.43
2014-02-21,226.87
2014-02-24,224.44
2014-02-25,226.4
2014-02-26,225.96
2014-02-28,226.97
2014-03-03,226.21
2014-03-04,225.95
2014-03-05,225.52
2014-03-06,227.35
2014-03-07,226.63
2014-03-10,229.98
2014-03-11,226.12
2014-03-12,226.95
2014-03-13,226.96
2014-03-14,225.26
2014-03-18,226.96
2014-03-19,226.34
2014-03-20,225.58
2014-03-21,227.49
2014-03-22,227.35
2014-03-24,224.73
2014-03-25,216.9
2014-03-26,216.57
2014-03-27,215.21
2014-03-28,215.2
2014-03-31,215.38
2014-04-01,219.06
2014-04-02,220.98
2014-04-03,222.4
2014-04-04,217.66
2014-04-07,216.47
2014-04-09,214.08
2014-04-10,214.88
2014-04-11,211.1
2014-04-15,209.68
2014-04-16,209.75
2014-04-17,208.02
2014-04-21,209.84
2014-04-22,212.31
2014-04-23,216.88
2014-04-25,218.0
2014-04-28,210.62
2014-04-29,210.76
2014-04-30,211.04
2014-05-02,213.94
2014-05-05,213.0
2014-05-06,217.5
2014-05-07,213.61
2014-05-08,210.21
2014-05-09,211.68
2014-05-12,209.5
2014-05-13,211.17
2014-05-14,212.01
2014-05-15,212.54
2014-05-16,207.81
2014-05-19,207.15
2014-05-20,212.5
2014-05-21,208.89
2014-05-22,211.0
2014-05-23,209.63
2014-05-26,214.2
2014-05-27,214.3
2014-05-28,216.99
2014-05-29,218.07
2014-05-30,222.81
2014-06-02,220.57
2014-06-03,219.9
2014-06-04,219.0
2014-06-05,218.99
2014-06-06,218.82
2014-06-09,219.16
2014-06-10,224.13
2014-06-11,220.81
2014-06-12,220.65
2014-06-13,219.75
2014-06-16,223.5
2014-06-17,222.08
2014-06-18,223.94
2014-06-19,225.5
2014-06-20,225.1
2014-06-23,227.9
2014-06-24,226.68
2014-06-25,225.1
2014-06-26,226.35
2014-06-27,227.07
2014-06-30,226.24
2014-07-01,223.1
2014-07-02,225.1
2014-07-03,226.07
2014-07-04,225.0
2014-07-07,230.0
2014-07-08,230.1
2014-07-09,231.2
2014-07-10,233.0
2014-07-11,226.48
2014-07-14,228.95
2014-07-15,227.5
2014-07-16,228.84
2014-07-17,228.95
2014-07-18,226.76
2014-07-21,233.5
2014-07-22,229.65
2014-07-23,233.51
2014-07-24,233.98
2014-07-25,236.83
2014-07-28,239.99
2014-07-30,238.16
2014-07-31,259.15
2014-08-01,241.97
2014-08-04,237.95
2014-08-05,243.5
2014-08-06,240.68
2014-08-07,238.81
2014-08-08,238.0
2014-08-11,241.09
2014-08-12,235.33
2014-08-13,235.78
2014-08-14,237.28
2014-08-18,238.39
2014-08-19,240.0
2014-08-20,240.33
2014-08-21,240.51
2014-08-22,241.57
2014-08-25,238.94
2014-08-26,243.95
2014-08-27,241.53
2014-08-28,244.1
2014-09-01,244.08
2014-09-02,244.5
2014-09-03,244.94
2014-09-04,242.0
2014-09-05,243.65
2014-09-08,241.89
2014-09-09,244.76
2014-09-10,245.11
2014-09-11,246.0
2014-09-12,245.76
2014-09-15,244.77
2014-09-16,244.72
2014-09-17,244.15
2014-09-18,244.67
2014-09-19,245.6
2014-09-22,245.12
2014-09-23,244.15
2014-09-24,243.35
2014-09-25,244.98
2014-09-26,242.4
2014-09-29,246.11
2014-09-30,244.5
2014-10-01,246.01
2014-10-07,247.81
2014-10-08,243.81
2014-10-09,243.8
2014-10-10,239.59
2014-10-13,237.87
2014-10-14,239.34
2014-10-16,232.41
2014-10-17,230.75
2014-10-20,241.53
2014-10-21,242.81
2014-10-22,240.66
2014-10-23,245.33
2014-10-27,244.52
2014-10-28,249.79
2014-10-29,251.1
2014-10-30,251.9
2014-10-31,250.94
2014-11-03,257.01
2014-11-05,249.86
2014-11-07,256.15
2014-11-10,258.7
2014-11-11,254.99
2014-11-12,257.0
2014-11-13,256.49
2014-11-14,257.86
2014-11-17,258.5
2014-11-18,259.5
2014-11-19,261.71
2014-11-20,260.57
2014-11-21,258.96
2014-11-24,260.05
2014-11-25,263.9
2014-11-26,262.5
2014-11-27,265.14
2014-11-28,265.09
2014-12-01,268.36
2014-12-02,271.32
2014-12-03,270.62
2014-12-04,273.5
2014-12-05,275.48
2014-12-08,277.43
2014-12-09,277.0
2014-12-10,267.07
2014-12-11,259.74
2014-12-12,269.95
2014-12-15,262.46
2014-12-16,256.06
2014-12-17,253.67
2014-12-18,256.62
2014-12-19,259.99
2014-12-22,263.89
2014-12-23,260.56
2014-12-24,266.24
2014-12-26,262.44
2014-12-29,260.79
2014-12-30,262.76
2014-12-31,265.76
2015-01-01,268.65
2015-01-02,265.09
2015-01-05,269.39
2015-01-06,265.0
2015-01-07,271.26
2015-01-08,270.31
2015-01-09,268.78
2015-01-12,269.35
2015-01-13,266.51
2015-01-14,264.54
2015-01-15,259.75
2015-01-16,252.8
2015-01-19,251.11
2015-01-20,253.34
2015-01-21,250.75
2015-01-22,252.52
2015-01-23,253.01
2015-01-27,256.51
2015-01-28,258.84
2015-01-29,260.31
2015-01-30,258.48
2015-02-02,257.9
2015-02-03,258.88
2015-02-04,250.05
2015-02-05,251.77
2015-02-06,253.61
2015-02-09,257.59
2015-02-10,254.01
2015-02-11,261.28
2015-02-12,264.21
2015-02-13,266.0
2015-02-16,267.98
2015-02-18,271.0
2015-02-19,267.15
2015-02-20,270.4
2015-02-23,275.63
2015-02-24,274.07
2015-02-25,276.04
2015-02-26,272.57
2015-02-27,270.13
2015-02-28,270.56
2015-03-02,271.54
2015-03-03,273.52
2015-03-04,273.69
2015-03-05,270.44
2015-03-09,269.05
2015-03-10,271.68
2015-03-11,269.15
2015-03-12,273.7
2015-03-13,275.22
2015-03-16,277.97
2015-03-17,277.8
2015-03-18,275.65
2015-03-19,277.52
2015-03-20,279.5
2015-03-23,279.28
2015-03-24,299.62
2015-03-25,290.06
2015-03-26,283.46
2015-03-27,280.0
2015-03-30,279.98
2015-03-31,277.81
2015-04-01,278.8
2015-04-06,273.38
2015-04-07,273.71
2015-04-08,272.19
2015-04-09,272.65
2015-04-10,274.35
2015-04-13,273.71
2015-04-15,270.41
2015-04-16,268.08
2015-04-17,275.0
2015-04-20,275.94
2015-04-21,277.81
2015-04-22,276.92
2015-04-23,277.62
2015-04-24,278.0
2015-04-27,284.06
2015-04-28,286.23
2015-04-29,292.01
2015-04-30,289.14
2015-05-04,289.45
2015-05-05,290.47
2015-05-06,283.64
2015-05-07,292.13
2015-05-08,289.08
2015-05-11,284.03
2015-05-12,284.97
2015-05-13,284.06
2015-05-14,280.57
2015-05-15,286.08
2015-05-18,279.51
2015-05-19,279.42
2015-05-20,280.5
2015-05-21,283.6
2015-05-22,282.72
2015-05-25,284.57
2015-05-26,281.88
2015-05-27,280.84
2015-05-28,278.49
2015-05-29,284.69
2015-06-01,282.45
2015-06-02,281.08
2015-06-03,284.89
2015-06-04,286.01
2015-06-05,289.9
2015-06-08,286.11
2015-06-09,283.24
2015-06-10,281.22
2015-06-11,280.19
2015-06-12,279.8
2015-06-15,281.61
2015-06-16,282.13
2015-06-17,281.79
2015-06-18,280.24
2015-06-19,281.07
2015-06-22,279.79
2015-06-23,279.88
2015-06-24,280.98
2015-06-25,281.0
2015-06-26,278.6
2015-06-29,271.79
2015-06-30,274.94
2015-07-01,274.9
2015-07-02,277.0
2015-07-03,274.4
2015-07-06,272.23
2015-07-07,270.77
2015-07-08,271.42
2015-07-09,273.0
2015-07-10,274.48
2015-07-13,274.05
2015-07-14,274.5
2015-07-15,275.31
2015-07-16,277.5
2015-07-17,278.93
2015-07-20,279.69
2015-07-21,281.98
2015-07-22,279.0
2015-07-23,278.75
2015-07-24,277.02
2015-07-27,278.99
2015-07-28,277.88
2015-07-29,277.99
2015-07-30,275.75
2015-07-31,278.0
2015-08-03,277.64
2015-08-04,278.23
2015-08-05,276.08
2015-08-06,274.13
2015-08-07,275.4
2015-08-10,276.25
2015-08-11,275.01
2015-08-12,275.04
2015-08-13,276.54
2015-08-14,279.88
2015-08-17,280.52
2015-08-18,278.67
2015-08-19,279.72
2015-08-20,276.11
2015-08-21,278.9
2015-08-24,271.49
2015-08-25,265.18
2015-08-26,265.5
2015-08-27,272.99
2015-08-28,272.64
2015-08-31,276.0
2015-09-01,276.02
2015-09-02,275.5
2015-09-03,273.0
2015-09-04,272.0
2015-09-07,274.98
2015-09-08,270.0
2015-09-09,274.99
2015-09-10,277.83
2015-09-11,282.0
2015-09-14,278.02
2015-09-15,285.0
2015-09-16,285.0
2015-09-18,288.49
2015-09-21,287.99
2015-09-22,289.25
2015-09-23,288.96
2015-09-24,289.8
2015-09-28,288.34
2015-09-29,288.75
2015-09-30,282.81
2015-10-01,284.99
2015-10-05,285.75
2015-10-06,283.87
2015-10-07,284.96
2015-10-08,283.0
2015-10-09,284.0
2015-10-12,284.18
2015-10-13,284.89
2015-10-14,284.0
2015-10-15,284.78
2015-10-16,285.0
2015-10-19,283.95
2015-10-20,284.97
2015-10-21,285.0
2015-10-23,285.0
2015-10-26,293.1
2015-10-27,294.83
2015-10-28,288.67
2015-10-29,298.67
2015-10-30,302.71
2015-11-02,303.13
2015-11-03,301.84
2015-11-04,301.95
2015-11-05,302.34
2015-11-06,304.85
2015-11-09,307.68
2015-11-10,303.18
2015-11-11,314.52
2015-11-13,307.21
2015-11-16,299.26
2015-11-17,299.78
2015-11-18,300.92
2015-11-19,297.49
2015-11-20,299.95
2015-11-23,298.98
2015-11-24,299.19
2015-11-26,297.26
2015-11-27,300.04
2015-11-30,299.39
2015-12-01,299.52
2015-12-02,299.39
2015-12-03,298.16
2015-12-04,299.57
2015-12-07,299.54
2015-12-08,301.87
2015-12-09,300.0
2015-12-10,301.0
2015-12-11,301.78
2015-12-14,302.8
2015-12-15,303.96
2015-12-16,302.37
2015-12-17,302.76
2015-12-18,297.16
2015-12-21,299.49
2015-12-22,296.42
2015-12-23,298.0
2015-12-24,298.41
2015-12-28,297.37
2015-12-29,298.6
2015-12-30,300.9
2015-12-31,301.8
2016-01-01,301.78
2016-01-04,315.92
2016-01-05,322.4
2016-01-06,310.52
2016-01-07,307.17
2016-01-08,314.0
2016-01-11,311.0
2016-01-12,309.0
2016-01-13,315.0
2016-01-14,314.95
2016-01-15,305.73
2016-01-18,286.4
2016-01-19,291.85
2016-01-20,288.1
2016-01-21,291.96
2016-01-22,293.18
2016-01-25,289.0
2016-01-27,295.46
2016-01-28,297.54
2016-01-29,299.99
2016-02-01,332.44
2016-02-02,320.0
2016-02-03,301.04
2016-02-04,300.0
2016-02-05,302.08
2016-02-08,293.78
2016-02-09,297.23
2016-02-10,298.42
2016-02-11,293.72
2016-02-12,294.98
2016-02-15,305.1
2016-02-16,309.98
2016-02-17,308.49
2016-02-18,298.12
2016-02-19,300.09
2016-02-22,299.5
2016-02-23,298.84
2016-02-24,296.5
2016-02-25,290.01
2016-02-26,288.79
2016-02-29,287.93
2016-03-01,292.3
2016-03-02,292.37
2016-03-03,293.85
2016-03-04,297.35
2016-03-08,297.69
2016-03-09,296.95
2016-03-10,293.15
2016-03-11,292.16
2016-03-14,293.72
2016-03-15,296.0
2016-03-16,292.0
2016-03-17,292.46
2016-03-18,292.02
2016-03-21,292.72
2016-03-22,293.81
2016-03-23,290.1
2016-03-28,296.5
2016-03-29,294.9
2016-03-30,291.03
2016-03-31,293.54
2016-04-01,294.82
2016-04-04,296.5
2016-04-05,296.8
2016-04-06,293.67
2016-04-07,300.0
2016-04-08,297.91
2016-04-11,296.98
2016-04-12,298.0
2016-04-13,298.0
2016-04-18,306.16
2016-04-20,304.72
2016-04-21,304.0
2016-04-22,299.79
2016-04-25,301.84
2016-04-26,298.0
2016-04-27,292.12
2016-04-28,294.1
2016-04-29,300.0
2016-05-02,297.68
2016-05-03,295.1
2016-05-04,289.94
2016-05-05,294.66
2016-05-06,292.26
2016-05-09,294.77
2016-05-10,297.58
2016-05-11,297.99
2016-05-12,297.5
