Date,CENTEXT
2013-01-01,2.05
2013-01-02,2.0
2013-01-03,2.0
2013-01-04,2.05
2013-01-07,2.05
2013-01-08,2.05
2013-01-09,2.0
2013-01-10,1.95
2013-01-11,1.95
2013-01-14,1.9
2013-01-15,1.9
2013-01-16,1.9
2013-01-17,1.9
2013-01-18,1.85
2013-01-21,1.8
2013-01-22,1.9
2013-01-23,1.8
2013-01-24,1.65
2013-01-25,1.8
2013-01-28,1.8
2013-01-29,1.8
2013-01-30,1.95
2013-01-31,1.9
2013-02-01,1.8
2013-02-04,1.75
2013-02-05,1.8
2013-02-06,1.75
2013-02-07,1.7
2013-02-08,1.7
2013-02-11,1.65
2013-02-12,1.6
2013-02-13,1.5
2013-02-14,1.35
2013-02-15,1.4
2013-02-18,1.5
2013-02-19,1.55
2013-02-20,1.5
2013-02-21,1.35
2013-02-22,1.3
2013-02-25,1.3
2013-02-26,1.2
2013-02-27,1.3
2013-02-28,1.2
2013-03-01,1.35
2013-03-04,1.3
2013-03-05,1.4
2013-03-06,1.35
2013-03-07,1.4
2013-03-08,1.45
2013-03-11,1.6
2013-03-12,1.6
2013-03-13,1.45
2013-03-14,1.4
2013-03-15,1.45
2013-03-18,1.4
2013-03-19,1.4
2013-03-20,1.35
2013-03-21,1.25
2013-03-22,1.25
2013-03-25,1.25
2013-03-26,1.2
2013-03-28,1.2
2013-04-01,1.35
2013-04-02,1.3
2013-04-03,1.3
2013-04-04,1.4
2013-04-05,1.25
2013-04-08,1.35
2013-04-09,1.3
2013-04-10,1.25
2013-04-12,1.25
2013-04-15,1.5
2013-04-16,1.4
2013-04-17,1.4
2013-04-18,1.35
2013-04-22,1.25
2013-04-23,1.2
2013-04-25,1.2
2013-04-26,1.2
2013-04-29,1.2
2013-04-30,1.15
2013-05-02,1.2
2013-05-03,1.15
2013-05-06,1.2
2013-05-07,1.2
2013-05-08,1.25
2013-05-09,1.2
2013-05-10,1.3
2013-05-11,1.3
2013-05-13,1.2
2013-05-14,1.25
2013-05-15,1.25
2013-05-16,1.25
2013-05-17,1.15
2013-05-20,1.2
2013-05-21,1.2
2013-05-22,1.2
2013-05-23,1.15
2013-05-24,1.15
2013-05-27,1.2
2013-05-28,1.15
2013-05-29,1.25
2013-05-30,1.1
2013-05-31,1.15
2013-06-03,1.15
2013-06-04,1.15
2013-06-05,1.1
2013-06-06,1.05
2013-06-07,1.05
2013-06-10,1.1
2013-06-11,1.0
2013-06-12,1.0
2013-06-13,1.0
2013-06-14,1.1
2013-06-17,1.0
2013-06-18,1.0
2013-06-19,1.0
2013-06-20,1.1
2013-06-21,1.0
2013-06-24,1.05
2013-06-25,1.15
2013-06-26,1.1
2013-06-27,1.1
2013-06-28,1.05
2013-07-01,1.1
2013-07-02,1.05
2013-07-03,1.0
2013-07-04,1.15
2013-07-05,1.05
2013-07-08,1.0
2013-07-09,1.05
2013-07-10,1.2
2013-07-11,1.05
2013-07-12,1.25
2013-07-15,1.35
2013-07-16,1.1
2013-07-17,1.1
2013-07-18,1.1
2013-07-22,0.95
2013-07-23,1.0
2013-07-24,0.9
2013-07-25,0.85
2013-07-29,0.9
2013-08-01,0.9
2013-08-12,0.9
2013-08-13,0.9
2013-08-14,0.9
2013-08-16,0.9
2013-08-20,0.9
2013-08-21,0.95
2013-09-05,0.9
2013-09-11,0.9
2013-09-12,0.85
2013-09-13,0.85
2013-09-16,0.9
2013-09-17,0.85
2013-09-19,0.8
2013-09-20,0.85
2013-09-24,0.85
2013-09-30,0.9
2013-10-03,0.85
2013-10-07,0.8
2013-10-10,0.75
2013-10-11,0.8
2013-10-14,0.75
2013-10-15,0.7
2013-10-17,0.75
2013-10-18,0.7
2013-10-22,0.65
2013-10-23,0.7
2013-10-24,0.75
2013-10-25,0.8
2013-10-28,0.85
2013-10-29,0.9
2013-11-01,0.95
2013-11-08,0.95
2014-03-03,1.0
2014-03-04,1.05
2014-03-05,1.1
2014-03-06,1.15
2014-03-07,1.25
2014-03-10,1.35
2014-03-11,1.45
2014-03-12,1.5
2014-03-13,1.55
2014-03-14,1.6
2014-03-18,1.65
2014-03-19,1.6
2014-03-20,1.55
2014-03-21,1.5
2014-03-22,1.45
2014-03-24,1.4
2014-03-25,1.35
2014-03-26,1.4
2014-03-27,1.4
2014-08-06,1.6
2014-08-07,1.55
2014-08-08,1.55
2014-08-11,1.55
2014-08-12,1.6
2014-08-13,1.65
2014-08-14,1.7
2014-08-18,1.7
2014-08-19,1.7
2014-08-20,1.75
2014-08-21,1.8
2014-08-22,1.85
2014-08-25,1.85
