Date,PAISALO
2013-01-01,380.65
2013-01-02,379.25
2013-01-03,378.9
2013-01-04,379.95
2013-01-07,379.0
2013-01-08,380.15
2013-01-09,379.0
2013-01-10,378.55
2013-01-11,383.25
2013-01-14,379.0
2013-01-15,386.45
2013-01-16,386.15
2013-01-17,387.25
2013-01-18,387.35
2013-01-21,387.0
2013-01-22,387.55
2013-01-23,386.05
2013-01-24,389.0
2013-01-25,387.2
2013-01-28,388.2
2013-01-29,386.85
2013-01-30,386.5
2013-01-31,386.0
2013-02-01,386.55
2013-02-04,387.95
2013-02-05,387.25
2013-02-06,387.0
2013-02-07,387.1
2013-02-08,387.0
2013-02-11,388.4
2013-02-12,387.05
2013-02-13,387.4
2013-02-14,387.0
2013-02-15,387.3
2013-02-18,387.4
2013-02-19,387.0
2013-02-20,387.1
2013-02-21,387.45
2013-02-22,388.0
2013-02-25,387.0
2013-02-26,386.15
2013-02-27,386.95
2013-02-28,385.95
2013-03-01,386.65
2013-03-04,386.6
2013-03-05,387.25
2013-03-06,386.95
2013-03-07,386.9
2013-03-08,387.45
2013-03-11,387.05
2013-03-12,387.8
2013-03-13,387.7
2013-03-14,387.75
2013-03-15,389.75
2013-03-18,386.95
2013-03-19,386.75
2013-03-20,386.75
2013-03-21,389.2
2013-03-22,387.95
2013-03-25,386.9
2013-03-26,387.1
2013-03-28,386.85
2013-04-01,386.8
2013-04-02,387.05
2013-04-03,387.15
2013-04-04,383.35
2013-04-05,381.8
2013-04-08,382.6
2013-04-09,382.05
2013-04-10,381.5
2013-04-11,381.85
2013-04-12,381.45
2013-04-15,383.1
2013-04-16,382.0
2013-04-17,382.05
2013-04-18,382.5
2013-04-22,383.3
2013-04-23,382.55
2013-04-25,383.45
2013-04-26,382.5
2013-04-29,382.85
2013-04-30,382.6
2013-05-02,383.55
2013-05-03,383.9
2013-05-06,384.85
2013-05-07,384.2
2013-05-08,385.1
2013-05-09,385.75
2013-05-10,385.8
2013-05-11,384.95
2013-05-13,384.15
2013-05-14,385.1
2013-05-15,385.25
2013-05-16,382.7
2013-05-17,385.75
2013-05-20,392.95
2013-05-21,392.75
2013-05-22,384.75
2013-05-23,383.25
2013-05-24,384.65
2013-05-27,385.95
2013-05-28,385.75
2013-05-29,385.0
2013-05-30,384.5
2013-05-31,384.45
2013-06-03,384.0
2013-06-04,383.9
2013-06-05,384.05
2013-06-06,382.9
2013-06-07,383.65
2013-06-10,386.8
2013-06-11,386.6
2013-06-12,386.0
2013-06-13,384.95
2013-06-14,386.05
2013-06-17,387.0
2013-06-18,387.05
2013-06-19,385.4
2013-06-20,383.5
2013-06-21,383.0
2013-06-24,382.8
2013-06-25,385.0
2013-06-26,384.0
2013-06-27,386.0
2013-06-28,390.15
2013-07-01,390.75
2013-07-02,389.95
2013-07-03,388.5
2013-07-04,390.75
2013-07-05,390.95
2013-07-08,389.25
2013-07-09,390.0
2013-07-10,390.15
2013-07-11,392.5
2013-07-12,392.3
2013-07-15,392.0
2013-07-16,391.05
2013-07-17,391.95
2013-07-18,393.0
2013-07-19,392.1
2013-07-22,391.5
2013-07-23,392.05
2013-07-24,392.0
2013-07-25,392.7
2013-07-26,392.55
2013-07-29,392.9
2013-07-30,393.1
2013-07-31,392.1
2013-08-01,392.0
2013-08-02,393.0
2013-08-05,393.3
2013-08-06,392.0
2013-08-07,392.75
2013-08-08,392.1
2013-08-12,392.4
2013-08-13,392.8
2013-08-14,393.5
2013-08-16,391.45
2013-08-19,391.5
2013-08-20,391.65
2013-08-21,391.6
2013-08-22,391.3
2013-08-23,392.15
2013-08-26,392.0
2013-08-27,391.55
2013-08-28,391.65
2013-08-29,391.6
2013-08-30,391.15
2013-09-02,391.5
2013-09-03,391.95
2013-09-04,390.15
2013-09-05,392.35
2013-09-06,393.15
2013-09-10,393.4
2013-09-11,394.05
2013-09-12,393.45
2013-09-13,392.55
2013-09-16,393.0
2013-09-17,393.5
2013-09-18,393.2
2013-09-19,395.05
2013-09-20,395.05
2013-09-23,394.7
2013-09-24,394.15
2013-09-25,395.15
2013-09-26,395.8
2013-09-27,396.55
2013-09-30,394.8
2013-10-01,394.5
2013-10-03,396.3
2013-10-04,395.0
2013-10-07,394.85
2013-10-08,394.5
2013-10-09,394.5
