Date,LAXMIMACH
2013-01-01,2275.55
2013-01-02,2288.25
2013-01-03,2298.55
2013-01-04,2263.75
2013-01-07,2266.6
2013-01-08,2284.25
2013-01-09,2310.8
2013-01-10,2292.65
2013-01-11,2265.55
2013-01-14,2263.95
2013-01-15,2256.9
2013-01-16,2250.2
2013-01-17,2255.95
2013-01-18,2242.05
2013-01-21,2267.6
2013-01-22,2264.95
2013-01-23,2250.45
2013-01-24,2187.85
2013-01-25,2227.05
2013-01-28,2125.4
2013-01-29,2149.2
2013-01-30,2130.25
2013-01-31,2178.9
2013-02-01,2189.95
2013-02-04,2145.55
2013-02-05,2164.85
2013-02-06,2128.8
2013-02-07,2100.65
2013-02-08,2099.3
2013-02-11,2100.2
2013-02-12,2063.35
2013-02-13,2058.2
2013-02-14,2050.15
2013-02-15,2050.45
2013-02-18,2081.05
2013-02-19,2086.4
2013-02-20,2097.55
2013-02-21,2053.85
2013-02-22,2050.25
2013-02-25,2050.6
2013-02-26,2025.2
2013-02-27,2044.65
2013-02-28,1999.2
2013-03-01,1988.25
2013-03-04,1957.35
2013-03-05,2009.9
2013-03-06,2031.25
2013-03-07,1973.95
2013-03-08,2059.05
2013-03-11,2042.55
2013-03-12,2017.65
2013-03-13,2006.9
2013-03-14,2011.1
2013-03-15,2014.05
2013-03-18,1986.75
2013-03-19,1993.8
2013-03-20,1913.2
2013-03-21,1850.65
2013-03-22,1848.35
2013-03-25,1878.45
2013-03-26,1873.6
2013-03-28,1845.8
2013-04-01,1872.65
2013-04-02,1911.9
2013-04-03,1909.05
2013-04-04,1867.6
2013-04-05,1849.8
2013-04-08,1878.95
2013-04-09,1834.6
2013-04-10,1896.05
2013-04-11,1909.8
2013-04-12,1877.5
2013-04-15,1926.35
2013-04-16,1926.5
2013-04-17,1917.45
2013-04-18,1922.65
2013-04-22,1990.75
2013-04-23,1979.15
2013-04-25,2009.25
2013-04-26,2021.2
2013-04-29,1995.05
2013-04-30,1996.9
2013-05-02,1970.6
2013-05-03,1999.65
2013-05-06,1999.0
2013-05-07,1996.85
2013-05-08,1971.0
2013-05-09,1982.3
2013-05-10,2011.7
2013-05-11,2035.05
2013-05-13,1996.15
2013-05-14,1993.25
2013-05-15,2039.35
2013-05-16,2015.35
2013-05-17,2044.9
2013-05-20,2067.6
2013-05-21,2070.45
2013-05-22,2036.6
2013-05-23,1965.25
2013-05-24,2021.85
2013-05-27,2017.2
2013-05-28,2022.0
2013-05-29,1975.5
2013-05-30,1968.2
2013-05-31,1943.85
2013-06-03,1931.4
2013-06-04,2007.5
2013-06-05,1991.5
2013-06-06,1999.2
2013-06-07,1996.95
2013-06-10,2000.4
2013-06-11,1990.35
2013-06-12,2019.6
2013-06-13,1999.05
2013-06-14,1981.15
2013-06-17,1964.5
2013-06-18,1952.3
2013-06-19,1954.4
2013-06-20,1927.45
2013-06-21,1833.15
2013-06-24,1802.4
2013-06-25,1828.35
2013-06-26,1800.95
2013-06-27,1800.65
2013-06-28,1819.95
2013-07-01,1853.35
2013-07-02,1907.35
2013-07-03,1867.75
2013-07-04,1871.6
2013-07-05,1871.25
2013-07-08,1891.9
2013-07-09,1872.35
2013-07-10,1860.7
2013-07-11,1867.9
2013-07-12,1860.35
2013-07-15,1841.1
2013-07-16,1817.8
2013-07-17,1814.9
2013-07-18,1821.15
2013-07-19,1830.2
2013-07-22,1849.7
2013-07-23,1855.15
2013-07-24,1834.95
2013-07-25,1821.05
2013-07-26,1835.15
2013-07-29,1807.9
2013-07-30,1770.25
2013-07-31,1763.0
2013-08-01,1810.25
2013-08-02,1827.55
2013-08-05,1837.7
2013-08-06,1790.1
2013-08-07,1797.05
2013-08-08,1811.15
2013-08-12,1826.25
2013-08-13,1845.35
2013-08-14,1821.3
2013-08-16,1788.3
2013-08-19,1798.4
2013-08-20,1799.3
2013-08-21,1790.3
2013-08-22,1792.8
2013-08-23,1792.0
2013-08-26,1805.3
2013-08-27,1795.1
2013-08-28,1778.6
2013-08-29,1766.95
2013-08-30,1786.45
2013-09-02,1876.0
2013-09-03,1879.25
2013-09-04,1950.0
2013-09-05,1996.3
2013-09-06,2021.95
2013-09-10,2026.85
2013-09-11,2087.05
2013-09-12,2032.6
2013-09-13,2014.0
2013-09-16,2042.7
2013-09-17,2060.3
2013-09-18,2031.05
2013-09-19,2050.4
2013-09-20,2049.9
2013-09-23,2038.45
2013-09-24,2014.3
2013-09-25,2046.95
2013-09-26,2060.2
2013-09-27,2060.25
2013-09-30,2057.0
2013-10-01,2041.6
2013-10-03,2072.05
2013-10-04,2052.05
2013-10-07,2046.0
2013-10-08,2052.65
2013-10-09,2069.35
