Date,BAFNAPHARM
2013-01-01,47.3
2013-01-02,47.0
2013-01-03,47.75
2013-01-04,47.6
2013-01-07,48.7
2013-01-08,47.9
2013-01-09,47.05
2013-01-10,48.05
2013-01-11,46.9
2013-01-14,46.55
2013-01-15,46.75
2013-01-16,46.5
2013-01-17,46.6
2013-01-18,46.0
2013-01-21,45.7
2013-01-22,44.2
2013-01-23,44.9
2013-01-24,44.95
2013-01-25,45.5
2013-01-28,46.15
2013-01-29,45.25
2013-01-30,45.8
2013-01-31,44.75
2013-02-01,44.8
2013-02-04,44.75
2013-02-05,44.2
2013-02-06,44.1
2013-02-07,43.75
2013-02-08,43.95
2013-02-11,43.5
2013-02-12,43.2
2013-02-13,42.4
2013-02-14,43.7
2013-02-15,44.3
2013-02-18,44.25
2013-02-19,44.0
2013-02-20,43.65
2013-02-21,43.4
2013-02-22,43.65
2013-02-25,42.7
2013-02-26,41.1
2013-02-27,41.05
2013-02-28,38.15
2013-03-01,40.85
2013-03-04,38.35
2013-03-05,38.45
2013-03-06,38.6
2013-03-07,38.35
2013-03-08,39.85
2013-03-11,39.3
2013-03-12,39.3
2013-03-13,38.65
2013-03-14,38.8
2013-03-15,35.85
2013-03-18,36.6
2013-03-19,36.25
2013-03-20,36.1
2013-03-21,37.05
2013-03-22,37.45
2013-03-25,36.5
2013-03-26,36.75
2013-03-28,37.55
2013-04-01,38.5
2013-04-02,39.6
2013-04-03,39.1
2013-04-04,37.4
2013-04-05,37.05
2013-04-08,36.85
2013-04-09,36.9
2013-04-10,37.65
2013-04-11,37.0
2013-04-12,35.75
2013-04-15,35.4
2013-04-16,35.5
2013-04-17,36.15
2013-04-18,37.05
2013-04-22,37.9
2013-04-23,38.6
2013-04-25,37.9
2013-04-26,37.15
2013-04-29,37.6
2013-04-30,37.95
2013-05-02,37.9
2013-05-03,37.8
2013-05-06,37.55
2013-05-07,37.5
2013-05-08,37.6
2013-05-09,37.8
2013-05-10,37.9
2013-05-11,37.5
2013-05-13,38.2
2013-05-14,38.0
2013-05-15,38.1
2013-05-16,38.2
2013-05-17,38.2
2013-05-20,38.2
2013-05-21,37.45
2013-05-22,35.85
2013-05-23,36.15
2013-05-24,36.8
2013-05-27,36.65
2013-05-28,36.35
2013-05-29,36.65
2013-05-30,36.3
2013-05-31,36.35
2013-06-03,36.5
2013-06-04,36.0
2013-06-05,36.7
2013-06-06,36.5
2013-06-07,36.7
2013-06-10,36.7
2013-06-11,36.25
2013-06-12,35.75
2013-06-13,35.6
2013-06-14,35.55
2013-06-17,35.3
2013-06-18,34.95
2013-06-19,35.25
2013-06-20,34.45
2013-06-21,35.2
2013-06-24,36.0
2013-06-25,34.9
2013-06-26,34.6
2013-06-27,34.5
2013-06-28,34.95
2013-07-01,35.2
2013-07-02,35.1
2013-07-03,34.55
2013-07-04,35.0
2013-07-05,34.9
2013-07-08,35.5
2013-07-09,34.8
2013-07-10,34.15
2013-07-11,34.55
2013-07-12,35.1
2013-07-15,34.55
2013-07-16,34.9
2013-07-17,36.4
2013-07-18,37.0
2013-07-19,35.75
2013-07-22,34.85
2013-07-23,30.3
2013-07-24,24.25
2013-07-25,21.85
2013-07-26,19.7
2013-07-29,21.6
2013-07-30,23.45
2013-07-31,25.75
2013-08-01,25.55
2013-08-02,26.45
2013-08-05,25.25
2013-08-06,24.85
2013-08-07,26.05
2013-08-08,25.65
2013-08-12,24.5
2013-08-13,25.7
2013-08-14,25.0
2013-08-16,24.45
2013-08-19,24.85
2013-08-20,25.2
2013-08-21,26.35
2013-08-22,27.25
2013-08-23,27.9
2013-08-26,26.6
2013-08-27,26.2
2013-08-28,26.35
2013-08-29,25.95
2013-08-30,27.0
2013-09-02,27.6
2013-09-03,28.0
2013-09-04,28.7
2013-09-05,28.25
2013-09-06,29.7
2013-09-10,30.55
2013-09-11,29.7
2013-09-12,31.05
2013-09-13,30.6
2013-09-16,31.4
2013-09-17,30.9
2013-09-18,31.05
2013-09-19,31.05
2013-09-20,29.4
2013-09-23,29.0
2013-09-24,27.0
2013-09-25,27.85
2013-09-26,27.45
2013-09-27,28.1
2013-09-30,27.1
2013-10-01,27.15
2013-10-03,28.1
2013-10-04,27.85
2013-10-07,26.75
2013-10-08,26.0
2013-10-09,25.4
2013-10-10,25.45
2013-10-11,25.85
2013-10-14,23.45
2013-10-15,25.75
2013-10-17,25.05
2013-10-18,26.75
2013-10-21,26.8
2013-10-22,26.0
2013-10-23,26.3
2013-10-24,26.2
2013-10-25,26.35
2013-10-28,26.75
2013-10-29,26.55
2013-10-30,26.3
2013-10-31,26.0
2013-11-01,26.1
2013-11-03,26.0
2013-11-05,26.8
2013-11-06,25.8
2013-11-07,25.3
2013-11-08,25.2
2013-11-11,26.0
2013-11-12,25.15
2013-11-13,25.0
2013-11-14,25.3
2013-11-18,25.85
2013-11-19,25.55
2013-11-20,30.65
2013-11-21,30.55
2013-11-22,29.85
2013-11-25,30.05
2013-11-26,30.15
2013-11-27,28.55
2013-11-28,26.85
2013-11-29,26.4
2013-12-02,28.0
2013-12-03,28.95
2013-12-04,27.9
2013-12-05,27.55
2013-12-06,27.2
2013-12-09,26.55
2013-12-10,25.9
2013-12-11,25.05
2013-12-12,25.2
2013-12-13,24.1
2013-12-16,24.8
2013-12-17,24.8
2013-12-18,25.0
2013-12-19,22.65
2013-12-20,23.05
2013-12-23,22.2
2013-12-24,22.75
2013-12-26,23.15
