Date,GPPL
2013-01-01,48.9
2013-01-02,48.45
2013-01-03,47.95
2013-01-04,47.75
2013-01-07,48.35
2013-01-08,47.75
2013-01-09,48.25
2013-01-10,48.05
2013-01-11,48.0
2013-01-14,48.05
2013-01-15,48.35
2013-01-16,48.45
2013-01-17,48.3
2013-01-18,47.25
2013-01-21,45.05
2013-01-22,44.4
2013-01-23,44.15
2013-01-24,43.95
2013-01-25,44.0
2013-01-28,43.95
2013-01-29,44.3
2013-01-30,43.45
2013-01-31,44.0
2013-02-01,43.15
2013-02-04,42.0
2013-02-05,44.1
2013-02-06,42.7
2013-02-07,42.55
2013-02-08,41.8
2013-02-11,41.3
2013-02-12,41.7
2013-02-13,43.1
2013-02-14,42.75
2013-02-15,42.5
2013-02-18,42.75
2013-02-19,42.85
2013-02-20,41.9
2013-02-21,42.85
2013-02-22,46.15
2013-02-25,44.8
2013-02-26,45.95
2013-02-27,46.25
2013-02-28,46.95
2013-03-01,46.6
2013-03-04,45.05
2013-03-05,45.95
2013-03-06,46.75
2013-03-07,45.05
2013-03-08,47.3
2013-03-11,47.1
2013-03-12,48.0
2013-03-13,48.25
2013-03-14,48.5
2013-03-15,50.7
2013-03-18,49.0
2013-03-19,48.5
2013-03-20,49.55
2013-03-21,49.6
2013-03-22,49.9
2013-03-25,49.8
2013-03-26,49.75
2013-03-28,49.75
2013-04-01,49.75
2013-04-02,50.1
2013-04-03,50.6
2013-04-04,50.45
2013-04-05,50.35
2013-04-08,50.15
2013-04-09,50.6
2013-04-10,48.65
2013-04-11,49.35
2013-04-12,50.3
2013-04-15,49.0
2013-04-16,48.7
2013-04-17,48.7
2013-04-18,48.55
2013-04-22,48.35
2013-04-23,48.05
2013-04-25,48.25
2013-04-26,47.9
2013-04-29,48.05
2013-04-30,48.5
2013-05-02,48.15
2013-05-03,50.45
2013-05-06,50.5
2013-05-07,49.15
2013-05-08,49.05
2013-05-09,48.4
2013-05-10,48.25
2013-05-11,47.85
2013-05-13,47.95
2013-05-14,47.4
2013-05-15,47.7
2013-05-16,47.95
2013-05-17,47.95
2013-05-20,48.05
2013-05-21,48.05
2013-05-22,48.1
2013-05-23,46.5
2013-05-24,46.25
2013-05-27,46.95
2013-05-28,47.05
2013-05-29,47.3
2013-05-30,47.2
2013-05-31,47.5
2013-06-03,48.1
2013-06-04,47.3
2013-06-05,48.0
2013-06-06,46.85
2013-06-07,47.0
2013-06-10,47.55
2013-06-11,46.2
2013-06-12,46.5
2013-06-13,45.1
2013-06-14,44.45
2013-06-17,43.95
2013-06-18,44.45
2013-06-19,44.2
2013-06-20,45.4
2013-06-21,47.9
2013-06-24,47.1
2013-06-25,47.0
2013-06-26,46.0
2013-06-27,46.35
2013-06-28,47.0
2013-07-01,45.85
2013-07-02,46.4
2013-07-03,45.05
2013-07-04,46.0
2013-07-05,45.35
2013-07-08,46.2
2013-07-09,46.05
2013-07-10,46.55
2013-07-11,47.8
2013-07-12,47.25
2013-07-15,46.5
2013-07-16,45.85
2013-07-17,45.95
2013-07-18,47.7
2013-07-19,48.0
2013-07-22,47.55
2013-07-23,46.75
2013-07-24,46.45
2013-07-25,45.7
2013-07-26,44.65
2013-07-29,44.75
2013-07-30,47.1
2013-07-31,47.85
2013-08-01,47.5
2013-08-02,46.05
2013-08-05,44.7
2013-08-06,45.1
2013-08-07,45.1
2013-08-08,45.05
2013-08-12,45.0
2013-08-13,45.2
2013-08-14,46.85
