Date,INVENTURE
2013-01-01,14.2
2013-01-02,13.85
2013-01-03,13.9
2013-01-04,13.7
2013-01-07,13.95
2013-01-08,13.75
2013-01-09,13.7
2013-01-10,13.55
2013-01-11,13.5
2013-01-14,13.55
2013-01-15,13.6
2013-01-16,13.5
2013-01-17,13.35
2013-01-18,13.4
2013-01-21,13.2
2013-01-22,13.05
2013-01-23,12.3
2013-01-24,12.0
2013-01-25,11.3
2013-01-28,11.5
2013-01-29,10.95
2013-01-30,10.3
2013-01-31,11.5
2013-02-01,11.25
2013-02-04,10.8
2013-02-05,10.55
2013-02-06,10.55
2013-02-07,9.25
2013-02-08,9.75
2013-02-11,9.9
2013-02-12,9.65
2013-02-13,9.8
2013-02-14,9.15
2013-02-15,9.45
2013-02-18,9.55
2013-02-19,9.15
2013-02-20,9.6
2013-02-21,9.2
2013-02-22,9.25
2013-02-25,9.25
2013-02-26,9.2
2013-02-27,8.95
2013-02-28,8.85
2013-03-01,8.55
2013-03-04,6.85
2013-03-05,6.0
2013-03-06,6.6
2013-03-07,7.0
2013-03-08,7.45
2013-03-11,7.3
2013-03-12,7.3
2013-03-13,7.1
2013-03-14,7.15
2013-03-15,7.0
2013-03-18,6.9
2013-03-19,6.25
2013-03-20,5.7
2013-03-21,5.65
2013-03-22,5.5
2013-03-25,5.4
2013-03-26,5.15
2013-03-28,5.1
2013-04-01,5.2
2013-04-02,5.3
2013-04-03,5.45
2013-04-04,5.2
2013-04-05,5.1
2013-04-08,4.95
2013-04-09,4.85
2013-04-10,4.7
2013-04-11,4.9
2013-04-12,5.1
2013-04-15,5.35
2013-04-16,5.6
2013-04-17,5.85
2013-04-18,6.1
2013-04-22,5.8
2013-04-23,5.75
2013-04-25,5.75
2013-04-26,5.75
2013-04-29,5.7
2013-04-30,5.95
2013-05-02,5.9
2013-05-03,5.8
2013-05-06,5.65
2013-05-07,5.55
2013-05-08,5.4
2013-05-09,5.9
2013-05-10,5.55
2013-05-13,5.5
2013-05-14,5.75
2013-05-15,5.75
2013-05-16,5.75
2013-05-17,5.6
2013-05-20,5.55
2013-05-21,5.65
2013-05-22,5.65
2013-05-23,5.45
2013-05-24,5.45
2013-05-27,5.6
2013-05-28,5.4
2013-05-29,5.55
2013-05-30,5.55
2013-05-31,5.3
2013-06-03,5.5
2013-06-04,5.6
2013-06-05,5.2
2013-06-06,4.95
2013-06-07,5.3
2013-06-10,5.1
2013-06-11,5.0
2013-06-12,5.45
2013-06-13,5.75
2013-06-14,5.5
2013-06-17,5.3
2013-06-18,5.15
2013-06-19,5.25
2013-06-20,5.25
2013-06-21,5.15
2013-06-24,5.1
2013-06-25,5.05
2013-06-26,5.2
2013-06-27,5.0
2013-06-28,5.05
2013-07-01,5.15
2013-07-02,5.2
2013-07-03,5.15
2013-07-04,5.2
2013-07-05,5.7
2013-07-08,5.9
2013-07-09,5.8
2013-07-10,5.6
2013-07-11,5.5
2013-07-12,5.75
2013-07-15,5.9
2013-07-16,5.9
2013-07-17,5.8
2013-07-18,5.75
2013-07-19,5.95
2013-07-22,6.2
2013-07-23,5.95
2013-07-24,5.9
2013-07-25,5.65
2013-07-26,5.95
2013-07-29,5.65
2013-07-30,5.6
2013-07-31,5.7
2013-08-01,5.5
2013-08-02,5.5
2013-08-05,5.2
2013-08-06,5.15
2013-08-07,5.45
2013-08-08,5.3
2013-08-12,5.5
2013-08-13,5.8
2013-08-14,5.95
2013-08-16,6.0
2013-08-19,5.85
2013-08-20,7.0
2013-08-21,7.1
2013-08-22,7.2
2013-08-23,7.75
2013-08-26,7.45
2013-08-27,6.95
2013-08-28,6.85
2013-08-29,7.0
2014-03-03,8.3
2014-03-04,8.5
2014-03-05,8.9
2014-03-06,8.55
2014-03-07,8.55
2014-03-10,8.15
2014-03-11,7.9
2014-03-12,8.5
2014-03-13,8.5
2014-03-14,8.4
2014-03-18,8.45
2014-03-19,8.15
2014-03-20,8.55
2014-03-21,8.3
2014-03-22,7.95
2014-03-24,8.5
2014-03-25,9.25
2014-03-26,8.4
2014-03-27,8.85
2014-03-28,9.25
2014-03-31,9.75
2014-04-01,9.85
2014-04-02,9.85
2014-04-03,9.55
2014-04-04,9.55
2014-04-07,10.1
2014-04-09,9.5
2014-04-10,9.35
2014-04-11,9.15
2014-04-15,9.0
2014-04-16,8.2
2014-04-17,8.75
2014-04-21,9.15
2014-04-22,8.8
2014-04-23,9.2
2014-04-25,9.7
2014-04-28,9.25
2014-04-29,9.6
2014-04-30,9.95
2014-05-02,9.85
2014-05-05,9.8
2014-05-06,9.35
2014-05-07,9.4
2014-05-08,9.7
2014-05-09,9.75
2014-05-12,9.65
2014-05-13,9.6
2014-05-14,9.75
2014-05-15,9.65
2014-05-16,10.0
2014-05-19,9.95
2014-05-20,10.1
2014-05-21,9.9
2014-05-22,9.9
2014-05-23,10.85
2014-05-26,11.15
2014-05-27,11.55
2014-05-28,12.15
2014-05-29,10.4
2014-05-30,10.0
2014-06-02,9.9
2014-06-03,9.85
2014-06-04,10.05
2014-06-05,10.65
2014-06-06,10.9
2014-06-09,11.5
2014-06-10,11.6
2014-06-11,11.05
2014-06-12,13.1
2014-06-13,10.5
2014-06-16,10.7
2014-06-17,11.3
2014-06-18,10.8
2014-06-19,11.0
2014-06-20,11.0
2014-06-23,11.1
2014-06-24,11.4
2014-06-25,11.55
2014-06-26,11.8
2014-06-27,12.15
2014-06-30,11.65
2014-07-01,11.6
2014-07-02,11.6
