Date,KSCL
2013-01-01,1300.3
2013-01-02,1298.6
2013-01-03,1314.4
2013-01-04,1333.9
2013-01-07,1343.5
2013-01-08,1375.6
2013-01-09,1363.45
2013-01-10,1362.45
2013-01-11,1388.9
2013-01-14,1400.25
2013-01-15,1450.15
2013-01-16,1424.85
2013-01-17,1404.85
2013-01-18,1402.85
2013-01-21,1379.45
2013-01-22,1404.55
2013-01-23,1401.95
2013-01-24,1364.85
2013-01-25,1387.65
2013-01-28,1400.15
2013-01-29,1375.5
2013-01-30,1381.2
2013-01-31,1364.85
2013-02-01,1362.3
2013-02-04,1345.5
2013-02-05,1331.3
2013-02-06,1325.2
2013-02-07,1294.3
2013-02-08,1327.5
2013-02-11,1331.95
2013-02-12,1377.2
2013-02-13,1388.05
2013-02-14,1341.4
2013-02-15,1361.45
2013-02-18,1349.25
2013-02-19,1349.9
2013-02-20,1359.3
2013-02-21,1356.55
2013-02-22,1359.6
2013-02-25,1359.05
2013-02-26,1332.95
2013-02-27,1357.3
2013-02-28,1355.05
2013-03-01,1348.45
2013-03-04,1342.6
2013-03-05,1298.15
2013-03-06,1333.6
2013-03-07,1313.2
2013-03-08,1322.4
2013-03-11,1297.45
2013-03-12,1280.5
2013-03-13,1269.0
2013-03-14,1267.05
2013-03-15,1241.35
2013-03-18,1238.5
2013-03-19,1192.5
2013-03-20,1220.65
2013-03-21,1195.65
2013-03-22,1197.7
2013-03-25,1130.4
2013-03-26,1187.3
2013-03-28,1200.35
2013-04-01,1204.6
2013-04-02,1218.05
2013-04-03,1227.6
2013-04-04,1200.4
2013-04-05,1211.4
2013-04-08,1234.15
2013-04-09,1231.5
2013-04-10,1207.05
2013-04-11,1194.65
2013-04-12,1205.1
2013-04-15,1194.15
2013-04-16,1204.35
2013-04-17,1234.6
2013-04-18,1260.7
2013-04-22,1258.5
2013-04-23,1224.1
2013-04-25,1209.55
2013-04-26,1196.35
2013-04-29,1199.85
2013-04-30,1174.7
2013-05-02,1186.55
2013-05-03,1166.45
2013-05-06,1175.8
2013-05-07,1184.3
2013-05-08,1198.85
