Date,BHARATFORG
2013-01-01,256.9
2013-01-02,263.8
2013-01-03,264.75
2013-01-04,262.55
2013-01-07,262.4
2013-01-08,260.95
2013-01-09,257.05
2013-01-10,253.45
2013-01-11,250.8
2013-01-14,255.05
2013-01-15,256.4
2013-01-16,251.5
2013-01-17,251.05
2013-01-18,249.25
2013-01-21,246.75
2013-01-22,246.25
2013-01-23,241.85
2013-01-24,232.4
2013-01-25,233.45
2013-01-28,232.55
2013-01-29,234.05
2013-01-30,233.5
2013-01-31,229.75
2013-02-01,229.8
2013-02-04,223.5
2013-02-05,221.35
2013-02-06,223.85
2013-02-07,226.1
2013-02-08,218.75
2013-02-11,224.05
2013-02-12,217.5
2013-02-13,219.55
2013-02-14,218.0
2013-02-15,225.7
2013-02-18,224.05
2013-02-19,228.95
2013-02-20,227.3
2013-02-21,221.85
2013-02-22,218.25
2013-02-25,218.15
2013-02-26,213.7
2013-02-27,218.8
2013-02-28,213.95
2013-03-01,215.95
2013-03-04,219.55
2013-03-05,224.35
2013-03-06,220.35
2013-03-07,236.05
2013-03-08,234.1
2013-03-11,231.95
2013-03-12,227.0
2013-03-13,221.5
2013-03-14,227.1
2013-03-15,221.9
2013-03-18,220.35
2013-03-19,217.55
2013-03-20,215.0
2013-03-21,209.8
2013-03-22,204.2
2013-03-25,200.95
2013-03-26,201.1
2013-03-28,207.1
2013-04-01,203.85
2013-04-02,212.3
2013-04-03,214.95
2013-04-04,209.85
2013-04-05,210.85
2013-04-08,211.6
2013-04-09,210.15
2013-04-10,215.85
2013-04-11,215.2
2013-04-12,215.6
2013-04-15,213.15
2013-04-16,219.4
2013-04-17,217.05
2013-04-18,223.95
2013-04-22,230.45
2013-04-23,237.45
2013-04-25,230.7
2013-04-26,232.1
2013-04-29,229.3
2013-04-30,230.85
2013-05-02,227.75
2013-05-03,229.8
2013-05-06,235.6
2013-05-07,245.5
2013-05-08,243.1
2013-05-09,237.25
2013-05-10,240.6
2013-05-11,241.5
2013-05-13,233.8
2013-05-14,229.55
2013-05-15,231.5
2013-05-16,233.2
2013-05-17,240.95
2013-05-20,232.6
2013-05-21,230.05
2013-05-22,229.7
2013-05-23,226.2
2013-05-24,225.9
2013-05-27,232.3
2013-05-28,241.7
2013-05-29,238.15
2013-05-30,239.75
2013-05-31,234.4
2013-06-03,234.35
2013-06-04,239.8
2013-06-05,236.7
2013-06-06,235.25
2013-06-07,228.15
2013-06-10,228.55
2013-06-11,225.5
2013-06-12,224.05
2013-06-13,222.35
2013-06-14,224.9
2013-06-17,221.85
2013-06-18,218.25
2013-06-19,218.2
2013-06-20,215.85
2013-06-21,218.25
2013-06-24,221.05
2013-06-25,215.0
2013-06-26,214.9
2013-06-27,219.95
2013-06-28,221.7
2013-07-01,224.2
2013-07-02,220.05
2013-07-03,216.55
2013-07-04,215.7
2013-07-05,215.45
2013-07-08,218.3
2013-07-09,216.95
2013-07-10,216.75
2013-07-11,221.55
2013-07-12,226.25
2013-07-15,226.7
2013-07-16,223.0
2013-07-17,219.9
2013-07-18,220.0
2013-07-19,222.15
2013-07-22,220.35
2013-07-23,223.05
2013-07-24,212.0
2013-07-25,215.3
2013-07-26,207.6
2013-07-29,203.75
2013-07-30,199.75
2013-07-31,203.8
2013-08-01,196.5
2013-08-02,197.65
2013-08-05,197.0
2013-08-06,188.95
2013-08-07,197.9
2013-08-08,231.4
2013-08-12,229.8
2013-08-13,230.05
2013-08-14,229.4
2013-08-16,222.15
2013-08-19,221.85
2013-08-20,220.65
2013-08-21,221.0
2013-08-22,222.1
2013-08-23,228.75
2013-08-26,227.3
2013-08-27,225.05
2013-08-28,234.65
2013-08-29,251.95
2013-08-30,240.95
2013-09-02,243.0
2013-09-03,240.0
2013-09-04,241.9
2013-09-05,246.9
2013-09-06,250.0
2013-09-10,251.7
2013-09-11,251.25
2013-09-12,258.05
2013-09-13,253.75
2013-09-16,259.95
2013-09-17,263.35
2013-09-18,261.7
2013-09-19,263.15
2013-09-20,258.65
2013-09-23,255.15
2013-09-24,253.5
2013-09-25,253.4
2013-09-26,253.55
2013-09-27,247.9
2013-09-30,250.55
2013-10-01,256.5
2013-10-03,270.5
2013-10-04,266.85
2013-10-07,265.8
2013-10-08,262.55
2013-10-09,265.45
2013-10-10,261.6
2013-10-11,271.15
2013-10-14,271.0
2013-10-15,267.25
2013-10-17,273.9
2013-10-18,279.9
2013-10-21,283.6
2013-10-22,280.5
2013-10-23,278.85
2013-10-24,285.5
2013-10-25,286.25
2013-10-28,281.65
2013-10-29,289.65
2013-10-30,296.2
2013-10-31,299.35
2013-11-01,295.2
2013-11-03,296.8
2013-11-05,295.25
2013-11-06,295.55
2013-11-07,295.5
2013-11-08,293.8
2013-11-11,289.65
2013-11-12,288.25
2013-11-13,291.2
2013-11-14,299.6
2013-11-18,304.5
2013-11-19,299.25
2013-11-20,286.5
2013-11-21,283.55
2013-11-22,286.65
2013-11-25,295.05
2013-11-26,290.45
2013-11-27,295.25
2013-11-28,293.15
2013-11-29,298.2
2013-12-02,302.95
2013-12-03,301.75
2013-12-04,299.15
2013-12-05,299.85
2013-12-06,303.05
2013-12-09,314.95
2013-12-10,320.85
2013-12-11,311.65
2013-12-12,308.3
2013-12-13,306.65
2013-12-16,313.65
2013-12-17,309.8
2013-12-18,312.45
2013-12-19,325.75
2013-12-20,326.35
2013-12-23,332.3
2013-12-24,338.75
2013-12-26,332.55
2013-12-27,327.85
2013-12-30,322.9
2013-12-31,328.05
2014-01-01,328.65
2014-01-02,323.05
2014-01-03,320.45
2014-01-06,331.5
2014-01-07,338.15
2014-01-08,331.7
2014-01-09,328.65
2014-01-10,332.6
2014-01-13,346.3
2014-01-14,344.5
2014-01-15,334.75
2014-01-16,348.0
2014-01-17,338.8
2014-01-20,346.15
2014-01-21,346.3
2014-01-22,348.05
2014-01-23,341.75
2014-01-24,342.15
2014-01-27,325.85
2014-01-28,326.6
2014-01-29,330.6
2014-01-30,330.6
2014-01-31,346.8
2014-02-03,343.8
2014-02-04,338.95
2014-02-05,340.65
2014-02-06,341.75
2014-02-07,341.15
2014-02-10,347.25
2014-02-11,368.0
2014-02-12,363.45
2014-02-13,361.8
2014-02-14,353.65
2014-02-17,361.0
2014-02-18,357.5
2014-02-19,368.05
2014-02-20,367.45
2014-02-21,369.15
2014-02-24,368.9
2014-02-25,365.15
2014-02-26,374.0
2014-02-28,382.65
2014-03-03,382.3
2014-03-04,390.4
2014-03-05,397.6
2014-03-06,412.15
2014-03-07,396.3
2014-03-10,387.2
2014-03-11,391.45
2014-03-12,395.2
2014-03-13,384.6
2014-03-14,384.5
2014-03-18,390.9
2014-03-19,400.45
2014-03-20,391.7
2014-03-21,395.25
2014-03-22,394.3
2014-03-24,397.7
2014-03-25,413.2
2014-03-26,400.45
2014-03-27,397.15
2014-03-28,409.3
2014-03-31,421.8
2014-04-01,417.35
2014-04-02,430.4
2014-04-03,423.15
2014-04-04,425.4
2014-04-07,436.85
2014-04-09,442.8
2014-04-10,445.05
2014-04-11,438.15
2014-04-15,426.7
2014-04-16,420.25
2014-04-17,422.85
2014-04-21,429.3
2014-04-22,429.65
2014-04-23,428.25
2014-04-25,416.85
2014-04-28,413.1
2014-04-29,406.8
2014-04-30,407.8
2014-05-02,406.0
2014-05-05,405.45
2014-05-06,416.95
2014-05-07,417.6
2014-05-08,418.3
2014-05-09,432.4
2014-05-12,445.1
2014-05-13,447.45
2014-05-14,449.7
2014-05-15,438.7
2014-05-16,458.35
2014-05-19,468.4
2014-05-20,472.35
2014-05-21,489.35
2014-05-22,482.95
2014-05-23,475.75
2014-05-26,472.95
2014-05-27,499.5
2014-05-28,500.8
2014-05-29,510.15
2014-05-30,501.65
2014-06-02,524.3
2014-06-03,519.85
2014-06-04,547.15
2014-06-05,575.1
2014-06-06,564.1
2014-06-09,568.35
2014-06-10,562.75
2014-06-11,565.2
2014-06-12,565.25
2014-06-13,557.75
2014-06-16,579.15
2014-06-17,580.25
2014-06-18,592.25
2014-06-19,574.05
2014-06-20,579.8
2014-06-23,591.15
2014-06-24,584.7
2014-06-25,588.55
2014-06-26,589.45
2014-06-27,608.25
2014-06-30,626.0
2014-07-01,652.8
2014-07-02,663.5
2014-07-03,672.25
2014-07-04,671.65
2014-07-07,667.45
2014-07-08,637.2
2014-07-09,615.5
2014-07-10,631.75
2014-07-11,629.9
2014-07-14,644.15
2014-07-15,680.9
2014-07-16,698.8
2014-07-17,717.95
2014-07-18,707.9
2014-07-21,719.1
2014-07-22,708.45
2014-07-23,694.5
2014-07-24,700.85
2014-07-25,693.25
2014-07-28,710.6
2014-07-30,720.65
2014-07-31,723.75
2014-08-01,723.9
2014-08-04,749.65
2014-08-05,756.4
2014-08-06,759.05
2014-08-07,758.15
2014-08-08,736.0
2014-08-11,745.2
2014-08-12,749.7
2014-08-13,767.1
2014-08-14,767.0
2014-08-18,769.7
2014-08-19,764.85
2014-08-20,759.9
2014-08-21,758.95
2014-08-22,776.1
2014-08-25,792.1
2014-08-26,787.35
2014-08-27,797.15
2014-08-28,791.7
2014-09-01,798.7
2014-09-02,816.3
2014-09-03,840.8
2014-09-04,859.85
2014-09-05,857.95
2014-09-08,861.3
2014-09-09,873.1
2014-09-10,871.5
2014-09-11,922.05
2014-09-12,894.0
2014-09-15,891.5
2014-09-16,838.35
2014-09-17,852.2
2014-09-18,865.5
2014-09-19,850.85
2014-09-22,844.2
2014-09-23,834.55
2014-09-24,794.6
2014-09-25,793.05
2014-09-26,810.75
2014-09-29,837.95
2014-09-30,823.3
2014-10-01,811.0
2014-10-07,803.25
2014-10-08,804.25
2014-10-09,806.35
2014-10-10,761.25
2014-10-13,769.95
2014-10-14,776.05
2014-10-16,743.25
2014-10-17,752.15
2014-10-20,764.05
2014-10-21,754.9
2014-10-22,758.8
2014-10-23,768.6
2014-10-27,766.9
2014-10-28,760.9
2014-10-29,766.0
2014-10-30,801.4
2014-10-31,813.05
2014-11-03,811.25
2014-11-05,843.05
2014-11-07,835.75
2014-11-10,885.0
2014-11-11,909.45
2014-11-12,908.0
2014-11-13,911.2
2014-11-14,909.25
2014-11-17,901.2
2014-11-18,941.35
2014-11-19,917.5
2014-11-20,922.7
2014-11-21,912.5
2014-11-24,940.2
2014-11-25,941.15
2014-11-26,941.9
2014-11-27,954.8
2014-11-28,965.0
2014-12-01,952.0
2014-12-02,986.9
2014-12-03,1002.3
2014-12-04,991.2
2014-12-05,981.55
2014-12-08,974.35
2014-12-09,946.95
2014-12-10,964.75
2014-12-11,922.15
2014-12-12,920.85
2014-12-15,913.9
2014-12-16,896.55
2014-12-17,864.6
2014-12-18,904.65
2014-12-19,907.75
2014-12-22,916.25
2014-12-23,910.05
2014-12-24,915.0
2014-12-26,909.4
2014-12-29,941.85
2014-12-30,937.0
2014-12-31,944.3
2015-01-01,937.95
2015-01-02,943.2
2015-01-05,946.3
2015-01-06,892.7
2015-01-07,900.4
2015-01-08,930.8
2015-01-09,929.05
2015-01-12,1001.3
2015-01-13,985.1
2015-01-14,983.2
2015-01-15,983.95
2015-01-16,1018.7
2015-01-19,1019.25
2015-01-20,1008.3
2015-01-21,1008.85
2015-01-22,1019.1
2015-01-23,1005.15
2015-01-27,1016.3
2015-01-28,1014.95
2015-01-29,1042.35
2015-01-30,1034.45
2015-02-02,1065.95
2015-02-03,1092.45
2015-02-04,1083.75
2015-02-05,1088.05
2015-02-06,1057.7
2015-02-09,1073.95
2015-02-10,1092.4
2015-02-11,1141.0
2015-02-12,1182.15
2015-02-13,1188.15
2015-02-16,1175.25
2015-02-18,1225.65
2015-02-19,1247.35
2015-02-20,1280.35
2015-02-23,1264.9
2015-02-24,1272.05
2015-02-25,1308.05
2015-02-26,1259.8
2015-02-27,1249.0
2015-02-28,1254.35
2015-03-02,1286.5
2015-03-03,1291.0
2015-03-04,1265.75
2015-03-05,1293.25
2015-03-09,1269.1
2015-03-10,1284.2
2015-03-11,1304.95
2015-03-12,1333.5
2015-03-13,1288.95
2015-03-16,1296.35
2015-03-17,1313.3
2015-03-18,1299.0
2015-03-19,1308.45
2015-03-20,1287.5
2015-03-23,1297.0
2015-03-24,1297.3
2015-03-25,1259.75
2015-03-26,1209.4
2015-03-27,1221.3
2015-03-30,1253.0
2015-03-31,1276.85
2015-04-01,1322.6
2015-04-06,1315.65
2015-04-07,1313.75
2015-04-08,1339.7
2015-04-09,1319.95
2015-04-10,1331.8
2015-04-13,1310.75
2015-04-15,1316.0
2015-04-16,1300.5
2015-04-17,1197.15
2015-04-20,1182.6
2015-04-21,1181.5
2015-04-22,1165.1
2015-04-23,1171.75
2015-04-24,1201.95
2015-04-27,1179.7
2015-04-28,1215.55
2015-04-29,1245.85
2015-04-30,1254.75
