Date,JETAIRWAYS
2013-01-01,577.95
2013-01-02,579.85
2013-01-03,607.3
2013-01-04,610.15
2013-01-07,604.2
2013-01-08,588.4
2013-01-09,600.55
2013-01-10,591.1
2013-01-11,597.2
2013-01-14,596.1
2013-01-15,593.8
2013-01-16,584.2
2013-01-17,582.4
2013-01-18,574.65
2013-01-21,605.35
2013-01-22,609.9
2013-01-23,599.1
2013-01-24,586.45
2013-01-25,611.65
2013-01-28,601.95
2013-01-29,589.0
2013-01-30,594.8
2013-01-31,621.3
2013-02-01,623.3
2013-02-04,604.9
2013-02-05,594.5
2013-02-06,588.55
2013-02-07,581.65
2013-02-08,591.9
2013-02-11,586.6
2013-02-12,581.85
2013-02-13,583.85
2013-02-14,595.65
2013-02-15,617.95
2013-02-18,570.7
2013-02-19,588.85
2013-02-20,584.75
2013-02-21,559.95
2013-02-22,528.15
2013-02-25,505.7
2013-02-26,449.3
2013-02-27,534.7
2013-02-28,539.1
2013-03-01,537.75
2013-03-04,499.65
2013-03-05,513.0
2013-03-06,514.0
2013-03-07,504.65
2013-03-08,555.85
2013-03-11,562.6
2013-03-12,569.85
2013-03-13,575.75
2013-03-14,575.95
2013-03-15,575.8
2013-03-18,559.4
2013-03-19,548.45
2013-03-20,546.4
2013-03-21,550.25
2013-03-22,543.5
2013-03-25,536.5
2013-03-26,527.35
2013-03-28,517.9
2013-04-01,539.95
2013-04-02,539.3
2013-04-03,530.75
2013-04-04,513.0
2013-04-05,506.4
2013-04-08,502.4
2013-04-09,497.6
2013-04-10,500.8
2013-04-11,484.35
2013-04-12,473.0
2013-04-15,501.4
2013-04-16,505.3
2013-04-17,498.35
2013-04-18,512.35
2013-04-22,548.75
2013-04-23,573.15
2013-04-25,634.8
2013-04-26,613.0
2013-04-29,608.7
2013-04-30,621.15
2013-05-02,612.45
2013-05-03,606.6
2013-05-06,612.0
2013-05-07,606.05
2013-05-08,589.0
2013-05-09,591.1
2013-05-10,590.6
2013-05-11,586.2
2013-05-13,576.85
2013-05-14,573.15
2013-05-15,581.25
2013-05-16,581.65
2013-05-17,577.95
2013-05-20,581.15
2013-05-21,587.95
2013-05-22,581.75
2013-05-23,586.4
2013-05-24,561.15
2013-05-27,547.35
2013-05-28,552.3
2013-05-29,536.95
2013-05-30,528.45
2013-05-31,491.75
2013-06-03,479.5
2013-06-04,478.55
2013-06-05,470.4
2013-06-06,462.6
2013-06-07,453.55
2013-06-10,403.65
2013-06-11,399.75
2013-06-12,406.5
2013-06-13,430.7
2013-06-14,470.4
2013-06-17,476.55
2013-06-18,478.3
2013-06-19,481.45
2013-06-20,476.95
2013-06-21,460.95
2013-06-24,442.05
2013-06-25,441.0
2013-06-26,434.95
2013-06-27,438.0
2013-06-28,450.05
2013-07-01,464.55
2013-07-02,454.9
2013-07-03,455.65
2013-07-04,445.6
2013-07-05,446.4
2013-07-08,441.95
2013-07-09,432.95
2013-07-10,420.05
2013-07-11,422.4
2013-07-12,415.3
2013-07-15,422.15
2013-07-16,403.85
2013-07-17,389.4
2013-07-18,376.9
2013-07-19,370.75
2013-07-22,373.05
2013-07-23,371.7
2013-07-24,355.8
2013-07-25,337.55
2013-07-26,396.35
2013-07-29,411.0
2013-07-30,379.3
2013-07-31,353.6
2013-08-01,346.1
2013-08-02,327.4
2013-08-05,332.6
2013-08-06,310.4
2013-08-07,323.65
2013-08-08,326.05
2013-08-12,333.45
2013-08-13,336.15
2013-08-14,336.8
2013-08-16,317.35
2013-08-19,308.35
2013-08-20,303.0
2013-08-21,298.7
2013-08-22,296.0
2013-08-23,316.75
2013-08-26,314.15
2013-08-27,310.5
2013-08-28,289.95
2013-08-29,295.45
2013-08-30,292.3
2013-09-02,308.25
2013-09-03,309.95
2013-09-04,327.6
2013-09-05,327.1
2013-09-06,349.8
2013-09-10,363.5
2013-09-11,371.65
2013-09-12,374.2
2013-09-13,376.45
2013-09-16,371.35
2013-09-17,360.75
2013-09-18,352.85
2013-09-19,354.2
2013-09-20,358.95
2013-09-23,352.9
2013-09-24,347.7
2013-09-25,349.0
2013-09-26,352.55
2013-09-27,349.8
2013-09-30,359.15
2013-10-01,370.25
2013-10-03,386.6
2013-10-04,383.7
2013-10-07,371.2
2013-10-08,357.1
2013-10-09,346.2
2013-10-10,347.1
2013-10-11,355.0
2013-10-14,362.65
2013-10-15,350.55
2013-10-17,347.15
2013-10-18,348.8
2013-10-21,348.25
2013-10-22,347.75
2013-10-23,346.4
2013-10-24,340.5
2013-10-25,346.75
2013-10-28,347.85
2013-10-29,341.95
2013-10-30,339.25
2013-10-31,340.75
2013-11-01,343.2
2013-11-03,346.4
2013-11-05,349.9
2013-11-06,350.45
2013-11-07,340.8
2013-11-08,339.5
2013-11-11,339.85
2013-11-12,331.6
2013-11-13,331.5
2013-11-14,323.35
2013-11-18,311.95
2013-11-19,321.1
2013-11-20,325.6
2013-11-21,325.0
2013-11-22,316.4
2013-11-25,318.9
2013-11-26,306.6
2013-11-27,293.15
2013-11-28,294.35
2013-11-29,302.95
2013-12-02,303.1
2013-12-03,299.2
2013-12-04,298.75
2013-12-05,301.15
2013-12-06,302.75
2013-12-09,298.3
2013-12-10,299.55
2013-12-11,296.65
2013-12-12,293.15
2013-12-13,273.2
2013-12-16,261.9
2013-12-17,268.0
2013-12-18,270.1
2013-12-19,270.0
2013-12-20,275.7
2013-12-23,273.9
2013-12-24,278.65
2013-12-26,281.0
2013-12-27,282.05
2013-12-30,283.0
2013-12-31,291.9
2014-01-01,290.45
2014-01-02,283.75
2014-01-03,292.1
2014-01-06,289.2
2014-01-07,293.7
2014-01-08,288.1
2014-01-09,283.55
2014-01-10,275.35
2014-01-13,268.7
2014-01-14,261.85
2014-01-15,268.2
2014-01-16,269.2
2014-01-17,264.45
2014-01-20,265.35
2014-01-21,280.2
2014-01-22,274.35
2014-01-23,271.5
2014-01-24,265.75
2014-01-27,252.9
2014-01-28,253.3
2014-01-29,251.05
2014-01-30,246.05
2014-01-31,236.9
2014-02-03,221.4
2014-02-04,216.2
2014-02-05,211.75
2014-02-06,234.5
2014-02-07,228.8
2014-02-10,228.55
2014-02-11,224.95
2014-02-12,220.15
2014-02-13,217.55
2014-02-14,216.0
2014-02-17,223.05
2014-02-18,220.2
2014-02-19,222.8
2014-02-20,219.35
2014-02-21,219.35
2014-02-24,218.95
2014-02-25,217.25
2014-02-26,214.45
2014-02-28,217.15
2014-03-03,215.45
2014-03-04,217.05
2014-03-05,218.15
2014-03-06,223.8
2014-03-07,224.05
2014-03-10,236.75
2014-03-11,241.35
2014-03-12,235.0
2014-03-13,233.75
2014-03-14,227.85
2014-03-18,232.45
2014-03-19,228.55
2014-03-20,224.2
2014-03-21,224.45
2014-03-22,226.0
2014-03-24,225.1
2014-03-25,226.25
2014-03-26,222.7
2014-03-27,228.55
2014-03-28,233.25
2014-03-31,248.25
2014-04-01,244.65
2014-04-02,279.0
2014-04-03,277.15
2014-04-04,278.15
2014-04-07,273.1
2014-04-09,288.8
2014-04-10,302.9
2014-04-11,303.4
2014-04-15,291.9
2014-04-16,274.5
2014-04-17,280.15
2014-04-21,278.4
2014-04-22,288.95
2014-04-23,287.9
2014-04-25,281.65
2014-04-28,274.1
2014-04-29,270.0
2014-04-30,250.85
2014-05-02,243.45
2014-05-05,239.7
2014-05-06,233.55
2014-05-07,231.9
2014-05-08,236.2
2014-05-09,238.75
2014-05-12,231.9
2014-05-13,238.35
2014-05-14,245.7
2014-05-15,243.5
2014-05-16,244.4
2014-05-19,265.35
2014-05-20,268.2
2014-05-21,274.35
2014-05-22,278.0
2014-05-23,288.5
2014-05-26,277.75
2014-05-27,268.65
2014-05-28,245.3
2014-05-29,237.9
2014-05-30,241.2
2014-06-02,242.9
2014-06-03,256.0
2014-06-04,257.85
2014-06-05,259.25
2014-06-06,258.9
2014-06-09,263.15
2014-06-10,275.85
2014-06-11,264.95
2014-06-12,264.65
2014-06-13,250.45
2014-06-16,243.95
2014-06-17,252.35
2014-06-18,247.95
2014-06-19,246.7
2014-06-20,241.9
2014-06-23,244.95
2014-06-24,261.0
2014-06-25,256.75
2014-06-26,252.4
2014-06-27,252.55
2014-06-30,254.2
2014-07-01,258.7
2014-07-02,261.05
2014-07-03,268.2
2014-07-04,274.35
2014-07-07,277.5
2014-07-08,265.5
2014-07-09,258.7
2014-07-10,257.6
2014-07-11,246.15
2014-07-14,247.7
2014-07-15,252.4
2014-07-16,254.05
2014-07-17,255.15
2014-07-18,254.0
2014-07-21,252.95
2014-07-22,255.9
2014-07-23,265.4
2014-07-24,261.65
2014-07-25,250.6
2014-07-28,250.15
2014-07-30,245.6
2014-07-31,245.75
2014-08-01,247.0
2014-08-04,249.9
2014-08-05,250.65
2014-08-06,248.85
2014-08-07,251.85
2014-08-08,244.15
2014-08-11,246.3
2014-08-12,246.75
2014-08-13,235.6
2014-08-14,236.2
2014-08-18,240.7
2014-08-19,250.55
2014-08-20,248.8
2014-08-21,244.55
2014-08-22,244.7
2014-08-25,232.85
2014-08-26,225.3
2014-08-27,220.8
2014-08-28,222.2
2014-09-01,223.6
2014-09-02,224.95
2014-09-03,225.85
2014-09-04,221.85
2014-09-05,218.0
2014-09-08,217.0
2014-09-09,223.6
2014-09-10,231.7
2014-09-11,233.05
2014-09-12,234.0
2014-09-15,228.75
2014-09-16,224.6
2014-09-17,223.25
2014-09-18,225.3
2014-09-19,232.0
2014-09-22,227.75
2014-09-23,221.75
2014-09-24,217.45
2014-09-25,211.05
2014-09-26,212.95
2014-09-29,213.6
2014-09-30,208.75
2014-10-01,211.95
2014-10-07,211.05
2014-10-08,220.05
2014-10-09,222.8
2014-10-10,243.95
2014-10-13,233.95
2014-10-14,233.15
2014-10-16,223.35
2014-10-17,223.65
2014-10-20,227.95
2014-10-21,226.15
2014-10-22,232.4
2014-10-23,233.6
2014-10-27,234.2
2014-10-28,231.15
2014-10-29,231.95
2014-10-30,233.3
2014-10-31,232.2
2014-11-03,240.7
2014-11-05,244.65
2014-11-07,251.7
2014-11-10,269.15
2014-11-11,262.5
2014-11-12,264.3
2014-11-13,273.4
2014-11-14,276.3
2014-11-17,271.8
2014-11-18,268.6
2014-11-19,262.9
2014-11-20,259.2
2014-11-21,261.5
2014-11-24,253.15
2014-11-25,244.75
2014-11-26,256.2
2014-11-27,268.9
2014-11-28,322.65
2014-12-01,348.05
2014-12-02,377.8
2014-12-03,366.05
2014-12-04,379.65
2014-12-05,366.8
2014-12-08,403.45
2014-12-09,428.5
2014-12-10,437.8
2014-12-11,441.35
2014-12-12,401.5
2014-12-15,373.25
2014-12-16,401.05
2014-12-17,387.0
2014-12-18,404.4
2014-12-19,398.6
2014-12-22,388.25
2014-12-23,395.95
2014-12-24,383.5
2014-12-26,382.05
2014-12-29,380.85
2014-12-30,379.15
2014-12-31,384.5
