Date,NAGREEKCAP
2013-01-01,14.55
2013-01-02,15.0
2013-01-03,14.6
2013-01-04,14.75
2013-01-07,15.4
2013-01-09,15.1
2013-01-10,15.1
2013-01-11,15.85
2013-01-14,15.9
2013-01-15,15.25
2013-01-16,14.85
2013-01-17,15.55
2013-01-22,15.2
2013-01-23,15.7
2013-01-25,15.05
2013-01-28,15.15
2013-01-30,15.15
2013-01-31,15.0
2013-02-01,15.1
2013-02-05,14.5
2013-02-06,15.2
2013-02-11,15.0
2013-02-13,15.1
2013-02-14,15.05
2013-02-15,15.2
2013-02-18,15.3
2013-02-20,15.0
2013-02-21,15.65
2013-02-22,14.9
2013-02-25,14.6
2013-02-26,14.5
2013-02-27,14.5
2013-03-01,14.4
2013-03-05,14.35
2013-03-11,14.0
2013-03-12,13.4
2013-03-14,13.15
2013-03-15,13.2
2013-03-21,13.0
2013-03-22,12.8
2013-03-25,12.6
2013-03-26,12.3
2013-03-28,12.9
2013-04-02,12.5
2013-04-03,13.1
2013-04-04,13.75
2013-04-25,13.1
2013-05-02,12.45
2013-05-07,12.9
2013-05-28,12.3
2013-06-18,11.7
2013-06-20,11.15
2013-06-27,10.6
2013-07-17,10.1
2013-07-18,9.6
2013-07-19,9.15
2013-07-24,8.7
2013-07-25,8.3
2013-07-26,8.7
2013-08-07,9.1
2013-09-04,8.65
2013-09-06,8.25
2013-09-10,8.65
2013-09-12,8.7
2013-09-13,9.05
2013-09-16,8.6
2013-09-17,9.0
2013-09-19,9.35
2013-09-20,8.9
2013-09-23,9.3
2013-09-24,9.75
2013-09-27,10.2
2013-10-03,10.7
2013-10-04,10.95
2013-10-09,11.0
2013-10-10,10.45
2013-10-11,10.2
2013-10-17,9.7
2013-10-21,9.25
2013-10-22,9.3
2013-10-23,9.05
2013-10-24,8.8
2013-10-25,8.6
2013-10-31,8.6
2013-11-01,9.0
2013-11-06,8.8
2013-11-11,8.55
2013-11-19,8.3
2013-11-20,8.65
2013-11-21,8.65
2013-11-22,9.05
2013-11-25,9.5
2013-11-27,9.95
2013-12-02,9.7
2013-12-06,9.6
2013-12-11,9.2
2013-12-13,8.9
2013-12-26,9.3
2013-12-27,9.0
2014-01-13,9.45
2014-01-14,9.9
2014-01-16,10.3
2014-01-17,10.5
2014-01-21,10.9
2014-01-22,10.4
2014-01-24,10.3
2014-01-27,10.0
2014-01-31,9.5
2014-02-04,9.1
2014-02-11,9.2
2014-02-14,8.75
2014-02-21,8.35
2014-02-24,8.35
2014-02-26,8.75
2014-02-28,8.9
2014-03-03,8.7
2014-03-06,9.1
2014-03-07,8.9
2014-03-10,9.3
2014-03-11,9.5
2014-03-12,9.4
2014-03-13,9.55
2014-03-14,9.1
2014-03-19,9.0
2014-03-20,9.45
2014-03-21,9.9
2014-03-24,10.35
2014-03-25,10.8
2014-03-26,10.95
2014-03-27,11.0
2014-03-28,11.55
2014-03-31,12.1
2014-04-01,12.6
2014-04-02,12.75
2014-04-03,13.2
2014-04-04,13.35
2014-04-07,12.75
2014-04-09,12.25
2014-04-10,12.45
2014-04-11,12.3
2014-04-15,12.35
2014-04-16,12.1
2014-04-17,12.35
2014-04-21,12.75
2014-04-22,12.75
2014-04-23,12.4
2014-04-25,12.05
2014-04-28,11.9
2014-04-29,12.45
2014-04-30,11.95
2014-05-02,11.75
2014-05-05,11.6
2014-05-06,11.25
2014-05-07,11.75
2014-05-08,11.3
2014-05-09,11.85
2014-05-12,11.55
2014-05-13,11.25
2014-05-14,11.8
2014-05-15,12.35
2014-05-16,12.0
2014-05-19,12.0
2014-05-20,12.6
2014-05-22,13.2
2014-05-23,13.85
2014-05-26,14.5
2014-05-27,15.2
2014-05-28,15.9
2014-05-29,16.6
2014-05-30,16.5
2014-06-02,15.7
2014-06-03,16.45
2014-06-04,17.25
2014-06-05,18.1
2014-06-06,19.0
2014-06-09,19.95
2014-06-10,20.9
2014-06-11,20.3
2014-06-13,19.3
2014-06-17,18.5
2014-06-18,19.4
2014-06-19,18.55
2014-06-20,19.0
2014-06-23,18.4
2014-06-24,19.3
2014-06-25,20.25
2014-06-26,20.3
2014-06-27,20.5
2014-08-06,17.05
2014-08-07,16.65
2014-08-08,17.05
2014-08-11,17.2
2014-08-12,17.7
2014-08-13,18.4
2014-08-14,18.4
2014-08-18,17.5
2014-08-19,17.3
2014-08-20,16.45
2014-08-21,16.75
2014-08-22,16.5
2014-08-25,16.5
2014-08-26,16.5
2014-08-27,16.65
2014-08-28,16.5
2014-09-01,16.6
2014-09-02,16.6
2014-09-03,16.65
2014-09-04,15.85
2014-09-05,16.0
2014-09-08,17.4
2014-09-09,18.95
2014-09-10,18.5
2014-09-11,20.35
2014-09-12,21.35
2014-09-15,20.45
2014-09-16,20.8
2014-09-17,19.8
2014-09-18,20.1
2014-09-19,20.1
2014-09-22,20.55
2014-09-23,20.95
2014-09-24,21.45
2014-09-29,20.6
2014-10-01,21.6
2014-10-07,22.55
2014-10-08,21.0
2014-10-09,21.1
2014-10-10,21.25
2014-10-13,22.75
2014-10-14,23.0
2014-10-16,22.5
2014-10-17,22.25
2014-10-20,21.0
2014-10-21,21.1
2014-10-22,20.65
2014-10-28,20.35
2014-10-29,22.35
2014-10-30,21.05
2014-10-31,22.8
2014-11-05,23.9
2014-11-07,21.6
2014-11-10,22.1
2014-11-12,23.5
2014-11-13,24.35
2014-11-18,22.5
2014-11-19,21.0
2014-11-20,20.75
2014-11-21,20.4
2014-11-24,19.0
2014-11-25,18.6
2014-11-27,17.35
2014-11-28,20.5
2014-12-01,19.2
2014-12-03,20.5
2014-12-04,21.9
2014-12-05,22.5
2014-12-08,21.8
2014-12-09,22.8
2014-12-17,22.75
2014-12-23,20.5
2014-12-24,19.2
2014-12-26,18.35
2014-12-29,17.75
2014-12-30,18.1
2014-12-31,18.05
2015-01-02,18.05
2015-01-07,17.15
2015-01-08,18.0
2015-01-09,18.75
2015-01-12,17.9
2015-01-13,17.85
2015-01-14,17.85
2015-01-15,18.0
2015-01-16,17.1
2015-01-19,17.15
2015-01-20,18.0
2015-01-21,18.8
2015-01-22,18.0
2015-01-23,17.1
2015-01-27,17.95
2015-01-28,17.8
2015-01-30,17.7
2015-02-04,17.95
2015-02-05,17.1
2015-02-06,18.0
2015-02-09,19.05
2015-02-12,17.15
2015-02-13,17.4
2015-02-18,15.7
2015-02-19,16.9
2015-02-20,17.65
2015-02-24,17.5
2015-02-25,15.75
2015-02-26,16.9
2015-02-27,16.0
2015-02-28,17.35
2015-03-02,16.8
2015-03-03,16.8
2015-03-05,15.5
2015-03-09,15.85
2015-03-10,16.05
2015-03-12,15.5
2015-03-13,15.1
2015-03-16,13.1
2015-03-17,13.3
2015-03-18,14.9
2015-03-19,13.15
2015-03-20,12.85
2015-03-23,12.6
2015-03-24,14.2
2015-03-25,16.0
2015-03-26,13.0
2015-03-27,13.1
2015-03-31,13.0
2015-04-01,14.95
2015-04-07,14.5
2015-04-09,13.65
2015-04-10,15.0
2015-04-13,14.25
2015-04-17,14.55
2015-04-20,13.6
2015-04-22,14.9
2015-04-23,13.55
2015-04-28,12.25
2015-04-29,11.7
2015-04-30,11.3
2015-05-05,11.85
2015-05-06,12.4
2015-05-07,13.0
2015-05-12,12.6
2015-05-13,12.0
2015-05-14,12.5
2015-05-18,12.5
2015-05-19,12.35
2015-05-20,12.25
2015-05-21,12.25
2015-05-25,11.65
2015-05-26,12.1
2015-05-27,12.0
2015-06-01,12.6
2015-06-03,13.2
2015-06-04,13.85
2015-06-05,14.5
2015-06-08,14.65
2015-06-09,15.35
2015-06-10,14.75
2015-06-11,14.75
2015-06-12,15.2
2015-06-15,15.4
2015-06-16,14.65
2015-06-17,15.25
2015-06-18,14.55
2015-06-19,13.95
2015-06-23,14.45
2015-06-24,13.8
2015-06-25,14.4
2015-06-26,13.7
2015-06-29,14.35
2015-06-30,14.75
2015-07-01,15.25
2015-07-03,15.0
2015-07-06,15.75
2015-07-07,16.3
2015-07-08,16.5
2015-07-09,15.75
2015-07-10,15.0
2015-07-13,14.55
2015-07-14,15.25
2015-07-15,16.0
2015-07-16,16.8
2015-07-17,16.9
2015-07-20,16.5
2015-07-21,16.35
2015-07-22,16.0
2015-07-23,16.5
2015-07-24,16.7
2015-07-27,16.6
2015-07-28,16.0
2015-07-29,15.75
2015-07-30,15.5
2015-07-31,16.2
2015-08-03,16.65
2015-08-04,16.5
2015-08-05,17.3
2015-08-06,18.0
2015-08-07,18.55
2015-08-10,17.65
2015-08-11,18.0
2015-08-17,17.1
2015-08-18,16.25
2015-08-19,16.35
2015-08-20,15.6
2015-08-21,14.9
2015-08-24,14.3
2015-08-25,14.9
2015-08-26,15.5
2015-09-02,16.1
2015-09-09,15.3
2015-09-15,16.0
2015-09-29,15.2
2015-10-01,15.4
2015-10-05,15.85
2015-10-07,15.1
2015-10-09,14.85
2015-10-16,14.8
2015-10-19,14.5
2015-10-20,13.8
2015-10-21,14.35
2015-10-23,14.9
2015-10-26,14.2
2015-10-27,14.7
2015-10-28,15.4
2015-10-29,15.65
2015-10-30,14.9
2015-11-02,14.8
2015-11-04,15.15
2015-11-06,14.65
2015-11-09,13.95
2015-11-13,14.4
2015-11-17,14.0
2015-11-18,14.7
2015-11-19,14.7
2015-11-23,14.0
2015-11-24,14.4
2015-11-26,14.5
2015-11-30,14.0
2015-12-01,14.6
2015-12-02,14.1
2015-12-03,13.5
2015-12-04,14.0
2015-12-08,13.3
2015-12-09,12.75
2015-12-11,12.25
2015-12-14,12.15
2015-12-16,12.4
2015-12-17,13.0
2015-12-18,13.65
2015-12-21,13.5
2015-12-22,14.0
2015-12-23,14.0
2015-12-24,14.0
2015-12-28,13.55
2015-12-29,13.95
2015-12-30,13.65
2015-12-31,14.25
2016-01-04,13.55
2016-01-05,14.1
2016-01-06,14.3
2016-01-07,14.0
2016-01-08,14.35
2016-01-11,14.0
2016-01-12,13.3
2016-01-13,13.9
2016-01-14,13.25
2016-01-18,13.0
2016-01-19,13.6
2016-01-20,12.95
2016-01-21,13.55
2016-01-22,14.2
2016-01-25,13.5
2016-01-27,12.85
2016-01-28,12.7
2016-01-29,13.05
2016-02-03,12.5
2016-02-04,11.9
2016-02-05,11.55
2016-02-08,12.05
2016-02-10,12.1
2016-02-17,12.6
2016-03-03,12.9
2016-03-08,13.0
2016-03-15,12.35
2016-03-16,11.95
2016-03-17,11.9
2016-03-29,11.35
2016-03-30,11.15
2016-03-31,10.95
2016-04-04,10.45
2016-04-05,10.95
2016-04-06,11.45
2016-04-07,11.0
2016-04-08,11.25
2016-04-11,11.8
2016-04-12,12.35
2016-04-13,12.35
2016-04-18,12.8
2016-04-26,13.2
2016-04-29,12.6
2016-05-02,13.0
2016-05-03,13.55
2016-05-04,12.9
2016-05-05,13.4
2016-05-06,13.9
2016-05-09,13.25
2016-05-10,13.75
2016-05-12,13.75
2016-05-13,14.4
2016-05-18,14.9
2016-05-20,14.2
2016-05-26,13.5
2016-05-27,14.15
2016-06-01,14.8
2016-06-02,14.1
2016-06-06,13.4
2016-06-07,13.6
2016-06-08,12.95
2016-06-10,13.3
2016-06-15,13.0
2016-06-16,13.0
2016-06-17,13.6
2016-06-20,13.7
2016-06-21,13.5
2016-06-22,13.5
2016-06-24,13.5
2016-06-27,12.9
2016-06-28,12.3
2016-07-01,12.9
2016-07-04,13.5
2016-07-05,13.5
2016-07-07,13.0
2016-07-08,13.0
2016-07-11,13.6
2016-07-12,13.5
2016-07-13,14.1
2016-07-14,13.95
2016-07-19,13.35
2016-07-20,12.9
2016-07-21,13.5
2016-07-22,14.05
2016-07-26,13.4
2016-07-27,13.05
2016-07-28,12.75
2016-07-29,13.05
2016-08-01,13.3
2016-08-02,13.1
2016-08-04,13.15
2016-08-05,13.2
2016-08-08,13.1
2016-08-09,12.75
2016-08-10,12.4
2016-08-11,13.0
2016-08-12,12.5
2016-08-17,12.35
2016-08-18,12.35
2016-08-19,12.95
2016-08-22,12.6
2016-08-23,12.0
2016-08-24,12.6
2016-08-26,13.0
2016-08-29,12.8
2016-08-30,13.4
2016-08-31,14.05
2016-09-01,13.85
2016-09-02,13.2
2016-09-06,13.45
2016-09-07,12.8
2016-09-08,13.35
2016-09-09,13.0
2016-09-12,13.15
2016-09-15,13.65
2016-09-16,13.1
2016-09-19,13.4
2016-09-20,13.95
2016-09-21,13.5
2016-09-22,12.95
2016-09-23,12.5
2016-09-26,12.5
2016-09-27,13.1
2016-09-29,12.85
2016-09-30,12.25
2016-10-04,12.7
2016-10-06,12.95
2016-10-10,12.5
2016-10-13,12.7
2016-10-17,13.3
2016-10-19,13.3
2016-10-20,13.5
2016-10-21,13.65
2016-10-24,13.4
2016-10-25,13.1
2016-10-26,13.55
2016-10-27,13.15
2016-10-28,12.75
2016-11-01,12.7
2016-11-03,12.7
2016-11-07,12.8
2016-11-08,12.2
2016-11-10,12.0
2016-11-11,12.15
2016-11-15,11.9
2016-11-16,12.45
2016-11-17,11.85
2016-11-18,12.4
2016-11-21,12.4
2016-11-25,12.3
2016-11-29,12.85
2016-12-07,12.8
2016-12-09,12.65
2016-12-13,12.05
2016-12-15,12.05
2016-12-16,11.65
2016-12-19,11.3
2016-12-20,11.3
2016-12-21,11.25
2016-12-22,11.1
2016-12-23,11.65
2016-12-26,11.2
2016-12-30,10.8
2017-01-02,10.75
2017-01-03,10.3
2017-01-05,10.8
2017-01-06,11.3
2017-01-09,11.0
2017-01-10,11.3
2017-01-11,11.45
2017-01-12,11.25
2017-01-13,11.75
2017-01-16,12.15
2017-01-17,12.45
2017-01-20,12.0
2017-01-23,11.8
2017-01-24,11.9
2017-01-25,11.95
2017-01-27,11.55
2017-01-30,11.95
2017-01-31,11.65
2017-02-01,11.4
2017-02-02,11.5
2017-02-03,11.45
2017-02-06,11.1
2017-02-07,11.25
2017-02-08,11.8
2017-02-09,11.35
2017-02-10,11.25
2017-02-13,11.05
2017-02-14,11.1
2017-02-15,11.0
2017-02-16,11.35
2017-02-17,11.35
2017-02-20,11.35
2017-02-21,11.2
2017-02-22,11.5
2017-02-23,12.0
2017-02-27,12.6
2017-02-28,13.2
2017-03-01,12.65
2017-03-02,12.6
2017-03-03,12.35
2017-03-06,12.5
2017-03-07,12.9
2017-03-08,12.4
2017-03-09,12.8
2017-03-10,12.85
2017-03-14,12.25
2017-03-15,12.5
2017-03-16,12.3
2017-03-17,12.85
2017-03-20,12.9
2017-03-21,12.3
2017-03-22,12.75
2017-03-23,12.45
2017-03-24,13.0
2017-03-27,12.7
2017-03-28,12.45
2017-03-29,12.95
2017-03-30,12.55
2017-03-31,12.5
2017-04-03,12.95
