Date,GOLDBEES
2013-01-01,2908.85
2013-01-02,2910.65
2013-01-03,2932.05
2013-01-04,2892.95
2013-01-07,2904.9
2013-01-08,2890.3
2013-01-09,2894.75
2013-01-10,2884.4
2013-01-11,2895.85
2013-01-14,2889.8
2013-01-15,2900.3
2013-01-16,2913.05
2013-01-17,2904.15
2013-01-18,2900.2
2013-01-21,2889.9
2013-01-22,2919.2
2013-01-23,2915.7
2013-01-24,2902.2
2013-01-25,2890.4
2013-01-28,2891.65
2013-01-29,2884.1
2013-01-30,2879.55
2013-01-31,2879.9
2013-02-01,2871.95
2013-02-04,2867.45
2013-02-05,2883.9
2013-02-06,2872.2
2013-02-07,2884.35
2013-02-08,2882.8
2013-02-11,2883.75
2013-02-12,2867.5
2013-02-13,2866.9
2013-02-14,2869.95
2013-02-15,2855.7
2013-02-18,2831.6
2013-02-19,2834.1
2013-02-20,2817.2
2013-02-21,2776.4
2013-02-22,2778.6
2013-02-25,2782.95
2013-02-26,2796.4
2013-02-27,2804.8
2013-02-28,2797.45
2013-03-01,2783.4
2013-03-04,2805.8
2013-03-05,2795.85
2013-03-06,2789.95
2013-03-07,2792.3
2013-03-08,2777.25
2013-03-11,2778.65
2013-03-12,2778.45
2013-03-13,2786.25
2013-03-14,2777.25
2013-03-15,2790.0
2013-03-18,2808.8
2013-03-19,2814.8
2013-03-20,2825.65
2013-03-21,2809.55
2013-03-22,2819.05
2013-03-25,2798.6
2013-03-26,2793.15
2013-03-28,2806.9
2013-04-01,2806.35
2013-04-02,2798.15
2013-04-03,2760.55
2013-04-04,2740.3
2013-04-05,2755.5
2013-04-08,2784.8
2013-04-09,2778.95
2013-04-10,2784.9
2013-04-11,2749.1
2013-04-12,2734.95
2013-04-15,2507.0
2013-04-16,2465.55
2013-04-17,2457.95
2013-04-18,2471.45
2013-04-22,2510.7
2013-04-23,2508.4
2013-04-25,2547.6
2013-04-26,2576.8
2013-04-29,2586.05
2013-04-30,2564.2
2013-05-02,2545.25
2013-05-03,2583.6
2013-05-06,2587.25
2013-05-07,2567.35
2013-05-08,2558.1
2013-05-09,2590.1
2013-05-10,2577.3
2013-05-11,2589.95
2013-05-13,2560.35
2013-05-14,2559.45
2013-05-15,2535.45
2013-05-16,2483.5
2013-05-17,2487.5
2013-05-20,2445.7
2013-05-21,2484.55
2013-05-22,2495.9
2013-05-23,2499.05
2013-05-24,2497.9
2013-05-27,2505.5
2013-05-28,2495.3
2013-05-29,2514.05
2013-05-30,2548.45
2013-05-31,2576.25
2013-06-03,2558.4
2013-06-04,2566.55
2013-06-05,2561.45
2013-06-06,2600.5
2013-06-07,2626.45
2013-06-10,2608.5
2013-06-11,2606.5
2013-06-12,2606.7
2013-06-13,2634.85
2013-06-14,2608.0
2013-06-17,2630.65
2013-06-18,2649.4
2013-06-19,2636.25
2013-06-20,2557.2
2013-06-21,2536.85
2013-06-24,2538.55
2013-06-25,2526.9
2013-06-26,2451.55
2013-06-27,2457.65
2013-06-28,2384.3
2013-07-01,2444.3
2013-07-02,2478.3
2013-07-03,2483.6
2013-07-04,2489.15
2013-07-05,2482.3
2013-07-08,2471.25
2013-07-09,2485.95
2013-07-10,2482.4
2013-07-11,2526.2
2013-07-12,2515.05
2013-07-15,2530.65
2013-07-16,2512.4
2013-07-17,2520.9
2013-07-18,2518.75
2013-07-19,2531.35
2013-07-22,2577.45
2013-07-23,2617.6
2013-07-24,2589.85
2013-07-25,2553.8
2013-07-26,2583.0
2013-07-29,2625.25
2013-07-30,2648.3
2013-07-31,2674.05
2013-08-01,2633.45
2013-08-02,2595.75
2013-08-05,2650.7
2013-08-06,2644.9
2013-08-07,2606.1
2013-08-08,2631.7
2013-08-12,2707.9
2013-08-13,2766.05
2013-08-14,2757.1
2013-08-16,2855.35
2013-08-19,2903.5
2013-08-20,2907.75
2013-08-21,2920.1
2013-08-22,2924.15
2013-08-23,2903.2
2013-08-26,2943.15
2013-08-27,2974.35
2013-08-28,3016.9
2013-08-29,2996.65
2013-08-30,2911.9
2013-09-02,2920.95
2013-09-03,2997.0
2013-09-04,2977.95
2013-09-05,2924.75
2013-09-06,2859.65
2013-09-10,2824.65
2013-09-11,2814.0
2013-09-12,2814.5
2013-09-13,2769.85
2013-09-16,2757.3
2013-09-17,2784.35
2013-09-18,2753.35
2013-09-19,2824.45
2013-09-20,2813.65
