Date,LOKESHMACH
2013-01-01,29.25
2013-01-02,29.95
2013-01-03,29.4
2013-01-04,30.0
2013-01-07,29.85
2013-01-08,29.55
2013-01-09,29.3
2013-01-10,29.2
2013-01-11,29.2
2013-01-14,30.3
2013-01-15,30.05
2013-01-16,30.0
2013-01-17,29.8
2013-01-18,29.6
2013-01-21,30.1
2013-01-22,29.25
2013-01-23,31.25
2013-01-24,31.6
2013-01-25,31.65
2013-01-28,33.7
2013-01-29,34.65
2013-01-30,33.85
2013-01-31,32.0
2013-02-01,30.65
2013-02-04,30.45
2013-02-05,29.6
2013-02-06,29.6
2013-02-07,29.55
2013-02-08,29.4
2013-02-11,29.15
2013-02-12,28.75
2013-02-13,28.8
2013-02-14,28.8
2013-02-15,28.0
2013-02-18,29.0
2013-02-19,28.3
2013-02-20,28.75
2013-02-21,28.1
2013-02-22,28.1
2013-02-25,26.45
2013-02-26,26.1
2013-02-27,26.15
2013-02-28,26.0
2013-03-01,26.0
2013-03-04,25.95
2013-03-05,26.2
2013-03-06,26.3
2013-03-07,26.4
2013-03-08,25.9
2013-03-11,25.5
2013-03-12,25.35
2013-03-13,24.7
2013-03-14,24.35
2013-03-15,24.05
2013-03-18,23.8
2013-03-19,24.0
2013-03-20,23.9
2013-03-21,23.95
2013-03-22,23.25
2013-03-25,22.5
2013-03-26,22.3
2013-03-28,22.95
2013-04-01,23.5
2013-04-02,23.05
2013-04-03,23.3
2013-04-04,22.7
2013-04-05,23.0
2013-04-08,22.6
2013-04-09,22.6
2013-04-10,22.9
2013-04-11,22.4
2013-04-12,22.0
2013-04-15,22.4
2013-04-16,22.85
2013-04-17,22.25
2013-04-18,22.75
2013-04-22,22.95
2013-04-23,22.35
2013-04-25,23.9
2013-04-26,22.6
2013-04-29,22.55
2013-04-30,22.55
2013-05-02,22.5
2013-05-03,22.5
2013-05-06,22.5
2013-05-07,21.95
2013-05-08,22.1
2013-05-09,21.15
2013-05-10,22.2
2013-05-11,21.25
2013-05-13,21.7
2013-05-14,21.15
2013-05-15,20.9
2013-05-16,20.55
2013-05-17,20.1
2013-05-20,18.0
2013-05-21,20.7
2013-05-22,18.8
2013-05-23,19.35
2013-05-24,19.8
2013-05-27,19.9
2013-05-28,18.85
2013-05-29,19.6
2013-05-30,20.65
2013-05-31,20.8
2013-06-03,20.45
2013-06-04,20.6
2013-06-05,21.65
2013-06-06,22.6
2013-06-07,24.95
2013-06-10,26.1
2013-06-11,24.9
2013-06-12,25.0
2013-06-13,25.25
2013-06-14,26.3
2013-06-17,25.7
2013-06-18,25.95
2013-06-19,24.95
2013-06-20,24.55
2013-06-21,24.95
2013-06-24,23.75
2013-06-25,23.65
2013-06-26,22.0
2013-06-27,24.0
2013-06-28,24.8
2013-07-01,25.6
2013-07-02,25.5
2013-07-03,25.35
2013-07-04,25.1
2013-07-05,25.8
2013-07-08,24.65
2013-07-09,25.4
2013-07-10,25.55
2013-07-11,24.5
2013-07-12,25.3
2013-07-15,23.55
2013-07-16,22.8
2013-07-17,22.35
2013-07-18,22.85
2013-07-19,22.15
2013-07-22,21.6
2013-07-23,21.7
2013-07-24,20.75
2013-07-25,20.55
2013-07-26,21.0
2013-07-29,20.9
2013-07-30,20.8
2013-07-31,20.5
2013-08-01,20.5
2013-08-02,21.55
2013-08-05,21.2
2013-08-06,20.45
2013-08-07,20.5
2013-08-08,19.95
2013-08-12,20.4
2013-08-13,20.5
2013-08-14,20.0
2013-08-16,23.1
2013-08-19,25.0
2013-08-20,23.1
2013-08-21,22.05
2013-08-22,20.9
2013-08-23,20.8
2013-08-26,19.0
2013-08-27,19.4
2013-08-28,19.3
2013-08-29,19.3
2013-08-30,19.3
2013-09-02,19.0
2013-09-03,18.75
2013-09-04,18.95
2013-09-05,18.75
2013-09-06,18.65
2013-09-10,19.2
2013-09-11,19.65
2013-09-12,20.05
2013-09-13,20.6
2013-09-16,21.05
2013-09-17,22.55
2013-09-18,21.15
2013-09-19,20.6
2013-09-20,20.8
2013-09-23,20.1
2013-09-24,20.5
2013-09-25,19.85
2013-09-26,19.3
2013-09-27,20.15
2013-09-30,19.6
2013-10-01,19.4
2013-10-03,19.05
2013-10-04,20.15
2013-10-07,19.75
2013-10-08,19.8
2013-10-09,19.7
2013-10-10,20.4
2013-10-11,20.1
2013-10-14,19.3
2013-10-15,19.7
2013-10-17,19.3
2013-10-18,19.15
2013-10-21,19.3
2013-10-22,19.35
2013-10-23,19.05
2013-10-24,20.1
2013-10-25,20.1
2013-10-28,19.6
2013-10-29,19.35
2013-10-30,19.75
2013-10-31,19.25
2013-11-01,20.1
2013-11-03,21.05
2013-11-05,20.15
2013-11-06,20.8
2013-11-07,20.15
2013-11-08,20.55
2013-11-11,20.0
2013-11-12,20.05
2013-11-13,19.9
2013-11-14,20.5
2013-11-18,20.1
2013-11-19,20.0
2013-11-20,20.0
2013-11-21,19.8
2013-11-22,19.35
2013-11-25,20.35
2013-11-26,19.9
2013-11-27,20.0
2013-11-28,20.65
2013-11-29,20.3
2013-12-02,21.85
2013-12-03,23.0
2013-12-04,24.75
2013-12-05,23.35
2013-12-06,22.65
2013-12-09,23.2
2013-12-10,24.0
2013-12-11,23.25
2013-12-12,20.8
2013-12-13,21.0
2013-12-16,20.75
2013-12-17,20.65
2013-12-18,20.8
2013-12-19,20.05
2013-12-20,20.5
2013-12-23,21.05
2013-12-24,20.7
2013-12-26,21.05
2013-12-27,22.4
2013-12-30,23.0
2013-12-31,23.4
2014-01-01,24.6
2014-01-02,23.8
2014-01-03,23.2
2014-01-06,24.25
2014-01-07,24.15
2014-01-08,23.7
2014-01-09,23.9
2014-01-10,22.65
2014-01-13,23.05
2014-01-14,23.05
2014-01-15,22.8
2014-01-16,23.0
2014-01-17,22.4
2014-01-20,22.6
2014-01-21,22.5
2014-01-22,22.4
2014-01-23,22.5
2014-01-24,22.2
2014-01-27,22.2
2014-01-28,22.5
2014-01-29,22.0
2014-01-30,22.7
2014-01-31,22.35
2014-02-03,22.05
2014-02-04,22.0
2014-02-05,22.0
2014-02-06,21.5
2014-02-07,21.0
2014-02-10,21.4
2014-02-11,21.35
2014-02-12,21.9
2014-02-13,20.85
2014-02-14,22.4
2014-02-17,22.4
2014-02-18,22.0
2014-02-19,22.6
2014-02-20,21.95
2014-02-21,21.5
2014-02-24,21.5
2014-02-25,22.3
2014-02-26,21.8
2014-02-28,21.0
2014-03-03,20.25
2014-03-04,21.65
2014-03-05,21.25
2014-03-06,21.7
2014-03-07,21.7
2014-03-10,22.85
2014-03-11,22.2
2014-03-12,24.65
2014-03-13,23.35
2014-03-14,22.4
2014-03-18,22.4
2014-03-19,22.85
2014-03-20,22.3
2014-03-21,23.2
2014-03-22,23.4
2014-03-24,23.7
2014-03-25,23.1
2014-03-26,23.35
2014-03-27,23.45
2014-03-28,23.15
2014-03-31,23.5
2014-04-01,23.45
2014-04-02,24.0
2014-04-03,22.85
2014-04-04,23.0
2014-04-07,23.4
2014-04-09,23.65
2014-04-10,23.6
2014-04-11,25.9
2014-04-15,27.85
2014-04-16,27.0
2014-04-17,27.1
2014-04-21,27.35
2014-04-22,26.85
2014-04-23,26.95
2014-04-25,26.25
2014-04-28,26.7
2014-04-29,27.7
2014-04-30,27.25
2014-05-02,27.5
2014-05-05,27.0
2014-05-06,26.5
2014-05-07,26.05
2014-05-08,25.9
2014-05-09,25.75
2014-05-12,25.5
2014-05-13,25.5
2014-05-14,25.3
2014-05-15,25.0
2014-05-16,24.0
2014-05-19,26.7
2014-05-20,28.2
2014-05-21,29.1
2014-05-22,31.2
2014-05-23,31.85
2014-05-26,31.7
2014-05-27,30.45
2014-05-28,32.25
2014-05-29,31.35
2014-05-30,30.5
2014-06-02,32.6
2014-06-03,32.0
2014-06-04,33.5
2014-06-05,34.4
2014-06-30,33.75
2014-07-01,35.1
2014-07-02,33.35
2014-07-03,32.85
2014-07-04,32.55
2014-07-07,34.15
2014-07-08,32.65
2014-07-09,31.4
2014-07-10,32.7
2014-07-11,31.1
2014-07-14,31.35
2014-07-15,30.5
2014-07-16,30.9
2014-07-17,31.35
2014-07-18,32.7
2014-07-21,33.5
2014-07-22,33.85
2014-07-23,34.1
2014-07-24,35.25
2014-07-25,34.2
2014-07-28,34.05
2014-07-30,34.95
2014-07-31,35.05
2014-08-01,35.4
2014-08-04,36.1
2014-08-05,38.25
2014-08-06,37.95
2014-08-07,37.7
2014-08-08,37.3
2014-08-11,37.0
2014-08-12,37.2
2014-08-13,35.2
2014-08-14,35.1
2014-08-18,35.05
2014-08-19,34.4
2014-08-20,34.8
2014-08-21,34.15
2014-08-22,33.65
2014-08-25,34.0
2014-08-26,32.65
2014-08-27,32.0
2014-08-28,31.95
2014-09-01,33.65
2014-09-02,37.0
2014-09-03,37.5
2014-09-04,37.7
2014-09-05,39.25
2014-09-08,38.6
2014-09-09,37.95
2014-09-10,37.7
2014-09-11,43.6
2014-09-12,47.95
2014-09-15,44.3
2014-09-16,40.05
2014-09-17,38.9
2014-09-18,42.7
2014-09-19,42.85
2014-09-22,43.0
2014-09-23,41.15
2014-09-24,39.7
2014-09-25,38.0
2014-09-26,37.6
2014-09-29,40.25
2014-09-30,39.55
2014-10-01,41.05
2014-10-07,38.5
2014-10-08,38.6
2014-10-09,39.35
2014-10-10,38.15
2014-10-13,37.8
2014-10-14,38.05
2014-10-16,37.85
2014-10-17,36.75
2014-10-20,36.45
2014-10-21,35.15
2014-10-22,35.8
2014-10-23,36.0
2014-10-27,35.45
2014-10-28,36.55
2014-10-29,37.15
2014-10-30,37.8
2014-10-31,36.8
2014-11-03,38.55
2014-11-05,38.65
2014-11-07,37.7
2014-11-10,38.0
2014-11-11,38.3
2014-11-12,45.5
2014-11-13,42.05
2014-11-14,42.9
2014-11-17,42.15
2014-11-18,44.9
2014-11-19,42.1
2014-11-20,42.15
2014-11-21,41.65
2014-11-24,41.15
2014-11-25,39.35
2014-11-26,39.75
2014-11-27,39.2
2014-11-28,39.4
2014-12-01,38.85
2014-12-02,38.85
2014-12-03,41.75
2014-12-04,40.8
2014-12-05,40.65
2014-12-08,39.85
2014-12-09,39.6
2014-12-10,38.45
2014-12-11,38.4
2014-12-12,37.0
2014-12-15,36.25
2014-12-16,34.45
2014-12-17,34.65
2014-12-18,35.55
2014-12-19,34.3
2014-12-22,35.2
2014-12-23,34.5
2014-12-24,35.0
2014-12-26,35.1
2014-12-29,35.55
2014-12-30,35.75
2014-12-31,36.15
2015-01-01,37.1
2015-01-02,38.0
2015-01-05,36.55
2015-01-06,36.75
2015-01-07,36.45
2015-01-08,38.4
2015-01-09,36.75
2015-01-12,37.45
2015-01-13,36.7
2015-01-14,37.85
2015-01-15,38.5
2015-01-16,37.6
2015-01-19,37.2
2015-01-20,39.7
2015-01-21,40.45
2015-01-22,40.15
2015-01-23,38.05
2015-01-27,42.05
2015-01-28,42.1
2015-01-29,44.65
2015-01-30,42.55
2015-02-02,40.85
2015-02-03,39.65
2015-02-04,39.0
2015-02-05,39.45
2015-02-06,38.95
2015-02-09,36.6
2015-02-10,36.05
2015-02-11,35.6
2015-02-12,40.4
2015-02-13,42.85
2015-02-16,40.85
2015-02-18,40.5
2015-02-19,43.8
2015-02-20,46.55
2015-02-23,45.55
2015-02-24,49.8
2015-02-25,50.8
2015-02-26,50.6
2015-02-27,50.9
2015-02-28,61.05
2015-03-02,67.15
2015-03-03,72.8
2015-03-04,70.9
2015-03-05,65.1
2015-03-09,71.6
2015-03-10,78.75
2015-03-11,73.4
2015-03-12,76.75
2015-03-13,74.0
2015-03-16,69.8
2015-03-17,68.45
2015-03-18,70.05
2015-03-19,67.85
2015-03-20,63.8
2015-03-23,63.1
2015-03-24,64.05
2015-03-25,67.4
2015-03-26,66.3
2015-03-27,63.85
2015-03-30,70.2
2015-03-31,70.9
2015-04-01,71.9
2015-04-06,72.45
2015-04-07,86.9
2015-04-08,81.85
2015-04-09,86.0
2015-04-10,82.85
2015-04-13,88.75
2015-04-15,91.0
2015-04-16,95.45
2015-04-17,90.85
2015-04-20,85.7
2015-04-21,83.8
2015-04-22,81.8
2015-04-23,82.35
2015-04-24,75.2
2015-04-27,69.5
2015-04-28,73.7
2015-04-29,81.55
2015-04-30,79.35
2015-05-04,80.95
2015-05-05,80.8
2015-05-06,76.95
2015-05-07,71.75
2015-05-08,75.9
2015-05-11,77.5
2015-05-12,75.4
2015-05-13,76.6
2015-05-14,75.5
2015-05-15,78.15
2015-05-18,77.7
2015-05-19,84.95
2015-05-20,85.2
2015-05-21,82.35
2015-05-22,83.1
2015-05-25,81.85
2015-05-26,79.95
2015-05-27,78.15
2015-05-28,80.15
2015-05-29,81.6
2015-06-01,78.3
2015-06-02,76.05
2015-06-03,72.35
2015-06-04,73.6
2015-06-05,73.0
2015-06-08,72.45
2015-06-09,71.4
2015-06-10,73.4
2015-06-11,70.0
2015-06-12,70.6
2015-06-15,70.8
2015-06-16,71.15
2015-06-17,73.05
2015-06-18,81.15
2015-06-19,84.15
2015-06-22,81.95
2015-06-23,81.75
2015-06-24,79.3
2015-06-25,79.55
2015-06-26,79.6
2015-06-29,76.95
2015-06-30,81.45
2015-07-01,79.7
2015-07-02,79.55
2015-07-03,89.45
2015-07-06,100.6
2015-07-07,97.55
2015-07-08,92.3
2015-07-09,92.75
2015-07-10,91.9
2015-07-13,95.25
2015-07-14,93.85
2015-07-15,94.7
2015-07-16,95.15
2015-07-17,92.75
2015-07-20,88.8
2015-07-21,98.0
2015-07-22,99.55
2015-07-23,105.5
2015-07-24,105.0
2015-07-27,105.15
2015-07-28,104.1
2015-07-29,114.65
2015-07-30,115.3
2015-07-31,112.1
2015-08-03,111.8
2015-08-04,113.05
2015-08-05,112.5
2015-08-06,109.2
2015-08-07,111.45
2015-08-10,110.5
2015-08-11,106.6
2015-08-12,96.1
2015-08-13,93.2
2015-08-14,95.45
2015-08-17,91.3
2015-08-18,95.4
2015-08-19,97.0
2015-08-20,91.25
2015-08-21,91.7
2015-08-24,78.2
2015-08-25,75.15
2015-08-26,73.4
2015-08-27,78.55
2015-08-28,78.45
2015-08-31,75.65
2015-09-01,73.75
2015-09-02,72.95
2015-09-03,76.75
2015-09-04,73.55
2015-09-07,70.7
2015-09-08,72.8
2015-09-09,74.4
2015-09-10,74.25
2015-09-11,72.2
2015-09-14,74.15
2015-09-15,72.35
2015-09-16,72.15
2015-09-18,71.85
2015-09-21,72.8
2015-09-22,71.9
2015-09-23,72.6
2015-09-24,77.0
2015-09-28,73.7
2015-09-29,73.85
2015-09-30,74.05
2015-10-01,74.75
2015-10-05,79.35
2015-10-06,80.05
2015-10-07,81.05
2015-10-08,78.8
2015-10-09,79.4
2015-10-12,80.15
2015-10-13,87.6
2015-10-14,89.45
2015-10-15,87.4
2015-10-16,84.9
2015-10-19,83.4
2015-10-20,83.55
2015-10-21,84.45
2015-10-23,81.8
2015-10-26,81.85
2015-10-27,80.75
2015-10-28,81.5
2015-10-29,79.25
2015-10-30,76.2
2015-11-02,75.85
2015-11-03,76.35
2015-11-04,74.75
2015-11-05,73.95
2015-11-06,72.9
2015-11-09,73.9
2015-11-10,72.45
2015-11-11,73.55
2015-11-13,76.05
2015-11-16,83.85
2015-11-17,87.4
2015-11-18,83.45
2015-11-19,84.4
2015-11-20,81.75
2015-11-23,89.15
2015-11-24,95.0
2015-11-26,93.45
2015-11-27,89.85
2015-11-30,91.75
2015-12-01,88.8
2015-12-02,95.25
2015-12-03,92.55
2015-12-04,89.25
2015-12-07,89.55
2015-12-08,87.15
2015-12-09,81.15
2015-12-10,86.6
2015-12-11,82.8
2015-12-14,83.45
2015-12-15,84.2
2015-12-16,83.2
2015-12-17,86.4
2015-12-18,87.8
2015-12-21,92.6
2015-12-22,89.6
2015-12-23,90.75
2015-12-24,90.4
2015-12-28,90.15
2015-12-29,88.6
2015-12-30,87.95
2015-12-31,87.7
