Date,HMVL
2013-01-01,152.0
2013-01-02,153.55
2013-01-03,153.85
2013-01-04,153.8
2013-01-07,149.95
2013-01-08,148.45
2013-01-09,153.95
2013-01-10,150.1
2013-01-11,154.7
2013-01-14,152.75
2013-01-15,148.8
2013-01-16,148.8
2013-01-17,149.05
2013-01-18,149.35
2013-01-21,149.85
2013-01-22,148.45
2013-01-23,148.95
2013-01-24,151.2
2013-01-25,151.2
2013-01-28,151.05
2013-01-29,151.0
2013-01-30,148.7
2013-01-31,148.15
2013-02-01,145.7
2013-02-04,146.95
2013-02-05,148.15
2013-02-06,149.45
2013-02-07,146.25
2013-02-08,144.35
2013-02-11,145.95
2013-02-12,146.5
2013-02-13,146.6
2013-02-14,147.15
2013-02-15,149.75
2013-02-18,145.0
2013-02-19,143.8
2013-02-20,148.15
2013-02-21,150.15
2013-02-22,146.85
2013-02-25,144.65
2013-02-26,143.8
2013-02-27,143.45
2013-02-28,143.85
2013-03-01,142.95
2013-03-04,137.5
2013-03-05,140.95
2013-03-06,143.85
2013-03-07,143.1
2013-03-08,142.85
2013-03-11,143.35
2013-03-12,144.85
2013-03-13,143.9
2013-03-14,141.25
2013-03-15,139.3
2013-03-18,141.15
2013-03-19,144.55
2013-03-20,143.9
2013-03-21,143.6
2013-03-22,144.25
2013-03-25,142.55
2013-03-26,143.85
2013-03-28,145.0
2013-04-01,142.15
2013-04-02,140.0
2013-04-03,139.75
2013-04-04,139.8
2013-04-05,138.15
2013-04-08,135.85
2013-04-09,133.35
2013-04-10,137.4
2013-04-11,131.65
2013-04-12,132.25
2013-04-15,131.05
2013-04-16,129.0
2013-04-17,137.35
2013-04-18,139.1
2013-04-22,139.45
2013-04-23,139.8
2013-04-25,140.85
2013-04-26,144.3
2013-04-29,141.1
2013-04-30,138.5
2013-05-02,139.0
2013-05-03,144.8
2013-05-06,144.95
2013-05-07,144.65
2013-05-08,143.65
2013-05-09,140.8
2013-05-10,144.8
2013-05-11,145.0
2013-05-13,143.7
2013-05-14,141.7
2013-05-15,139.6
2013-05-16,133.75
2013-05-17,137.7
2013-05-20,132.45
2013-05-21,132.3
2013-05-22,132.05
2013-05-23,133.45
2013-05-24,130.65
2013-05-27,131.1
2013-05-28,135.25
2013-05-29,137.25
2013-05-30,136.45
2013-05-31,135.5
2013-06-03,134.2
2013-06-04,131.9
2013-06-05,131.15
2013-06-06,130.05
2013-06-07,129.75
2013-06-10,128.1
2013-06-11,129.8
2013-06-12,132.95
2013-06-13,132.4
2013-06-14,134.2
2013-06-17,133.55
2013-06-18,131.45
2013-06-19,130.3
2013-06-20,130.4
2013-06-21,130.2
2013-06-25,138.1
2013-06-26,130.85
2013-06-27,134.2
2013-06-28,130.65
2013-07-01,126.4
2013-07-02,126.5
2013-07-03,127.05
2013-07-04,125.95
2013-07-05,126.35
2013-07-08,130.0
2013-07-09,129.5
2013-07-10,123.8
2013-07-11,115.0
2013-07-12,113.0
2013-07-15,112.5
2013-07-16,118.0
2013-07-17,125.0
2013-07-18,121.15
2013-07-19,124.4
2013-07-22,124.0
2013-07-23,125.0
2013-07-24,125.05
2013-07-25,127.0
2013-07-26,122.4
2013-07-29,119.6
2013-07-30,124.95
2013-07-31,125.0
2013-08-01,124.35
2013-08-02,124.95
2013-08-05,125.4
2013-08-06,124.7
2013-08-07,124.0
2013-08-08,119.6
2013-08-12,121.0
2013-08-13,123.0
2013-08-14,127.1
2013-08-16,128.6
2013-08-19,126.45
2013-08-20,122.05
2013-08-21,126.45
2013-08-22,121.0
2013-08-23,121.55
2013-08-26,119.75
2013-08-27,122.5
2013-08-28,117.55
2013-08-29,125.0
2013-08-30,119.95
2013-09-02,123.0
2013-09-03,117.3
2013-09-04,117.1
2013-09-05,116.5
2013-09-06,114.05
2013-09-10,118.75
2013-09-11,116.0
2013-09-12,119.75
2013-09-13,115.45
2013-09-16,115.0
2013-09-17,114.0
2013-09-18,110.45
2013-09-19,113.75
2013-09-20,112.0
2013-09-23,113.2
2013-09-24,110.5
2013-09-25,109.0
2013-09-26,110.9
2013-09-27,110.75
2013-09-30,109.85
2013-10-01,113.85
2013-10-03,110.3
2013-10-04,110.45
2013-10-07,115.25
2013-10-08,118.9
2013-10-09,117.4
2013-10-10,118.4
2013-10-11,124.4
2013-10-14,122.75
2013-10-15,118.5
2013-10-17,118.95
2013-10-18,117.55
2013-10-21,119.65
2013-10-22,117.1
2013-10-23,117.7
2013-10-24,119.8
2013-10-25,117.75
2013-10-28,116.7
2013-10-29,114.05
2013-10-30,113.9
2013-10-31,113.8
2013-11-01,113.3
2013-11-03,119.65
2013-11-05,119.0
2013-11-06,119.0
2013-11-07,119.15
2013-11-08,118.0
2013-11-11,119.0
2013-11-12,115.0
2013-11-13,114.35
2013-11-14,111.75
2013-11-18,114.0
2013-11-19,115.2
2013-11-20,114.0
2013-11-21,112.15
2013-11-22,110.8
2013-11-25,109.6
2013-11-26,110.15
2013-11-27,106.8
2013-11-28,107.55
2013-11-29,108.6
2013-12-02,109.85
2013-12-03,109.9
2013-12-04,108.65
2013-12-05,108.1
2013-12-06,113.2
2013-12-09,110.1
2013-12-10,112.95
2013-12-11,112.95
2013-12-12,109.3
2013-12-13,110.2
2013-12-16,110.25
2013-12-17,110.9
2013-12-18,109.85
2013-12-19,109.1
2013-12-20,109.0
2013-12-23,109.35
2013-12-24,109.0
2013-12-26,109.05
2013-12-27,110.2
2013-12-30,109.0
2013-12-31,112.55
2014-01-01,112.6
2014-01-02,113.1
2014-01-03,114.0
2014-01-06,116.9
2014-01-07,115.15
2014-01-08,116.35
2014-01-09,121.35
2014-01-10,123.1
2014-01-13,125.0
2014-01-14,122.55
2014-01-15,124.95
2014-01-16,124.95
2014-01-17,124.5
2014-01-20,126.75
2014-01-21,128.9
2014-01-22,128.5
2014-01-23,128.7
2014-01-24,135.05
2014-01-27,132.95
2014-01-28,132.95
2014-01-29,132.0
2014-01-30,131.1
2014-01-31,131.85
2014-02-03,131.95
2014-02-04,131.15
2014-02-05,130.5
2014-02-06,129.9
2014-02-07,131.25
2014-02-10,130.35
2014-02-11,130.0
2014-02-12,129.55
2014-02-13,128.9
2014-02-14,126.95
2014-02-17,127.0
2014-02-18,124.7
2014-02-19,124.9
2014-02-20,125.25
2014-02-21,125.9
2014-02-24,124.85
2014-02-25,124.7
2014-02-26,123.9
2014-02-28,124.0
2014-03-03,121.75
2014-03-04,122.05
2014-03-05,122.05
2014-03-06,122.4
2014-03-07,124.0
2014-03-10,124.0
2014-03-11,124.0
2014-03-12,126.0
2014-03-13,126.35
2014-03-14,123.8
2014-03-18,124.35
2014-03-19,123.05
2014-03-20,126.85
2014-03-21,126.95
2014-03-22,128.4
2014-03-24,126.35
2014-03-25,128.8
2014-03-26,130.45
2014-03-27,132.1
2014-03-28,133.35
2014-03-31,136.05
2014-04-01,136.25
2014-04-02,137.85
2014-04-03,133.45
2014-04-04,136.15
2014-04-07,133.9
2014-04-09,135.05
2014-04-10,134.85
2014-04-11,135.0
2014-04-15,134.35
2014-04-16,132.15
2014-04-17,131.6
2014-04-21,129.95
2014-04-22,128.5
2014-04-23,132.05
2014-04-25,132.35
2014-04-28,134.1
2014-04-29,135.0
2014-04-30,134.4
2014-05-02,138.85
2014-05-05,136.0
2014-05-06,137.1
2014-05-07,134.35
2014-05-08,138.9
2014-05-09,143.3
2014-05-12,141.25
2014-05-13,140.75
2014-05-14,150.05
2014-05-15,147.1
2014-05-16,154.95
2014-05-19,165.15
2014-05-20,161.6
2014-05-21,159.55
2014-05-22,160.6
2014-05-23,165.05
2014-05-26,165.45
2014-05-27,160.1
2014-05-28,164.5
2014-05-29,165.15
2014-05-30,159.45
2014-06-02,159.85
2014-06-03,165.85
2014-06-04,167.3
2014-06-05,163.25
2014-06-06,164.6
2014-06-09,168.15
