Date,M&MFIN
2013-01-01,1119.75
2013-01-02,1164.15
2013-01-03,1197.6
2013-01-04,1209.4
2013-01-07,1203.0
2013-01-08,1192.3
2013-01-09,1150.85
2013-01-10,1147.8
2013-01-11,1107.35
2013-01-14,1113.55
2013-01-15,1120.75
2013-01-16,1105.85
2013-01-17,1136.5
2013-01-18,1118.85
2013-01-21,1078.95
2013-01-22,1038.15
2013-01-23,1054.25
2013-01-24,1012.7
2013-01-25,1070.5
2013-01-28,1065.55
2013-01-29,1058.6
2013-01-30,1022.55
2013-01-31,1036.7
2013-02-01,1058.95
2013-02-04,1058.35
2013-02-05,1055.15
2013-02-06,1025.2
2013-02-07,1044.4
2013-02-08,1033.3
2013-02-11,1034.85
2013-02-12,1031.3
2013-02-13,1017.05
2013-02-14,1009.1
2013-02-15,201.8
2013-02-18,211.8
2013-02-19,217.25
2013-02-20,214.35
2013-02-21,204.65
2013-02-22,198.8
2013-02-25,199.8
2013-02-26,192.7
2013-02-27,193.8
2013-02-28,186.6
2013-03-01,185.0
2013-03-04,180.05
2013-03-05,189.9
2013-03-06,204.2
2013-03-07,213.55
2013-03-08,213.55
2013-03-11,212.1
2013-03-12,212.05
2013-03-13,203.0
2013-03-14,209.9
2013-03-15,204.1
2013-03-18,202.0
2013-03-19,202.5
2013-03-20,190.75
2013-03-21,186.35
2013-03-22,194.8
2013-03-25,203.5
2013-03-26,197.95
2013-03-28,195.0
2013-04-01,199.55
2013-04-02,202.35
2013-04-03,207.85
2013-04-04,211.0
2013-04-05,209.3
2013-04-08,208.35
2013-04-09,209.45
2013-04-10,201.25
2013-04-11,201.5
2013-04-12,201.8
2013-04-15,198.55
2013-04-16,199.8
2013-04-17,201.35
2013-04-18,201.35
2013-04-22,212.35
2013-04-23,206.15
2013-04-25,226.65
2013-04-26,228.65
2013-04-29,229.4
2013-04-30,227.75
2013-05-02,232.15
2013-05-03,232.4
2013-05-06,232.95
2013-05-07,257.6
2013-05-08,262.9
2013-05-09,262.95
2013-05-10,255.6
2013-05-11,255.3
2013-05-13,245.2
2013-05-14,254.9
2013-05-15,255.4
2013-05-16,248.3
2013-05-17,240.7
2013-05-20,234.2
2013-05-21,239.15
2013-05-22,240.15
2013-05-23,242.95
2013-05-24,247.15
2013-05-27,244.0
2013-05-28,255.15
2013-05-29,260.4
2013-05-30,257.1
2013-05-31,252.2
2013-06-03,242.1
2013-06-04,238.1
2013-06-05,244.05
2013-06-06,242.15
2013-06-07,252.45
2013-06-10,253.1
2013-06-11,246.0
2013-06-12,236.45
2013-06-13,243.4
2013-06-14,253.25
2013-06-17,261.35
2013-06-18,267.05
2013-06-19,278.5
2013-06-20,262.6
2013-06-21,257.1
2013-06-24,236.3
2013-06-25,245.1
2013-06-26,250.8
2013-06-27,249.85
2013-06-28,261.1
2013-07-01,261.15
2013-07-02,265.7
2013-07-03,265.1
2013-07-04,267.1
2013-07-05,275.45
2013-07-08,277.1
2013-07-09,281.75
2013-07-10,269.75
2013-07-11,261.05
2013-07-12,265.0
2013-07-15,281.25
2013-07-16,268.1
2013-07-17,260.5
2013-07-18,255.2
2013-07-19,250.05
2013-07-22,258.6
2013-07-23,266.65
2013-07-24,249.55
2013-07-25,241.45
2013-07-26,229.55
2013-07-29,220.4
2013-07-30,229.8
2013-07-31,233.65
2013-08-01,242.15
2013-08-02,247.05
2013-08-05,246.45
2013-08-06,230.75
2013-08-07,227.55
2013-08-08,236.8
2013-08-12,247.15
2013-08-13,247.95
2013-08-14,255.55
2013-08-16,254.2
2013-08-19,244.75
2013-08-20,234.95
2013-08-21,229.15
2013-08-22,218.55
2013-08-23,216.25
2013-08-26,234.1
2013-08-27,229.5
2013-08-28,222.85
2013-08-29,234.8
2013-08-30,252.7
2013-09-02,273.7
2013-09-03,267.9
2013-09-04,268.0
2013-09-05,265.35
2013-09-06,266.8
2013-09-10,268.35
2013-09-11,270.05
2013-09-12,267.75
2013-09-13,264.25
2013-09-16,256.9
2013-09-17,253.65
2013-09-18,248.65
2013-09-19,264.8
2013-09-20,250.1
2013-09-23,260.5
2013-09-24,264.7
2013-09-25,264.45
2013-09-26,260.4
2013-09-27,256.95
2013-09-30,257.65
2013-10-01,258.8
2013-10-03,264.0
2013-10-04,268.3
2013-10-07,277.15
2013-10-08,269.95
2013-10-09,279.65
2013-10-10,279.05
2013-10-11,276.8
2013-10-14,276.4
2013-10-15,273.95
2013-10-17,267.6
2013-10-18,272.4
2013-10-21,280.2
2013-10-22,269.9
2013-10-23,274.65
2013-10-24,276.6
2013-10-25,274.65
2013-10-28,276.2
2013-10-29,300.65
2013-10-30,291.4
2013-10-31,282.45
2013-11-01,283.55
2013-11-03,288.15
2013-11-05,292.9
2013-11-06,299.35
2013-11-07,290.85
2013-11-08,295.2
2013-11-11,293.9
2013-11-12,294.7
2013-11-13,289.4
2013-11-14,293.2
2013-11-18,300.25
2013-11-19,294.9
2013-11-20,292.1
2013-11-21,286.95
2013-11-22,294.45
2013-11-25,294.7
2013-11-26,309.55
2013-11-27,295.3
2013-11-28,295.9
2013-11-29,295.75
2013-12-02,299.8
2013-12-03,309.65
2013-12-04,304.2
2013-12-05,312.7
2013-12-06,304.15
2013-12-09,313.2
2013-12-10,299.75
2013-12-11,300.75
2013-12-12,300.1
2013-12-13,298.9
2013-12-16,304.4
2013-12-17,307.75
2013-12-18,311.55
2013-12-19,311.1
2013-12-20,314.6
2013-12-23,326.85
2013-12-24,320.25
2013-12-26,317.4
2013-12-27,319.75
2013-12-30,316.6
2013-12-31,320.65
2014-01-01,320.25
2014-01-02,317.5
2014-01-03,319.0
2014-01-06,315.9
2014-01-07,304.15
2014-01-08,293.85
2014-01-09,283.95
2014-01-10,277.7
2014-01-13,280.5
2014-01-14,274.65
2014-01-15,283.25
2014-01-16,276.5
2014-01-17,279.15
2014-01-20,271.45
2014-01-21,266.7
2014-01-22,254.15
2014-01-23,239.8
2014-01-24,246.0
2014-01-27,237.8
2014-01-28,242.7
2014-01-29,247.95
2014-01-30,242.5
2014-01-31,242.75
2014-02-03,243.55
2014-02-04,243.25
2014-02-05,251.4
2014-02-06,257.85
2014-02-07,258.1
2014-02-10,256.35
2014-02-11,261.25
2014-02-12,256.0
2014-02-13,248.45
2014-02-14,243.95
2014-02-17,245.0
2014-02-18,252.25
2014-02-19,255.7
2014-02-20,256.95
2014-02-21,257.25
2014-02-24,253.5
2014-02-25,250.0
2014-02-26,252.25
2014-02-28,248.2
2014-03-03,241.5
2014-03-04,245.1
2014-03-05,249.75
2014-03-06,262.3
2014-03-07,261.8
2014-03-10,273.65
2014-03-11,280.4
2014-03-12,275.45
2014-03-13,275.95
2014-03-14,275.6
2014-03-18,279.1
2014-03-19,271.85
2014-03-20,259.05
2014-03-21,254.35
2014-03-22,253.7
2014-03-24,255.0
2014-03-25,252.3
2014-03-26,250.95
2014-03-27,247.5
2014-03-28,249.05
2014-03-31,252.0
2014-04-01,250.3
2014-04-02,250.0
2014-04-03,245.6
2014-04-04,247.35
2014-04-07,247.65
2014-04-09,244.15
2014-04-10,246.1
2014-04-11,240.2
2014-04-15,234.9
2014-04-16,231.15
2014-04-17,230.0
2014-04-21,236.2
2014-04-22,245.0
2014-04-23,244.9
2014-04-25,254.5
2014-04-28,253.1
2014-04-29,248.4
2014-04-30,246.05
2014-05-02,247.15
2014-05-05,246.7
2014-05-06,242.1
2014-05-07,238.2
2014-05-08,238.05
2014-05-09,246.2
2014-05-12,249.15
2014-05-13,245.2
2014-05-14,249.05
2014-05-15,247.95
2014-05-16,257.65
2014-05-19,279.35
2014-05-20,276.85
2014-05-21,284.8
2014-05-22,307.4
2014-05-23,318.75
2014-05-26,292.1
2014-05-27,295.25
2014-05-28,299.45
2014-05-29,290.85
2014-05-30,302.85
2014-06-02,301.75
2014-06-03,304.5
2014-06-04,308.45
2014-06-05,315.15
2014-06-06,316.5
2014-06-09,310.55
2014-06-10,295.85
2014-06-11,288.15
2014-06-12,284.15
2014-06-13,274.45
2014-06-16,281.05
2014-06-17,285.3
2014-06-18,275.95
2014-06-19,275.1
2014-06-20,272.35
2014-06-23,272.5
2014-06-24,279.9
2014-06-25,279.0
2014-06-26,276.65
2014-06-27,274.3
2014-06-30,282.05
2014-07-01,285.35
2014-07-02,287.1
2014-07-03,274.4
2014-07-04,272.3
2014-07-07,272.8
2014-07-08,261.7
2014-07-09,255.6
2014-07-10,256.4
2014-07-11,246.75
2014-07-14,244.35
2014-07-15,250.2
2014-07-16,259.3
2014-07-17,258.3
2014-07-18,256.2
2014-07-21,260.9
2014-07-22,260.65
2014-07-23,256.45
2014-07-24,250.35
2014-07-25,238.7
2014-07-28,234.6
2014-07-30,234.65
2014-07-31,235.25
2014-08-01,241.65
2014-08-04,248.7
2014-08-05,248.0
2014-08-06,249.65
2014-08-07,245.9
2014-08-08,246.55
2014-08-11,260.3
2014-08-12,260.4
2014-08-13,254.85
2014-08-14,258.7
2014-08-18,265.05
2014-08-19,272.0
2014-08-20,274.95
2014-08-21,273.95
2014-08-22,277.35
2014-08-25,272.4
2014-08-26,279.35
2014-08-27,279.5
2014-08-28,279.3
2014-09-01,279.65
2014-09-02,279.85
2014-09-03,286.75
2014-09-04,282.8
2014-09-05,280.05
2014-09-08,280.05
2014-09-09,287.55
2014-09-10,290.55
2014-09-11,284.6
2014-09-12,293.7
2014-09-15,291.3
2014-09-16,278.65
2014-09-17,279.8
2014-09-18,282.5
2014-09-19,283.4
2014-09-22,281.1
2014-09-23,277.9
2014-09-24,274.05
2014-09-25,271.35
2014-09-26,272.75
2014-09-29,277.6
2014-09-30,273.6
2014-10-01,275.3
2014-10-07,275.75
2014-10-08,279.05
2014-10-09,283.3
2014-10-10,284.8
2014-10-13,284.4
2014-10-14,280.0
2014-10-16,277.45
2014-10-17,277.9
2014-10-20,280.8
2014-10-21,282.45
2014-10-22,276.85
2014-10-23,281.05
2014-10-27,289.5
2014-10-28,287.05
2014-10-29,286.8
2014-10-30,291.75
2014-10-31,293.75
2014-11-03,306.7
2014-11-05,305.05
2014-11-07,310.0
2014-11-10,306.5
2014-11-11,309.95
2014-11-12,333.2
2014-11-13,326.3
2014-11-14,319.05
2014-11-17,315.05
2014-11-18,311.45
2014-11-19,299.05
2014-11-20,307.05
2014-11-21,301.85
2014-11-24,305.05
2014-11-25,298.5
2014-11-26,295.55
2014-11-27,302.45
2014-11-28,310.35
2014-12-01,305.4
2014-12-02,311.85
2014-12-03,320.35
2014-12-04,328.25
2014-12-05,325.0
2014-12-08,317.5
2014-12-09,313.5
2014-12-10,322.55
2014-12-11,310.75
2014-12-12,300.35
2014-12-15,304.0
2014-12-16,287.45
2014-12-17,298.35
2014-12-18,298.4
2014-12-19,297.8
2014-12-22,294.35
2014-12-23,293.1
2014-12-24,307.0
2014-12-26,303.4
2014-12-29,306.15
2014-12-30,315.2
2014-12-31,329.6
2015-01-01,329.7
2015-01-02,331.9
2015-01-05,333.35
2015-01-06,321.4
2015-01-07,313.05
2015-01-08,318.2
2015-01-09,315.05
2015-01-12,308.55
2015-01-13,303.65
2015-01-14,298.25
2015-01-15,308.8
2015-01-16,307.9
2015-01-19,287.25
2015-01-20,275.45
2015-01-21,267.45
2015-01-22,263.3
2015-01-23,251.8
2015-01-27,250.4
2015-01-28,249.3
2015-01-29,245.25
2015-01-30,255.25
2015-02-02,248.5
2015-02-03,257.45
2015-02-04,261.35
2015-02-05,256.0
2015-02-06,251.85
2015-02-09,250.65
2015-02-10,250.95
2015-02-11,253.25
2015-02-12,256.6
2015-02-13,262.45
2015-02-16,261.75
2015-02-18,260.0
2015-02-19,255.0
2015-02-20,255.3
2015-02-23,256.55
2015-02-24,250.9
2015-02-25,245.4
2015-02-26,242.1
2015-02-27,247.15
2015-02-28,247.95
2015-03-02,261.75
2015-03-03,262.15
2015-03-04,256.55
2015-03-05,255.95
2015-03-09,263.4
2015-03-10,257.4
2015-03-11,250.7
2015-03-12,254.3
2015-03-13,256.95
2015-03-16,260.85
2015-03-17,262.15
2015-03-18,261.8
2015-03-19,264.65
2015-03-20,264.75
2015-03-23,265.3
2015-03-24,262.5
2015-03-25,262.2
2015-03-26,263.25
2015-03-27,255.0
2015-03-30,252.45
2015-03-31,253.9
2015-04-01,262.85
2015-04-06,268.85
2015-04-07,264.95
2015-04-08,266.7
2015-04-09,268.3
2015-04-10,268.8
2015-04-13,267.8
2015-04-15,261.6
2015-04-16,264.35
2015-04-17,263.95
