Date,MADHUCON
2013-01-01,34.45
2013-01-02,34.8
2013-01-03,38.9
2013-01-04,37.95
2013-01-07,40.9
2013-01-08,40.75
2013-01-09,40.5
2013-01-10,40.25
2013-01-11,38.7
2013-01-14,39.85
2013-01-15,40.6
2013-01-16,39.0
2013-01-17,38.55
2013-01-18,37.95
2013-01-21,37.55
2013-01-22,36.8
2013-01-23,35.1
2013-01-24,33.2
2013-01-25,34.6
2013-01-28,34.6
2013-01-29,33.0
2013-01-30,33.15
2013-01-31,33.2
2013-02-01,33.45
2013-02-04,33.35
2013-02-05,32.4
2013-02-06,32.45
2013-02-07,32.05
2013-02-08,31.9
2013-02-11,32.45
2013-02-12,31.75
2013-02-13,31.1
2013-02-14,29.75
2013-02-15,28.95
2013-02-18,29.15
2013-02-19,29.8
2013-02-20,29.4
2013-02-21,28.8
2013-02-22,28.75
2013-02-25,27.6
2013-02-26,26.7
2013-02-27,26.9
2013-02-28,26.0
2013-03-01,26.7
2013-03-04,25.2
2013-03-05,27.35
2013-03-06,27.4
2013-03-07,27.35
2013-03-08,27.9
2013-03-11,27.5
2013-03-12,26.65
2013-03-13,26.25
2013-03-14,26.0
2013-03-15,25.85
2013-03-18,25.7
2013-03-19,24.05
2013-03-20,23.4
2013-03-21,22.7
2013-03-22,21.35
2013-03-25,21.9
2013-03-26,20.95
2013-03-28,21.5
2013-04-01,23.55
2013-04-02,24.0
2013-04-03,25.35
2013-04-04,23.8
2013-04-05,23.45
2013-04-08,24.05
2013-04-09,23.1
2013-04-10,23.05
2013-04-11,22.9
2013-04-12,22.85
2013-04-15,22.95
2013-04-16,23.35
2013-04-17,23.25
2013-04-18,23.75
2013-04-22,24.3
2013-04-23,25.0
2013-04-25,24.5
2013-04-26,23.65
2013-04-29,23.5
2013-04-30,23.35
2013-05-02,23.5
2013-05-03,23.2
2013-05-06,23.5
2013-05-07,23.7
2013-05-08,23.6
2013-05-09,23.45
2013-05-10,25.1
2013-05-11,25.65
