Date,GAYAPROJ
2013-01-01,117.05
2013-01-02,117.95
2013-01-03,120.25
2013-01-04,121.3
2013-01-07,119.0
2013-01-08,119.2
2013-01-09,119.35
2013-01-10,118.2
2013-01-11,116.0
2013-01-14,116.15
2013-01-15,115.8
2013-01-16,113.7
2013-01-17,111.85
2013-01-18,112.55
2013-01-21,108.3
2013-01-22,108.0
2013-01-23,106.95
2013-01-24,99.6
2013-01-25,98.25
2013-01-28,97.4
2013-01-29,99.0
2013-01-30,98.95
2013-01-31,98.3
2013-02-01,97.45
2013-02-04,96.85
2013-02-05,96.7
2013-02-06,98.8
2013-02-07,95.8
2013-02-08,93.35
2013-02-11,90.7
2013-02-12,92.25
2013-02-13,93.85
2013-02-14,88.5
2013-02-15,89.25
2013-02-18,90.55
2013-02-19,93.4
2013-02-20,90.9
2013-02-21,89.6
2013-02-22,89.35
2013-02-25,87.25
2013-02-26,87.0
2013-02-27,85.75
2013-02-28,79.2
2013-03-01,79.75
2013-03-04,82.25
2013-03-05,79.9
2013-03-06,83.2
2013-03-07,83.45
2013-03-08,82.9
2013-03-11,84.6
2013-03-12,68.95
2013-03-13,79.1
2013-03-14,75.0
2013-03-15,73.95
2013-03-18,73.2
2013-03-19,72.65
2013-03-20,68.4
2013-03-21,67.95
2013-03-22,66.55
2013-03-25,65.7
2013-03-26,65.75
2013-03-28,66.65
2013-04-01,74.85
2013-04-02,75.6
2013-04-03,74.7
2013-04-04,73.35
2013-04-05,70.85
2013-04-08,70.35
2013-04-09,68.35
2013-04-10,69.5
2013-04-11,68.85
2013-04-12,68.2
2013-04-15,69.55
2013-04-16,67.25
2013-04-17,68.7
2013-04-18,75.6
2013-04-22,77.55
2013-04-23,78.25
2013-04-25,78.15
2013-04-26,74.8
2013-04-29,75.15
2013-04-30,77.55
2013-05-02,81.2
2013-05-03,79.5
2013-05-06,79.55
2013-05-07,76.75
2013-05-08,77.85
2013-05-09,76.5
2013-05-10,75.95
2013-05-11,76.15
2013-05-13,76.1
2013-05-14,75.25
2013-05-15,76.4
2013-05-16,76.7
2013-05-17,76.4
2013-05-20,75.3
2013-05-21,75.8
2013-05-22,74.8
2013-05-23,72.75
2013-05-24,75.2
2013-05-27,74.0
2013-05-28,74.7
2013-05-29,77.5
2013-05-30,77.1
2013-05-31,75.65
2013-06-03,74.65
2013-06-04,75.0
2013-06-05,73.5
2013-06-06,77.6
2013-06-07,74.2
2013-06-10,72.9
2013-06-11,71.05
2013-06-12,70.95
2013-06-13,70.65
2013-06-14,70.75
2013-06-17,70.05
2013-06-18,69.5
2013-06-19,70.05
2013-06-20,68.45
2013-06-21,68.4
2013-06-24,68.0
2013-06-25,66.5
2013-06-26,65.0
2013-06-27,66.55
2013-06-28,67.0
2013-07-01,66.9
2013-07-02,67.3
2013-07-03,65.55
2013-07-04,65.55
2013-07-05,65.9
2013-07-08,66.0
2013-07-09,65.6
2013-07-10,64.15
2013-07-11,65.1
2013-07-12,65.25
2013-07-15,65.3
2013-07-16,64.6
2013-07-17,63.65
2013-07-18,64.25
2013-07-19,64.15
2013-07-22,63.95
2013-07-23,63.55
2013-07-24,61.9
2013-07-25,59.0
2013-07-26,66.0
2013-07-29,61.85
2013-07-30,59.15
2013-07-31,59.65
2013-08-01,59.1
2013-08-02,55.95
2013-08-05,51.1
2013-08-06,46.7
2013-08-07,49.75
2013-08-08,49.9
2013-08-12,51.7
2013-08-13,51.65
2013-08-14,52.9
2013-08-16,52.0
2013-08-19,50.0
2013-08-20,49.8
2013-08-21,52.0
2013-08-22,50.85
2013-08-23,54.35
2013-08-26,54.65
2013-08-27,54.8
2013-08-28,54.75
2013-08-29,54.0
2013-08-30,55.0
2013-09-02,53.95
2013-09-03,54.05
2013-09-04,54.6
2013-09-05,55.7
2013-09-06,58.15
2013-09-10,60.15
2013-09-11,64.3
2013-09-12,65.05
2013-09-13,62.55
2013-09-16,59.95
2013-09-17,61.05
2013-09-18,61.35
2013-09-19,61.4
2013-09-20,58.35
2013-09-23,58.3
2013-09-24,57.65
2013-09-25,56.95
2013-09-26,56.65
2013-09-27,57.0
2013-09-30,53.2
2013-10-01,52.6
2013-10-03,54.45
2013-10-04,57.0
2013-10-07,56.2
2013-10-08,56.15
2013-10-09,56.55
2013-10-10,56.95
2013-10-11,56.65
2013-10-14,56.8
2013-10-15,56.15
2013-10-17,56.7
2013-10-18,56.6
2013-10-21,56.7
2013-10-22,56.7
2013-10-23,56.05
2013-10-24,55.7
2013-10-25,54.55
2013-10-28,54.7
2013-10-29,54.8
2013-10-30,54.2
2013-10-31,53.45
2013-11-01,54.25
2013-11-03,57.25
2013-11-05,55.05
2013-11-06,55.25
2013-11-07,54.3
2013-11-08,54.35
2013-11-11,53.85
2013-11-12,53.55
2013-11-13,53.45
2013-11-14,54.95
2013-11-18,54.95
2013-11-19,54.4
2013-11-20,54.95
2013-11-21,54.8
2013-11-22,54.05
2013-11-25,54.75
2013-11-26,53.15
2013-11-27,53.45
2013-11-28,53.5
2013-11-29,54.05
2013-12-02,54.9
2013-12-03,58.35
2013-12-04,58.35
2013-12-05,60.3
2013-12-06,60.3
2013-12-09,59.95
2013-12-10,57.6
2013-12-11,57.1
2013-12-12,57.6
2013-12-13,54.75
2013-12-16,53.7
2013-12-17,54.25
2013-12-18,55.1
2013-12-19,54.1
2013-12-20,57.15
2013-12-23,58.55
2013-12-24,59.65
2013-12-26,60.45
2013-12-27,61.3
2013-12-30,61.15
2013-12-31,59.65
2014-01-01,62.45
2014-01-02,61.1
2014-01-03,61.1
2014-01-06,62.05
2014-01-07,62.9
2014-01-08,70.8
2014-01-09,71.3
2014-01-10,69.45
2014-01-13,67.9
2014-01-14,66.6
2014-01-15,66.9
2014-01-16,65.7
2014-01-17,62.35
2014-01-20,62.15
2014-01-21,62.35
2014-01-22,62.75
2014-01-23,63.6
2014-01-24,61.1
2014-01-27,57.75
2014-01-28,57.55
2014-01-29,59.0
2014-01-30,58.85
2014-01-31,58.15
2014-02-03,59.65
2014-02-04,59.35
2014-02-05,63.7
2014-02-06,62.95
2014-02-07,62.45
2014-02-10,62.2
2014-02-11,60.45
2014-02-12,61.55
2014-02-13,58.45
2014-02-14,58.5
2014-02-17,52.1
2014-02-18,52.6
2014-02-19,54.2
2014-02-20,53.25
2014-02-21,54.75
2014-02-24,54.65
2014-02-25,52.85
2014-02-26,52.6
2014-02-28,54.75
2014-03-03,53.0
2014-03-04,52.6
2014-03-05,52.95
2014-03-06,51.4
2014-03-07,49.85
2014-03-10,51.3
2014-03-11,51.45
2014-03-12,50.5
2014-03-13,51.85
2014-03-14,51.85
2014-03-18,52.05
2014-03-19,51.6
2014-03-20,51.2
2014-03-21,51.15
2014-03-22,51.2
2014-03-24,51.85
2014-03-25,51.2
2014-03-26,51.7
2014-03-27,54.05
2014-03-28,55.15
2014-03-31,56.15
2014-04-01,56.8
2014-04-02,58.95
2014-04-03,57.7
2014-04-04,59.65
2014-04-07,60.35
2014-04-09,63.1
2014-04-10,65.75
2014-04-11,66.45
2014-04-15,67.45
2014-04-16,64.0
2014-04-17,64.2
2014-04-21,64.9
2014-04-22,65.35
2014-04-23,65.9
2014-04-25,65.15
2014-04-28,62.8
2014-04-29,62.1
2014-04-30,59.55
2014-05-02,59.7
2014-05-05,61.15
2014-05-06,60.05
2014-05-07,58.75
2014-05-08,58.85
2014-05-09,61.95
2014-05-12,61.75
2014-05-13,66.25
2014-05-14,71.95
2014-05-15,71.6
2014-05-16,71.15
2014-05-19,85.35
2014-05-20,95.25
2014-05-21,104.65
2014-05-22,115.0
2014-05-23,119.1
2014-05-26,124.5
2014-05-27,118.3
2014-05-28,114.25
2014-05-29,119.95
2014-05-30,125.9
2014-06-02,132.15
2014-06-03,138.75
2014-06-04,145.65
2014-06-05,152.9
2014-06-06,160.5
2014-06-09,168.5
2014-06-10,176.9
2014-06-11,180.75
2014-06-12,174.6
2014-08-06,154.55
2014-08-07,147.05
2014-08-08,139.7
2014-08-11,136.2
2014-08-12,130.95
2014-08-13,124.45
2014-08-14,118.25
2014-08-18,112.9
2014-08-19,118.5
2014-08-20,124.4
2014-08-21,130.6
2014-08-22,137.1
2014-08-25,143.95
2014-08-26,136.8
2014-08-27,138.15
2014-08-28,138.8
2014-09-01,131.9
2014-09-02,138.45
2014-09-03,144.45
2014-09-04,140.05
2014-09-05,144.15
2014-09-08,151.8
2014-09-09,156.95
2014-09-10,158.4
2014-09-11,162.65
2014-09-12,169.6
2014-09-15,164.9
2014-09-16,159.55
2014-09-17,164.25
2014-09-18,174.55
2014-09-19,169.65
2014-09-22,173.1
2014-09-23,167.45
2014-09-24,168.8
2014-09-25,160.9
2014-09-26,169.6
2014-09-29,173.75
2014-09-30,174.85
2014-10-01,176.95
2014-10-07,169.85
2014-10-08,164.9
2014-10-09,167.05
2014-10-10,163.05
2014-10-13,163.45
2014-10-14,161.0
2014-10-16,153.15
2014-10-17,150.1
2014-10-20,148.05
2014-10-21,145.3
2014-10-22,140.5
2014-10-23,141.25
2014-10-27,141.75
2014-10-28,141.2
2014-10-29,140.35
2014-10-30,141.6
2014-10-31,147.65
2014-11-03,156.35
2014-11-05,163.75
2014-11-07,163.1
2014-11-10,158.65
2014-11-11,159.0
2014-11-12,159.65
2014-11-13,157.25
2014-11-14,156.35
2014-11-17,152.65
2014-11-18,146.0
2014-11-19,146.95
2014-11-20,143.05
2014-11-21,148.5
2014-11-24,148.6
2014-11-25,149.25
2014-11-26,156.55
2014-11-27,154.65
2014-11-28,159.15
2014-12-01,154.1
2014-12-02,149.75
2014-12-03,151.8
2014-12-04,152.6
2014-12-05,154.2
2014-12-08,156.65
2014-12-09,151.3
2014-12-10,151.4
2014-12-11,148.4
2014-12-12,142.5
2014-12-15,147.75
2014-12-16,140.9
2014-12-17,136.8
2014-12-18,147.95
2014-12-19,149.95
2014-12-22,149.85
2014-12-23,153.05
2014-12-24,157.15
2014-12-26,152.45
2014-12-29,160.8
2014-12-30,159.45
2014-12-31,162.3
2015-01-01,160.3
2015-01-02,166.8
2015-01-05,164.95
2015-01-06,159.55
2015-01-07,155.8
2015-01-08,159.35
2015-01-09,158.75
2015-01-12,157.95
2015-01-13,154.7
2015-01-14,157.0
2015-01-15,157.3
2015-01-16,159.0
2015-01-19,162.8
2015-01-20,165.05
2015-01-21,164.9
2015-01-22,169.95
2015-01-23,174.95
2015-01-27,175.2
2015-01-28,169.7
2015-01-29,168.55
2015-01-30,170.85
2015-02-02,168.7
2015-02-03,165.45
2015-02-04,165.15
2015-02-05,163.25
2015-02-06,155.45
2015-02-09,149.55
2015-02-10,147.2
2015-02-11,152.4
2015-02-12,152.95
2015-02-13,156.2
2015-02-16,152.9
2015-02-18,153.85
2015-02-19,149.3
2015-02-20,159.2
2015-02-23,161.3
2015-02-24,158.7
2015-02-25,155.6
2015-02-26,157.6
2015-02-27,155.95
2015-02-28,156.8
2015-03-02,158.55
2015-03-03,169.95
2015-03-04,164.05
2015-03-05,167.2
2015-03-09,159.85
2015-03-10,158.8
2015-03-11,161.7
2015-03-12,161.55
2015-03-13,159.25
2015-03-16,151.95
2015-03-17,153.2
2015-03-18,158.0
2015-03-19,151.4
2015-03-20,146.45
2015-03-23,141.9
2015-03-24,141.7
2015-03-25,138.7
2015-03-26,144.85
2015-03-27,143.45
2015-03-30,147.75
2015-03-31,152.2
2015-04-01,152.1
2015-04-06,151.7
2015-04-07,154.6
2015-04-08,159.6
2015-04-09,157.35
2015-04-10,154.85
2015-04-13,154.25
2015-04-15,154.25
2015-04-16,148.3
2015-04-17,146.15
2015-04-20,142.55
2015-04-21,145.2
2015-04-22,145.0
2015-04-23,148.3
2015-04-24,142.9
2015-04-27,142.7
2015-04-28,143.7
2015-04-29,145.0
2015-04-30,148.85
2015-05-04,154.1
2015-05-05,161.15
2015-05-06,153.7
2015-05-07,151.25
2015-05-08,156.4
2015-05-11,158.35
2015-05-12,156.15
2015-05-13,166.1
2015-05-14,160.7
2015-05-15,165.05
2015-05-18,171.6
2015-05-19,177.25
2015-05-20,183.0
2015-05-21,199.15
2015-05-22,200.05
2015-05-25,212.45
2015-05-26,208.55
2015-05-27,206.4
2015-05-28,210.45
2015-05-29,210.4
2015-06-01,207.2
2015-06-02,200.45
2015-06-03,196.55
2015-06-04,200.85
2015-06-05,200.0
2015-06-08,198.65
2015-06-09,205.05
2015-06-10,207.3
2015-06-11,200.85
2015-06-12,202.6
2015-06-15,201.7
2015-06-16,210.35
2015-06-17,225.4
2015-06-18,226.4
2015-06-19,226.1
2015-06-22,227.0
2015-06-23,230.15
2015-06-24,228.9
2015-06-25,227.95
2015-06-26,260.35
2015-06-29,261.2
2015-06-30,288.2
2015-07-01,312.65
2015-07-02,300.1
2015-07-03,301.05
2015-07-06,320.9
2015-07-07,339.85
2015-07-08,364.7
2015-07-09,359.3
2015-07-10,367.55
2015-07-13,371.3
2015-07-14,375.2
2015-07-15,366.45
2015-07-16,362.8
2015-07-17,366.55
2015-07-20,382.0
2015-07-21,384.0
2015-07-22,384.1
2015-07-23,384.5
2015-07-24,379.05
2015-07-27,375.2
2015-07-28,388.9
2015-07-29,421.65
2015-07-30,419.55
2015-07-31,418.9
2015-08-03,413.1
2015-08-04,412.3
2015-08-05,453.5
2015-08-06,450.4
2015-08-07,439.75
2015-08-10,445.55
2015-08-11,444.3
2015-08-12,433.95
2015-08-13,412.3
2015-08-14,418.95
2015-08-17,439.25
2015-08-18,468.15
2015-08-19,466.25
2015-08-20,450.9
2015-08-21,441.35
2015-08-24,390.8
2015-08-25,414.25
2015-08-26,428.15
2015-08-27,452.45
2015-08-28,439.5
2015-08-31,429.25
2015-09-01,403.95
2015-09-02,411.65
2015-09-03,420.3
2015-09-04,408.2
2015-09-07,404.3
2015-09-08,440.85
2015-09-09,445.6
2015-09-10,439.4
2015-09-11,441.6
2015-09-14,474.65
2015-09-15,467.7
2015-09-16,467.45
2015-09-18,498.05
2015-09-21,494.6
2015-09-22,484.5
2015-09-23,480.6
2015-09-24,485.85
2015-09-28,480.1
2015-09-29,467.0
2015-09-30,504.7
2015-10-01,513.35
2015-10-05,562.85
2015-10-06,578.8
2015-10-07,586.75
