Date,EROSMEDIA
2013-01-01,202.7
2013-01-02,202.25
2013-01-03,206.9
2013-01-04,208.7
2013-01-07,206.2
2013-01-08,204.2
2013-01-09,205.95
2013-01-10,205.75
2013-01-11,202.15
2013-01-14,204.4
2013-01-15,206.05
2013-01-16,207.35
2013-01-17,207.55
2013-01-18,207.2
2013-01-21,204.0
2013-01-22,203.0
2013-01-23,196.7
2013-01-24,197.75
2013-01-25,202.8
2013-01-28,204.05
2013-01-29,204.0
2013-01-30,206.4
2013-01-31,204.25
2013-02-01,201.3
2013-02-04,198.35
2013-02-05,196.85
2013-02-06,198.85
2013-02-07,196.2
2013-02-08,197.0
2013-02-11,194.85
2013-02-12,195.7
2013-02-13,192.1
2013-02-14,185.65
2013-02-15,191.7
2013-02-18,196.05
2013-02-19,198.65
2013-02-20,197.9
2013-02-21,193.3
2013-02-22,194.7
2013-02-25,181.65
2013-02-26,170.8
2013-02-27,178.3
2013-02-28,176.3
2013-03-01,172.4
2013-03-04,166.15
2013-03-05,170.1
2013-03-06,170.55
2013-03-07,170.35
2013-03-08,173.65
2013-03-11,175.0
2013-03-12,182.85
2013-03-13,180.0
2013-03-14,180.55
2013-03-15,178.55
2013-03-18,177.75
2013-03-19,174.55
2013-03-20,173.65
2013-03-21,172.2
2013-03-22,168.4
2013-03-25,164.35
2013-03-26,165.1
2013-03-28,172.85
2013-04-01,173.65
2013-04-02,176.0
2013-04-03,173.9
2013-04-04,170.95
2013-04-05,171.0
2013-04-08,171.2
2013-04-09,170.7
2013-04-10,169.95
2013-04-11,171.35
2013-04-12,171.25
2013-04-15,171.35
2013-04-16,170.3
2013-04-17,169.2
2013-04-18,169.6
2013-04-22,170.4
2013-04-23,168.75
2013-04-25,173.5
2013-04-26,174.1
2013-04-29,174.0
2013-04-30,175.65
2013-05-02,173.8
2013-05-03,172.9
2013-05-06,169.8
2013-05-07,168.45
2013-05-08,167.45
2013-05-09,166.35
2013-05-10,168.25
2013-05-11,170.15
2013-05-13,165.75
2013-05-14,166.0
2013-05-15,165.85
2013-05-16,165.8
2013-05-17,165.0
2013-05-20,164.95
2013-05-21,164.0
2013-05-22,163.4
2013-05-23,158.95
2013-05-24,164.8
2013-05-27,164.9
2013-05-28,164.65
2013-05-29,163.9
2013-05-30,163.55
2013-05-31,164.8
2013-06-03,163.7
2013-06-04,163.0
2013-06-05,164.7
2013-06-06,163.05
2013-06-07,159.75
2013-06-10,158.35
2013-06-11,153.2
2013-06-12,153.55
2013-06-13,144.4
2013-06-14,144.85
2013-06-17,143.5
2013-06-18,140.75
2013-06-19,144.7
2013-06-20,143.2
2013-06-21,138.95
2013-06-24,135.45
2013-06-25,134.5
2013-06-26,132.4
2013-06-27,130.9
2013-06-28,127.7
2013-07-01,129.8
2013-07-02,129.1
2013-07-03,128.45
2013-07-04,130.5
2013-07-05,130.35
2013-07-08,130.95
2013-07-09,135.2
2013-07-10,135.6
2013-07-11,137.95
2013-07-12,138.85
2013-07-15,139.15
2013-07-16,138.6
2013-07-17,135.35
2013-07-18,134.8
2013-07-19,134.8
2013-07-22,134.45
2013-07-23,134.75
2013-07-24,133.85
2013-07-25,130.9
2013-07-26,130.4
2013-07-29,129.55
2013-07-30,127.65
2013-07-31,123.9
2013-08-01,121.4
2013-08-02,120.45
2013-08-05,120.25
2013-08-06,114.8
2013-08-07,116.4
2013-08-08,119.75
2013-08-12,123.1
2013-08-13,128.75
2013-08-14,129.3
2013-08-16,123.4
2013-08-19,123.0
2013-08-20,117.95
2013-08-21,117.15
2013-08-22,114.3
2013-08-23,117.15
2013-08-26,115.05
2013-08-27,110.85
2013-08-28,111.0
2013-08-29,111.2
2013-08-30,114.05
2013-09-02,120.65
2013-09-03,118.5
2013-09-04,121.7
2013-09-05,124.65
2013-09-06,129.95
2013-09-10,132.0
2013-09-11,135.3
2013-09-12,137.3
2013-09-13,137.35
2013-09-16,137.95
2013-09-17,137.9
2013-09-18,137.9
2013-09-19,138.9
2013-09-20,134.25
2013-09-23,131.45
2013-09-24,136.55
2013-09-25,134.9
2013-09-26,135.65
2013-09-27,135.4
2013-09-30,135.6
2013-10-01,134.55
2013-10-03,134.75
2013-10-04,140.2
2013-10-07,143.95
2013-10-08,144.85
2013-10-09,146.7
2013-10-10,146.4
2013-10-11,146.45
2013-10-14,144.7
2013-10-15,142.0
2013-10-17,139.65
2013-10-18,143.0
2013-10-21,144.95
2013-10-22,143.85
2013-10-23,146.2
2013-10-24,150.6
2013-10-25,148.45
2013-10-28,148.85
2013-10-29,151.6
2013-10-30,158.05
2013-10-31,157.65
2013-11-01,162.8
2013-11-03,165.2
2013-11-05,172.95
2013-11-06,191.45
2013-11-07,184.0
2013-11-08,178.2
2013-11-11,172.5
2013-11-12,180.0
2013-11-13,174.05
2013-11-14,180.3
2013-11-18,177.7
2013-11-19,177.55
2013-11-20,174.8
2013-11-21,170.15
2013-11-22,167.1
2013-11-25,167.9
2013-11-26,162.15
2013-11-27,161.9
2013-11-28,168.55
2013-11-29,169.25
2013-12-02,171.4
2013-12-03,174.6
2013-12-04,172.1
2013-12-05,171.85
2013-12-06,168.75
2013-12-09,168.4
2013-12-10,168.9
2013-12-11,169.2
2013-12-12,163.9
2013-12-13,159.95
2013-12-16,158.4
2013-12-17,155.35
2013-12-18,158.25
2013-12-19,163.15
2013-12-20,167.75
2013-12-23,169.6
2013-12-24,172.45
2013-12-26,170.5
2013-12-27,168.9
2013-12-30,170.05
2013-12-31,168.75
2014-01-01,169.65
2014-01-02,166.35
2014-01-03,166.55
2014-01-06,179.25
2014-01-07,179.1
2014-01-08,181.9
2014-01-09,175.1
2014-01-10,174.95
2014-01-13,178.7
2014-01-14,176.6
2014-01-15,177.45
2014-01-16,174.7
2014-01-17,173.4
2014-01-20,173.6
2014-01-21,175.55
2014-01-22,174.0
2014-01-23,171.5
2014-01-24,166.15
2014-01-27,151.75
2014-01-28,148.05
2014-01-29,147.05
2014-01-30,143.45
2014-01-31,145.65
2014-02-03,141.55
2014-02-04,146.55
2014-02-05,146.7
2014-02-06,152.1
2014-02-07,153.55
2014-02-10,156.05
2014-02-11,157.15
2014-02-12,157.15
2014-02-13,161.3
2014-02-14,154.8
2014-02-17,153.8
2014-02-18,153.15
2014-02-19,149.65
2014-02-20,148.3
2014-02-21,160.4
2014-02-24,155.85
2014-02-25,155.15
2014-02-26,162.65
2014-02-28,160.45
2014-03-03,163.35
2014-03-04,159.75
2014-03-05,158.85
2014-03-06,168.8
2014-03-07,168.95
2014-03-10,167.3
2014-03-11,168.1
2014-03-12,165.4
2014-03-13,164.35
2014-03-14,163.9
2014-03-18,163.65
2014-03-19,165.35
2014-03-20,169.5
2014-03-21,172.65
2014-03-22,172.15
2014-03-24,170.5
2014-03-25,168.9
2014-03-26,167.85
2014-03-27,162.65
2014-03-28,165.3
2014-03-31,169.2
2014-04-01,169.25
2014-04-02,170.6
