Date,SUNILHITEC
2013-01-01,74.85
2013-01-02,79.6
2013-01-03,82.6
2013-01-04,82.7
2013-01-07,84.4
2013-01-08,82.0
2013-01-09,86.2
2013-01-10,86.95
2013-01-11,82.95
2013-01-14,84.3
2013-01-15,85.6
2013-01-16,85.95
2013-01-17,87.55
2013-01-18,86.35
2013-01-21,85.3
2013-01-22,83.0
2013-01-23,82.1
2013-01-24,77.25
2013-01-25,81.1
2013-01-28,81.9
2013-01-29,80.1
2013-01-30,77.7
2013-01-31,76.6
2013-02-01,74.55
2013-02-04,73.0
2013-02-05,71.1
2013-02-06,69.8
2013-02-07,67.55
2013-02-08,67.45
2013-02-11,69.1
2013-02-12,67.85
2013-02-13,70.0
2013-02-14,69.45
2013-02-15,66.85
2013-02-18,65.85
2013-02-19,66.8
2013-02-20,67.3
2013-02-21,66.05
2013-02-22,65.3
2013-02-25,63.0
2013-02-26,60.4
2013-02-27,60.8
2013-02-28,59.7
2013-03-01,58.2
2013-03-04,56.15
2013-03-05,60.45
2013-03-06,60.7
2013-03-07,60.7
2013-03-08,63.3
2013-03-11,65.25
2013-03-12,65.4
2013-03-13,62.7
2013-03-14,65.1
2013-03-15,63.45
2013-03-18,62.05
2013-03-19,60.65
2013-03-20,59.0
2013-03-21,57.9
2013-03-22,57.7
2013-03-25,56.5
2013-03-26,55.1
2013-03-28,56.6
2013-04-01,58.55
2013-04-02,61.85
2013-04-03,61.1
2013-04-04,58.05
2013-04-05,58.35
2013-04-08,57.55
2013-04-09,55.25
2013-04-10,55.3
2013-04-11,56.0
2013-04-12,55.85
2013-04-15,57.75
2013-04-16,57.8
2013-04-17,57.2
2013-04-18,57.75
2013-04-22,58.7
2013-04-23,59.3
2013-04-25,58.85
2013-04-26,57.55
2013-04-29,56.8
2013-04-30,56.7
2013-05-02,56.75
2013-05-03,56.5
2013-05-06,57.6
2013-05-07,58.15
2013-05-08,59.75
2013-05-09,60.1
2013-05-10,60.5
2013-05-11,60.5
2013-05-13,59.0
2013-05-14,58.2
2013-05-15,59.65
2013-05-16,60.05
2013-05-17,59.8
2013-05-20,59.5
2013-05-21,59.1
2013-05-22,57.85
2013-05-23,55.95
2013-05-24,57.5
2013-05-27,57.4
2013-05-28,58.85
2013-05-29,57.55
2013-05-30,57.65
2013-05-31,56.3
2013-06-03,57.05
2013-06-04,57.9
2013-06-05,57.85
2013-06-06,57.85
2013-06-07,57.5
2013-06-10,57.05
2013-06-11,54.2
2013-06-12,54.1
2013-06-13,52.55
2013-06-14,53.95
2013-06-17,53.65
2013-06-18,53.6
2013-06-19,54.3
2013-06-20,52.15
2013-06-21,52.25
2013-06-24,49.2
2013-06-25,48.45
2013-06-26,48.45
2013-06-27,48.05
2013-06-28,49.3
2013-07-01,50.15
2013-07-02,56.3
2013-07-03,52.85
2013-07-04,52.75
2013-07-05,52.95
2013-07-08,52.0
2013-07-09,53.75
2013-07-10,52.7
2013-07-11,53.75
2013-07-12,53.3
2013-07-15,52.95
2013-07-16,53.0
2013-07-17,52.95
2013-07-18,53.15
2013-07-19,51.4
2013-07-22,50.45
2013-07-23,50.5
2013-07-24,48.75
2013-07-25,47.85
2013-07-26,47.65
2013-07-29,45.25
2013-07-30,42.7
2013-07-31,40.55
2013-08-01,38.4
2013-08-02,37.35
2013-08-05,37.7
2013-08-06,36.55
2013-08-07,36.15
2013-08-08,38.2
2013-08-12,40.1
2013-08-13,42.15
2013-08-14,42.1
2013-08-16,42.4
2013-08-19,41.45
2013-08-20,41.9
2013-08-21,39.9
2013-08-22,40.25
2013-08-23,41.15
2013-08-26,40.7
2013-08-27,40.7
2013-08-28,39.8
2013-08-29,38.5
2013-08-30,39.4
2013-09-02,40.35
2013-09-03,40.45
2013-09-04,39.55
2013-09-05,40.2
2013-09-06,40.75
2013-09-10,43.7
2013-09-11,44.55
2013-09-12,45.15
2013-09-13,47.85
2013-09-16,47.1
2013-09-17,46.35
2013-09-18,45.35
2013-09-19,45.85
2013-09-20,44.9
2013-09-23,44.3
2013-09-24,43.95
2013-09-25,44.35
2013-09-26,43.95
2013-09-27,43.9
2013-09-30,42.85
2013-10-01,42.45
2013-10-03,43.45
2013-10-04,42.65
2013-10-07,43.8
2013-10-08,46.0
2013-10-09,45.65
2013-10-10,45.9
2013-10-11,45.95
2013-10-14,44.65
2013-10-15,43.55
2013-10-17,43.75
2013-10-18,44.1
2013-10-21,45.8
2013-10-22,47.35
2013-10-23,46.8
2013-10-24,45.5
2013-10-25,44.7
2013-10-28,44.05
2013-10-29,43.8
2013-10-30,44.3
2013-10-31,44.55
2013-11-01,51.95
2013-11-03,54.5
2013-11-05,58.1
2013-11-06,57.2
2013-11-07,54.35
2013-11-08,54.3
2013-11-11,52.15
2013-11-12,49.25
2013-11-13,49.7
2013-11-14,51.4
2013-11-18,47.4
2013-11-19,46.75
2013-11-20,45.85
2013-11-21,45.75
2013-11-22,44.75
2013-11-25,46.3
2013-11-26,47.6
2013-11-27,46.25
2013-11-28,46.6
2013-11-29,46.9
2013-12-02,47.95
2013-12-03,47.6
2013-12-04,49.75
2013-12-05,49.5
2013-12-06,50.65
2013-12-09,55.85
2013-12-10,53.15
2013-12-11,52.9
2013-12-12,51.8
2013-12-13,49.7
2013-12-16,52.4
2013-12-17,52.35
2013-12-18,52.3
2013-12-19,50.95
2013-12-20,54.7
2013-12-23,57.5
2013-12-24,56.75
2013-12-26,56.9
2013-12-27,57.35
2013-12-30,56.9
2013-12-31,56.7
2014-01-01,60.7
2014-01-02,56.85
2014-01-03,56.85
2014-01-06,57.75
2014-01-07,57.15
2014-01-08,56.95
2014-01-09,56.5
2014-01-10,55.25
2014-01-13,54.05
2014-01-14,54.2
2014-01-15,54.25
2014-01-16,54.4
2014-01-17,52.7
2014-01-20,52.35
2014-01-21,52.85
2014-01-22,52.5
2014-01-23,52.75
2014-01-24,51.55
2014-01-27,49.05
2014-01-28,49.3
2014-01-29,50.9
2014-01-30,50.05
2014-01-31,49.5
2014-02-03,50.8
2014-02-04,51.0
2014-02-05,52.85
2014-02-06,52.9
2014-02-07,52.9
2014-02-10,52.9
2014-02-11,53.2
2014-02-12,53.1
2014-02-13,53.0
2014-02-14,52.95
2014-02-17,53.05
2014-02-18,55.6
2014-02-19,54.65
2014-02-20,53.05
2014-02-21,53.35
2014-02-24,52.95
2014-02-25,52.9
2014-02-26,53.5
2014-02-28,54.0
2014-03-03,53.15
2014-03-04,54.1
2014-03-05,53.45
2014-03-06,55.4
2014-03-07,56.15
2014-03-10,56.4
2014-03-11,56.0
2014-03-12,55.45
2014-03-13,56.3
2014-03-14,55.95
2014-03-18,56.1
2014-03-19,56.7
2014-03-20,61.6
2014-03-21,66.55
2014-03-22,68.7
2014-03-24,70.7
2014-03-25,69.05
2014-03-26,67.3
2014-03-27,72.6
2014-03-28,73.35
2014-03-31,70.4
2014-04-01,70.7
2014-04-02,72.15
2014-04-03,70.75
2014-04-04,72.95
2014-04-07,72.1
2014-04-09,78.95
2014-04-10,79.9
2014-04-11,77.75
2014-04-15,75.6
2014-04-16,73.2
2014-04-17,77.3
2014-04-21,82.5
2014-04-22,80.1
2014-04-23,78.95
2014-04-25,78.05
2014-04-28,77.6
2014-04-29,76.1
2014-04-30,74.4
2014-05-02,75.2
2014-05-05,74.85
2014-05-06,74.8
2014-05-07,72.55
2014-05-08,73.0
2014-05-09,73.95
2014-05-12,72.65
2014-05-13,74.95
2014-05-14,78.4
2014-05-15,77.35
2014-05-16,76.65
2014-05-19,91.95
2014-05-20,101.8
2014-05-21,104.8
2014-05-22,106.9
2014-05-23,107.85
2014-05-26,109.1
2014-05-27,107.65
2014-05-28,116.15
2014-05-29,117.65
2014-05-30,122.7
2014-06-02,134.95
2014-06-03,139.55
2014-06-04,135.7
2014-06-05,135.7
2014-06-06,137.85
2014-06-09,138.7
2014-06-10,152.55
2014-06-11,143.0
2014-06-12,146.85
2014-06-30,150.05
2014-07-01,152.8
2014-07-02,150.95
2014-07-03,143.45
2014-07-04,139.6
2014-07-07,135.5
2014-07-08,128.75
2014-07-09,125.55
2014-07-10,124.1
2014-07-11,117.9
2014-07-14,113.6
2014-07-15,119.25
2014-07-16,122.7
2014-07-17,125.6
2014-07-18,124.8
2014-07-21,131.0
2014-07-22,128.1
2014-07-23,125.8
2014-07-24,124.2
2014-07-25,121.85
2014-07-28,119.7
2014-07-30,124.2
2014-07-31,119.3
2014-08-01,118.6
2014-08-04,117.95
2014-08-05,118.3
2014-08-06,117.9
2014-08-07,116.8
2014-08-08,112.8
2014-08-11,114.85
2014-08-12,112.7
2014-08-13,111.1
2014-08-14,110.8
2014-08-18,121.85
2014-08-19,118.65
2014-08-20,127.55
2014-08-21,130.2
2014-08-22,126.3
2014-08-25,128.15
2014-08-26,129.4
2014-08-27,129.65
2014-08-28,129.15
2014-09-01,133.2
2014-09-02,136.0
2014-09-03,132.9
2014-09-04,127.4
2014-09-05,136.0
2014-09-08,139.9
2014-09-09,139.9
2014-09-10,143.25
2014-09-11,141.4
2014-09-12,139.65
2014-09-15,137.8
2014-09-16,126.7
2014-09-17,128.3
2014-09-18,131.6
2014-09-19,132.55
2014-09-22,131.05
2014-09-23,137.55
2014-09-24,150.15
2014-09-25,143.45
2014-09-26,150.25
2014-09-29,156.35
2014-09-30,152.15
2014-10-01,146.55
2014-10-07,145.05
2014-10-08,141.9
2014-10-09,145.4
2014-10-10,142.6
2014-10-13,140.8
2014-10-14,142.95
2014-10-16,138.0
2014-10-17,138.5
2014-10-20,137.2
2014-10-21,138.05
2014-10-22,141.4
2014-10-23,142.45
2014-10-27,141.6
2014-10-28,141.4
2014-10-29,143.65
2014-10-30,151.35
2014-10-31,158.85
2014-11-03,168.8
2014-11-05,177.35
2014-11-07,185.2
2014-11-10,184.8
2014-11-11,178.9
2014-11-12,178.3
2014-11-13,179.4
2014-11-14,181.05
2014-11-17,184.0
2014-11-18,178.25
2014-11-19,172.3
2014-11-20,166.05
2014-11-21,167.05
2014-11-24,160.0
2014-11-25,155.5
2014-11-26,159.35
2014-11-27,153.8
2014-11-28,154.0
2014-12-01,151.15
2014-12-02,153.05
2014-12-03,173.15
2014-12-04,168.75
2014-12-05,169.3
2014-12-08,159.65
2014-12-09,152.1
2014-12-10,153.25
2014-12-11,152.45
2014-12-12,150.8
2014-12-15,148.5
2014-12-16,142.2
2014-12-17,136.85
2014-12-18,143.95
2014-12-19,142.45
2014-12-22,145.6
2014-12-23,140.65
2014-12-24,140.15
2014-12-26,142.7
2014-12-29,142.9
2014-12-30,140.25
2014-12-31,141.05
2015-01-01,145.8
2015-01-02,148.65
2015-01-05,147.55
2015-01-06,139.7
2015-01-07,139.5
2015-01-08,142.95
2015-01-09,146.4
2015-01-12,145.5
2015-01-13,139.85
2015-01-14,137.8
2015-01-15,139.85
2015-01-16,137.55
2015-01-19,145.35
2015-01-20,144.25
2015-01-21,149.8
2015-01-22,151.25
2015-01-23,154.2
2015-01-27,156.85
2015-01-28,152.1
2015-01-29,151.9
2015-01-30,146.2
2015-02-02,149.3
2015-02-03,147.9
2015-02-04,147.9
2015-02-05,147.05
2015-02-06,142.05
2015-02-09,138.15
2015-02-10,138.95
2015-02-11,141.75
2015-02-12,141.95
2015-02-13,150.85
2015-02-16,149.95
2015-02-18,151.65
2015-02-19,151.25
2015-02-20,157.2
2015-02-23,151.8
2015-02-24,147.65
2015-02-25,150.2
2015-02-26,145.95
2015-02-27,147.85
2015-02-28,147.1
2015-03-02,158.15
2015-03-03,158.75
2015-03-04,149.45
2015-03-05,148.65
2015-03-09,147.05
2015-03-10,144.4
2015-03-11,142.65
2015-03-12,144.75
2015-03-13,141.05
2015-03-16,140.25
2015-03-17,153.1
2015-03-18,152.55
2015-03-19,150.1
2015-03-20,145.75
2015-03-23,142.75
2015-03-24,143.5
2015-03-25,140.85
2015-03-26,139.35
2015-03-27,138.95
2015-03-30,144.05
2015-03-31,143.25
2015-04-01,150.55
2015-04-06,151.7
2015-04-07,168.15
2015-04-08,174.25
2015-04-09,166.55
2015-04-10,168.25
2015-04-13,177.2
2015-04-15,181.8
2015-04-16,179.35
2015-04-17,179.2
2015-04-20,174.3
2015-04-21,174.85
2015-04-22,185.55
2015-04-23,198.35
2015-04-24,190.95
2015-04-27,175.45
2015-04-28,180.25
2015-04-29,192.85
2015-04-30,189.6
2015-05-04,193.2
2015-05-05,190.2
2015-05-06,179.95
2015-05-07,177.45
2015-05-08,178.35
2015-05-11,180.45
2015-05-12,179.6
2015-05-13,181.0
2015-05-14,181.7
2015-05-15,183.45
2015-05-18,186.85
2015-05-19,190.55
2015-05-20,185.75
2015-05-21,185.25
2015-05-22,183.35
2015-05-25,191.3
2015-05-26,190.6
2015-05-27,197.25
2015-05-28,201.55
2015-05-29,212.45
2015-06-01,209.45
2015-06-02,203.1
2015-06-03,193.6
2015-06-04,201.85
2015-06-05,206.0
2015-06-08,195.2
2015-06-09,193.1
2015-06-10,197.3
2015-06-11,192.05
2015-06-12,190.6
2015-06-15,193.7
2015-06-16,194.15
2015-06-17,195.35
2015-06-18,210.6
2015-06-19,217.85
2015-06-22,213.85
2015-06-23,212.3
2015-06-24,209.55
2015-06-25,210.95
2015-06-26,214.1
2015-06-29,207.3
2015-06-30,205.3
2015-07-01,199.85
2015-07-02,206.7
2015-07-03,248.0
2015-07-06,297.6
2015-07-07,285.4
2015-07-08,294.4
2015-07-09,280.7
2015-07-10,280.2
2015-07-13,281.9
2015-07-14,282.25
2015-07-15,278.0
2015-07-16,278.55
2015-07-17,275.05
2015-07-20,274.7
2015-07-21,260.5
2015-07-22,266.45
2015-07-23,293.05
2015-07-24,322.35
2015-07-27,320.5
2015-07-28,324.1
2015-07-29,312.9
2015-07-30,316.45
2015-07-31,311.0
2015-08-03,323.4
2015-08-04,338.15
2015-08-05,328.15
2015-08-06,325.6
2015-08-07,330.95
2015-08-10,313.6
2015-08-11,299.85
2015-08-12,297.75
2015-08-13,288.7
2015-08-14,288.25
2015-08-17,291.75
2015-08-18,288.05
2015-08-19,314.8
2015-08-20,294.7
2015-08-21,303.9
2015-08-24,250.3
2015-08-25,246.05
2015-08-26,240.55
2015-08-27,260.4
2015-08-28,258.15
2015-08-31,260.6
2015-09-01,244.45
2015-09-02,243.75
2015-09-03,247.25
2015-09-04,236.55
2015-09-07,214.75
2015-09-08,227.5
2015-09-09,233.85
2015-09-10,237.1
2015-09-11,237.05
2015-09-14,230.25
2015-09-15,229.75
2015-09-16,227.25
2015-09-18,239.75
2015-09-21,253.7
2015-09-22,247.8
2015-09-23,246.35
2015-09-24,249.9
2015-09-28,256.2
2015-09-29,256.2
2015-09-30,269.1
2015-10-01,265.2
2015-10-05,273.8
2015-10-06,268.9
2015-10-07,275.85
2015-10-08,269.0
2015-10-09,271.8
2015-10-12,273.9
2015-10-13,275.95
2015-10-14,282.2
2015-10-15,277.9
2015-10-16,276.8
2015-10-19,291.85
2015-10-20,294.25
2015-10-21,308.55
2015-10-23,300.85
2015-10-26,288.75
2015-10-27,286.15
2015-10-28,278.75
2015-10-29,281.3
2015-10-30,268.25
2015-11-02,271.9
2015-11-03,278.75
2015-11-04,277.45
2015-11-05,275.2
2015-11-06,272.45
2015-11-09,273.5
2015-11-10,273.6
2015-11-11,275.35
2015-11-13,270.65
2015-11-16,270.2
2015-11-17,287.85
2015-11-18,282.1
2015-11-19,285.95
2015-11-20,294.2
2015-11-23,289.65
2015-11-24,312.35
2015-11-26,308.3
2015-11-27,309.4
2015-11-30,309.8
2015-12-01,309.75
2015-12-02,303.7
2015-12-03,310.25
2015-12-04,325.2
2015-12-07,317.5
2015-12-08,318.5
2015-12-09,305.55
2015-12-10,326.45
2015-12-11,314.25
2015-12-14,322.75
2015-12-15,333.25
2015-12-16,325.4
2015-12-17,261.8
2015-12-18,273.2
2015-12-21,257.2
2015-12-22,283.45
2015-12-23,289.25
2015-12-24,279.25
2015-12-28,282.05
2015-12-29,279.4
2015-12-30,277.05
2015-12-31,272.9
2016-01-01,277.1
2016-01-04,271.9
2016-01-05,269.6
2016-01-06,270.6
2016-01-07,257.4
2016-01-08,259.35
2016-01-11,254.6
2016-01-12,252.25
2016-01-13,241.8
2016-01-14,235.85
2016-01-15,233.65
2016-01-18,215.0
2016-01-19,218.15
2016-01-20,206.75
2016-01-21,209.7
2016-01-22,220.85
2016-01-25,220.5
2016-01-27,215.1
2016-01-28,215.45
2016-01-29,213.75
2016-02-01,228.75
2016-02-02,221.4
2016-02-03,218.85
2016-02-04,217.0
2016-02-05,219.85
2016-02-08,216.8
2016-02-09,216.85
2016-02-10,213.9
2016-02-11,196.8
2016-02-12,187.4
2016-02-15,205.45
2016-02-16,204.2
2016-02-17,214.6
2016-02-18,213.75
2016-02-19,218.9
2016-02-22,222.25
2016-02-23,209.3
2016-02-24,209.0
2016-02-25,209.6
2016-02-26,202.0
2016-02-29,201.5
2016-03-01,211.75
2016-03-02,214.6
2016-03-03,213.8
2016-03-04,219.65
2016-03-08,212.45
2016-03-09,213.2
2016-03-10,214.7
2016-03-11,210.2
2016-03-14,210.5
2016-03-15,207.3
2016-03-16,205.15
2016-03-17,204.65
2016-03-18,206.45
2016-03-21,206.2
2016-03-22,205.3
2016-03-23,207.55
2016-03-28,208.6
2016-03-29,209.7
2016-03-30,212.75
2016-03-31,211.8
2016-04-01,226.6
2016-04-04,236.8
2016-04-05,226.9
2016-04-06,228.5
2016-04-07,223.5
2016-04-08,222.55
2016-04-11,219.35
2016-04-12,219.9
2016-04-13,221.35
2016-04-18,220.35
2016-04-20,222.85
2016-04-21,222.1
2016-04-22,219.2
2016-04-25,215.8
2016-04-26,222.0
2016-04-27,227.65
2016-04-28,222.95
2016-04-29,221.9
2016-05-02,220.3
2016-05-03,215.95
2016-05-04,210.05
2016-05-05,205.45
2016-05-06,204.35
2016-05-09,214.0
2016-05-10,208.25
2016-05-11,207.9
2016-05-12,208.6
2016-05-13,204.45
2016-05-16,200.15
2016-05-17,199.85
2016-05-18,198.4
2016-05-19,195.85
2016-05-20,195.4
2016-05-23,193.8
2016-05-24,190.15
2016-05-25,188.85
2016-05-26,192.25
2016-05-27,197.6
2016-05-30,207.6
2016-05-31,192.85
2016-06-01,193.05
2016-06-02,189.4
2016-06-03,186.25
2016-06-06,170.4
2016-06-07,168.2
2016-06-08,173.85
2016-06-09,171.3
2016-06-10,167.7
2016-06-13,164.5
2016-06-14,164.3
2016-06-15,171.45
