Date,NCC
2013-01-01,58.2
2013-01-02,56.5
2013-01-03,59.5
2013-01-04,60.55
2013-01-07,59.15
2013-01-08,59.9
2013-01-09,58.85
2013-01-10,57.15
2013-01-11,55.0
2013-01-14,58.35
2013-01-15,58.65
2013-01-16,55.55
2013-01-17,55.25
2013-01-18,56.75
2013-01-21,56.9
2013-01-22,54.45
2013-01-23,52.5
2013-01-24,50.0
2013-01-25,52.75
2013-01-28,51.75
2013-01-29,50.6
2013-01-30,47.2
2013-01-31,46.85
2013-02-01,46.85
2013-02-04,45.6
2013-02-05,44.25
2013-02-06,42.9
2013-02-07,42.2
2013-02-08,40.9
2013-02-11,40.9
2013-02-12,41.25
2013-02-13,43.0
2013-02-14,40.4
2013-02-15,40.55
2013-02-18,40.85
2013-02-19,42.55
2013-02-20,43.05
2013-02-21,40.5
2013-02-22,40.65
2013-02-25,38.2
2013-02-26,37.1
2013-02-27,39.05
2013-02-28,37.6
2013-03-01,37.35
2013-03-04,35.65
2013-03-05,36.5
2013-03-06,37.9
2013-03-07,37.75
2013-03-08,38.05
2013-03-11,38.85
2013-03-12,39.25
2013-03-13,38.85
2013-03-14,38.75
2013-03-15,42.05
2013-03-18,39.35
2013-03-19,37.85
2013-03-20,36.15
2013-03-21,34.65
2013-03-22,34.75
2013-03-25,33.3
2013-03-26,32.95
2013-03-28,33.2
2013-04-01,34.75
2013-04-02,35.4
2013-04-03,33.95
2013-04-04,32.75
2013-04-05,31.55
2013-04-08,30.9
2013-04-09,30.15
2013-04-10,30.5
2013-04-11,29.9
2013-04-12,29.9
2013-04-15,30.55
2013-04-16,31.2
2013-04-17,32.55
2013-04-18,32.6
2013-04-22,33.4
2013-04-23,33.45
2013-04-25,33.0
2013-04-26,31.9
2013-04-29,31.8
2013-04-30,30.95
2013-05-02,33.85
2013-05-03,32.6
2013-05-06,32.9
2013-05-07,33.4
2013-05-08,33.8
2013-05-09,33.1
2013-05-10,34.85
2013-05-11,35.6
2013-05-13,34.25
2013-05-14,34.0
2013-05-15,36.45
2013-05-16,36.15
2013-05-17,36.65
2013-05-20,36.0
2013-05-21,35.1
2013-05-22,34.15
2013-05-23,31.3
2013-05-24,31.9
2013-05-27,32.25
2013-05-28,32.2
2013-05-29,31.5
2013-05-30,31.3
2013-05-31,31.3
2013-06-03,30.45
2013-06-04,31.05
2013-06-05,30.4
2013-06-06,30.5
2013-06-07,30.4
2013-06-10,29.15
2013-06-11,28.55
2013-06-12,28.75
2013-06-13,28.45
2013-06-14,28.85
2013-06-17,28.45
2013-06-18,28.35
2013-06-19,28.35
2013-06-20,27.1
2013-06-21,23.9
2013-06-24,22.15
2013-06-25,22.15
2013-06-26,20.8
2013-06-27,21.9
2013-06-28,24.35
2013-07-01,27.4
2013-07-02,27.3
2013-07-03,26.1
2013-07-04,26.95
2013-07-05,26.6
2013-07-08,26.55
2013-07-09,27.05
2013-07-10,27.2
2013-07-11,29.85
2013-07-12,28.35
2013-07-15,29.1
2013-07-16,26.65
2013-07-17,25.15
2013-07-18,26.6
2013-07-19,26.25
2013-07-22,25.8
2013-07-23,25.6
2013-07-24,24.85
2013-07-25,24.1
2013-07-26,23.55
2013-07-29,22.9
2013-07-30,22.8
2013-07-31,23.0
2013-08-01,21.15
2013-08-02,19.65
2013-08-05,19.65
2013-08-06,18.45
2013-08-07,18.95
2013-08-08,19.5
2013-08-12,20.15
2013-08-13,21.1
2013-08-14,21.15
2013-08-16,19.3
2013-08-19,19.05
2013-08-20,18.8
2013-08-21,18.2
2013-08-22,18.6
2013-08-23,18.6
2013-08-26,18.5
2013-08-27,18.25
2013-08-28,17.8
2013-08-29,17.75
2013-08-30,17.55
2013-09-02,17.6
2013-09-03,16.8
2013-09-04,16.9
2013-09-05,18.2
2013-09-06,18.2
2013-09-10,18.85
2013-09-11,20.2
2013-09-12,19.45
2013-09-13,20.1
2013-09-16,19.7
2013-09-17,18.95
2013-09-18,18.9
2013-09-19,20.25
2013-09-20,17.9
2013-09-23,17.95
2013-09-24,17.6
2013-09-25,18.0
2013-09-26,18.4
2013-09-27,18.8
2013-09-30,17.9
2013-10-01,18.15
2013-10-03,18.55
2013-10-04,18.55
2013-10-07,18.4
2013-10-08,19.5
2013-10-09,20.2
2013-10-10,19.75
2013-10-11,21.95
2013-10-14,22.0
2013-10-15,21.6
2013-10-17,22.35
2013-10-18,22.95
2013-10-21,23.3
2013-10-22,23.4
2013-10-23,22.75
2013-10-24,24.65
2013-10-25,24.85
2013-10-28,23.15
2013-10-29,23.55
2013-10-30,25.25
2013-10-31,25.85
2013-11-01,26.5
2013-11-03,26.65
2013-11-05,26.8
2013-11-06,26.3
2013-11-07,24.7
2013-11-08,26.05
2013-11-11,25.05
2013-11-12,25.05
2013-11-13,25.0
2013-11-14,25.0
2013-11-18,25.15
2013-11-19,26.45
2013-11-20,25.5
2013-11-21,25.05
2013-11-22,25.0
2013-11-25,25.6
2013-11-26,24.15
2013-11-27,24.2
2013-11-28,24.8
2013-11-29,25.25
2013-12-02,26.7
2013-12-03,26.05
2013-12-04,27.4
2013-12-05,29.75
2013-12-06,30.75
2013-12-09,30.4
2013-12-10,28.9
2013-12-11,28.8
2013-12-12,28.7
2013-12-13,28.2
2013-12-16,28.1
2013-12-17,28.05
2013-12-18,27.45
2013-12-19,27.7
2013-12-20,30.15
2013-12-23,31.7
2013-12-24,31.8
2013-12-26,32.55
2013-12-27,32.5
2013-12-30,31.85
2013-12-31,33.25
2014-01-01,33.7
2014-01-02,31.45
2014-01-03,31.7
2014-01-06,30.75
2014-01-07,30.3
2014-01-08,30.65
2014-01-09,30.1
2014-01-10,29.25
2014-01-13,29.2
2014-01-14,29.4
2014-01-15,29.7
2014-01-16,29.25
2014-01-17,28.15
2014-01-20,28.4
2014-01-21,28.4
2014-01-22,28.4
2014-01-23,28.2
2014-01-24,27.3
2014-01-27,25.25
2014-01-28,25.6
2014-01-29,26.0
2014-01-30,24.9
2014-01-31,24.8
2014-02-03,23.65
2014-02-04,24.95
2014-02-05,24.85
2014-02-06,24.9
2014-02-07,26.25
2014-02-10,27.15
2014-02-11,26.95
2014-02-12,26.0
2014-02-13,24.05
2014-02-14,23.9
2014-02-17,23.8
2014-02-18,23.95
2014-02-19,23.7
2014-02-20,23.85
2014-02-21,24.65
2014-02-24,24.95
2014-02-25,24.3
2014-02-26,24.25
2014-02-28,25.75
2014-03-03,27.35
2014-03-04,28.6
2014-03-05,30.7
2014-03-06,30.6
2014-03-07,34.2
2014-03-10,33.1
2014-03-11,33.1
2014-03-12,31.75
2014-03-13,31.85
2014-03-14,32.15
2014-03-18,31.5
2014-03-19,32.3
2014-03-20,32.05
2014-03-21,32.4
2014-03-22,32.6
2014-03-24,32.6
2014-03-25,32.65
2014-03-26,33.95
2014-03-27,36.35
2014-03-28,36.15
2014-03-31,35.5
2014-04-01,35.4
2014-04-02,36.3
2014-04-03,36.6
2014-04-04,36.55
2014-04-07,38.05
2014-04-09,41.65
2014-04-10,45.6
2014-04-11,51.35
2014-04-15,47.7
2014-04-16,45.45
2014-04-17,46.15
2014-04-21,48.55
2014-04-22,49.75
2014-04-23,52.5
2014-04-25,54.1
2014-04-28,52.85
2014-04-29,52.7
2014-04-30,50.3
2014-05-02,50.1
2014-05-05,48.4
2014-05-06,51.8
2014-05-07,52.7
2014-05-08,55.8
2014-05-09,56.3
2014-05-12,60.4
2014-05-13,70.6
2014-05-14,67.45
2014-05-15,63.95
2014-05-16,69.35
2014-05-19,79.05
2014-05-20,78.85
2014-05-21,75.85
2014-05-22,77.8
2014-05-23,80.35
2014-05-26,76.95
2014-05-27,75.85
2014-05-28,76.55
2014-05-29,73.9
2014-05-30,72.45
2014-06-02,75.55
2014-06-03,77.55
2014-06-04,81.4
2014-06-05,80.15
2014-06-06,79.7
2014-06-09,81.85
2014-06-10,76.85
2014-06-11,73.75
2014-06-12,72.35
2014-06-13,69.15
2014-06-16,70.9
2014-06-17,72.0
2014-06-18,76.15
2014-06-19,73.7
2014-06-20,68.7
2014-06-23,69.4
2014-06-24,71.8
2014-06-25,77.65
2014-06-26,77.25
2014-06-27,76.6
2014-06-30,80.15
2014-07-01,79.95
2014-07-02,78.9
2014-07-03,78.85
2014-07-04,77.85
2014-07-07,76.85
2014-07-08,72.35
2014-07-09,68.1
2014-07-10,72.15
2014-07-11,70.15
2014-07-14,70.75
2014-07-15,74.25
2014-07-16,74.5
2014-07-17,75.45
2014-07-18,73.9
2014-07-21,72.85
2014-07-22,72.1
2014-07-23,71.7
2014-07-24,72.2
2014-07-25,69.4
2014-07-28,68.95
2014-07-30,69.35
2014-07-31,73.2
2014-08-01,71.3
2014-08-04,71.8
2014-08-05,71.4
2014-08-06,70.05
2014-08-07,70.35
2014-08-08,69.05
2014-08-11,70.1
2014-08-12,70.05
2014-08-13,61.75
2014-08-14,65.1
2014-08-18,68.15
2014-08-19,76.75
2014-08-20,73.4
2014-08-21,72.45
2014-08-22,70.05
2014-08-25,70.65
2014-08-26,69.0
2014-08-27,69.1
2014-08-28,68.85
2014-09-01,67.45
2014-09-02,69.6
2014-09-03,68.45
2014-09-04,66.75
2014-09-05,67.4
2014-09-08,69.95
2014-09-09,69.4
2014-09-10,71.05
2014-09-11,69.15
2014-09-12,67.05
2014-09-15,69.15
2014-09-16,68.0
2014-09-17,71.55
2014-09-18,46.9
2014-09-19,46.45
2014-09-22,44.25
2014-09-23,42.85
2014-09-24,39.95
2014-09-25,35.65
2014-09-26,36.65
2014-09-29,40.65
2014-09-30,38.9
2014-10-01,38.2
2014-10-07,36.4
2014-10-08,38.15
2014-10-09,43.85
2014-10-10,44.05
2014-10-13,43.25
2014-10-14,42.4
2014-10-16,39.65
2014-10-17,42.05
2014-10-20,43.05
2014-10-21,43.1
2014-10-22,42.15
2014-10-23,44.65
2014-10-27,44.35
