Date,VIKASECO
2013-01-01,142.3
2013-01-02,138.25
2013-01-03,142.6
2013-01-04,146.45
2013-01-07,175.7
2013-01-08,197.85
2013-01-09,199.45
2013-01-10,204.2
2013-01-11,196.9
2013-01-14,213.95
2013-01-15,175.3
2013-01-16,174.5
2013-01-17,208.15
2013-01-18,230.7
2013-01-21,214.75
2013-01-22,182.5
2013-01-23,174.45
2013-01-24,171.0
2013-01-25,173.35
2013-01-28,172.45
2013-01-29,174.25
2013-01-30,170.45
2013-01-31,172.05
2013-02-01,176.45
2013-02-04,171.9
2013-02-05,168.1
2013-02-06,167.95
2013-02-07,163.7
2013-02-08,162.45
2013-02-11,161.65
2013-02-12,161.0
2013-02-13,161.6
2013-02-14,160.0
2013-02-15,161.05
2013-02-18,165.05
2013-02-19,162.4
2013-02-20,162.0
2013-02-21,160.0
2013-02-22,161.95
2013-02-25,158.45
2013-02-26,126.8
2013-02-27,129.85
2013-02-28,116.7
2013-03-01,138.05
2013-03-04,131.7
2013-03-05,127.05
2013-03-06,126.4
2013-03-07,124.1
2013-03-08,124.1
2013-03-11,132.6
2013-03-12,125.5
2013-03-13,119.8
2013-03-14,117.75
2013-03-15,113.3
2013-03-18,107.55
2013-03-19,92.75
2013-03-20,98.4
2013-03-21,98.2
2013-03-22,97.0
2013-03-25,94.25
2013-03-26,89.5
2013-03-28,93.25
2013-04-01,95.5
2013-04-02,100.0
2013-04-03,99.3
2013-04-04,98.1
2013-04-05,97.3
2013-04-08,98.0
2013-04-09,99.95
2013-04-10,95.5
2013-04-12,100.1
2013-04-15,120.1
2013-04-16,117.75
2013-04-17,120.9
2013-04-18,114.75
2013-04-22,123.5
2013-04-23,120.05
2013-04-25,144.05
2013-04-26,138.95
2013-04-29,147.4
2013-04-30,144.2
2013-05-02,137.5
2013-05-03,139.65
2013-05-06,144.3
2013-05-07,145.8
2013-05-08,140.25
2013-05-09,162.15
2013-05-10,164.8
2013-05-11,157.75
2013-05-13,173.05
2013-05-14,178.6
2013-05-15,173.8
2013-05-16,175.0
2013-05-17,168.95
2013-05-20,152.05
2013-05-21,169.2
2013-05-22,161.45
2013-05-23,161.65
2013-05-24,159.6
2013-05-27,153.1
2013-05-28,171.5
2013-05-29,171.15
2013-05-30,170.4
2013-05-31,171.85
2013-06-03,166.65
2013-06-04,166.8
2013-06-05,162.65
2013-06-06,153.5
2013-06-07,184.2
2013-06-10,193.2
2013-06-11,209.75
2013-06-12,202.6
2013-06-13,194.45
2013-06-14,190.75
2013-06-17,201.1
2013-06-18,210.0
2013-06-19,215.75
2013-06-20,202.4
2013-06-21,198.05
2013-06-24,183.7
2013-06-25,181.75
2013-06-26,194.45
2013-06-27,194.75
2013-06-28,208.45
2013-07-01,204.35
2013-07-02,198.85
2013-07-03,199.05
2013-07-04,196.95
2013-07-05,205.25
2013-07-08,229.5
2013-07-09,222.15
2013-07-10,211.75
2013-07-11,208.15
2013-07-12,205.05
2013-07-15,229.35
2013-07-16,226.9
2013-07-17,227.4
2013-07-18,224.25
2013-07-19,225.4
2013-07-22,221.45
2013-07-23,220.8
2013-07-24,215.85
2013-07-25,213.1
2013-07-26,216.75
2013-07-29,198.85
2013-07-30,199.05
2013-07-31,201.3
2013-08-01,220.85
2013-08-02,210.5
2013-08-05,205.0
2013-08-06,202.35
2013-08-07,201.85
2013-08-08,202.75
2013-08-12,209.5
2013-08-13,210.5
2013-08-14,199.1
2013-08-16,197.5
2013-08-19,194.75
2013-08-20,195.45
2013-08-21,189.7
2013-08-22,187.95
2013-08-23,191.2
2013-08-26,190.6
2013-08-27,185.0
2013-08-28,189.6
2013-08-29,191.15
2013-08-30,191.25
2013-09-02,190.15
2013-09-03,189.65
2013-09-04,187.85
2013-09-05,187.75
2013-09-06,184.25
2013-09-10,194.1
2013-09-11,194.2
2013-09-12,188.65
2013-09-13,184.7
2013-09-16,184.7
2013-09-17,182.05
2013-09-18,187.85
2013-09-19,183.6
2013-09-20,174.4
2013-09-23,165.1
2013-09-24,142.95
2013-09-25,130.8
2013-09-26,131.75
2013-09-27,129.6
2013-09-30,127.6
2013-10-01,120.55
2013-10-03,108.55
2013-10-04,113.75
2013-10-07,110.85
2013-10-08,100.55
2013-10-09,102.35
2013-10-10,107.45
2013-10-11,112.6
2013-10-14,118.2
2013-10-15,124.1
2013-10-17,130.25
2013-10-18,136.75
2013-10-21,136.4
2013-10-22,134.8
2013-10-23,130.45
2013-10-24,132.75
2013-10-25,132.4
2013-10-28,130.1
2013-10-29,130.0
2013-10-30,130.2
2013-10-31,127.85
2013-11-01,131.15
2013-11-03,135.75
2013-11-05,133.4
2013-11-06,132.1
2013-11-07,138.6
2013-11-08,134.7
2013-11-11,133.65
2013-11-12,130.85
2013-11-13,129.2
2013-11-14,132.25
2013-11-18,127.8
2013-11-19,124.75
2013-11-20,122.8
2013-11-21,113.4
2013-11-22,124.3
2013-11-25,129.35
2013-11-26,124.45
2013-11-27,121.9
2013-11-28,111.75
2013-11-29,116.25
2013-12-02,114.95
2013-12-03,111.95
2013-12-04,111.6
2013-12-05,122.75
2013-12-06,135.0
2013-12-09,134.25
2013-12-10,134.85
2013-12-11,130.65
2013-12-12,130.55
2013-12-13,127.0
2013-12-16,131.6
2013-12-17,132.95
2013-12-18,133.6
2013-12-19,133.7
2013-12-20,140.5
2013-12-23,140.0
2013-12-24,140.9
2013-12-26,140.0
2013-12-27,154.0
2013-12-30,156.55
2013-12-31,157.05
2014-01-01,159.0
2014-01-02,162.15
2014-01-03,160.1
2014-01-06,159.6
2014-01-07,161.5
2014-01-08,167.75
2014-01-09,172.2
2014-01-10,175.25
2014-01-13,178.2
2014-01-14,185.5
2014-01-15,187.0
2014-01-16,176.6
2014-01-17,176.95
2014-01-20,180.6
2014-01-21,184.0
2014-01-22,195.0
2014-01-23,197.25
2014-01-24,199.15
2014-01-27,192.05
2014-01-28,193.0
2014-01-29,194.4
2014-01-30,196.3
2014-01-31,198.95
2014-02-03,207.0
2014-02-04,203.25
2014-02-05,215.7
2014-02-06,215.4
2014-02-07,220.95
2014-02-10,220.25
2014-02-11,221.0
2014-02-12,219.9
2014-02-13,219.45
2014-02-14,228.4
2014-02-17,228.6
2014-02-18,228.6
2014-02-19,231.2
2014-02-20,225.9
2014-02-21,219.0
2014-02-24,215.4
2014-02-25,236.1
2014-02-26,245.65
2014-02-28,241.0
2014-06-13,28.9
2014-06-16,29.15
2014-06-17,27.9
2014-06-18,27.35
2014-06-19,27.85
2014-06-20,27.0
2014-06-23,26.65
2014-06-24,26.8
2014-06-25,26.8
2014-06-26,25.55
2014-06-27,26.7
2014-06-30,28.0
2014-07-01,28.0
2014-07-02,28.15
2014-07-03,27.45
2014-07-04,26.75
2014-07-07,28.1
2014-07-08,27.6
2014-07-09,26.65
2014-07-10,26.5
2014-07-11,26.65
2014-07-14,28.05
2014-07-15,27.3
2014-07-16,30.0
2014-07-17,30.0
2014-07-18,29.4
2014-07-21,32.3
2014-07-22,31.25
2014-07-23,34.35
2014-07-24,31.65
2014-07-25,30.95
2014-07-28,30.25
2014-07-30,30.45
2014-07-31,30.55
2014-08-01,30.5
2014-08-04,31.35
2014-08-05,33.05
2014-08-06,32.15
2014-08-07,31.9
2014-08-08,33.6
2014-08-11,33.25
2014-08-12,36.8
2014-08-13,34.75
2014-08-14,34.6
2014-08-18,34.6
2014-08-19,37.9
2014-08-20,35.7
2014-08-21,34.9
2014-08-22,33.25
2014-08-25,32.85
2014-08-26,34.5
2014-08-27,32.65
2014-08-28,31.55
2014-09-01,30.5
2014-09-02,36.6
2014-09-03,33.35
2014-09-04,31.3
2014-09-05,32.4
2014-09-08,30.75
2014-09-09,29.95
2014-09-10,29.85
2014-09-11,30.0
2014-09-12,30.9
2014-09-15,31.5
2014-09-16,32.95
2014-09-17,32.2
2014-09-18,31.85
2014-09-19,30.3
2014-09-22,28.65
2014-09-23,27.15
2014-09-24,21.75
2014-09-25,19.6
2014-09-26,17.65
2014-09-29,19.4
2014-09-30,21.3
2014-10-01,19.4
2014-10-07,17.5
2014-10-08,17.4
2014-10-09,19.1
2014-10-10,17.2
2014-10-13,16.35
2014-10-14,15.55
2014-10-16,16.25
2014-10-17,15.45
2014-10-20,14.7
2014-10-21,15.4
2014-10-22,16.15
2014-10-23,16.95
2014-10-27,17.2
2014-10-28,16.8
2014-10-29,17.45
2014-10-30,16.6
2014-10-31,15.8
2014-11-03,15.05
2014-11-05,14.9
2014-11-07,15.6
2014-11-10,16.2
2014-11-11,15.55
2014-11-12,16.6
2014-11-13,6.7
2014-11-14,6.55
2014-11-17,6.5
2014-11-18,6.5
2014-11-19,6.45
2014-11-20,7.05
2014-11-21,7.0
2014-11-24,6.75
2014-11-25,6.55
2014-11-26,6.6
2014-11-27,6.45
2014-11-28,6.5
2014-12-01,6.5
2014-12-02,6.5
2014-12-03,6.5
2014-12-04,7.15
2014-12-05,7.15
2014-12-08,7.4
2014-12-09,7.35
2014-12-10,7.15
2014-12-11,7.4
2014-12-12,7.25
2014-12-15,7.5
2014-12-16,7.35
2014-12-17,7.8
2014-12-18,8.4
2014-12-19,8.2
2014-12-22,8.2
2014-12-23,7.95
2014-12-24,7.9
2014-12-26,7.85
2014-12-29,7.9
2014-12-30,7.4
2014-12-31,7.3
2015-01-01,7.05
2015-01-02,7.4
2015-01-05,7.15
2015-01-06,7.1
2015-01-07,7.05
2015-01-08,7.2
2015-01-09,7.1
2015-01-12,7.05
2015-01-13,8.45
2015-01-14,8.05
2015-01-15,8.5
2015-01-16,7.95
2015-01-19,8.0
2015-01-20,7.85
2015-01-21,7.95
2015-01-22,7.9
2015-01-23,7.85
2015-01-27,7.7
2015-01-28,7.45
2015-01-29,7.65
2015-01-30,7.45
2015-02-02,7.6
2015-02-03,7.35
2015-02-04,7.25
2015-02-05,7.3
2015-02-06,7.2
2015-02-09,7.0
2015-02-10,6.9
2015-02-11,7.2
2015-02-12,7.0
2015-02-13,6.9
2015-02-16,6.75
2015-02-18,6.8
2015-02-19,6.75
2015-02-20,6.75
2015-02-23,6.85
2015-02-24,6.8
2015-02-25,6.8
2015-02-26,6.6
2015-02-27,6.6
2015-02-28,6.9
2015-03-02,6.7
2015-03-03,6.5
2015-03-04,6.6
2015-03-05,6.5
2015-03-09,6.5
2015-03-10,6.5
2015-03-11,6.35
2015-03-12,6.15
2015-03-13,6.25
2015-03-16,6.4
2015-03-17,6.5
2015-03-18,6.3
2015-03-19,6.25
2015-03-20,6.25
2015-03-23,6.3
2015-03-24,6.3
2015-03-25,6.15
2015-03-26,6.2
2015-03-27,6.2
2015-03-30,6.55
2015-03-31,6.25
2015-04-01,6.3
2015-04-06,6.25
2015-04-07,6.25
2015-04-08,6.3
2015-04-09,6.3
2015-04-10,6.5
2015-04-13,6.5
2015-04-15,6.6
2015-04-16,6.4
2015-04-17,6.55
2015-04-20,6.45
2015-04-21,6.45
2015-04-22,6.5
2015-04-23,6.5
2015-04-24,6.3
2015-04-27,6.25
2015-04-28,6.55
2015-04-29,6.45
2015-04-30,6.45
2015-05-04,6.7
2015-05-05,6.75
2015-05-06,6.55
2015-05-07,6.35
2015-05-08,6.45
2015-05-11,6.35
2015-05-12,6.35
2015-05-13,6.35
2015-05-14,6.5
2015-05-15,6.45
2015-05-18,6.45
2015-05-19,6.4
2015-05-20,6.5
2015-05-21,6.5
2015-05-22,6.4
2015-05-25,6.35
2015-05-26,6.5
2015-05-27,6.4
2015-05-28,6.35
2015-05-29,6.45
2015-06-01,6.55
2015-06-02,6.55
2015-06-03,6.4
2015-06-04,6.35
2015-06-05,6.5
2015-06-08,6.4
2015-06-09,6.4
2015-06-10,6.4
2015-06-11,6.35
2015-06-12,6.35
2015-06-15,6.4
2015-06-16,6.4
2015-06-17,6.4
2015-06-18,6.5
2015-06-19,6.5
2015-06-22,6.45
2015-06-23,6.5
2015-06-24,6.4
2015-06-25,6.3
2015-06-26,6.3
2015-06-29,6.4
2015-06-30,6.3
2015-07-01,6.4
2015-07-02,6.35
2015-07-03,7.6
2015-07-06,7.8
2015-07-07,7.4
2015-07-08,7.35
2015-07-09,7.55
2015-07-10,7.55
2015-07-13,8.55
2015-07-14,8.65
2015-07-15,9.0
2015-07-16,8.95
2015-07-17,8.75
2015-07-20,8.65
2015-07-21,9.25
2015-07-22,9.75
2015-07-23,9.8
2015-07-24,9.7
2015-07-27,9.45
2015-07-28,9.55
2015-07-29,10.45
2015-07-30,10.4
2015-07-31,10.85
2015-08-03,10.9
2015-08-04,10.95
2015-08-05,10.9
2015-08-06,10.9
2015-08-07,11.05
2015-08-10,11.0
2015-08-11,10.55
2015-08-12,10.7
2015-08-13,11.7
2015-08-14,11.95
2015-08-17,11.95
2015-08-18,12.1
2015-08-19,14.5
2015-08-20,14.45
2015-08-21,13.95
2015-08-24,12.3
2015-08-25,11.9
2015-08-26,12.1
2015-08-27,12.6
2015-08-28,13.7
2015-08-31,13.6
2015-09-01,13.45
2015-09-02,13.4
2015-09-03,14.0
2015-09-04,13.2
2015-09-07,13.1
2015-09-08,13.75
2015-09-09,14.0
2015-09-10,13.85
2015-09-11,13.7
2015-09-14,14.45
2015-09-15,14.0
2015-09-16,15.45
2015-09-18,15.7
2015-09-21,16.9
2015-09-22,16.4
2015-09-23,16.3
2015-09-24,16.5
2015-09-28,16.25
2015-09-29,16.65
2015-09-30,17.25
2015-10-01,17.75
2015-10-05,17.3
2015-10-06,17.25
2015-10-07,17.45
2015-10-08,17.7
2015-10-09,18.6
2015-10-12,18.35
2015-10-13,18.05
2015-10-14,18.3
2015-10-15,21.95
2015-10-16,21.0
2015-10-19,20.65
2015-10-20,20.0
2015-10-21,22.45
2015-10-23,22.45
