Date,VASCONEQ
2013-01-01,61.65
2013-01-02,62.35
2013-01-03,61.05
2013-01-04,60.9
2013-01-07,59.65
2013-01-08,56.7
2013-01-09,56.8
2013-01-10,54.9
2013-01-11,54.95
2013-01-14,53.9
2013-01-15,54.85
2013-01-16,52.5
2013-01-17,52.75
2013-01-18,51.8
2013-01-21,50.3
2013-01-22,49.95
2013-01-23,49.9
2013-01-24,50.3
2013-01-25,48.6
2013-01-28,47.15
2013-01-29,46.6
2013-01-30,47.6
2013-01-31,47.85
2013-02-01,47.1
2013-02-04,46.5
2013-02-05,46.25
2013-02-06,48.4
2013-02-07,47.35
2013-02-08,45.85
2013-02-12,43.85
2013-02-13,41.7
2013-02-14,41.15
2013-02-15,39.5
2013-02-18,38.7
2013-02-19,38.7
2013-02-20,39.65
2013-02-21,37.75
2013-02-22,36.8
2013-02-25,36.1
2013-02-26,34.35
2013-02-27,35.95
2013-02-28,36.9
2013-03-01,35.1
2013-03-04,34.9
2013-03-05,35.55
2013-03-06,35.2
2013-03-07,36.3
2013-03-08,37.9
2013-03-11,37.1
2013-03-12,35.3
2013-03-13,33.55
2013-03-14,33.7
2013-03-15,34.65
2013-03-18,35.45
2013-03-19,34.95
2013-03-20,34.7
2013-03-21,33.15
2013-03-22,33.9
2013-03-25,33.15
2013-03-26,31.5
2013-03-28,30.2
2013-04-01,31.25
2013-04-02,32.8
2013-04-03,32.9
2013-04-04,31.55
2013-04-05,32.45
2013-04-08,31.65
2013-04-09,30.1
2013-04-10,29.65
2013-04-11,30.05
2013-04-12,29.25
2013-04-15,29.0
2013-04-16,27.9
2013-04-17,28.2
2013-04-18,29.1
2013-04-22,29.5
2013-04-23,28.8
2013-04-25,28.0
2013-04-26,27.55
2013-04-29,27.8
2013-04-30,26.7
2013-05-02,27.0
2013-05-03,27.6
2013-05-06,27.5
2013-05-07,27.6
2013-05-08,28.5
2013-05-09,28.1
2013-05-10,27.95
2013-05-11,28.8
2013-05-13,27.55
2013-05-14,28.5
2013-05-15,30.05
2013-05-16,30.1
2013-05-17,30.0
2013-05-20,30.0
2013-05-21,28.6
2013-05-22,29.25
2013-05-23,28.8
2013-05-24,29.25
2013-05-27,29.05
2013-05-28,30.0
2013-05-29,28.75
2013-05-30,29.2
2013-05-31,27.9
2013-06-03,27.35
2013-06-04,26.25
2013-06-05,28.85
2013-06-06,29.75
2013-06-07,28.1
2013-06-10,27.85
2013-06-11,27.1
2013-06-12,26.8
2013-06-13,25.95
2013-06-14,25.1
2013-06-17,25.0
2013-06-18,23.9
2013-06-19,24.0
2013-06-20,23.0
2013-06-21,21.05
2013-06-24,21.65
2013-06-25,21.8
2013-06-26,21.1
2013-06-27,20.65
2013-06-28,21.25
2013-07-01,20.8
2013-07-02,21.3
2013-07-03,21.65
2013-07-04,21.6
2013-07-05,20.55
2013-07-08,20.05
2013-07-09,19.55
2013-07-10,18.6
2013-07-11,18.8
2013-07-12,18.95
2013-07-15,18.65
2013-07-16,18.5
2013-07-17,18.0
2013-07-18,17.55
2013-07-19,18.4
2013-07-22,18.95
2013-07-23,18.7
2013-07-24,18.0
2013-07-25,17.3
2013-07-26,17.95
2013-07-29,17.15
2013-07-30,17.8
2013-07-31,18.0
2013-08-01,17.9
2013-08-02,17.65
2013-08-05,17.9
2013-08-06,17.7
2013-08-07,18.15
2013-08-08,17.65
2013-08-12,18.2
2013-08-13,18.1
2013-08-14,17.65
2013-08-16,17.25
2013-08-19,16.55
2013-08-20,17.25
2013-08-21,17.8
2013-08-22,17.85
2013-08-23,18.1
2013-08-26,18.15
2013-08-27,17.7
2013-08-28,17.5
2013-08-29,18.05
2013-08-30,18.0
2013-09-02,17.75
2013-09-03,17.65
2013-09-04,17.65
2013-09-05,18.15
2013-09-06,18.0
2013-09-10,18.1
2013-09-11,19.0
2013-09-12,19.6
2013-09-13,20.2
2013-09-16,21.55
2013-09-17,20.8
2013-09-18,20.0
2013-09-19,20.25
2013-09-20,20.15
2013-09-23,19.35
2013-09-24,19.1
2013-09-25,19.05
2013-09-26,19.0
2013-09-27,19.0
2013-09-30,18.45
2013-10-01,18.2
2013-10-03,18.0
2013-10-04,17.9
2013-10-07,17.6
2013-10-08,18.0
2013-10-09,18.35
2013-10-10,18.5
2013-10-11,18.95
2013-10-14,20.0
2013-10-15,21.5
2013-10-17,22.75
2013-10-18,21.4
2013-10-21,21.9
2013-10-22,21.05
2013-10-23,21.9
2013-10-24,22.15
2013-10-25,22.5
2013-10-28,23.7
2013-10-29,23.0
2013-10-30,23.4
2013-10-31,23.95
2013-11-01,23.55
2013-11-03,24.85
2013-11-05,25.0
2013-11-06,25.1
2013-11-07,26.1
2013-11-08,26.45
2013-11-11,25.45
2013-11-12,25.25
2013-11-13,24.5
2013-11-14,25.3
2013-11-18,25.05
2013-11-19,25.5
2013-11-20,26.25
2013-11-21,26.25
2013-11-22,26.0
2013-11-25,25.55
2013-11-26,25.65
2013-11-27,26.45
2013-11-28,24.75
2013-11-29,25.9
2013-12-02,25.8
2013-12-03,25.9
2013-12-04,24.9
2013-12-05,24.65
2013-12-06,24.7
2013-12-09,24.3
2013-12-10,24.0
2013-12-11,24.0
2013-12-12,24.0
2013-12-13,23.5
2013-12-16,22.6
2013-12-17,21.7
2013-12-18,21.0
2013-12-19,21.5
2013-12-20,20.15
2013-12-23,20.6
2013-12-24,20.05
2013-12-26,22.4
2013-12-27,22.75
2013-12-30,22.6
2013-12-31,22.9
2014-01-01,22.25
2014-01-02,23.0
2014-01-03,21.75
2014-01-06,23.3
2014-01-07,23.4
2014-01-08,25.7
2014-01-09,25.0
2014-01-10,24.45
2014-01-13,24.8
2014-01-14,24.85
2014-01-15,24.5
2014-01-16,22.95
2014-01-17,22.75
2014-01-20,22.55
2014-01-21,22.5
2014-01-22,23.15
2014-01-23,22.4
2014-01-27,19.85
2014-01-28,19.6
2014-01-29,20.75
2014-01-30,19.5
2014-01-31,19.0
2014-02-03,19.5
2014-02-04,20.15
2014-02-05,19.9
2014-02-06,19.55
2014-02-07,19.95
2014-02-10,18.65
2014-02-11,18.05
2014-02-12,18.05
2014-02-13,17.0
2014-02-14,16.45
2014-02-17,15.05
2014-02-18,15.85
2014-02-19,14.25
2014-02-20,14.9
2014-02-21,15.05
2014-02-24,15.0
2014-02-25,15.05
2014-02-26,15.6
2014-02-28,16.0
2014-03-03,15.7
2014-03-04,15.95
2014-03-05,15.8
2014-03-06,16.9
2014-03-07,18.0
2014-03-10,21.6
2014-03-11,25.9
2014-03-12,28.45
2014-03-13,26.6
2014-03-14,24.6
2014-03-18,25.0
2014-03-19,25.9
2014-03-20,24.55
2014-03-21,23.0
2014-03-22,22.35
2014-03-24,22.4
2014-03-25,21.65
2014-03-26,22.4
2014-03-27,22.25
2014-06-30,30.45
2014-07-01,31.95
2014-07-02,33.5
2014-07-03,31.85
2014-07-04,33.4
2014-07-07,33.7
2014-07-08,32.05
2014-07-09,32.4
2014-07-10,32.15
2014-07-11,31.05
2014-07-14,29.85
2014-07-15,29.5
2014-07-16,29.65
2014-07-17,29.9
2014-07-18,29.6
2014-07-21,29.85
2014-07-22,30.0
2014-07-23,30.15
2014-07-24,29.85
2014-07-25,28.4
2014-07-28,27.0
2014-07-30,27.5
2014-07-31,27.95
2014-08-01,26.6
2014-08-04,27.0
2014-08-05,26.65
2014-08-06,27.4
2014-08-07,27.2
2014-08-08,26.25
2014-08-11,26.25
2014-08-12,26.25
2014-08-13,24.3
2014-08-14,24.3
2014-08-18,24.85
2014-08-19,25.45
2014-08-20,25.0
2014-08-21,25.0
2014-08-22,24.6
2014-08-25,25.35
2014-08-26,25.45
2014-08-27,24.25
2014-08-28,24.9
2014-09-01,24.3
2014-09-02,24.85
2014-09-03,25.35
2014-09-04,24.95
2014-09-05,25.45
2014-09-08,25.5
2014-09-09,26.5
2014-09-10,27.2
2014-09-11,28.2
2014-09-12,30.3
2014-09-15,29.3
2014-09-16,26.3
2014-09-17,27.1
2014-09-18,28.4
2014-09-19,26.7
2014-09-22,27.4
2014-09-23,26.95
2014-09-24,26.3
2014-09-25,24.05
2014-09-26,25.0
2014-09-29,26.3
2014-09-30,24.95
2014-10-01,24.7
2014-10-07,23.65
2014-10-08,23.3
2014-10-09,24.8
2014-10-10,25.4
2014-10-13,27.4
2014-10-14,28.55
2014-10-16,26.65
2014-10-17,27.0
2014-10-20,27.7
2014-10-21,28.6
2014-10-22,27.2
2014-10-23,26.55
2014-10-27,26.2
2014-10-28,25.4
2014-10-29,25.6
2014-10-30,26.0
2014-10-31,26.0
2014-11-03,28.5
2014-11-05,29.55
2014-11-07,28.15
2014-11-10,27.1
2014-11-11,28.75
2014-11-12,28.25
2014-11-13,27.9
2014-11-14,27.0
2014-11-17,28.05
2014-11-18,27.25
2014-11-19,26.75
