Date,HEIDELBERG
2013-01-01,58.7
2013-01-02,57.3
2013-01-03,58.0
2013-01-04,58.6
2013-01-07,56.7
2013-01-08,56.9
2013-01-09,56.35
2013-01-10,55.55
2013-01-11,53.25
2013-01-14,52.95
2013-01-15,54.25
2013-01-16,52.05
2013-01-17,52.4
2013-01-18,53.95
2013-01-21,52.55
2013-01-22,51.8
2013-01-23,49.6
2013-01-24,49.85
2013-01-25,50.05
2013-01-28,49.2
2013-01-29,49.6
2013-01-30,49.3
2013-01-31,48.6
2013-02-01,48.25
2013-02-04,48.0
2013-02-05,46.65
2013-02-06,46.2
2013-02-07,46.65
2013-02-08,46.8
2013-02-11,45.3
2013-02-12,43.6
2013-02-13,43.9
2013-02-14,42.6
2013-02-15,44.3
2013-02-18,44.45
2013-02-19,44.0
2013-02-20,44.4
2013-02-21,44.05
2013-02-22,43.45
2013-02-25,43.35
2013-02-26,42.3
2013-02-27,42.2
2013-02-28,41.95
2013-03-01,42.0
2013-03-04,40.3
2013-03-05,40.5
2013-03-06,42.25
2013-03-07,43.2
2013-03-08,42.7
2013-03-11,44.75
2013-03-12,44.0
2013-03-13,43.0
2013-03-14,43.55
2013-03-15,42.6
2013-03-18,42.7
2013-03-19,41.4
2013-03-20,40.85
2013-03-21,40.55
2013-03-22,38.3
2013-03-25,37.4
2013-03-26,36.05
2013-03-28,36.75
2013-04-01,38.3
2013-04-02,37.65
2013-04-03,36.85
2013-04-04,35.3
2013-04-05,34.35
2013-04-08,35.15
2013-04-09,34.95
2013-04-10,35.3
2013-04-11,35.25
2013-04-12,34.9
2013-04-15,35.4
2013-04-16,35.15
2013-04-17,36.9
2013-04-18,37.85
2013-04-22,37.35
2013-04-23,37.65
2013-04-25,38.5
2013-04-26,38.7
2013-04-29,37.6
2013-04-30,38.3
2013-05-02,39.3
2013-05-03,38.8
2013-05-06,39.55
2013-05-07,41.55
2013-05-08,42.2
2013-05-09,41.7
2013-05-10,41.5
2013-05-11,41.45
2013-05-13,41.1
2013-05-14,40.5
2013-05-15,40.75
2013-05-16,44.3
2013-05-17,47.9
2013-05-20,46.0
2013-05-21,45.55
2013-05-22,44.75
2013-05-23,42.25
2013-05-24,42.45
2013-05-27,44.15
2013-05-28,46.4
2013-05-29,47.1
2013-05-30,47.85
2013-05-31,47.45
2013-06-03,48.85
2013-06-04,49.45
2013-06-05,50.4
2013-06-06,49.6
2013-06-07,48.3
2013-06-10,46.95
2013-06-11,45.6
2013-06-12,46.1
2013-06-13,46.2
2013-06-14,47.0
2013-06-17,45.85
2013-06-18,46.05
2013-06-19,46.05
2013-06-20,45.95
2013-06-21,45.0
2013-06-24,44.55
2013-06-25,43.0
2013-06-26,42.05
2013-06-27,41.4
2013-06-28,42.3
2013-07-01,42.55
2013-07-02,43.15
2013-07-03,42.4
2013-07-04,42.15
2013-07-05,43.8
2013-07-08,42.85
2013-07-09,44.0
2013-07-10,43.5
2013-07-11,43.9
2013-07-12,43.0
2013-07-15,42.75
2013-07-16,41.7
2013-07-17,41.4
2013-07-18,41.0
2013-07-19,41.2
2013-07-22,41.35
2013-07-23,40.75
2013-07-24,39.0
2013-07-25,38.75
2013-07-26,39.35
2013-07-29,36.85
2013-07-30,35.4
2013-07-31,34.45
2013-08-01,34.25
2013-08-02,32.3
2013-08-05,32.55
2013-08-06,31.45
2013-08-07,31.0
2013-08-08,31.25
2013-08-12,32.4
2013-08-13,31.25
2013-08-14,30.85
2013-08-16,30.15
2013-08-19,29.35
2013-08-20,29.2
2013-08-21,29.75
2013-08-22,29.7
2013-08-23,29.9
2013-08-26,29.7
2013-08-27,29.2
2013-08-28,28.85
2013-08-29,28.7
2013-08-30,29.15
2013-09-02,29.15
2013-09-03,28.45
2013-09-04,28.4
2013-09-05,28.85
2013-09-06,29.15
2013-09-10,33.0
2013-09-11,35.45
2013-09-12,36.0
2013-09-13,35.6
2013-09-16,34.2
2013-09-17,37.5
2013-09-18,36.9
2013-09-19,36.95
2013-09-20,36.15
2013-09-23,35.25
2013-09-24,34.0
2013-09-25,33.5
2013-09-26,32.2
2013-09-27,32.6
2013-09-30,31.5
2013-10-01,31.95
2013-10-03,33.4
2013-10-04,35.75
2013-10-07,35.35
2013-10-08,35.4
2013-10-09,36.65
2013-10-10,35.35
2013-10-11,35.75
2013-10-14,36.05
2013-10-15,34.85
2013-10-17,34.25
2013-10-18,36.35
2013-10-21,36.95
2013-10-22,37.75
2013-10-23,37.1
2013-10-24,37.4
2013-10-25,37.55
2013-10-28,37.5
2013-10-29,37.5
2013-10-30,37.55
2013-10-31,37.5
2013-11-01,37.15
2013-11-03,38.95
2013-11-05,40.2
2013-11-06,40.2
2013-11-07,38.7
2013-11-08,38.05
2013-11-11,39.4
2013-11-12,38.05
2013-11-13,37.6
2013-11-14,38.1
2013-11-18,38.55
2013-11-19,38.55
2013-11-20,38.05
2013-11-21,38.25
2013-11-22,38.05
2013-11-25,38.75
2013-11-26,38.15
2013-11-27,38.0
2013-11-28,37.6
2013-11-29,38.0
2013-12-02,39.5
2013-12-03,40.75
2013-12-04,39.8
2013-12-05,38.65
2013-12-06,38.35
2013-12-09,37.15
2013-12-10,37.1
2013-12-11,37.0
2013-12-12,37.2
2013-12-13,36.6
2013-12-16,36.95
2013-12-17,36.75
2013-12-18,37.05
2013-12-19,37.35
2013-12-20,37.8
2013-12-23,37.95
2013-12-24,38.0
2013-12-26,38.1
2013-12-27,38.05
2013-12-30,37.25
2013-12-31,37.4
2014-01-01,41.3
2014-01-02,39.35
2014-01-03,39.45
2014-01-06,40.2
2014-01-07,38.95
2014-01-08,39.45
2014-01-09,39.55
2014-01-10,39.4
2014-01-13,39.55
2014-01-14,39.5
2014-01-15,40.85
2014-01-16,40.55
2014-01-17,39.65
2014-01-20,40.75
2014-01-21,40.9
2014-01-22,42.35
2014-01-23,38.6
2014-01-24,39.25
2014-01-27,35.3
2014-01-28,34.55
2014-01-29,34.95
2014-01-30,32.95
2014-01-31,33.65
2014-02-03,34.5
2014-02-04,36.05
2014-02-05,35.45
2014-02-06,34.65
2014-02-07,34.7
2014-02-10,34.8
2014-02-11,34.25
2014-02-12,34.45
2014-02-13,33.6
2014-02-14,33.5
2014-02-17,33.0
2014-02-18,33.75
2014-02-19,33.7
2014-02-20,33.8
2014-02-21,34.95
2014-02-24,34.3
2014-02-25,35.3
2014-02-26,35.5
2014-02-28,34.9
2014-03-03,34.75
2014-03-04,35.15
2014-03-05,36.35
2014-03-06,38.8
2014-03-07,39.05
2014-03-10,39.65
2014-03-11,38.9
2014-03-12,38.6
2014-03-13,38.55
2014-03-14,39.85
2014-03-18,40.5
2014-03-19,39.95
2014-03-20,40.65
2014-03-21,40.6
2014-03-22,40.45
2014-03-24,40.45
2014-03-25,40.35
2014-03-26,40.7
2014-03-27,41.5
2014-03-28,42.65
2014-03-31,44.2
2014-04-01,43.25
2014-04-02,43.0
2014-04-03,42.45
2014-04-04,42.9
2014-04-07,43.4
2014-04-09,44.35
2014-04-10,45.95
2014-04-11,46.0
2014-04-15,45.4
2014-04-16,42.9
2014-04-17,44.7
2014-04-21,44.8
2014-04-22,44.35
2014-04-23,44.1
2014-04-25,42.7
2014-04-28,41.75
2014-04-29,41.75
2014-04-30,41.65
2014-05-02,47.1
2014-05-05,43.9
2014-05-06,43.85
2014-05-07,43.7
2014-05-08,45.5
2014-05-09,46.35
2014-05-12,46.25
2014-05-13,47.05
2014-05-14,46.45
2014-05-15,46.15
2014-05-16,46.95
2014-05-19,54.6
2014-05-20,58.1
2014-05-21,56.85
2014-05-22,60.9
2014-05-23,58.95
2014-05-26,54.5
2014-05-27,53.3
2014-05-28,56.05
2014-05-29,55.85
2014-05-30,56.05
2014-06-02,57.7
2014-06-03,60.15
2014-06-04,64.1
2014-06-05,67.95
2014-06-06,67.55
2014-06-09,69.1
2014-06-10,67.4
2014-06-11,66.7
2014-06-12,65.3
2014-06-30,63.25
2014-07-01,65.95
2014-07-02,65.1
2014-07-03,63.7
2014-07-04,64.5
2014-07-07,63.75
2014-07-08,60.6
2014-07-09,57.9
2014-07-10,60.75
2014-07-11,61.15
2014-07-14,60.85
2014-07-15,61.95
2014-07-16,62.4
2014-07-17,65.05
2014-07-18,64.0
2014-07-21,64.55
2014-07-22,63.6
2014-07-23,62.0
2014-07-24,61.65
2014-07-25,60.05
2014-07-28,63.05
2014-07-30,61.85
2014-07-31,62.3
2014-08-01,63.1
2014-08-04,63.75
2014-08-05,66.25
2014-08-06,66.1
2014-08-07,65.85
2014-08-08,63.05
2014-08-11,64.85
2014-08-12,64.95
2014-08-13,63.65
2014-08-14,64.3
2014-08-18,65.1
2014-08-19,67.65
2014-08-20,67.95
2014-08-21,67.5
2014-08-22,66.6
2014-08-25,71.5
2014-08-26,69.1
2014-08-27,69.35
2014-08-28,68.8
2014-09-01,70.6
2014-09-02,74.95
2014-09-03,77.1
2014-09-04,77.9
2014-09-05,81.0
2014-09-08,80.9
2014-09-09,79.05
2014-09-10,78.0
2014-09-11,78.5
2014-09-12,81.95
2014-09-15,83.0
2014-09-16,76.45
2014-09-17,77.3
2014-09-18,79.75
2014-09-19,82.3
2014-09-22,83.45
2014-09-23,82.5
2014-09-24,81.05
2014-09-25,81.3
2014-09-26,81.25
2014-09-29,85.5
2014-09-30,87.1
2014-10-01,88.1
2014-10-07,94.55
2014-10-08,91.8
2014-10-09,91.5
2014-10-10,91.8
2014-10-13,93.0
2014-10-14,89.9
2014-10-16,86.15
2014-10-17,85.75
2014-10-20,85.8
2014-10-21,84.6
2014-10-22,86.95
2014-10-23,87.0
2014-10-27,84.95
2014-10-28,85.9
2014-10-29,88.3
2014-10-30,89.45
2014-10-31,88.35
2014-11-03,90.45
2014-11-05,92.75
2014-11-07,88.7
2014-11-10,85.55
2014-11-11,86.05
2014-11-12,86.0
2014-11-13,85.8
2014-11-14,86.7
2014-11-17,87.1
2014-11-18,89.65
2014-11-19,88.65
2014-11-20,88.65
2014-11-21,86.95
2014-11-24,86.9
2014-11-25,84.75
2014-11-26,84.35
2014-11-27,84.45
2014-11-28,86.5
2014-12-01,84.5
2014-12-02,82.95
2014-12-03,86.0
2014-12-04,86.0
2014-12-05,89.9
2014-12-08,86.8
2014-12-09,83.7
2014-12-10,85.4
2014-12-11,82.25
2014-12-12,80.6
2014-12-15,79.15
2014-12-16,75.9
2014-12-17,72.8
2014-12-18,77.25
2014-12-19,78.75
2014-12-22,78.85
2014-12-23,80.7
2014-12-24,81.95
2014-12-26,81.5
2014-12-29,81.8
2014-12-30,81.55
2014-12-31,81.4
2015-01-01,83.15
2015-01-02,83.8
2015-01-05,82.75
2015-01-06,79.1
2015-01-07,78.05
2015-01-08,78.75
2015-01-09,78.05
2015-01-12,80.15
2015-01-13,85.5
2015-01-14,82.4
2015-01-15,85.95
2015-01-16,86.75
2015-01-19,86.55
2015-01-20,89.25
2015-01-21,87.85
2015-01-22,90.25
2015-01-23,87.35
2015-01-27,86.65
2015-01-28,86.2
2015-01-29,87.05
2015-01-30,88.15
2015-02-02,87.7
2015-02-03,88.45
2015-02-04,86.4
2015-02-05,85.8
2015-02-06,81.5
2015-02-09,78.1
2015-02-10,77.4
2015-02-11,77.85
2015-02-12,81.35
2015-02-13,81.55
2015-02-16,81.2
2015-02-18,82.5
2015-02-19,82.15
2015-02-20,81.05
2015-02-23,79.4
2015-02-24,78.75
2015-02-25,78.25
2015-02-26,77.0
2015-02-27,78.9
2015-02-28,80.0
2015-03-02,84.55
2015-03-03,85.4
2015-03-04,83.6
2015-03-05,84.4
2015-03-09,80.5
2015-03-10,79.25
2015-03-11,77.6
2015-03-12,78.5
2015-03-13,78.55
2015-03-16,78.5
2015-03-17,78.15
2015-03-18,79.85
2015-03-19,80.15
2015-03-20,80.0
2015-03-23,79.75
2015-03-24,78.85
2015-03-25,77.25
2015-03-26,75.55
2015-03-27,72.45
2015-03-30,74.55
2015-03-31,74.3
2015-04-01,73.85
2015-04-06,74.6
2015-04-07,75.1
2015-04-08,78.05
2015-04-09,78.95
2015-04-10,78.2
2015-04-13,80.15
2015-04-15,78.55
2015-04-16,77.85
2015-04-17,75.0
2015-04-20,71.35
2015-04-21,71.1
2015-04-22,72.25
2015-04-23,72.15
2015-04-24,71.2
2015-04-27,71.75
2015-04-28,71.6
2015-04-29,71.5
2015-04-30,70.15
2015-05-04,73.55
2015-05-05,75.3
2015-05-06,71.55
2015-05-07,68.7
2015-05-08,69.6
2015-05-11,70.6
2015-05-12,69.35
2015-05-13,69.2
2015-05-14,68.85
2015-05-15,71.4
2015-05-18,72.3
2015-05-19,71.35
2015-05-20,70.35
2015-05-21,70.85
2015-05-22,70.5
2015-05-25,70.5
2015-05-26,69.2
2015-05-27,67.8
2015-05-28,66.75
2015-05-29,67.8
2015-06-01,69.15
2015-06-02,68.05
2015-06-03,66.5
2015-06-04,65.7
2015-06-05,64.75
2015-06-08,64.35
2015-06-09,63.5
2015-06-10,64.6
2015-06-11,61.9
2015-06-12,61.4
2015-06-15,62.6
2015-06-16,62.05
2015-06-17,63.05
2015-06-18,62.85
2015-06-19,62.6
2015-06-22,66.65
2015-06-23,68.7
2015-06-24,70.65
2015-06-25,72.0
2015-06-26,73.15
2015-06-29,71.05
2015-06-30,72.75
2015-07-01,73.65
2015-07-02,71.95
2015-07-03,71.95
2015-07-06,73.85
2015-07-07,74.85
2015-07-08,71.8
2015-07-09,69.75
2015-07-10,69.55
2015-07-13,70.6
2015-07-14,73.1
2015-07-15,73.55
2015-07-16,73.7
2015-07-17,73.95
2015-07-20,76.65
2015-07-21,73.35
2015-07-22,70.85
2015-07-23,72.55
2015-07-24,72.7
2015-07-27,70.55
2015-07-28,71.1
2015-07-29,72.45
2015-07-30,73.05
2015-07-31,73.1
2015-08-03,72.5
2015-08-04,70.9
2015-08-05,71.7
2015-08-06,71.85
2015-08-07,73.2
2015-08-10,73.0
2015-08-11,74.1
2015-08-12,71.8
2015-08-13,70.45
2015-08-14,70.45
2015-08-17,72.2
2015-08-18,73.1
2015-08-19,77.1
2015-08-20,77.5
2015-08-21,78.55
2015-08-24,72.2
2015-08-25,70.45
2015-08-26,69.85
2015-08-27,72.6
2015-08-28,75.05
2015-08-31,76.5
2015-09-01,75.2
2015-09-02,78.5
2015-09-03,82.05
2015-09-04,75.65
2015-09-07,72.2
2015-09-08,73.25
2015-09-09,73.5
2015-09-10,73.1
2015-09-11,71.95
2015-09-14,73.7
2015-09-15,72.45
2015-09-16,73.05
2015-09-18,73.65
2015-09-21,74.6
2015-09-22,72.85
2015-09-23,72.75
2015-09-24,72.95
2015-09-28,72.5
2015-09-29,73.6
2015-09-30,73.4
2015-10-01,73.85
2015-10-05,78.1
2015-10-06,79.95
2015-10-07,78.5
2015-10-08,79.0
2015-10-09,78.3
2015-10-12,77.05
2015-10-13,79.05
2015-10-14,81.35
2015-10-15,83.1
2015-10-16,82.15
2015-10-19,82.0
2015-10-20,82.15
2015-10-21,81.2
2015-10-23,79.2
2015-10-26,77.15
2015-10-27,77.25
2015-10-28,77.6
2015-10-29,79.05
2015-10-30,75.3
2015-11-02,74.05
2015-11-03,73.6
2015-11-04,74.75
2015-11-05,74.55
2015-11-06,71.2
2015-11-09,73.85
2015-11-10,72.75
2015-11-11,74.2
2015-11-13,72.9
2015-11-16,73.8
2015-11-17,73.15
2015-11-18,73.05
2015-11-19,73.3
2015-11-20,73.2
2015-11-23,73.4
2015-11-24,73.9
2015-11-26,76.5
2015-11-27,76.25
2015-11-30,76.3
2015-12-01,75.6
2015-12-02,76.0
2015-12-03,74.55
2015-12-04,74.25
2015-12-07,74.6
2015-12-08,73.15
2015-12-09,72.5
2015-12-10,72.7
2015-12-11,74.25
2015-12-14,74.1
2015-12-15,74.7
2015-12-16,77.2
2015-12-17,75.7
2015-12-18,76.05
2015-12-21,77.4
2015-12-22,77.15
2015-12-23,78.5
2015-12-24,79.65
2015-12-28,78.8
2015-12-29,78.0
2015-12-30,80.0
2015-12-31,80.8
2016-01-01,78.65
2016-01-04,75.95
2016-01-05,77.55
2016-01-06,77.0
2016-01-07,74.9
2016-01-08,74.75
2016-01-11,75.1
2016-01-12,74.85
2016-01-13,73.1
2016-01-14,71.75
2016-01-15,70.0
2016-01-18,67.5
2016-01-19,69.3
2016-01-20,69.6
2016-01-21,68.2
2016-01-22,69.2
2016-01-25,69.4
2016-01-27,69.65
2016-01-28,69.05
2016-01-29,70.1
2016-02-01,69.85
2016-02-02,71.2
2016-02-03,73.35
2016-02-04,72.5
2016-02-05,72.2
2016-02-08,71.6
2016-02-09,70.2
2016-02-10,68.05
2016-02-11,64.35
2016-02-12,63.65
2016-02-15,64.65
2016-02-16,62.05
2016-02-17,62.3
2016-02-18,64.0
2016-02-19,64.4
2016-02-22,64.95
2016-02-23,64.35
2016-02-24,63.95
2016-02-25,64.0
2016-02-26,63.5
2016-02-29,64.2
2016-03-01,64.65
2016-03-02,65.9
2016-03-03,66.15
2016-03-04,67.2
2016-03-08,69.45
2016-03-09,70.8
2016-03-10,70.2
2016-03-11,72.5
2016-03-14,73.4
2016-03-15,73.3
2016-03-16,73.1
2016-03-17,75.35
2016-03-18,78.15
2016-03-21,80.05
2016-03-22,79.2
2016-03-23,77.6
2016-03-28,79.2
2016-03-29,77.7
2016-03-30,78.25
2016-03-31,81.2
2016-04-01,86.95
2016-04-04,89.3
2016-04-05,85.5
2016-04-06,92.25
2016-04-07,92.55
2016-04-08,97.85
2016-04-11,98.05
2016-04-12,96.95
2016-04-13,97.65
2016-04-18,101.5
2016-04-20,102.9
2016-04-21,99.45
2016-04-22,98.75
2016-04-25,96.65
2016-04-26,97.1
2016-04-27,95.15
2016-04-28,94.15
2016-04-29,95.7
2016-05-02,95.8
2016-05-03,95.95
2016-05-04,94.15
2016-05-05,92.45
2016-05-06,92.15
2016-05-09,98.05
2016-05-10,100.9
2016-05-11,100.55
2016-05-12,98.9
2016-05-13,97.6
2016-05-16,97.85
2016-05-17,97.35
2016-05-18,95.65
2016-05-19,93.15
2016-05-20,92.4
2016-05-23,93.9
2016-05-24,93.9
2016-05-25,97.6
2016-05-26,97.35
2016-05-27,96.45
2016-05-30,97.6
2016-05-31,101.9
2016-06-01,103.3
2016-06-02,105.65
2016-06-03,105.9
2016-06-06,106.85
2016-06-07,111.3
2016-06-08,112.65
2016-06-09,112.45
2016-06-10,110.6
2016-06-13,110.9
2016-06-14,109.3
2016-06-15,108.9
2016-06-16,107.0
2016-06-17,104.3
2016-06-20,106.65
2016-06-21,105.3
2016-06-22,107.0
2016-06-23,107.05
2016-06-24,103.85
2016-06-27,108.25
2016-06-28,110.7
2016-06-29,116.35
2016-06-30,118.2
2016-07-01,115.75
2016-07-04,115.3
2016-07-05,116.7
2016-07-07,114.8
2016-07-08,113.65
2016-07-11,114.95
2016-07-12,122.75
2016-07-13,117.8
2016-07-14,117.3
2016-07-15,119.5
2016-07-18,117.95
2016-07-19,122.0
2016-07-20,128.15
2016-07-21,127.5
2016-07-22,126.25
2016-07-25,127.15
2016-07-26,127.7
2016-07-27,122.55
2016-07-28,125.1
2016-07-29,126.5
2016-08-01,125.45
2016-08-02,124.5
2016-08-03,119.5
2016-08-04,121.85
2016-08-05,128.15
2016-08-08,127.7
2016-08-09,128.05
2016-08-10,124.55
2016-08-11,124.65
2016-08-12,127.3
2016-08-16,127.7
2016-08-17,127.75
2016-08-18,133.1
2016-08-19,138.45
2016-08-22,132.7
2016-08-23,136.2
2016-08-24,137.55
2016-08-25,136.9
2016-08-26,133.2
2016-08-29,135.0
2016-08-30,138.4
2016-08-31,137.75
2016-09-01,134.55
2016-09-02,138.1
2016-09-06,138.2
2016-09-07,137.65
2016-09-08,136.8
2016-09-09,134.5
2016-09-12,128.8
2016-09-14,133.45
2016-09-15,135.6
2016-09-16,133.1
2016-09-19,130.45
2016-09-20,134.0
2016-09-21,134.1
2016-09-22,134.95
2016-09-23,134.1
2016-09-26,133.1
2016-09-27,131.55
2016-09-28,134.35
2016-09-29,131.85
2016-09-30,131.7
2016-10-03,134.95
2016-10-04,133.85
2016-10-05,139.85
2016-10-06,141.45
2016-10-07,140.8
2016-10-10,138.3
2016-10-13,134.95
2016-10-14,139.7
2016-10-17,138.4
2016-10-18,139.2
2016-10-19,141.45
2016-10-20,145.8
2016-10-21,142.4
2016-10-24,142.5
2016-10-25,143.65
2016-10-26,142.2
2016-10-27,144.0
2016-10-28,146.3
2016-10-30,145.5
2016-11-01,145.05
2016-11-02,144.85
2016-11-03,138.1
2016-11-04,137.75
2016-11-07,137.9
2016-11-08,136.85
2016-11-09,131.45
2016-11-10,130.85
2016-11-11,122.85
2016-11-15,110.0
2016-11-16,111.95
2016-11-17,108.8
2016-11-18,106.25
2016-11-21,104.2
2016-11-22,106.45
2016-11-23,113.1
2016-11-24,110.75
2016-11-25,114.8
2016-11-28,113.8
2016-11-29,113.9
2016-11-30,114.25
2016-12-01,113.8
2016-12-02,110.6
2016-12-05,110.0
2016-12-06,115.65
2016-12-07,117.15
2016-12-08,117.0
2016-12-09,120.95
2016-12-12,120.55
2016-12-13,122.85
2016-12-14,119.15
2016-12-15,116.55
2016-12-16,115.5
2016-12-19,113.7
2016-12-20,112.5
2016-12-21,114.25
2016-12-22,110.25
2016-12-23,105.45
2016-12-26,102.65
2016-12-27,104.75
2016-12-28,106.3
