Date,ASIANHOTNR
2013-01-01,174.3
2013-01-02,174.05
2013-01-03,175.45
2013-01-04,175.0
2013-01-07,173.35
2013-01-08,175.0
2013-01-09,176.0
2013-01-10,172.95
2013-01-11,171.1
2013-01-14,170.8
2013-01-15,173.5
2013-01-16,170.35
2013-01-17,169.55
2013-01-18,166.65
2013-01-21,169.35
2013-01-22,169.05
2013-01-23,168.6
2013-01-24,165.35
2013-01-25,169.7
2013-01-28,166.9
2013-01-29,162.15
2013-01-30,162.5
2013-01-31,162.0
2013-02-01,165.9
2013-02-04,160.7
2013-02-05,161.0
2013-02-06,161.05
2013-02-07,164.75
2013-02-08,163.95
2013-02-11,160.85
2013-02-12,160.95
2013-02-13,159.75
2013-02-14,150.05
2013-02-15,150.2
2013-02-18,143.75
2013-02-19,144.0
2013-02-20,145.0
2013-02-21,147.8
2013-02-22,146.5
2013-02-25,142.75
2013-02-26,143.85
2013-02-27,144.95
2013-02-28,142.5
2013-03-01,145.75
2013-03-04,149.85
2013-03-05,150.7
2013-03-06,149.0
2013-03-07,148.55
2013-03-08,145.7
2013-03-11,145.05
2013-03-12,143.05
2013-03-13,143.3
2013-03-14,141.15
2013-03-15,143.3
2013-03-18,142.6
2013-03-19,139.65
2013-03-20,139.0
2013-03-21,137.6
2013-03-22,137.4
2013-03-25,139.8
2013-03-26,137.75
2013-03-28,160.15
2013-04-01,149.7
2013-04-02,151.0
2013-04-03,147.75
2013-04-04,148.0
2013-04-05,145.85
2013-04-08,148.7
2013-04-09,148.0
2013-04-10,145.55
2013-04-11,145.0
2013-04-12,147.6
2013-04-15,145.25
2013-04-16,146.45
2013-04-17,145.35
2013-04-18,145.0
2013-04-22,143.95
2013-04-23,142.0
2013-04-25,144.0
2013-04-26,145.7
2013-04-29,144.7
2013-04-30,142.55
2013-05-02,142.5
2013-05-03,144.05
2013-05-06,138.05
2013-05-07,137.6
2013-05-08,138.35
2013-05-09,137.65
2013-05-10,142.0
2013-05-11,141.0
2013-05-13,136.35
2013-05-14,136.7
2013-05-15,136.7
2013-05-16,137.95
2013-05-17,132.85
2013-05-20,135.05
2013-05-21,132.6
2013-05-22,135.3
2013-05-23,133.0
2013-05-24,132.1
2013-05-27,132.0
2013-05-28,130.65
2013-05-29,131.15
2013-05-30,136.0
2013-05-31,130.0
2013-06-03,127.65
2013-06-04,130.4
2013-06-05,130.9
2013-06-06,130.15
2013-06-07,130.85
2013-06-10,125.5
2013-06-11,122.2
2013-06-12,112.4
2013-06-13,112.35
2013-06-14,115.4
2013-06-17,114.15
2013-06-18,115.05
2013-06-19,115.2
2013-06-20,113.85
2013-06-21,111.35
2013-06-24,110.75
2013-06-25,109.95
2013-06-26,106.6
2013-06-27,107.35
2013-06-28,108.95
2013-07-01,121.55
2013-07-02,117.0
2013-07-03,113.85
2013-07-04,108.5
2013-07-05,110.2
2013-07-09,100.05
2013-07-11,107.55
2013-07-12,108.0
2013-07-15,108.0
2013-07-17,101.0
2013-07-18,100.05
2013-07-22,101.0
2013-07-23,95.05
2013-07-25,113.0
2013-07-26,111.0
2013-07-29,111.0
2013-07-30,113.9
2013-07-31,100.0
2013-08-02,110.0
2013-08-05,100.0
2013-08-08,111.0
2013-08-12,100.0
2013-08-13,100.0
2013-08-14,105.0
2013-08-16,101.5
2013-08-20,100.0
2013-08-21,101.0
2013-08-22,101.0
2013-08-23,104.0
2013-08-26,102.0
2013-08-28,102.0
2013-08-29,102.0
2013-08-30,100.0
2013-09-04,104.0
2013-09-05,111.6
2013-09-06,100.5
2013-09-10,97.0
2013-09-11,104.0
2013-09-12,100.05
2013-09-13,107.0
2013-09-16,99.0
2013-09-17,104.0
2013-09-18,103.7
2013-09-19,101.0
2013-09-23,101.55
2013-09-24,100.0
2013-09-25,100.0
2013-09-26,100.0
2013-09-27,98.0
2013-09-30,108.0
2013-10-01,101.1
2013-10-03,101.0
2013-10-04,105.0
2013-10-07,100.0
